XOO1903	RSc1443
XOO0727	RSc3322
XOO2904	RSc2534
XOO0733	RSp0810
XOO0733	RSc3316
XOO0732	RSc3317
XOO0731	RSc3318
XOO0730	RSc3319
XOO0715	RSc0922
XOO0715	RSc3386
XOO0714	RSc0921
XOO0713	RSc0920
XOO0718	RSc0991
XOO2900	RSp0252
XOO0722	RSc1603
XOO0720	RSc1601
XOO0703	RSc0674
XOO0707	RSc3054
XOO0711	RSc2549
XOO0710	RSp1622
XOO1628	RSc2442
XOO3807	RSc2065
XOO1627	RSc2459
XOO1626	RSc2458
XOO1625	RSc2457
XOO2956	RSc1204
XOO1629	RSc2917
XOO1629	RSc1858
XOO1631	RSc2915
XOO1631	RSc1860
XOO2963	RSc1129
XOO3810	RSc0091
XOO0783	RSp1301
XOO0783	RSp0156
XOO0783	RSp0475
XOO0783	RSp1135
XOO0783	RSp0126
XOO0783	RSp1331
XOO0783	RSp1362
XOO1630	RSc2916
XOO1630	RSc1859
XOO2966	RSc1127
XOO0788	RSp0155
XOO0788	RSp0584
XOO0788	RSc0843
XOO0788	RSc3123
XOO0788	RSc3145
XOO0788	RSc3421
XOO0303	RSp0155
XOO0303	RSp0584
XOO0303	RSc0843
XOO0303	RSc3123
XOO0303	RSc3145
XOO0303	RSc3421
XOO0787	RSp0478
XOO0787	RSc0252
XOO2960	RSc1644
XOO1634	RSp1139
XOO1634	RSc3430
XOO0786	RSp0155
XOO0786	RSp0584
XOO0786	RSc0843
XOO0786	RSc3123
XOO0786	RSc3145
XOO0786	RSc3421
XOO2961	RSc1643
XOO0785	RSp1301
XOO0785	RSp0156
XOO0785	RSp0475
XOO0785	RSp1135
XOO0785	RSp0126
XOO0785	RSp1331
XOO0785	RSp1362
XOO1632	RSc2914
XOO2962	RSc1130
XOO2949	RSc1526
XOO0767	RSc1479
XOO2945	RSc1221
XOO2946	RSc1220
XOO1619	RSc0420
XOO2947	RSc2564
XOO2948	RSc1527
XOO0773	RSc2681
XOO1620	RSc2822
XOO2953	RSc1206
XOO0772	RSc0384
XOO0771	RSc0301
XOO2955	RSc1205
XOO0770	RSc0539
XOO1624	RSc2557
XOO0777	RSp0276
XOO1623	RSc2556
XOO2950	RSc1525
XOO1622	RSc2820
XOO2951	RSc1524
XOO1621	RSc2821
XOO0759	RSc1595
XOO2939	RSc0797
XOO1603	RSp1104
XOO0756	RSp0656
XOO2934	RSc1700
XOO2935	RSc1700
XOO2936	RSp1225
XOO2941	RSc0551
XOO2942	RSc1304
XOO0761	RSp0357
XOO2944	RSc2770
XOO0764	RSc2880
XOO2940	RSc0552
XOO0763	RSc1587
XOO2927	RSc1316
XOO2928	RSc0100
XOO0746	RSc0178
XOO2923	RSc1145
XOO2926	RSc1317
XOO0750	RSp1136
XOO0750	RSp1179
XOO0750	RSp0206
XOO0750	RSc1704
XOO2931	RSp0396
XOO2932	RSc2209
XOO2933	RSc2208
XOO0755	RSp0657
XOO1601	RSp0731
XOO1601	RSp1105
XOO1600	RSc1136
XOO2517	RSp0155
XOO2517	RSp0584
XOO2517	RSc0843
XOO2517	RSc3123
XOO2517	RSc3145
XOO2517	RSc3421
XOO1669	RSc0736
XOO2522	RSp1587
XOO2522	RSp1588
XOO3854	RSc0714
XOO2521	RSp1587
XOO2521	RSp1588
XOO3856	RSc0715
XOO4704	RSp1301
XOO4704	RSp0156
XOO4704	RSp0475
XOO4704	RSp1135
XOO4704	RSp0126
XOO4704	RSp1331
XOO4704	RSp1362
XOO0341	RSp0155
XOO0341	RSp0584
XOO0341	RSc0843
XOO0341	RSc3123
XOO0341	RSc3145
XOO0341	RSc3421
XOO3850	RSc2768
XOO1679	RSc0738
XOO1678	RSp0155
XOO1678	RSp0584
XOO1678	RSc0843
XOO1678	RSc3123
XOO1678	RSc3145
XOO1678	RSc3421
XOO3851	RSc0711
XOO3852	RSc0712
XOO3853	RSc0713
XOO2508	RSc0390
XOO1659	RSc2190
XOO2506	RSc0391
XOO2505	RSp0274
XOO2989	RSc1144
XOO3837	RSc3266
XOO2509	RSc0389
XOO3839	RSc3265
XOO1660	RSc0503
XOO1664	RSc0731
XOO3843	RSc3385
XOO0332	RSc0441
XOO3844	RSc3384
XOO1663	RSc0500
XOO2510	RSc0990
XOO1662	RSp1052
XOO1662	RSc1621
XOO3845	RSc3383
XOO3846	RSc3382
XOO1661	RSc0501
XOO2514	RSc0351
XOO2513	RSp1301
XOO2513	RSp0156
XOO2513	RSp0475
XOO2513	RSp1135
XOO2513	RSp0126
XOO2513	RSp1331
XOO2513	RSp1362
XOO1666	RSc0733
XOO3842	RSc3087
XOO1665	RSc0732
XOO3829	RSc2848
XOO1649	RSc1439
XOO1649	RSc2405
XOO1649	RSc2706
XOO1649	RSc0423
XOO1649	RSp1333
XOO1649	RSp1217
XOO1649	RSc1492
XOO1649	RSp0558
XOO1649	RSp1625
XOO1649	RSp1303
XOO1649	RSp1628
XOO1649	RSc0828
XOO1649	RSp0504
XOO1647	RSp1301
XOO1647	RSp0156
XOO1647	RSp0475
XOO1647	RSp1135
XOO1647	RSp0126
XOO1647	RSp1331
XOO1647	RSp1362
XOO3825	RSc2843
XOO3826	RSc2844
XOO3827	RSc2845
XOO3828	RSc2847
XOO3833	RSc2852
XOO1651	RSc0319
XOO1650	RSc1439
XOO1650	RSc2405
XOO1650	RSc2706
XOO1650	RSc0423
XOO1650	RSp1333
XOO1650	RSp1217
XOO1650	RSc1492
XOO1650	RSp0558
XOO1650	RSp1625
XOO1650	RSp1303
XOO1650	RSp1628
XOO1650	RSc0828
XOO1650	RSp0504
XOO3835	RSc1780
XOO0326	RSc1438
XOO0326	RSc2406
XOO0326	RSp1299
XOO0326	RSc1493
XOO0326	RSp0557
XOO0326	RSc2707
XOO0326	RSp0503
XOO0326	RSp1216
XOO0326	RSc0829
XOO2981	RSc2866
XOO2981	RSc1885
XOO0325	RSc1439
XOO0325	RSc2405
XOO0325	RSc2706
XOO0325	RSc0423
XOO0325	RSp1333
XOO0325	RSp1217
XOO0325	RSc1492
XOO0325	RSp0558
XOO0325	RSp1625
XOO0325	RSp1303
XOO0325	RSp1628
XOO0325	RSc0828
XOO0325	RSp0504
XOO1656	RSc0466
XOO3830	RSc2849
XOO2501	RSc2188
XOO3831	RSc2850
XOO1654	RSc0464
XOO0308	RSc2960
XOO3818	RSc2834
XOO3819	RSc2835
XOO0305	RSc2959
XOO2967	RSc1126
XOO2969	RSc0976
XOO3816	RSp0984
XOO0309	RSc2961
XOO0791	RSc0923
XOO0790	RSc0924
XOO0795	RSc0683
XOO3821	RSc2837
XOO2974	RSc1313
XOO1642	RSc1151
XOO0311	RSc0119
XOO0794	RSc0685
XOO0310	RSc2962
XOO3822	RSc2839
XOO1640	RSc1439
XOO1640	RSc2405
XOO1640	RSc2706
XOO1640	RSc0423
XOO1640	RSp1333
XOO1640	RSp1217
XOO1640	RSc1492
XOO1640	RSp0558
XOO1640	RSp1625
XOO1640	RSp1303
XOO1640	RSp1628
XOO1640	RSc0828
XOO1640	RSp0504
XOO0793	RSc0684
XOO3823	RSc2840
XOO0792	RSc0682
XOO3824	RSc2842
XOO1646	RSp1301
XOO1646	RSp0156
XOO1646	RSp0475
XOO1646	RSp1135
XOO1646	RSp0126
XOO1646	RSp1331
XOO1646	RSp1362
XOO0799	RSc1571
XOO0799	RSc2253
XOO1645	RSc1438
XOO1645	RSc2406
XOO1645	RSp1299
XOO1645	RSc1493
XOO1645	RSp0557
XOO1645	RSc2707
XOO1645	RSp0503
XOO1645	RSp1216
XOO1645	RSc0829
XOO0798	RSc1570
XOO0798	RSc2254
XOO1644	RSc1439
XOO1644	RSc2405
XOO1644	RSc2706
XOO1644	RSc0423
XOO1644	RSp1333
XOO1644	RSp1217
XOO1644	RSc1492
XOO1644	RSp0558
XOO1644	RSp1625
XOO1644	RSp1303
XOO1644	RSp1628
XOO1644	RSc0828
XOO1644	RSp0504
XOO1643	RSc1439
XOO1643	RSc2405
XOO1643	RSc2706
XOO1643	RSc0423
XOO1643	RSp1333
XOO1643	RSp1217
XOO1643	RSc1492
XOO1643	RSp0558
XOO1643	RSp1625
XOO1643	RSp1303
XOO1643	RSp1628
XOO1643	RSc0828
XOO1643	RSp0504
XOO2973	RSc0146
XOO0312	RSc0120
XOO0263	RSc1439
XOO0263	RSc2405
XOO0263	RSc2706
XOO0263	RSc0423
XOO0263	RSp1333
XOO0263	RSp1217
XOO0263	RSc1492
XOO0263	RSp0558
XOO0263	RSp1625
XOO0263	RSp1303
XOO0263	RSp1628
XOO0263	RSc0828
XOO0263	RSp0504
XOO1594	RSc0555
XOO0262	RSc1439
XOO0262	RSc2405
XOO0262	RSc2706
XOO0262	RSc0423
XOO0262	RSp1333
XOO0262	RSp1217
XOO0262	RSc1492
XOO0262	RSp0558
XOO0262	RSp1625
XOO0262	RSp1303
XOO0262	RSp1628
XOO0262	RSc0828
XOO0262	RSp0504
XOO1593	RSc0554
XOO1591	RSc2807
XOO1114	RSc3060
XOO1114	RSc3059
XOO1598	RSc1629
XOO0267	RSc3355
XOO1597	RSc1628
XOO1595	RSc2347
XOO1111	RSp1473
XOO1118	RSc2767
XOO1118	RSc2123
XOO1117	RSc0330
XOO4621	RSc2352
XOO2448	RSc0937
XOO2447	RSc2226
XOO0268	RSc3102
XOO1583	RSc2828
XOO0252	RSc1014
XOO2430	RSc3125
XOO1582	RSp1301
XOO1582	RSp0156
XOO1582	RSp0475
XOO1582	RSp1135
XOO1582	RSp0126
XOO1582	RSp1331
XOO1582	RSp1362
XOO4613	RSc1911
XOO4613	RSc1909
XOO1586	RSc0558
XOO1586	RSc0557
XOO1102	RSc1633
XOO3767	RSc0746
XOO4615	RSp0204
XOO4615	RSp0765
XOO4615	RSp0515
XOO4615	RSc3217
XOO4615	RSc0961
XOO1585	RSc2826
XOO1101	RSc1790
XOO4616	RSp0155
XOO4616	RSp0584
XOO4616	RSc0843
XOO4616	RSc3123
XOO4616	RSc3145
XOO4616	RSc3421
XOO1584	RSc2827
XOO3763	RSp1442
XOO4611	RSp0155
XOO4611	RSp0584
XOO4611	RSc0843
XOO4611	RSc3123
XOO4611	RSc3145
XOO4611	RSc3421
XOO3764	RSc1717
XOO1589	RSc2825
XOO0258	RSc1625
XOO1105	RSc3392
XOO4612	RSp0155
XOO4612	RSp0584
XOO4612	RSc0843
XOO4612	RSc3123
XOO4612	RSc3145
XOO4612	RSc3421
XOO3765	RSc1718
XOO2417	RSc1021
XOO0239	RSc3057
XOO3748	RSc0518
XOO3749	RSc2878
XOO3750	RSc0681
XOO1570	RSp1301
XOO1570	RSp0156
XOO1570	RSp0475
XOO1570	RSp1135
XOO1570	RSp0126
XOO1570	RSp1331
XOO1570	RSp1362
XOO2423	RSc0277
XOO3755	RSc0663
XOO1575	RSp1136
XOO1575	RSp1179
XOO1575	RSp0206
XOO1575	RSc1704
XOO3756	RSc0664
XOO1574	RSp1301
XOO1574	RSp0156
XOO1574	RSp0475
XOO1574	RSp1135
XOO1574	RSp0126
XOO1574	RSp1331
XOO1574	RSp1362
XOO4604	RSp0007
XOO4604	RSp0075
XOO3757	RSc2085
XOO0242	RSc3289
XOO3751	RSc0946
XOO1579	RSp1301
XOO1579	RSp0156
XOO1579	RSp0475
XOO1579	RSp1135
XOO1579	RSp0126
XOO1579	RSp1331
XOO1579	RSp1362
XOO3752	RSc0947
XOO1578	RSp1136
XOO1578	RSp1179
XOO1578	RSp0206
XOO1578	RSc1704
XOO3753	RSc2410
XOO0228	RSp1516
XOO2406	RSc0901
XOO1565	RSc2200
XOO3744	RSc0919
XOO0234	RSc2186
XOO0232	RSc1877
XOO2410	RSc1398
XOO2899	RSp0251
XOO3747	RSc0517
XOO2416	RSc1307
XOO2415	RSc1309
XOO2894	RSc1157
XOO0236	RSc1439
XOO0236	RSc2405
XOO0236	RSc2706
XOO0236	RSc0423
XOO0236	RSp1333
XOO0236	RSp1217
XOO0236	RSc1492
XOO0236	RSp0558
XOO0236	RSp1625
XOO0236	RSp1303
XOO0236	RSp1628
XOO0236	RSc0828
XOO0236	RSp0504
XOO2414	RSc1310
XOO2895	RSc0985
XOO3743	RSc2663
XOO1154	RSc1991
XOO2485	RSc2712
XOO2001	RSc1292
XOO2484	RSc2713
XOO1153	RSc1182
XOO2000	RSc1293
XOO2483	RSc2714
XOO1151	RSc2711
XOO2482	RSc2715
XOO1156	RSc2976
XOO2486	RSp0482
XOO2009	RSc1439
XOO2009	RSc2405
XOO2009	RSc2706
XOO2009	RSc0423
XOO2009	RSp1333
XOO2009	RSp1217
XOO2009	RSc1492
XOO2009	RSp0558
XOO2009	RSp1625
XOO2009	RSp1303
XOO2009	RSp1628
XOO2009	RSc0828
XOO2009	RSp0504
XOO2007	RSc1439
XOO2007	RSc2405
XOO2007	RSc2706
XOO2007	RSc0423
XOO2007	RSp1333
XOO2007	RSp1217
XOO2007	RSc1492
XOO2007	RSp0558
XOO2007	RSp1625
XOO2007	RSp1303
XOO2007	RSp1628
XOO2007	RSc0828
XOO2007	RSp0504
XOO2006	RSc1439
XOO2006	RSc2405
XOO2006	RSc2706
XOO2006	RSc0423
XOO2006	RSp1333
XOO2006	RSp1217
XOO2006	RSc1492
XOO2006	RSp0558
XOO2006	RSp1625
XOO2006	RSp1303
XOO2006	RSp1628
XOO2006	RSc0828
XOO2006	RSp0504
XOO0296	RSc1439
XOO0296	RSc2405
XOO0296	RSc2706
XOO0296	RSc0423
XOO0296	RSp1333
XOO0296	RSp1217
XOO0296	RSc1492
XOO0296	RSp0558
XOO0296	RSp1625
XOO0296	RSp1303
XOO0296	RSp1628
XOO0296	RSc0828
XOO0296	RSp0504
XOO1143	RSc2159
XOO0295	RSc1439
XOO0295	RSc2405
XOO0295	RSc2706
XOO0295	RSc0423
XOO0295	RSp1333
XOO0295	RSp1217
XOO0295	RSc1492
XOO0295	RSp0558
XOO0295	RSp1625
XOO0295	RSp1303
XOO0295	RSp1628
XOO0295	RSc0828
XOO0295	RSp0504
XOO2472	RSp1301
XOO2472	RSp0156
XOO2472	RSp0475
XOO2472	RSp1135
XOO2472	RSp0126
XOO2472	RSp1331
XOO2472	RSp1362
XOO1141	RSc2160
XOO2471	RSp0478
XOO2471	RSc0252
XOO1140	RSc2161
XOO2477	RSp1136
XOO2477	RSp1179
XOO2477	RSp0206
XOO2477	RSc1704
XOO0299	RSc0399
XOO0298	RSp1301
XOO0298	RSp0156
XOO0298	RSp0475
XOO0298	RSp1135
XOO0298	RSp0126
XOO0298	RSp1331
XOO0298	RSp1362
XOO1145	RSc2155
XOO3329	RSc2744
XOO3322	RSc2195
XOO1149	RSc2153
XOO1148	RSc2154
XOO3791	RSc0134
XOO0281	RSp0162
XOO0280	RSp1124
XOO0280	RSc0632
XOO3310	RSp1301
XOO3310	RSp0156
XOO3310	RSp0475
XOO3310	RSp1135
XOO3310	RSp0126
XOO3310	RSp1331
XOO3310	RSp1362
XOO3794	RSp1301
XOO3794	RSp0156
XOO3794	RSp0475
XOO3794	RSp1135
XOO3794	RSp0126
XOO3794	RSp1331
XOO3794	RSp1362
XOO2463	RSc1530
XOO2462	RSc1529
XOO2461	RSc1529
XOO0283	RSp0162
XOO0282	RSp0162
XOO3315	RSc2197
XOO3316	RSc2196
XOO0288	RSp1240
XOO2465	RSc1532
XOO2464	RSc1531
XOO1133	RSc0509
XOO0286	RSc0270
XOO3795	RSp1121
XOO2469	RSp1301
XOO2469	RSp0156
XOO2469	RSp0475
XOO2469	RSp1135
XOO2469	RSp0126
XOO2469	RSp1331
XOO2469	RSp1362
XOO3798	RSc0093
XOO1119	RSc1439
XOO1119	RSc2405
XOO1119	RSc2706
XOO1119	RSc0423
XOO1119	RSp1333
XOO1119	RSp1217
XOO1119	RSc1492
XOO1119	RSp0558
XOO1119	RSp1625
XOO1119	RSp1303
XOO1119	RSp1628
XOO1119	RSc0828
XOO1119	RSp0504
XOO4628	RSc0502
XOO2452	RSc2872
XOO0273	RSp0155
XOO0273	RSp0584
XOO0273	RSc0843
XOO0273	RSc3123
XOO0273	RSc3145
XOO0273	RSc3421
XOO0278	RSp1301
XOO0278	RSp0156
XOO0278	RSp0475
XOO0278	RSp1135
XOO0278	RSp0126
XOO0278	RSp1331
XOO0278	RSp1362
XOO3304	RSc0944
XOO1125	RSc2558
XOO0277	RSp1301
XOO0277	RSp0156
XOO0277	RSp0475
XOO0277	RSp1135
XOO0277	RSp0126
XOO0277	RSp1331
XOO0277	RSp1362
XOO1124	RSc0667
XOO3305	RSc2659
XOO2454	RSc1005
XOO3307	RSp1301
XOO3307	RSp0156
XOO3307	RSp0475
XOO3307	RSp1135
XOO3307	RSp0126
XOO3307	RSp1331
XOO3307	RSp1362
XOO3785	RSc1013
XOO1128	RSc2403
XOO1127	RSc1232
XOO0279	RSp1301
XOO0279	RSp0156
XOO0279	RSp0475
XOO0279	RSp1135
XOO0279	RSp0126
XOO0279	RSp1331
XOO0279	RSp1362
XOO4634	RSc0005
XOO3303	RSc0945
XOO3787	RSc0506
XOO4220	RSc2515
XOO4220	RSc0592
XOO1194	RSp1144
XOO3373	RSc0703
XOO2041	RSc2087
XOO2040	RSc3277
XOO1198	RSp1301
XOO1198	RSp0156
XOO1198	RSp0475
XOO1198	RSp1135
XOO1198	RSp0126
XOO1198	RSp1331
XOO1198	RSp1362
XOO2044	RSc1269
XOO2043	RSc1270
XOO1196	RSc1544
XOO3372	RSc0109
XOO2042	RSc1271
XOO2048	RSc2720
XOO4229	RSc0699
XOO2046	RSc1148
XOO3377	RSp0155
XOO3377	RSp0584
XOO3377	RSc0843
XOO3377	RSc3123
XOO3377	RSc3145
XOO3377	RSc3421
XOO3378	RSp0155
XOO3378	RSp0584
XOO3378	RSc0843
XOO3378	RSc3123
XOO3378	RSc3145
XOO3378	RSc3421
XOO3379	RSp1587
XOO3379	RSp1588
XOO2030	RSc2639
XOO3365	RSp0155
XOO3365	RSp0584
XOO3365	RSc0843
XOO3365	RSc3123
XOO3365	RSc3145
XOO3365	RSc3421
XOO3360	RSp1587
XOO3360	RSp1588
XOO2032	RSc2634
XOO2031	RSc2635
XOO4218	RSp0155
XOO4218	RSp0584
XOO4218	RSc0843
XOO4218	RSc3123
XOO4218	RSc3145
XOO4218	RSc3421
XOO2035	RSp1301
XOO2035	RSp0156
XOO2035	RSp0475
XOO2035	RSp1135
XOO2035	RSp0126
XOO2035	RSp1331
XOO2035	RSp1362
XOO1188	RSc3404
XOO3366	RSc1439
XOO3366	RSc2405
XOO3366	RSc2706
XOO3366	RSc0423
XOO3366	RSp1333
XOO3366	RSp1217
XOO3366	RSc1492
XOO3366	RSp0558
XOO3366	RSp1625
XOO3366	RSp1303
XOO3366	RSp1628
XOO3366	RSc0828
XOO3366	RSp0504
XOO4699	RSp1301
XOO4699	RSp0156
XOO4699	RSp0475
XOO4699	RSp1135
XOO4699	RSp0126
XOO4699	RSp1331
XOO4699	RSp1362
XOO3351	RSp1136
XOO3351	RSp1179
XOO3351	RSp0206
XOO3351	RSc1704
XOO3352	RSp1136
XOO3352	RSp1179
XOO3352	RSp0206
XOO3352	RSc1704
XOO1176	RSc2750
XOO2023	RSc1424
XOO3350	RSp1136
XOO3350	RSp1179
XOO3350	RSp0206
XOO3350	RSc1704
XOO4206	RSc0358
XOO2027	RSc2747
XOO2025	RSc1426
XOO4202	RSp0009
XOO4202	RSc0332
XOO3357	RSp1587
XOO3357	RSp1588
XOO2029	RSc2649
XOO2028	RSc2651
XOO2492	RSp0155
XOO2492	RSp0584
XOO2492	RSc0843
XOO2492	RSc3123
XOO2492	RSc3145
XOO2492	RSc3421
XOO3343	RSp1301
XOO3343	RSp0156
XOO3343	RSp0475
XOO3343	RSp1135
XOO3343	RSp0126
XOO3343	RSp1331
XOO3343	RSp1362
XOO2496	RSp0155
XOO2496	RSp0584
XOO2496	RSc0843
XOO2496	RSc3123
XOO2496	RSc3145
XOO2496	RSc3421
XOO2012	RSp1587
XOO2012	RSp1588
XOO2495	RSp1136
XOO2495	RSp1179
XOO2495	RSp0206
XOO2495	RSc1704
XOO2494	RSp1301
XOO2494	RSp0156
XOO2494	RSp0475
XOO2494	RSp1135
XOO2494	RSp0126
XOO2494	RSp1331
XOO2494	RSp1362
XOO2493	RSp1301
XOO2493	RSp0156
XOO2493	RSp0475
XOO2493	RSp1135
XOO2493	RSp0126
XOO2493	RSp1331
XOO2493	RSp1362
XOO3349	RSp0238
XOO2013	RSp1587
XOO2013	RSp1588
XOO2019	RSc0473
XOO2017	RSc2221
XOO2080	RSc1228
XOO2085	RSp1136
XOO2085	RSp1179
XOO2085	RSp0206
XOO2085	RSc1704
XOO2084	RSc1229
XOO4267	RSc1004
XOO2089	RSp1301
XOO2089	RSp0156
XOO2089	RSp0475
XOO2089	RSp1135
XOO2089	RSp0126
XOO2089	RSp1331
XOO2089	RSp1362
XOO2086	RSp1301
XOO2086	RSp0156
XOO2086	RSp0475
XOO2086	RSp1135
XOO2086	RSp0126
XOO2086	RSp1331
XOO2086	RSp1362
XOO2074	RSc0295
XOO4254	RSp1136
XOO4254	RSp1179
XOO4254	RSp0206
XOO4254	RSc1704
XOO2073	RSc0294
XOO2078	RSp0652
XOO2078	RSc0274
XOO2076	RSp0652
XOO2076	RSc0274
XOO2075	RSc1543
XOO4257	RSp0155
XOO4257	RSp0584
XOO4257	RSc0843
XOO4257	RSc3123
XOO4257	RSc3145
XOO4257	RSc3421
XOO4258	RSp0155
XOO4258	RSp0584
XOO4258	RSc0843
XOO4258	RSc3123
XOO4258	RSc3145
XOO4258	RSc3421
XOO2063	RSc1997
XOO3396	RSc2421
XOO3397	RSc2422
XOO2066	RSc0913
XOO2065	RSc1565
XOO2065	RSc0784
XOO4240	RSc2230
XOO2064	RSc0307
XOO4248	RSc1600
XOO4233	RSp0155
XOO4233	RSp0584
XOO4233	RSc0843
XOO4233	RSc3123
XOO4233	RSc3145
XOO4233	RSc3421
XOO4234	RSp0155
XOO4234	RSp0584
XOO4234	RSc0843
XOO4234	RSc3123
XOO4234	RSc3145
XOO4234	RSc3421
XOO2056	RSp1587
XOO2056	RSp1588
XOO3380	RSc1086
XOO3380	RSc0383
XOO3381	RSc2930
XOO4239	RSc2192
XOO2057	RSp1279
XOO4235	RSp1136
XOO4235	RSp1179
XOO4235	RSp0206
XOO4235	RSc1704
XOO0813	RSp1301
XOO0813	RSp0156
XOO0813	RSp0475
XOO0813	RSp1135
XOO0813	RSp0126
XOO0813	RSp1331
XOO0813	RSp1362
XOO0812	RSc1368
XOO0811	RSc2073
XOO0818	RSp1301
XOO0818	RSp0156
XOO0818	RSp0475
XOO0818	RSp1135
XOO0818	RSp0126
XOO0818	RSp1331
XOO0818	RSp1362
XOO0817	RSp1136
XOO0817	RSp1179
XOO0817	RSp0206
XOO0817	RSc1704
XOO0816	RSp1301
XOO0816	RSp0156
XOO0816	RSp0475
XOO0816	RSp1135
XOO0816	RSp0126
XOO0816	RSp1331
XOO0816	RSp1362
XOO0815	RSp1301
XOO0815	RSp0156
XOO0815	RSp0475
XOO0815	RSp1135
XOO0815	RSp0126
XOO0815	RSp1331
XOO0815	RSp1362
XOO3090	RSp1136
XOO3090	RSp1179
XOO3090	RSp0206
XOO3090	RSc1704
XOO3098	RSc0381
XOO0801	RSc1567
XOO0805	RSc0314
XOO3080	RSc1565
XOO3080	RSc0784
XOO0809	RSc2816
XOO3081	RSc3158
XOO0808	RSc0867
XOO0808	RSp0029
XOO0808	RSp0335
XOO0808	RSp1098
XOO3087	RSp1301
XOO3087	RSp0156
XOO3087	RSp0475
XOO3087	RSp1135
XOO3087	RSp0126
XOO3087	RSp1331
XOO3087	RSp1362
XOO3089	RSp1136
XOO3089	RSp1179
XOO3089	RSp0206
XOO3089	RSc1704
XOO3084	RSp1301
XOO3084	RSp0156
XOO3084	RSp0475
XOO3084	RSp1135
XOO3084	RSp0126
XOO3084	RSp1331
XOO3084	RSp1362
XOO3078	RSc2206
XOO3072	RSc1041
XOO3073	RSc1040
XOO4390	RSc0045
XOO4398	RSc0524
XOO4399	RSc0526
XOO3063	RSc1439
XOO3063	RSc2405
XOO3063	RSc2706
XOO3063	RSc0423
XOO3063	RSp1333
XOO3063	RSp1217
XOO3063	RSc1492
XOO3063	RSp0558
XOO3063	RSp1625
XOO3063	RSp1303
XOO3063	RSp1628
XOO3063	RSc0828
XOO3063	RSp0504
XOO4394	RSc1272
XOO3064	RSp1136
XOO3064	RSp1179
XOO3064	RSp0206
XOO3064	RSc1704
XOO1704	RSc1930
XOO1703	RSc1929
XOO1702	RSc1928
XOO1709	RSc1935
XOO1708	RSc1934
XOO1712	RSc1937
XOO0863	RSc0688
XOO1710	RSc1936
XOO0847	RSc3115
XOO1700	RSc1923
XOO0834	RSc2415
XOO0839	RSc2544
XOO0841	RSc1722
XOO0825	RSp1301
XOO0825	RSp0156
XOO0825	RSp0475
XOO0825	RSp1135
XOO0825	RSp0126
XOO0825	RSp1331
XOO0825	RSp1362
XOO0822	RSp1301
XOO0822	RSp0156
XOO0822	RSp0475
XOO0822	RSp1135
XOO0822	RSp0126
XOO0822	RSp1331
XOO0822	RSp1362
XOO0828	RSp0155
XOO0828	RSp0584
XOO0828	RSc0843
XOO0828	RSc3123
XOO0828	RSc3145
XOO0828	RSc3421
XOO0827	RSc1439
XOO0827	RSc2405
XOO0827	RSc2706
XOO0827	RSc0423
XOO0827	RSp1333
XOO0827	RSp1217
XOO0827	RSc1492
XOO0827	RSp0558
XOO0827	RSp1625
XOO0827	RSp1303
XOO0827	RSp1628
XOO0827	RSc0828
XOO0827	RSp0504
XOO0831	RSc2236
XOO3929	RSc1439
XOO3929	RSc2405
XOO3929	RSc2706
XOO3929	RSc0423
XOO3929	RSp1333
XOO3929	RSp1217
XOO3929	RSc1492
XOO3929	RSp0558
XOO3929	RSp1625
XOO3929	RSp1303
XOO3929	RSp1628
XOO3929	RSc0828
XOO3929	RSp0504
XOO0417	RSp1581
XOO1747	RSc0669
XOO1746	RSc0668
XOO3926	RSc1438
XOO3926	RSc2406
XOO3926	RSp1299
XOO3926	RSc1493
XOO3926	RSp0557
XOO3926	RSc2707
XOO3926	RSp0503
XOO3926	RSp1216
XOO3926	RSc0829
XOO3927	RSc1439
XOO3927	RSc2405
XOO3927	RSc2706
XOO3927	RSc0423
XOO3927	RSp1333
XOO3927	RSp1217
XOO3927	RSc1492
XOO3927	RSp0558
XOO3927	RSp1625
XOO3927	RSp1303
XOO3927	RSp1628
XOO3927	RSc0828
XOO3927	RSp0504
XOO3931	RSc0155
XOO0421	RSc1299
XOO2602	RSp0391
XOO1755	RSc3393
XOO1755	RSp1675
XOO1755	RSp0453
XOO1755	RSp0217
XOO1755	RSc0637
XOO1755	RSc0110
XOO1755	RSc2176
XOO1755	RSc0103
XOO1755	RSp0450
XOO1755	RSp1152
XOO0423	RSp0489
XOO0423	RSp0655
XOO3930	RSc1439
XOO3930	RSc2405
XOO3930	RSc2706
XOO3930	RSc0423
XOO3930	RSp1333
XOO3930	RSp1217
XOO3930	RSc1492
XOO3930	RSp0558
XOO3930	RSp1625
XOO3930	RSp1303
XOO3930	RSp1628
XOO3930	RSc0828
XOO3930	RSp0504
XOO3918	RSp1637
XOO1736	RSc1576
XOO0405	RSc3334
XOO0404	RSc3335
XOO3913	RSp0288
XOO0894	RSp0120
XOO1741	RSc1626
XOO0893	RSp0121
XOO0892	RSp0122
XOO0892	RSc2000
XOO1745	RSc0345
XOO0896	RSp0119
XOO0878	RSc1050
XOO1725	RSc1251
XOO1724	RSc2687
XOO3905	RSp1136
XOO3905	RSp1179
XOO3905	RSp0206
XOO3905	RSc1704
XOO0883	RSc1054
XOO0882	RSc1053
XOO0881	RSc1052
XOO0880	RSc1051
XOO3912	RSp0287
XOO0887	RSc1786
