XOO1903	RSCFB2957_01409
XOO2981	RSCFB2957_02663
XOO0325	RSCFB2957_02177
XOO0325	RSCFB2957_03220
XOO0325	RSCFB2957_00867
XOO0325	RSCFB2957_01405
XOO0325	RSCFB2957_00203
XOO0325	RSCFB2957_03219
XOO0325	RSCFB2957_02894
XOO0325	RSCFB2957_04895
XOO1656	RSCFB2957_00426
XOO3830	RSCFB2957_02646
XOO2501	RSCFB2957_02087
XOO3831	RSCFB2957_02647
XOO1654	RSCFB2957_00424
XOO0308	RSCFB2957_02768
XOO3818	RSCFB2957_02631
XOO3819	RSCFB2957_02632
XOO0305	RSCFB2957_02767
XOO2967	RSCFB2957_01093
XOO2969	RSCFB2957_00903
XOO3816	RSCFB2957_04830
XOO0309	RSCFB2957_02769
XOO0791	RSCFB2957_00853
XOO0790	RSCFB2957_00854
XOO0795	RSCFB2957_00682
XOO3821	RSCFB2957_02634
XOO2974	RSCFB2957_01291
XOO1642	RSCFB2957_01118
XOO0311	RSCFB2957_00117
XOO0794	RSCFB2957_00684
XOO0310	RSCFB2957_02770
XOO3822	RSCFB2957_02636
XOO1640	RSCFB2957_02177
XOO1640	RSCFB2957_03220
XOO1640	RSCFB2957_00867
XOO1640	RSCFB2957_01405
XOO1640	RSCFB2957_00203
XOO1640	RSCFB2957_03219
XOO1640	RSCFB2957_02894
XOO1640	RSCFB2957_04895
XOO0793	RSCFB2957_00683
XOO3823	RSCFB2957_02637
XOO0792	RSCFB2957_00681
XOO3824	RSCFB2957_02639
XOO1646	RSCFB2957_03861
XOO0799	RSCFB2957_01738
XOO0799	RSCFB2957_02149
XOO1645	RSCFB2957_03221
XOO1645	RSCFB2957_00866
XOO1645	RSCFB2957_00202
XOO1645	RSCFB2957_01404
XOO1645	RSCFB2957_02178
XOO1645	RSCFB2957_02893
XOO1645	RSCFB2957_03213
XOO0798	RSCFB2957_01739
XOO0798	RSCFB2957_02150
XOO1644	RSCFB2957_02177
XOO1644	RSCFB2957_03220
XOO1644	RSCFB2957_00867
XOO1644	RSCFB2957_01405
XOO1644	RSCFB2957_00203
XOO1644	RSCFB2957_03219
XOO1644	RSCFB2957_02894
XOO1644	RSCFB2957_04895
XOO1643	RSCFB2957_02177
XOO1643	RSCFB2957_03220
XOO1643	RSCFB2957_00867
XOO1643	RSCFB2957_01405
XOO1643	RSCFB2957_00203
XOO1643	RSCFB2957_03219
XOO1643	RSCFB2957_02894
XOO1643	RSCFB2957_04895
XOO2973	RSCFB2957_00140
XOO0312	RSCFB2957_00118
XOO0263	RSCFB2957_02177
XOO0263	RSCFB2957_03220
XOO0263	RSCFB2957_00867
XOO0263	RSCFB2957_01405
XOO0263	RSCFB2957_00203
XOO0263	RSCFB2957_03219
XOO0263	RSCFB2957_02894
XOO0263	RSCFB2957_04895
XOO1594	RSCFB2957_00521
XOO0262	RSCFB2957_02177
XOO0262	RSCFB2957_03220
XOO0262	RSCFB2957_00867
XOO0262	RSCFB2957_01405
XOO0262	RSCFB2957_00203
XOO0262	RSCFB2957_03219
XOO0262	RSCFB2957_02894
XOO0262	RSCFB2957_04895
XOO1593	RSCFB2957_00520
XOO1591	RSCFB2957_02603
XOO1114	RSCFB2957_02871
XOO1114	RSCFB2957_02872
XOO1598	RSCFB2957_01668
XOO0267	RSCFB2957_03129
XOO1597	RSCFB2957_01669
XOO1595	RSCFB2957_02194
XOO1111	RSCFB2957_04676
XOO1118	RSCFB2957_02566
XOO1118	RSCFB2957_02025
XOO1117	RSCFB2957_00286
XOO4621	RSCFB2957_04735
XOO4621	RSCFB2957_02200
XOO2448	RSCFB2957_00878
XOO2447	RSCFB2957_02127
XOO0268	RSCFB2957_02916
XOO1583	RSCFB2957_02625
XOO0252	RSCFB2957_00940
XOO2430	RSCFB2957_02940
XOO1582	RSCFB2957_03861
XOO1586	RSCFB2957_00524
XOO1586	RSCFB2957_00523
XOO1102	RSCFB2957_01664
XOO4615	RSCFB2957_03298
XOO4615	RSCFB2957_04033
XOO4615	RSCFB2957_03064
XOO4615	RSCFB2957_04308
XOO4615	RSCFB2957_03700
XOO1585	RSCFB2957_02623
XOO1101	RSCFB2957_01511
XOO1584	RSCFB2957_02624
XOO3763	RSCFB2957_04634
XOO3764	RSCFB2957_01627
XOO1589	RSCFB2957_02622
XOO0258	RSCFB2957_01672
XOO1105	RSCFB2957_03164
XOO3765	RSCFB2957_01626
XOO2417	RSCFB2957_00947
XOO0239	RSCFB2957_02869
XOO3748	RSCFB2957_00480
XOO3749	RSCFB2957_02678
XOO3750	RSCFB2957_00680
XOO1570	RSCFB2957_03861
XOO2423	RSCFB2957_00231
XOO3755	RSCFB2957_00662
XOO1575	RSCFB2957_03831
XOO1575	RSCFB2957_03830
XOO3756	RSCFB2957_04215
XOO3756	RSCFB2957_00663
XOO1574	RSCFB2957_03861
XOO4604	RSCFB2957_03232
XOO4604	RSCFB2957_03277
XOO3757	RSCFB2957_01993
XOO0242	RSCFB2957_03057
XOO3751	RSCFB2957_00887
XOO1579	RSCFB2957_03861
XOO3752	RSCFB2957_00888
XOO1578	RSCFB2957_03831
XOO1578	RSCFB2957_03830
XOO3753	RSCFB2957_02262
XOO3754	RSCFB2957_04213
XOO0228	RSCFB2957_04795
XOO2406	RSCFB2957_00831
XOO1565	RSCFB2957_02099
XOO3744	RSCFB2957_00849
XOO0234	RSCFB2957_02085
XOO0232	RSCFB2957_01842
XOO2410	RSCFB2957_01367
XOO2899	RSCFB2957_03446
XOO3747	RSCFB2957_00479
XOO2416	RSCFB2957_01285
XOO2415	RSCFB2957_01287
XOO2894	RSCFB2957_01124
XOO0236	RSCFB2957_02177
XOO0236	RSCFB2957_03220
XOO0236	RSCFB2957_00867
XOO0236	RSCFB2957_01405
XOO0236	RSCFB2957_00203
XOO0236	RSCFB2957_03219
XOO0236	RSCFB2957_02894
XOO0236	RSCFB2957_04895
XOO2414	RSCFB2957_01288
XOO2895	RSCFB2957_00914
XOO3743	RSCFB2957_02478
XOO1150	RSCFB2957_04236
XOO1154	RSCFB2957_01902
XOO2485	RSCFB2957_02522
XOO2001	RSCFB2957_01271
XOO2484	RSCFB2957_02523
XOO1153	RSCFB2957_01156
XOO2000	RSCFB2957_01272
XOO2483	RSCFB2957_02524
XOO1151	RSCFB2957_02521
XOO2482	RSCFB2957_02525
XOO1156	RSCFB2957_02784
XOO2486	RSCFB2957_03670
XOO2009	RSCFB2957_02177
XOO2009	RSCFB2957_03220
XOO2009	RSCFB2957_00867
XOO2009	RSCFB2957_01405
XOO2009	RSCFB2957_00203
XOO2009	RSCFB2957_03219
XOO2009	RSCFB2957_02894
XOO2009	RSCFB2957_04895
XOO2007	RSCFB2957_02177
XOO2007	RSCFB2957_03220
XOO2007	RSCFB2957_00867
XOO2007	RSCFB2957_01405
XOO2007	RSCFB2957_00203
XOO2007	RSCFB2957_03219
XOO2007	RSCFB2957_02894
XOO2007	RSCFB2957_04895
XOO2006	RSCFB2957_02177
XOO2006	RSCFB2957_03220
XOO2006	RSCFB2957_00867
XOO2006	RSCFB2957_01405
XOO2006	RSCFB2957_00203
XOO2006	RSCFB2957_03219
XOO2006	RSCFB2957_02894
XOO2006	RSCFB2957_04895
XOO0296	RSCFB2957_02177
XOO0296	RSCFB2957_03220
XOO0296	RSCFB2957_00867
XOO0296	RSCFB2957_01405
XOO0296	RSCFB2957_00203
XOO0296	RSCFB2957_03219
XOO0296	RSCFB2957_02894
XOO0296	RSCFB2957_04895
XOO1143	RSCFB2957_02042
XOO0295	RSCFB2957_02177
XOO0295	RSCFB2957_03220
XOO0295	RSCFB2957_00867
XOO0295	RSCFB2957_01405
XOO0295	RSCFB2957_00203
XOO0295	RSCFB2957_03219
XOO0295	RSCFB2957_02894
XOO0295	RSCFB2957_04895
XOO2472	RSCFB2957_03861
XOO1141	RSCFB2957_02043
XOO2471	RSCFB2957_00609
XOO2471	RSCFB2957_01716
XOO2471	RSCFB2957_04717
XOO2471	RSCFB2957_03539
XOO2471	RSCFB2957_00863
XOO2471	RSCFB2957_03192
XOO2471	RSCFB2957_04901
XOO2471	RSCFB2957_04359
XOO2471	RSCFB2957_00176
XOO2471	RSCFB2957_02159
XOO1140	RSCFB2957_02044
XOO2477	RSCFB2957_03831
XOO2477	RSCFB2957_03830
XOO0299	RSCFB2957_00355
XOO0298	RSCFB2957_03861
XOO1145	RSCFB2957_02038
XOO3329	RSCFB2957_02554
XOO3322	RSCFB2957_02094
XOO1149	RSCFB2957_02036
XOO1148	RSCFB2957_02037
XOO3791	RSCFB2957_00130
XOO0281	RSCFB2957_03043
XOO0281	RSCFB2957_03357
XOO0280	RSCFB2957_02012
XOO0280	RSCFB2957_00619
XOO0280	RSCFB2957_04677
XOO3310	RSCFB2957_03861
XOO3794	RSCFB2957_03861
XOO2463	RSCFB2957_01793
XOO2462	RSCFB2957_01794
XOO2461	RSCFB2957_01794
XOO0283	RSCFB2957_03043
XOO0283	RSCFB2957_03357
XOO0282	RSCFB2957_03043
XOO0282	RSCFB2957_03357
XOO3315	RSCFB2957_02096
XOO3316	RSCFB2957_02095
XOO0288	RSCFB2957_04405
XOO2465	RSCFB2957_01791
XOO2464	RSCFB2957_01792
XOO1133	RSCFB2957_00471
XOO0286	RSCFB2957_00224
XOO2469	RSCFB2957_03861
XOO3798	RSCFB2957_00100
XOO1119	RSCFB2957_02177
XOO1119	RSCFB2957_03220
XOO1119	RSCFB2957_00867
XOO1119	RSCFB2957_01405
XOO1119	RSCFB2957_00203
XOO1119	RSCFB2957_03219
XOO1119	RSCFB2957_02894
XOO1119	RSCFB2957_04895
XOO4628	RSCFB2957_00464
XOO2452	RSCFB2957_02672
XOO0278	RSCFB2957_03861
XOO3304	RSCFB2957_00885
XOO1125	RSCFB2957_02423
XOO0277	RSCFB2957_03861
XOO1124	RSCFB2957_00666
XOO3305	RSCFB2957_02474
XOO2454	RSCFB2957_00932
XOO3307	RSCFB2957_03861
XOO3785	RSCFB2957_00939
XOO1128	RSCFB2957_02260
XOO1127	RSCFB2957_01208
XOO0279	RSCFB2957_03861
XOO4634	RSCFB2957_00005
XOO3303	RSCFB2957_00886
XOO3787	RSCFB2957_00468
XOO4220	RSCFB2957_00559
XOO4220	RSCFB2957_02380
XOO1194	RSCFB2957_04428
XOO3373	RSCFB2957_00702
XOO2041	RSCFB2957_01995
XOO2040	RSCFB2957_03042
XOO1198	RSCFB2957_03861
XOO2044	RSCFB2957_01248
XOO2043	RSCFB2957_01249
XOO1196	RSCFB2957_01779
XOO3372	RSCFB2957_00108
XOO2042	RSCFB2957_01250
XOO2048	RSCFB2957_02530
XOO4229	RSCFB2957_00698
XOO2046	RSCFB2957_01115
XOO2030	RSCFB2957_02455
XOO2032	RSCFB2957_02450
XOO2031	RSCFB2957_02451
XOO2035	RSCFB2957_03861
XOO1188	RSCFB2957_03176
XOO3366	RSCFB2957_02177
XOO3366	RSCFB2957_03220
XOO3366	RSCFB2957_00867
XOO3366	RSCFB2957_01405
XOO3366	RSCFB2957_00203
XOO3366	RSCFB2957_03219
XOO3366	RSCFB2957_02894
XOO3366	RSCFB2957_04895
XOO4699	RSCFB2957_03861
XOO2039	RSCFB2957_04275
XOO3351	RSCFB2957_03831
XOO3351	RSCFB2957_03830
XOO3352	RSCFB2957_03831
XOO3352	RSCFB2957_03830
XOO1176	RSCFB2957_02560
XOO2023	RSCFB2957_01393
XOO3350	RSCFB2957_03831
XOO3350	RSCFB2957_03830
XOO4206	RSCFB2957_00314
XOO2027	RSCFB2957_02557
XOO2025	RSCFB2957_01395
XOO4202	RSCFB2957_03234
XOO4202	RSCFB2957_00288
XOO2029	RSCFB2957_02464
XOO2028	RSCFB2957_02466
XOO3343	RSCFB2957_03861
XOO2495	RSCFB2957_03831
XOO2495	RSCFB2957_03830
XOO2494	RSCFB2957_03861
XOO2493	RSCFB2957_03861
XOO3349	RSCFB2957_03434
XOO2019	RSCFB2957_00433
XOO2017	RSCFB2957_02122
XOO2080	RSCFB2957_01204
XOO2085	RSCFB2957_03831
XOO2085	RSCFB2957_03830
XOO2084	RSCFB2957_01205
XOO4267	RSCFB2957_00931
XOO2089	RSCFB2957_03861
XOO2086	RSCFB2957_03861
XOO2074	RSCFB2957_00249
XOO4254	RSCFB2957_03831
XOO4254	RSCFB2957_03830
XOO2073	RSCFB2957_00248
XOO2078	RSCFB2957_03927
XOO2078	RSCFB2957_00228
XOO2076	RSCFB2957_03927
XOO2076	RSCFB2957_00228
XOO2075	RSCFB2957_01780
XOO2063	RSCFB2957_01908
XOO3396	RSCFB2957_02273
XOO3397	RSCFB2957_02274
XOO2066	RSCFB2957_00843
XOO2065	RSCFB2957_00778
XOO2065	RSCFB2957_01744
XOO4240	RSCFB2957_02131
XOO2064	RSCFB2957_00260
XOO4248	RSCFB2957_01700
XOO3380	RSCFB2957_00339
XOO3381	RSCFB2957_02736
XOO4239	RSCFB2957_02091
XOO2057	RSCFB2957_04562
XOO4235	RSCFB2957_03831
XOO4235	RSCFB2957_03830
XOO0813	RSCFB2957_03861
XOO0812	RSCFB2957_01339
XOO0811	RSCFB2957_01981
XOO0818	RSCFB2957_03861
XOO0817	RSCFB2957_03831
XOO0817	RSCFB2957_03830
XOO0816	RSCFB2957_03861
XOO0815	RSCFB2957_03861
XOO3090	RSCFB2957_03831
XOO3090	RSCFB2957_03830
XOO3098	RSCFB2957_00337
XOO0801	RSCFB2957_01742
XOO0805	RSCFB2957_00267
XOO3080	RSCFB2957_00778
XOO3080	RSCFB2957_01744
XOO0809	RSCFB2957_02612
XOO3081	RSCFB2957_02981
XOO0808	RSCFB2957_05004
XOO0808	RSCFB2957_03827
XOO0808	RSCFB2957_04393
XOO0808	RSCFB2957_02326
XOO0808	RSCFB2957_03257
XOO0808	RSCFB2957_03542
XOO3087	RSCFB2957_03861
XOO3089	RSCFB2957_03831
XOO3089	RSCFB2957_03830
XOO3084	RSCFB2957_03861
XOO3078	RSCFB2957_02105
XOO3072	RSCFB2957_00966
XOO3073	RSCFB2957_00965
XOO4390	RSCFB2957_00050
XOO4398	RSCFB2957_00486
XOO4399	RSCFB2957_00488
XOO3063	RSCFB2957_02177
XOO3063	RSCFB2957_03220
XOO3063	RSCFB2957_00867
XOO3063	RSCFB2957_01405
XOO3063	RSCFB2957_00203
XOO3063	RSCFB2957_03219
XOO3063	RSCFB2957_02894
XOO3063	RSCFB2957_04895
XOO4394	RSCFB2957_01251
XOO3064	RSCFB2957_03831
XOO3064	RSCFB2957_03830
XOO0863	RSCFB2957_00687
XOO0847	RSCFB2957_02930
XOO0834	RSCFB2957_02267
XOO0839	RSCFB2957_02411
XOO0841	RSCFB2957_01622
XOO0825	RSCFB2957_03861
XOO0822	RSCFB2957_03861
XOO0827	RSCFB2957_02177
XOO0827	RSCFB2957_03220
XOO0827	RSCFB2957_00867
XOO0827	RSCFB2957_01405
XOO0827	RSCFB2957_00203
XOO0827	RSCFB2957_03219
XOO0827	RSCFB2957_02894
XOO0827	RSCFB2957_04895
XOO0831	RSCFB2957_02137
XOO3929	RSCFB2957_02177
XOO3929	RSCFB2957_03220
XOO3929	RSCFB2957_00867
XOO3929	RSCFB2957_01405
XOO3929	RSCFB2957_00203
XOO3929	RSCFB2957_03219
XOO3929	RSCFB2957_02894
XOO3929	RSCFB2957_04895
XOO0417	RSCFB2957_04861
XOO1747	RSCFB2957_00668
XOO1746	RSCFB2957_00667
XOO3926	RSCFB2957_03221
XOO3926	RSCFB2957_00866
XOO3926	RSCFB2957_00202
XOO3926	RSCFB2957_01404
XOO3926	RSCFB2957_02178
XOO3926	RSCFB2957_02893
XOO3926	RSCFB2957_03213
XOO3927	RSCFB2957_02177
XOO3927	RSCFB2957_03220
XOO3927	RSCFB2957_00867
XOO3927	RSCFB2957_01405
XOO3927	RSCFB2957_00203
XOO3927	RSCFB2957_03219
XOO3927	RSCFB2957_02894
XOO3927	RSCFB2957_04895
XOO3931	RSCFB2957_00148
XOO0421	RSCFB2957_01277
XOO2602	RSCFB2957_03599
XOO1755	RSCFB2957_04812
XOO0423	RSCFB2957_03679
XOO3930	RSCFB2957_02177
XOO3930	RSCFB2957_03220
XOO3930	RSCFB2957_00867
XOO3930	RSCFB2957_01405
XOO3930	RSCFB2957_00203
XOO3930	RSCFB2957_03219
XOO3930	RSCFB2957_02894
XOO3930	RSCFB2957_04895
XOO3918	RSCFB2957_04908
XOO1736	RSCFB2957_01734
XOO0405	RSCFB2957_03109
XOO0404	RSCFB2957_03110
XOO3913	RSCFB2957_03500
XOO0894	RSCFB2957_03311
XOO1741	RSCFB2957_01671
XOO0893	RSCFB2957_01912
XOO0893	RSCFB2957_03312
XOO0892	RSCFB2957_01911
XOO0892	RSCFB2957_03313
XOO1745	RSCFB2957_00301
XOO0896	RSCFB2957_03310
XOO0878	RSCFB2957_00975
XOO1725	RSCFB2957_01230
XOO1724	RSCFB2957_02501
XOO3905	RSCFB2957_03831
XOO3905	RSCFB2957_03830
XOO0883	RSCFB2957_00979
XOO0882	RSCFB2957_00978
XOO0881	RSCFB2957_00977
XOO0880	RSCFB2957_00976
XOO3912	RSCFB2957_03499
XOO0887	RSCFB2957_01515
XOO0402	RSCFB2957_02797
XOO0885	RSCFB2957_01518
XOO1731	RSCFB2957_03356
XOO3900	RSCFB2957_00091
XOO1723	RSCFB2957_02833
XOO0876	RSCFB2957_00971
XOO1309	RSCFB2957_00846
XOO0459	RSCFB2957_00395
XOO2637	RSCFB2957_03861
XOO3968	RSCFB2957_00067
XOO2638	RSCFB2957_03861
XOO3970	RSCFB2957_00064
XOO1792	RSCFB2957_01392
XOO1791	RSCFB2957_04557
XOO1795	RSCFB2957_03061
XOO2645	RSCFB2957_00926
XOO1794	RSCFB2957_03060
XOO0463	RSCFB2957_00387
XOO0462	RSCFB2957_00386
XOO0469	RSCFB2957_02910
XOO3971	RSCFB2957_02589
XOO3972	RSCFB2957_03831
XOO3972	RSCFB2957_03830
XOO0468	RSCFB2957_03861
XOO3973	RSCFB2957_03831
XOO3973	RSCFB2957_03830
XOO0466	RSCFB2957_01423
XOO0448	RSCFB2957_02791
XOO3957	RSCFB2957_03031
XOO3958	RSCFB2957_00848
XOO2628	RSCFB2957_03861
XOO2629	RSCFB2957_03831
XOO2629	RSCFB2957_03830
XOO4807	RSCFB2957_01551
XOO2633	RSCFB2957_03831
XOO2633	RSCFB2957_03830
XOO3964	RSCFB2957_04002
XOO3964	RSCFB2957_03999
XOO0453	RSCFB2957_02500
XOO3965	RSCFB2957_04000
XOO3966	RSCFB2957_04002
XOO3966	RSCFB2957_03999
XOO2636	RSCFB2957_03831
XOO2636	RSCFB2957_03830
XOO3967	RSCFB2957_00068
XOO3960	RSCFB2957_04002
XOO3960	RSCFB2957_03999
XOO2630	RSCFB2957_03831
XOO2630	RSCFB2957_03830
XOO1304	RSCFB2957_01006
XOO0456	RSCFB2957_01454
XOO1787	RSCFB2957_01453
XOO1303	RSCFB2957_00476
XOO2631	RSCFB2957_01077
XOO0455	RSCFB2957_00220
XOO1786	RSCFB2957_02562
XOO2615	RSCFB2957_02285
XOO2616	RSCFB2957_00472
XOO3947	RSCFB2957_04089
XOO2617	RSCFB2957_04607
XOO3948	RSCFB2957_04088
XOO2618	RSCFB2957_04606
XOO3953	RSCFB2957_00279
XOO2622	RSCFB2957_04616
XOO0443	RSCFB2957_00536
XOO1773	RSCFB2957_03831
XOO1773	RSCFB2957_03830
XOO3956	RSCFB2957_00283
XOO3952	RSCFB2957_00278
XOO2621	RSCFB2957_04603
XOO2608	RSCFB2957_03586
XOO0428	RSCFB2957_00265
XOO2609	RSCFB2957_03585
XOO3935	RSCFB2957_01557
XOO2604	RSCFB2957_03601
XOO3937	RSCFB2957_03028
XOO3938	RSCFB2957_04346
XOO2611	RSCFB2957_03583
XOO3942	RSCFB2957_03319
XOO2612	RSCFB2957_03582
XOO3941	RSCFB2957_00952
XOO2610	RSCFB2957_03584
XOO0433	RSCFB2957_03291
XOO4738	RSCFB2957_03221
XOO4738	RSCFB2957_00866
XOO4738	RSCFB2957_00202
XOO4738	RSCFB2957_01404
XOO4738	RSCFB2957_02178
XOO4738	RSCFB2957_02893
XOO4738	RSCFB2957_03213
XOO3408	RSCFB2957_02272
XOO3409	RSCFB2957_00847
XOO2561	RSCFB2957_04063
XOO2562	RSCFB2957_04165
XOO2562	RSCFB2957_01771
XOO0384	RSCFB2957_03721
XOO1230	RSCFB2957_01159
XOO1230	RSCFB2957_03545
XOO0383	RSCFB2957_02570
XOO1235	RSCFB2957_03354
XOO3899	RSCFB2957_03861
XOO3415	RSCFB2957_00537
XOO2568	RSCFB2957_03158
XOO2569	RSCFB2957_03549
XOO1232	RSCFB2957_00665
XOO3417	RSCFB2957_00780
XOO3894	RSCFB2957_03831
XOO3894	RSCFB2957_03830
XOO3895	RSCFB2957_03221
XOO3895	RSCFB2957_00866
XOO3895	RSCFB2957_00202
XOO3895	RSCFB2957_01404
XOO3895	RSCFB2957_02178
XOO3895	RSCFB2957_02893
XOO3895	RSCFB2957_03213
XOO3411	RSCFB2957_00290
XOO3896	RSCFB2957_03861
XOO3413	RSCFB2957_00538
XOO1219	RSCFB2957_02288
XOO4728	RSCFB2957_03831
XOO4728	RSCFB2957_03830
XOO3881	RSCFB2957_02796
XOO2551	RSCFB2957_01682
XOO0373	RSCFB2957_03861
XOO0372	RSCFB2957_03861
XOO2556	RSCFB2957_02533
XOO3888	RSCFB2957_02177
XOO3888	RSCFB2957_03220
XOO3888	RSCFB2957_00867
XOO3888	RSCFB2957_01405
XOO3888	RSCFB2957_00203
XOO3888	RSCFB2957_03219
XOO3888	RSCFB2957_02894
XOO3888	RSCFB2957_04895
XOO3889	RSCFB2957_02177
XOO3889	RSCFB2957_03220
XOO3889	RSCFB2957_00867
XOO3889	RSCFB2957_01405
XOO3889	RSCFB2957_00203
XOO3889	RSCFB2957_03219
XOO3889	RSCFB2957_02894
XOO3889	RSCFB2957_04895
XOO4736	RSCFB2957_03221
XOO4736	RSCFB2957_00866
XOO4736	RSCFB2957_00202
XOO4736	RSCFB2957_01404
XOO4736	RSCFB2957_02178
XOO4736	RSCFB2957_02893
XOO4736	RSCFB2957_03213
XOO2552	RSCFB2957_02806
XOO2552	RSCFB2957_02140
XOO2553	RSCFB2957_02344
XOO4732	RSCFB2957_00973
XOO2554	RSCFB2957_02345
XOO2555	RSCFB2957_02534
XOO4716	RSCFB2957_03221
XOO4716	RSCFB2957_00866
XOO4716	RSCFB2957_00202
XOO4716	RSCFB2957_01404
XOO4716	RSCFB2957_02178
XOO4716	RSCFB2957_02893
XOO4716	RSCFB2957_03213
XOO2538	RSCFB2957_00435
XOO4717	RSCFB2957_03221
XOO4717	RSCFB2957_00866
XOO4717	RSCFB2957_00202
XOO4717	RSCFB2957_01404
XOO4717	RSCFB2957_02178
XOO4717	RSCFB2957_02893
XOO4717	RSCFB2957_03213
XOO2539	RSCFB2957_04239
XOO3870	RSCFB2957_01647
XOO2540	RSCFB2957_01311
XOO0362	RSCFB2957_02177
XOO0362	RSCFB2957_03220
XOO0362	RSCFB2957_00867
XOO0362	RSCFB2957_01405
XOO0362	RSCFB2957_00203
XOO0362	RSCFB2957_03219
XOO0362	RSCFB2957_02894
XOO0362	RSCFB2957_04895
XOO0360	RSCFB2957_03221
XOO0360	RSCFB2957_00866
XOO0360	RSCFB2957_00202
XOO0360	RSCFB2957_01404
XOO0360	RSCFB2957_02178
XOO0360	RSCFB2957_02893
XOO0360	RSCFB2957_03213
XOO0366	RSCFB2957_03861
XOO4723	RSCFB2957_03221
XOO4723	RSCFB2957_00866
XOO4723	RSCFB2957_00202
XOO4723	RSCFB2957_01404
XOO4723	RSCFB2957_02178
XOO4723	RSCFB2957_02893
XOO4723	RSCFB2957_03213
XOO0365	RSCFB2957_02177
XOO0365	RSCFB2957_03220
XOO0365	RSCFB2957_00867
XOO0365	RSCFB2957_01405
XOO0365	RSCFB2957_00203
XOO0365	RSCFB2957_03219
XOO0365	RSCFB2957_02894
XOO0365	RSCFB2957_04895
XOO2546	RSCFB2957_02188
XOO1211	RSCFB2957_03831
XOO1211	RSCFB2957_03830
XOO0364	RSCFB2957_02177
XOO0364	RSCFB2957_03220
XOO0364	RSCFB2957_00867
XOO0364	RSCFB2957_01405
XOO0364	RSCFB2957_00203
XOO0364	RSCFB2957_03219
XOO0364	RSCFB2957_02894
XOO0364	RSCFB2957_04895
XOO2547	RSCFB2957_02189
XOO0363	RSCFB2957_02177
XOO0363	RSCFB2957_03220
XOO0363	RSCFB2957_00867
XOO0363	RSCFB2957_01405
XOO0363	RSCFB2957_00203
XOO0363	RSCFB2957_03219
XOO0363	RSCFB2957_02894
XOO0363	RSCFB2957_04895
XOO2548	RSCFB2957_02195
XOO2542	RSCFB2957_02184
XOO0368	RSCFB2957_03861
XOO3874	RSCFB2957_03861
XOO0367	RSCFB2957_03861
XOO3858	RSCFB2957_00728
XOO4707	RSCFB2957_03221
XOO4707	RSCFB2957_00866
XOO4707	RSCFB2957_00202
XOO4707	RSCFB2957_01404
XOO4707	RSCFB2957_02178
XOO4707	RSCFB2957_02893
XOO4707	RSCFB2957_03213
XOO2529	RSCFB2957_01194
XOO3860	RSCFB2957_00729
XOO0350	RSCFB2957_00421
XOO4712	RSCFB2957_02575
XOO2534	RSCFB2957_01187
XOO1202	RSCFB2957_02775
XOO4713	RSCFB2957_04484
XOO4713	RSCFB2957_00244
XOO2535	RSCFB2957_01186
XOO3866	RSCFB2957_00573
XOO3867	RSCFB2957_00574
XOO2536	RSCFB2957_00503
XOO2537	RSCFB2957_00434
XOO3868	RSCFB2957_03721
XOO3863	RSCFB2957_02714
XOO1203	RSCFB2957_02559
XOO4784	RSCFB2957_04557
XOO2122	RSCFB2957_03831
XOO2122	RSCFB2957_03830
XOO1274	RSCFB2957_04480
XOO1273	RSCFB2957_04481
XOO1278	RSCFB2957_00303
XOO1277	RSCFB2957_00304
XOO2124	RSCFB2957_04539
XOO2123	RSCFB2957_04540
XOO2129	RSCFB2957_03354
XOO4302	RSCFB2957_01162
XOO4787	RSCFB2957_02574
XOO4303	RSCFB2957_01161
XOO4304	RSCFB2957_02177
XOO4304	RSCFB2957_03220
XOO4304	RSCFB2957_00867
XOO4304	RSCFB2957_01405
XOO4304	RSCFB2957_00203
XOO4304	RSCFB2957_03219
XOO4304	RSCFB2957_02894
XOO4304	RSCFB2957_04895
XOO4770	RSCFB2957_03861
XOO3441	RSCFB2957_04047
XOO3442	RSCFB2957_01282
XOO2111	RSCFB2957_03861
XOO1264	RSCFB2957_02357
XOO2113	RSCFB2957_02177
XOO2113	RSCFB2957_03220
XOO2113	RSCFB2957_00867
XOO2113	RSCFB2957_01405
XOO2113	RSCFB2957_00203
XOO2113	RSCFB2957_03219
XOO2113	RSCFB2957_02894
XOO2113	RSCFB2957_04895
XOO2119	RSCFB2957_03861
XOO4776	RSCFB2957_01343
XOO4777	RSCFB2957_03221
XOO4777	RSCFB2957_00866
XOO4777	RSCFB2957_00202
XOO4777	RSCFB2957_01404
XOO4777	RSCFB2957_02178
XOO4777	RSCFB2957_02893
XOO4777	RSCFB2957_03213
XOO2116	RSCFB2957_02176
XOO2583	RSCFB2957_03592
XOO1250	RSCFB2957_04573
XOO4769	RSCFB2957_03861
XOO2101	RSCFB2957_03861
XOO3439	RSCFB2957_04049
XOO2586	RSCFB2957_04425
XOO2586	RSCFB2957_04105
XOO2586	RSCFB2957_04466
XOO2106	RSCFB2957_03861
XOO2587	RSCFB2957_04951
XOO2570	RSCFB2957_03550
XOO2572	RSCFB2957_03552
XOO1242	RSCFB2957_03077
XOO4757	RSCFB2957_03221
XOO4757	RSCFB2957_00866
XOO4757	RSCFB2957_00202
XOO4757	RSCFB2957_01404
XOO4757	RSCFB2957_02178
