XOO1903	RSGMI1000_01480
XOO4524	RSGMI1000_04025
XOO4524	RSGMI1000_01476
XOO4524	RSGMI1000_01531
XOO4508	RSGMI1000_00970
XOO4509	RSGMI1000_01839
XOO3660	RSGMI1000_03629
XOO3660	RSGMI1000_04791
XOO3660	RSGMI1000_04818
XOO3660	RSGMI1000_04594
XOO3660	RSGMI1000_03603
XOO3660	RSGMI1000_03947
XOO3660	RSGMI1000_04764
XOO2331	RSGMI1000_03505
XOO2330	RSGMI1000_03870
XOO2330	RSGMI1000_04981
XOO2330	RSGMI1000_03872
XOO0151	RSGMI1000_03629
XOO0151	RSGMI1000_04791
XOO0151	RSGMI1000_04818
XOO0151	RSGMI1000_04594
XOO0151	RSGMI1000_03603
XOO0151	RSGMI1000_03947
XOO0151	RSGMI1000_04764
XOO0150	RSGMI1000_03629
XOO0150	RSGMI1000_04791
XOO0150	RSGMI1000_04818
XOO0150	RSGMI1000_04594
XOO0150	RSGMI1000_03603
XOO0150	RSGMI1000_03947
XOO0150	RSGMI1000_04764
XOO0157	RSGMI1000_01141
XOO4514	RSGMI1000_02502
XOO3668	RSGMI1000_01574
XOO2333	RSGMI1000_00105
XOO2333	RSGMI1000_05122
XOO2333	RSGMI1000_03924
XOO2333	RSGMI1000_00659
XOO2333	RSGMI1000_00111
XOO2333	RSGMI1000_04611
XOO2333	RSGMI1000_03921
XOO2333	RSGMI1000_03694
XOO2333	RSGMI1000_02222
XOO2333	RSGMI1000_03454
XOO3669	RSGMI1000_01575
XOO2339	RSGMI1000_02723
XOO4511	RSGMI1000_02567
XOO3664	RSGMI1000_00360
XOO2338	RSGMI1000_01337
XOO2336	RSGMI1000_02003
XOO3666	RSGMI1000_01572
XOO3252	RSGMI1000_02030
XOO3254	RSGMI1000_02031
XOO1071	RSGMI1000_03587
XOO4585	RSGMI1000_00017
XOO4586	RSGMI1000_00357
XOO3255	RSGMI1000_02032
XOO1070	RSGMI1000_03588
XOO4580	RSGMI1000_00948
XOO3250	RSGMI1000_02027
XOO1075	RSGMI1000_01433
XOO3251	RSGMI1000_02028
XOO1062	RSGMI1000_01363
XOO1061	RSGMI1000_00578
XOO4573	RSGMI1000_01052
XOO4575	RSGMI1000_02723
XOO2390	RSGMI1000_03037
XOO1066	RSGMI1000_01224
XOO2396	RSGMI1000_02693
XOO1065	RSGMI1000_01223
XOO1064	RSGMI1000_01222
XOO4570	RSGMI1000_02282
XOO1063	RSGMI1000_01364
XOO3249	RSGMI1000_01566
XOO2398	RSGMI1000_02695
XOO4577	RSGMI1000_03481
XOO4577	RSGMI1000_03187
XOO4577	RSGMI1000_04050
XOO4577	RSGMI1000_03209
XOO4577	RSGMI1000_03628
XOO4577	RSGMI1000_00862
XOO3246	RSGMI1000_00522
XOO2382	RSGMI1000_04595
XOO2382	RSGMI1000_01755
XOO2382	RSGMI1000_04639
XOO2382	RSGMI1000_03684
XOO3230	RSGMI1000_02102
XOO2381	RSGMI1000_03629
XOO2381	RSGMI1000_04791
XOO2381	RSGMI1000_04818
XOO2381	RSGMI1000_04594
XOO2381	RSGMI1000_03603
XOO2381	RSGMI1000_03947
XOO2381	RSGMI1000_04764
XOO3232	RSGMI1000_02103
XOO3233	RSGMI1000_02104
XOO2385	RSGMI1000_03481
XOO2385	RSGMI1000_03187
XOO2385	RSGMI1000_04050
XOO2385	RSGMI1000_03209
XOO2385	RSGMI1000_03628
XOO2385	RSGMI1000_00862
XOO1054	RSGMI1000_01951
XOO3238	RSGMI1000_02110
XOO1059	RSGMI1000_01056
XOO2389	RSGMI1000_03038
XOO2388	RSGMI1000_00923
XOO2387	RSGMI1000_00924
XOO3234	RSGMI1000_02105
XOO3235	RSGMI1000_02106
XOO4566	RSGMI1000_00163
XOO3236	RSGMI1000_02107
XOO2371	RSGMI1000_00645
XOO2371	RSGMI1000_00849
XOO2371	RSGMI1000_01475
XOO2371	RSGMI1000_02457
XOO2371	RSGMI1000_03975
XOO2371	RSGMI1000_04762
XOO2371	RSGMI1000_04024
XOO2371	RSGMI1000_01532
XOO2371	RSGMI1000_04676
XOO2371	RSGMI1000_00431
XOO4550	RSGMI1000_01638
XOO3222	RSGMI1000_02094
XOO0190	RSGMI1000_05085
XOO0197	RSGMI1000_03718
XOO2374	RSGMI1000_03481
XOO2374	RSGMI1000_03187
XOO2374	RSGMI1000_04050
XOO2374	RSGMI1000_03209
XOO2374	RSGMI1000_03628
XOO2374	RSGMI1000_00862
XOO1042	RSGMI1000_01926
XOO2373	RSGMI1000_03153
XOO2373	RSGMI1000_02459
XOO2373	RSGMI1000_02312
XOO2373	RSGMI1000_01473
XOO2372	RSGMI1000_05077
XOO2372	RSGMI1000_04793
XOO2372	RSGMI1000_02756
XOO2372	RSGMI1000_00848
XOO2372	RSGMI1000_05074
XOO2372	RSGMI1000_04766
XOO2372	RSGMI1000_02456
XOO2372	RSGMI1000_04677
XOO2372	RSGMI1000_03976
XOO2372	RSGMI1000_04025
XOO2372	RSGMI1000_01476
XOO2372	RSGMI1000_01531
XOO0194	RSGMI1000_03716
XOO1041	RSGMI1000_01551
XOO3227	RSGMI1000_02099
XOO2379	RSGMI1000_01642
XOO4558	RSGMI1000_02498
XOO1047	RSGMI1000_03990
XOO1047	RSGMI1000_03279
XOO3228	RSGMI1000_02100
XOO2378	RSGMI1000_05006
XOO0199	RSGMI1000_00256
XOO0199	RSGMI1000_03950
XOO3229	RSGMI1000_02101
XOO2377	RSGMI1000_04501
XOO0198	RSGMI1000_05077
XOO0198	RSGMI1000_04793
XOO0198	RSGMI1000_02756
XOO0198	RSGMI1000_00848
XOO0198	RSGMI1000_05074
XOO0198	RSGMI1000_04766
XOO0198	RSGMI1000_02456
XOO0198	RSGMI1000_04677
XOO0198	RSGMI1000_03976
XOO0198	RSGMI1000_04025
XOO0198	RSGMI1000_01476
XOO0198	RSGMI1000_01531
XOO2376	RSGMI1000_04502
XOO3223	RSGMI1000_02095
XOO3224	RSGMI1000_02096
XOO3225	RSGMI1000_02097
XOO4556	RSGMI1000_03387
XOO3226	RSGMI1000_02098
XOO3291	RSGMI1000_01346
XOO4145	RSGMI1000_03361
XOO3298	RSGMI1000_02270
XOO4146	RSGMI1000_05077
XOO4146	RSGMI1000_04793
XOO4146	RSGMI1000_02756
XOO4146	RSGMI1000_00848
XOO4146	RSGMI1000_05074
XOO4146	RSGMI1000_04766
XOO4146	RSGMI1000_02456
XOO4146	RSGMI1000_04677
XOO4146	RSGMI1000_03976
XOO4146	RSGMI1000_04025
XOO4146	RSGMI1000_01476
XOO4146	RSGMI1000_01531
XOO3299	RSGMI1000_02269
XOO4140	RSGMI1000_00368
XOO4141	RSGMI1000_00367
XOO4149	RSGMI1000_00355
XOO4132	RSGMI1000_00377
XOO3282	RSGMI1000_04458
XOO4130	RSGMI1000_02589
XOO4137	RSGMI1000_00372
XOO4138	RSGMI1000_00370
XOO1091	RSGMI1000_00437
XOO4122	RSGMI1000_05038
XOO1094	RSGMI1000_01358
XOO3272	RSGMI1000_01682
XOO4129	RSGMI1000_03629
XOO4129	RSGMI1000_04791
XOO4129	RSGMI1000_04818
XOO4129	RSGMI1000_04594
XOO4129	RSGMI1000_03603
XOO4129	RSGMI1000_03947
XOO4129	RSGMI1000_04764
XOO3278	RSGMI1000_02416
XOO4125	RSGMI1000_02266
XOO3279	RSGMI1000_02429
XOO4126	RSGMI1000_02264
XOO3263	RSGMI1000_00378
XOO1088	RSGMI1000_03629
XOO1088	RSGMI1000_04791
XOO1088	RSGMI1000_04818
XOO1088	RSGMI1000_04594
XOO1088	RSGMI1000_03603
XOO1088	RSGMI1000_03947
XOO1088	RSGMI1000_04764
XOO4591	RSGMI1000_03629
XOO4591	RSGMI1000_04791
XOO4591	RSGMI1000_04818
XOO4591	RSGMI1000_04594
XOO4591	RSGMI1000_03603
XOO4591	RSGMI1000_03947
XOO4591	RSGMI1000_04764
XOO3260	RSGMI1000_01051
XOO3260	RSGMI1000_04402
XOO1086	RSGMI1000_04595
XOO1086	RSGMI1000_01755
XOO1086	RSGMI1000_04639
XOO1086	RSGMI1000_03684
XOO4592	RSGMI1000_03481
XOO4592	RSGMI1000_03187
XOO4592	RSGMI1000_04050
XOO4592	RSGMI1000_03209
XOO4592	RSGMI1000_03628
XOO4592	RSGMI1000_00862
XOO3261	RSGMI1000_01609
XOO1085	RSGMI1000_04595
XOO1085	RSGMI1000_01755
XOO1085	RSGMI1000_04639
XOO1085	RSGMI1000_03684
XOO4593	RSGMI1000_03481
XOO4593	RSGMI1000_03187
XOO4593	RSGMI1000_04050
XOO4593	RSGMI1000_03209
XOO4593	RSGMI1000_03628
XOO4593	RSGMI1000_00862
XOO3262	RSGMI1000_01420
XOO1089	RSGMI1000_03629
XOO1089	RSGMI1000_04791
XOO1089	RSGMI1000_04818
XOO1089	RSGMI1000_04594
XOO1089	RSGMI1000_03603
XOO1089	RSGMI1000_03947
XOO1089	RSGMI1000_04764
XOO3267	RSGMI1000_02235
XOO4114	RSGMI1000_00142
XOO4297	RSGMI1000_02940
XOO4295	RSGMI1000_02393
XOO4296	RSGMI1000_00379
XOO4288	RSGMI1000_00664
XOO4289	RSGMI1000_00663
XOO4284	RSGMI1000_00767
XOO4284	RSGMI1000_02709
XOO2092	RSGMI1000_03481
XOO2092	RSGMI1000_03187
XOO2092	RSGMI1000_04050
XOO2092	RSGMI1000_03209
XOO2092	RSGMI1000_03628
XOO2092	RSGMI1000_00862
XOO2090	RSGMI1000_00256
XOO2090	RSGMI1000_03950
XOO2096	RSGMI1000_04595
XOO2096	RSGMI1000_01755
XOO2096	RSGMI1000_04639
XOO2096	RSGMI1000_03684
XOO2095	RSGMI1000_04595
XOO2095	RSGMI1000_01755
XOO2095	RSGMI1000_04639
XOO2095	RSGMI1000_03684
XOO2094	RSGMI1000_03629
XOO2094	RSGMI1000_04791
XOO2094	RSGMI1000_04818
XOO2094	RSGMI1000_04594
XOO2094	RSGMI1000_03603
XOO2094	RSGMI1000_03947
XOO2094	RSGMI1000_04764
XOO2097	RSGMI1000_03629
XOO2097	RSGMI1000_04791
XOO2097	RSGMI1000_04818
XOO2097	RSGMI1000_04594
XOO2097	RSGMI1000_03603
XOO2097	RSGMI1000_03947
XOO2097	RSGMI1000_04764
XOO0737	RSGMI1000_05006
XOO0736	RSGMI1000_00180
XOO2917	RSGMI1000_02804
XOO2918	RSGMI1000_02807
XOO0734	RSGMI1000_03672
XOO2921	RSGMI1000_04267
XOO2921	RSGMI1000_01137
XOO0744	RSGMI1000_04919
XOO0726	RSGMI1000_03383
XOO2901	RSGMI1000_00272
XOO0728	RSGMI1000_03381
XOO2903	RSGMI1000_00266
XOO0727	RSGMI1000_03382
XOO2904	RSGMI1000_02585
XOO0733	RSGMI1000_04270
XOO0733	RSGMI1000_03376
XOO0732	RSGMI1000_03377
XOO0731	RSGMI1000_03378
XOO0730	RSGMI1000_03379
XOO0715	RSGMI1000_00942
XOO0715	RSGMI1000_03447
XOO0714	RSGMI1000_00941
XOO0713	RSGMI1000_00940
XOO0718	RSGMI1000_01009
XOO2900	RSGMI1000_03729
XOO0722	RSGMI1000_01647
XOO0720	RSGMI1000_01645
XOO0703	RSGMI1000_00696
XOO0707	RSGMI1000_03118
XOO0711	RSGMI1000_02600
XOO0710	RSGMI1000_05071
XOO1628	RSGMI1000_02494
XOO3807	RSGMI1000_02111
XOO1627	RSGMI1000_02511
XOO1626	RSGMI1000_02510
XOO1625	RSGMI1000_02509
XOO2956	RSGMI1000_01234
XOO1629	RSGMI1000_01908
XOO1629	RSGMI1000_02971
XOO1631	RSGMI1000_02969
XOO1631	RSGMI1000_01910
XOO2963	RSGMI1000_01152
XOO3810	RSGMI1000_00094
XOO0783	RSGMI1000_03629
XOO0783	RSGMI1000_04791
XOO0783	RSGMI1000_04818
XOO0783	RSGMI1000_04594
XOO0783	RSGMI1000_03603
XOO0783	RSGMI1000_03947
XOO0783	RSGMI1000_04764
XOO1630	RSGMI1000_01909
XOO1630	RSGMI1000_02970
XOO2966	RSGMI1000_01150
XOO0788	RSGMI1000_03481
XOO0788	RSGMI1000_03187
XOO0788	RSGMI1000_04050
XOO0788	RSGMI1000_03209
XOO0788	RSGMI1000_03628
XOO0788	RSGMI1000_00862
XOO0303	RSGMI1000_03481
XOO0303	RSGMI1000_03187
XOO0303	RSGMI1000_04050
XOO0303	RSGMI1000_03209
XOO0303	RSGMI1000_03628
XOO0303	RSGMI1000_00862
XOO0787	RSGMI1000_00256
XOO0787	RSGMI1000_03950
XOO2960	RSGMI1000_01690
XOO1634	RSGMI1000_03486
XOO1634	RSGMI1000_04598
XOO0786	RSGMI1000_03481
XOO0786	RSGMI1000_03187
XOO0786	RSGMI1000_04050
XOO0786	RSGMI1000_03209
XOO0786	RSGMI1000_03628
XOO0786	RSGMI1000_00862
XOO2961	RSGMI1000_01689
XOO0785	RSGMI1000_03629
XOO0785	RSGMI1000_04791
XOO0785	RSGMI1000_04818
XOO0785	RSGMI1000_04594
XOO0785	RSGMI1000_03603
XOO0785	RSGMI1000_03947
XOO0785	RSGMI1000_04764
XOO1632	RSGMI1000_02968
XOO2962	RSGMI1000_01153
XOO2949	RSGMI1000_01564
XOO0767	RSGMI1000_01517
XOO2945	RSGMI1000_01251
XOO2946	RSGMI1000_01250
XOO1619	RSGMI1000_00427
XOO2947	RSGMI1000_02615
XOO2948	RSGMI1000_01565
XOO0773	RSGMI1000_02730
XOO1620	RSGMI1000_02872
XOO2953	RSGMI1000_01236
XOO0772	RSGMI1000_00390
XOO0771	RSGMI1000_00306
XOO2955	RSGMI1000_01235
XOO0770	RSGMI1000_00556
XOO1624	RSGMI1000_02608
XOO0777	RSGMI1000_03753
XOO1623	RSGMI1000_02607
XOO2950	RSGMI1000_01563
XOO1622	RSGMI1000_02870
XOO2951	RSGMI1000_01562
XOO1621	RSGMI1000_02871
XOO0759	RSGMI1000_01640
XOO2939	RSGMI1000_00821
XOO1603	RSGMI1000_04563
XOO0756	RSGMI1000_04120
XOO2934	RSGMI1000_01751
XOO2935	RSGMI1000_01751
XOO2936	RSGMI1000_04685
XOO2941	RSGMI1000_00569
XOO2942	RSGMI1000_01336
XOO0761	RSGMI1000_03829
XOO2944	RSGMI1000_02822
XOO0764	RSGMI1000_02933
XOO2940	RSGMI1000_00570
XOO0763	RSGMI1000_01632
XOO2927	RSGMI1000_01348
XOO2928	RSGMI1000_00102
XOO0746	RSGMI1000_00181
XOO2923	RSGMI1000_01168
XOO2926	RSGMI1000_01349
XOO0750	RSGMI1000_04595
XOO0750	RSGMI1000_01755
XOO0750	RSGMI1000_04639
XOO0750	RSGMI1000_03684
XOO2931	RSGMI1000_03868
XOO2932	RSGMI1000_02255
XOO2933	RSGMI1000_02254
XOO0755	RSGMI1000_04121
XOO1601	RSGMI1000_04195
XOO1601	RSGMI1000_04564
XOO1600	RSGMI1000_01159
XOO2517	RSGMI1000_03481
XOO2517	RSGMI1000_03187
XOO2517	RSGMI1000_04050
XOO2517	RSGMI1000_03209
XOO2517	RSGMI1000_03628
XOO2517	RSGMI1000_00862
XOO1669	RSGMI1000_00759
XOO2522	RSGMI1000_05038
XOO3854	RSGMI1000_00737
XOO2521	RSGMI1000_05038
XOO3856	RSGMI1000_00738
XOO4704	RSGMI1000_03629
XOO4704	RSGMI1000_04791
XOO4704	RSGMI1000_04818
XOO4704	RSGMI1000_04594
XOO4704	RSGMI1000_03603
XOO4704	RSGMI1000_03947
XOO4704	RSGMI1000_04764
XOO0341	RSGMI1000_03481
XOO0341	RSGMI1000_03187
XOO0341	RSGMI1000_04050
XOO0341	RSGMI1000_03209
XOO0341	RSGMI1000_03628
XOO0341	RSGMI1000_00862
XOO3850	RSGMI1000_02820
XOO1679	RSGMI1000_00761
XOO1678	RSGMI1000_03481
XOO1678	RSGMI1000_03187
XOO1678	RSGMI1000_04050
XOO1678	RSGMI1000_03209
XOO1678	RSGMI1000_03628
XOO1678	RSGMI1000_00862
XOO3851	RSGMI1000_00734
XOO3852	RSGMI1000_00735
XOO3853	RSGMI1000_00736
XOO2508	RSGMI1000_00396
XOO1659	RSGMI1000_02236
XOO2506	RSGMI1000_00397
XOO2505	RSGMI1000_03751
XOO2989	RSGMI1000_01167
XOO3837	RSGMI1000_03325
XOO2509	RSGMI1000_00395
XOO3839	RSGMI1000_03324
XOO1660	RSGMI1000_00514
XOO1664	RSGMI1000_00754
XOO3843	RSGMI1000_03446
XOO0332	RSGMI1000_00450
XOO3844	RSGMI1000_03445
XOO1663	RSGMI1000_00511
XOO2510	RSGMI1000_01008
XOO1662	RSGMI1000_01667
XOO1662	RSGMI1000_04513
XOO3845	RSGMI1000_03444
XOO3846	RSGMI1000_03443
XOO1661	RSGMI1000_00512
XOO2514	RSGMI1000_00356
XOO2513	RSGMI1000_03629
XOO2513	RSGMI1000_04791
XOO2513	RSGMI1000_04818
XOO2513	RSGMI1000_04594
XOO2513	RSGMI1000_03603
XOO2513	RSGMI1000_03947
XOO2513	RSGMI1000_04764
XOO1666	RSGMI1000_00756
XOO3842	RSGMI1000_03151
XOO1665	RSGMI1000_00755
XOO3829	RSGMI1000_02899
XOO1649	RSGMI1000_05077
XOO1649	RSGMI1000_04793
XOO1649	RSGMI1000_02756
XOO1649	RSGMI1000_00848
XOO1649	RSGMI1000_05074
XOO1649	RSGMI1000_04766
XOO1649	RSGMI1000_02456
XOO1649	RSGMI1000_04677
XOO1649	RSGMI1000_03976
XOO1649	RSGMI1000_04025
XOO1649	RSGMI1000_01476
XOO1649	RSGMI1000_01531
XOO1647	RSGMI1000_03629
XOO1647	RSGMI1000_04791
XOO1647	RSGMI1000_04818
XOO1647	RSGMI1000_04594
XOO1647	RSGMI1000_03603
XOO1647	RSGMI1000_03947
XOO1647	RSGMI1000_04764
XOO3825	RSGMI1000_02894
XOO3826	RSGMI1000_02895
XOO3827	RSGMI1000_02896
XOO3828	RSGMI1000_02898
XOO3833	RSGMI1000_02903
XOO1651	RSGMI1000_00324
XOO1650	RSGMI1000_05077
XOO1650	RSGMI1000_04793
XOO1650	RSGMI1000_02756
XOO1650	RSGMI1000_00848
XOO1650	RSGMI1000_05074
XOO1650	RSGMI1000_04766
XOO1650	RSGMI1000_02456
XOO1650	RSGMI1000_04677
XOO1650	RSGMI1000_03976
XOO1650	RSGMI1000_04025
XOO1650	RSGMI1000_01476
XOO1650	RSGMI1000_01531
XOO3835	RSGMI1000_01830
XOO0326	RSGMI1000_00645
XOO0326	RSGMI1000_00849
XOO0326	RSGMI1000_01475
XOO0326	RSGMI1000_02457
XOO0326	RSGMI1000_03975
XOO0326	RSGMI1000_04762
XOO0326	RSGMI1000_04024
XOO0326	RSGMI1000_01532
XOO0326	RSGMI1000_04676
XOO0326	RSGMI1000_00431
XOO2981	RSGMI1000_02916
XOO2981	RSGMI1000_01939
XOO0325	RSGMI1000_05077
XOO0325	RSGMI1000_04793
XOO0325	RSGMI1000_02756
XOO0325	RSGMI1000_00848
XOO0325	RSGMI1000_05074
XOO0325	RSGMI1000_04766
XOO0325	RSGMI1000_02456
XOO0325	RSGMI1000_04677
XOO0325	RSGMI1000_03976
XOO0325	RSGMI1000_04025
XOO0325	RSGMI1000_01476
XOO0325	RSGMI1000_01531
XOO1656	RSGMI1000_00475
XOO3830	RSGMI1000_02900
XOO2501	RSGMI1000_02234
XOO3831	RSGMI1000_02901
XOO1654	RSGMI1000_00473
XOO0308	RSGMI1000_03017
XOO3818	RSGMI1000_02885
XOO3819	RSGMI1000_02886
XOO0305	RSGMI1000_03016
XOO2967	RSGMI1000_01149
XOO2969	RSGMI1000_00994
XOO3816	RSGMI1000_04445
XOO0309	RSGMI1000_03018
XOO0791	RSGMI1000_00943
XOO0790	RSGMI1000_00944
XOO0795	RSGMI1000_00705
XOO3821	RSGMI1000_02888
XOO2974	RSGMI1000_01345
XOO1642	RSGMI1000_01174
XOO0311	RSGMI1000_00120
XOO0794	RSGMI1000_00707
XOO0310	RSGMI1000_03019
XOO3822	RSGMI1000_02890
XOO1640	RSGMI1000_05077
XOO1640	RSGMI1000_04793
XOO1640	RSGMI1000_02756
XOO1640	RSGMI1000_00848
XOO1640	RSGMI1000_05074
XOO1640	RSGMI1000_04766
XOO1640	RSGMI1000_02456
XOO1640	RSGMI1000_04677
XOO1640	RSGMI1000_03976
XOO1640	RSGMI1000_04025
XOO1640	RSGMI1000_01476
XOO1640	RSGMI1000_01531
XOO0793	RSGMI1000_00706
XOO3823	RSGMI1000_02891
XOO0792	RSGMI1000_00704
XOO3824	RSGMI1000_02893
XOO1646	RSGMI1000_03629
XOO1646	RSGMI1000_04791
XOO1646	RSGMI1000_04818
XOO1646	RSGMI1000_04594
XOO1646	RSGMI1000_03603
XOO1646	RSGMI1000_03947
XOO1646	RSGMI1000_04764
XOO0799	RSGMI1000_01614
XOO0799	RSGMI1000_02300
XOO1645	RSGMI1000_00645
XOO1645	RSGMI1000_00849
XOO1645	RSGMI1000_01475
XOO1645	RSGMI1000_02457
XOO1645	RSGMI1000_03975
XOO1645	RSGMI1000_04762
XOO1645	RSGMI1000_04024
XOO1645	RSGMI1000_01532
XOO1645	RSGMI1000_04676
XOO1645	RSGMI1000_00431
XOO0798	RSGMI1000_01613
XOO0798	RSGMI1000_02301
XOO1644	RSGMI1000_05077
XOO1644	RSGMI1000_04793
XOO1644	RSGMI1000_02756
XOO1644	RSGMI1000_00848
XOO1644	RSGMI1000_05074
XOO1644	RSGMI1000_04766
XOO1644	RSGMI1000_02456
XOO1644	RSGMI1000_04677
XOO1644	RSGMI1000_03976
XOO1644	RSGMI1000_04025
XOO1644	RSGMI1000_01476
XOO1644	RSGMI1000_01531
XOO1643	RSGMI1000_05077
XOO1643	RSGMI1000_04793
XOO1643	RSGMI1000_02756
XOO1643	RSGMI1000_00848
XOO1643	RSGMI1000_05074
XOO1643	RSGMI1000_04766
XOO1643	RSGMI1000_02456
XOO1643	RSGMI1000_04677
XOO1643	RSGMI1000_03976
XOO1643	RSGMI1000_04025
XOO1643	RSGMI1000_01476
XOO1643	RSGMI1000_01531
XOO2973	RSGMI1000_00148
XOO0312	RSGMI1000_00121
XOO0263	RSGMI1000_05077
XOO0263	RSGMI1000_04793
XOO0263	RSGMI1000_02756
XOO0263	RSGMI1000_00848
XOO0263	RSGMI1000_05074
XOO0263	RSGMI1000_04766
XOO0263	RSGMI1000_02456
XOO0263	RSGMI1000_04677
XOO0263	RSGMI1000_03976
XOO0263	RSGMI1000_04025
XOO0263	RSGMI1000_01476
XOO0263	RSGMI1000_01531
XOO1594	RSGMI1000_00573
XOO0262	RSGMI1000_05077
XOO0262	RSGMI1000_04793
XOO0262	RSGMI1000_02756
XOO0262	RSGMI1000_00848
XOO0262	RSGMI1000_05074
XOO0262	RSGMI1000_04766
XOO0262	RSGMI1000_02456
XOO0262	RSGMI1000_04677
XOO0262	RSGMI1000_03976
XOO0262	RSGMI1000_04025
XOO0262	RSGMI1000_01476
XOO0262	RSGMI1000_01531
XOO1593	RSGMI1000_00572
XOO1591	RSGMI1000_02857
XOO1114	RSGMI1000_03123
XOO1114	RSGMI1000_03124
XOO1598	RSGMI1000_01675
XOO0267	RSGMI1000_03415
XOO1597	RSGMI1000_01674
XOO1595	RSGMI1000_02396
XOO1111	RSGMI1000_04930
XOO1118	RSGMI1000_02819
XOO1118	RSGMI1000_02168
XOO1117	RSGMI1000_00335
XOO4621	RSGMI1000_02402
XOO2448	RSGMI1000_00957
XOO2447	RSGMI1000_02273
XOO0268	RSGMI1000_03166
XOO1583	RSGMI1000_02879
XOO0252	RSGMI1000_01032
XOO2430	RSGMI1000_03189
XOO1582	RSGMI1000_03629
XOO1582	RSGMI1000_04791
XOO1582	RSGMI1000_04818
XOO1582	RSGMI1000_04594
XOO1582	RSGMI1000_03603
XOO1582	RSGMI1000_03947
XOO1582	RSGMI1000_04764
XOO1586	RSGMI1000_00576
XOO1586	RSGMI1000_00575
XOO1102	RSGMI1000_01679
XOO3767	RSGMI1000_00771
XOO4615	RSGMI1000_03682
XOO4615	RSGMI1000_00978
XOO4615	RSGMI1000_04229
XOO4615	RSGMI1000_03987
XOO4615	RSGMI1000_03276
XOO1585	RSGMI1000_02877
XOO1101	RSGMI1000_01840
XOO4616	RSGMI1000_03481
XOO4616	RSGMI1000_03187
XOO4616	RSGMI1000_04050
XOO4616	RSGMI1000_03209
XOO4616	RSGMI1000_03628
XOO4616	RSGMI1000_00862
XOO1584	RSGMI1000_02878
XOO3763	RSGMI1000_04898
XOO4611	RSGMI1000_03481
XOO4611	RSGMI1000_03187
XOO4611	RSGMI1000_04050
XOO4611	RSGMI1000_03209
XOO4611	RSGMI1000_03628
XOO4611	RSGMI1000_00862
XOO3764	RSGMI1000_01770
XOO1589	RSGMI1000_02876
XOO0258	RSGMI1000_01671
XOO1105	RSGMI1000_03452
XOO4612	RSGMI1000_03481
XOO4612	RSGMI1000_03187
XOO4612	RSGMI1000_04050
XOO4612	RSGMI1000_03209
XOO4612	RSGMI1000_03628
XOO4612	RSGMI1000_00862
XOO3765	RSGMI1000_01771
XOO2417	RSGMI1000_01039
XOO0239	RSGMI1000_03121
XOO3748	RSGMI1000_00530
XOO3749	RSGMI1000_02931
XOO3750	RSGMI1000_00703
XOO1570	RSGMI1000_03629
XOO1570	RSGMI1000_04791
XOO1570	RSGMI1000_04818
XOO1570	RSGMI1000_04594
XOO1570	RSGMI1000_03603
XOO1570	RSGMI1000_03947
XOO1570	RSGMI1000_04764
XOO2423	RSGMI1000_00282
XOO3755	RSGMI1000_00685
XOO1575	RSGMI1000_04595
XOO1575	RSGMI1000_01755
XOO1575	RSGMI1000_04639
XOO1575	RSGMI1000_03684
XOO3756	RSGMI1000_00686
XOO1574	RSGMI1000_03629
XOO1574	RSGMI1000_04791
XOO1574	RSGMI1000_04818
XOO1574	RSGMI1000_04594
XOO1574	RSGMI1000_03603
XOO1574	RSGMI1000_03947
XOO1574	RSGMI1000_04764
XOO4604	RSGMI1000_03500
XOO4604	RSGMI1000_03565
XOO3757	RSGMI1000_02130
XOO0242	RSGMI1000_03349
XOO3751	RSGMI1000_00966
XOO1579	RSGMI1000_03629
XOO1579	RSGMI1000_04791
XOO1579	RSGMI1000_04818
XOO1579	RSGMI1000_04594
XOO1579	RSGMI1000_03603
XOO1579	RSGMI1000_03947
XOO1579	RSGMI1000_04764
XOO3752	RSGMI1000_00967
XOO1578	RSGMI1000_04595
XOO1578	RSGMI1000_01755
XOO1578	RSGMI1000_04639
XOO1578	RSGMI1000_03684
XOO3753	RSGMI1000_02461
XOO0228	RSGMI1000_04973
XOO2406	RSGMI1000_00921
XOO1565	RSGMI1000_02246
XOO3744	RSGMI1000_00939
XOO0234	RSGMI1000_02232
XOO0232	RSGMI1000_01931
XOO2410	RSGMI1000_01432
XOO2899	RSGMI1000_03728
XOO3747	RSGMI1000_00529
XOO2416	RSGMI1000_01339
XOO2415	RSGMI1000_01341
XOO2894	RSGMI1000_01180
XOO0236	RSGMI1000_05077
XOO0236	RSGMI1000_04793
XOO0236	RSGMI1000_02756
XOO0236	RSGMI1000_00848
XOO0236	RSGMI1000_05074
XOO0236	RSGMI1000_04766
XOO0236	RSGMI1000_02456
XOO0236	RSGMI1000_04677
XOO0236	RSGMI1000_03976
XOO0236	RSGMI1000_04025
XOO0236	RSGMI1000_01476
XOO0236	RSGMI1000_01531
XOO2414	RSGMI1000_01342
XOO2895	RSGMI1000_01003
XOO3743	RSGMI1000_02712
XOO2413	RSGMI1000_01430
XOO1154	RSGMI1000_02039
XOO2485	RSGMI1000_02763
XOO2001	RSGMI1000_01323
XOO2484	RSGMI1000_02764
XOO1153	RSGMI1000_01213
XOO2000	RSGMI1000_01324
XOO2483	RSGMI1000_02765
XOO1151	RSGMI1000_02762
