XOO1903	RSR24_01782
XOO3753	RSR24_02463
XOO0228	RSR24_04724
XOO2406	RSR24_00910
XOO2892	RSR24_02953
XOO1565	RSR24_02282
XOO3744	RSR24_00928
XOO0234	RSR24_02264
XOO0232	RSR24_01302
XOO2410	RSR24_01822
XOO2899	RSR24_03697
XOO3747	RSR24_00577
XOO1569	RSR24_04243
XOO2893	RSR24_04243
XOO2416	RSR24_01910
XOO1568	RSR24_04749
XOO1568	RSR24_04516
XOO2415	RSR24_01908
XOO2894	RSR24_01236
XOO0236	RSR24_00809
XOO0236	RSR24_01683
XOO0236	RSR24_03233
XOO0236	RSR24_02965
XOO0236	RSR24_00437
XOO1567	RSR24_04243
XOO2414	RSR24_01907
XOO2895	RSR24_00985
XOO1566	RSR24_02953
XOO3743	RSR24_02661
XOO1154	RSR24_02092
XOO2485	RSR24_02708
XOO2001	RSR24_01963
XOO2484	RSR24_02709
XOO1153	RSR24_02066
XOO2000	RSR24_01962
XOO2483	RSR24_02710
XOO1151	RSR24_02707
XOO2482	RSR24_02711
XOO3337	RSR24_04243
XOO2004	RSR24_04243
XOO3338	RSR24_02953
XOO2003	RSR24_02953
XOO1156	RSR24_03037
XOO2009	RSR24_00809
XOO2009	RSR24_01683
XOO2009	RSR24_03233
XOO2009	RSR24_02965
XOO2009	RSR24_00437
XOO2007	RSR24_00809
XOO2007	RSR24_01683
XOO2007	RSR24_03233
XOO2007	RSR24_02965
XOO2007	RSR24_00437
XOO2006	RSR24_00809
XOO2006	RSR24_01683
XOO2006	RSR24_03233
XOO2006	RSR24_02965
XOO2006	RSR24_00437
XOO3319	RSR24_00321
XOO0296	RSR24_00809
XOO0296	RSR24_01683
XOO0296	RSR24_03233
XOO0296	RSR24_02965
XOO0296	RSR24_00437
XOO1143	RSR24_02242
XOO0295	RSR24_00809
XOO0295	RSR24_01683
XOO0295	RSR24_03233
XOO0295	RSR24_02965
XOO0295	RSR24_00437
XOO2472	RSR24_03885
XOO1141	RSR24_02243
XOO2471	RSR24_02484
XOO1140	RSR24_02244
XOO1147	RSR24_00321
XOO2477	RSR24_03551
XOO2477	RSR24_03878
XOO0299	RSR24_00411
XOO0298	RSR24_03885
XOO1145	RSR24_02238
XOO3329	RSR24_02744
XOO3322	RSR24_02273
XOO1149	RSR24_02236
XOO1148	RSR24_02237
XOO2479	RSR24_01011
XOO3309	RSR24_00321
XOO3791	RSR24_00133
XOO0281	RSR24_03621
XOO0280	RSR24_04670
XOO3310	RSR24_03885
XOO3794	RSR24_03885
XOO2463	RSR24_01347
XOO2462	RSR24_01346
XOO2461	RSR24_01346
XOO0283	RSR24_03621
XOO0282	RSR24_03621
XOO1136	RSR24_04243
XOO3315	RSR24_02275
XOO1135	RSR24_02953
XOO3316	RSR24_02274
XOO0288	RSR24_04519
XOO2465	RSR24_01349
XOO2464	RSR24_01348
XOO1133	RSR24_00569
XOO0286	RSR24_00239
XOO2469	RSR24_03885
XOO3798	RSR24_00100
XOO1119	RSR24_00809
XOO1119	RSR24_01683
XOO1119	RSR24_03233
XOO1119	RSR24_02965
XOO1119	RSR24_00437
XOO4628	RSR24_00561
XOO2452	RSR24_01554
XOO2452	RSR24_02901
XOO0273	RSR24_04208
XOO0273	RSR24_04209
XOO0278	RSR24_03885
XOO3304	RSR24_00953
XOO1125	RSR24_02608
XOO0277	RSR24_03885
XOO1124	RSR24_00724
XOO3305	RSR24_02656
XOO2454	RSR24_01038
XOO3307	RSR24_03885
XOO2459	RSR24_04243
XOO3785	RSR24_01045
XOO1128	RSR24_02459
XOO2458	RSR24_02953
XOO1127	RSR24_02015
XOO0279	RSR24_03885
XOO4634	RSR24_00005
XOO3303	RSR24_00954
XOO3787	RSR24_00566
XOO4220	RSR24_02565
XOO4220	RSR24_00661
XOO1194	RSR24_04431
XOO3373	RSR24_00760
XOO2041	RSR24_02188
XOO2040	RSR24_03350
XOO4222	RSR24_04243
XOO1198	RSR24_03885
XOO2044	RSR24_01986
XOO2043	RSR24_01985
XOO1196	RSR24_01361
XOO3372	RSR24_00111
XOO2042	RSR24_01984
XOO2048	RSR24_02716
XOO4229	RSR24_00756
XOO2046	RSR24_01172
XOO3377	RSR24_04208
XOO3377	RSR24_04209
XOO3378	RSR24_04208
XOO3378	RSR24_04209
XOO4225	RSR24_04243
XOO4226	RSR24_02953
XOO3379	RSR24_03256
XOO4227	RSR24_04749
XOO4227	RSR24_04516
XOO3362	RSR24_00321
XOO2030	RSR24_02637
XOO3365	RSR24_04208
XOO3365	RSR24_04209
XOO3360	RSR24_03256
XOO2032	RSR24_02634
XOO2031	RSR24_02635
XOO4218	RSR24_04208
XOO4218	RSR24_04209
XOO2035	RSR24_03885
XOO1188	RSR24_03476
XOO3366	RSR24_00809
XOO3366	RSR24_01683
XOO3366	RSR24_03233
XOO3366	RSR24_02965
XOO3366	RSR24_00437
XOO4699	RSR24_03885
XOO3351	RSR24_03551
XOO3351	RSR24_03878
XOO3352	RSR24_03551
XOO3352	RSR24_03878
XOO4201	RSR24_02226
XOO1176	RSR24_02750
XOO2023	RSR24_01796
XOO3350	RSR24_03551
XOO3350	RSR24_03878
XOO3359	RSR24_04243
XOO4206	RSR24_00369
XOO2027	RSR24_02747
XOO2025	RSR24_01794
XOO4202	RSR24_00340
XOO4202	RSR24_03522
XOO3357	RSR24_03256
XOO2029	RSR24_02646
XOO3358	RSR24_02953
XOO2028	RSR24_02648
XOO2492	RSR24_04208
XOO2492	RSR24_04209
XOO3343	RSR24_03885
XOO2496	RSR24_04208
XOO2496	RSR24_04209
XOO2012	RSR24_03256
XOO2495	RSR24_03551
XOO2495	RSR24_03878
XOO2494	RSR24_03885
XOO2493	RSR24_03885
XOO1162	RSR24_00321
XOO3348	RSR24_02953
XOO2013	RSR24_03256
XOO2019	RSR24_00530
XOO3347	RSR24_04243
XOO2017	RSR24_02305
XOO2081	RSR24_00321
XOO2080	RSR24_02019
XOO2085	RSR24_03551
XOO2085	RSR24_03878
XOO2084	RSR24_02018
XOO4267	RSR24_01037
XOO2089	RSR24_03885
XOO2086	RSR24_03885
XOO2074	RSR24_00279
XOO4254	RSR24_03551
XOO4254	RSR24_03878
XOO2073	RSR24_00278
XOO2078	RSR24_03960
XOO2078	RSR24_00243
XOO2076	RSR24_03960
XOO2076	RSR24_00243
XOO2075	RSR24_01360
XOO4257	RSR24_04208
XOO4257	RSR24_04209
XOO4258	RSR24_04208
XOO4258	RSR24_04209
XOO2063	RSR24_02098
XOO3396	RSR24_02474
XOO3397	RSR24_02475
XOO2066	RSR24_00922
XOO2065	RSR24_01432
XOO2065	RSR24_00847
XOO4240	RSR24_02314
XOO2064	RSR24_00292
XOO4248	RSR24_01468
XOO4232	RSR24_01011
XOO4233	RSR24_04208
XOO4233	RSR24_04209
XOO4234	RSR24_04208
XOO4234	RSR24_04209
XOO2056	RSR24_03256
XOO3380	RSR24_00394
XOO2055	RSR24_02953
XOO3381	RSR24_02989
XOO2054	RSR24_04243
XOO3382	RSR24_02953
XOO3383	RSR24_04243
XOO4239	RSR24_02270
XOO2057	RSR24_04557
XOO4235	RSR24_03551
XOO4235	RSR24_03878
XOO0813	RSR24_03885
XOO0812	RSR24_01852
XOO0811	RSR24_02174
XOO0818	RSR24_03885
XOO0817	RSR24_03551
XOO0817	RSR24_03878
XOO0816	RSR24_03885
XOO0815	RSR24_03885
XOO3090	RSR24_03551
XOO3090	RSR24_03878
XOO3098	RSR24_00392
XOO0801	RSR24_02960
XOO0801	RSR24_01434
XOO0805	RSR24_00299
XOO3080	RSR24_01432
XOO3080	RSR24_00847
XOO0809	RSR24_02821
XOO3081	RSR24_03236
XOO0808	RSR24_01686
XOO0808	RSR24_03770
XOO0808	RSR24_01013
XOO0808	RSR24_03552
XOO0808	RSR24_04405
XOO3087	RSR24_03885
XOO3089	RSR24_03551
XOO3089	RSR24_03878
XOO3084	RSR24_03885
XOO3076	RSR24_04243
XOO3078	RSR24_02288
XOO3072	RSR24_01072
XOO3073	RSR24_01071
XOO3075	RSR24_02953
XOO4390	RSR24_00047
XOO4398	RSR24_00584
XOO4399	RSR24_00586
XOO3063	RSR24_00809
XOO3063	RSR24_01683
XOO3063	RSR24_03233
XOO3063	RSR24_02965
XOO3063	RSR24_00437
XOO4394	RSR24_01983
XOO3064	RSR24_03551
XOO3064	RSR24_03878
XOO0863	RSR24_00745
XOO0847	RSR24_03180
XOO0834	RSR24_02468
XOO0839	RSR24_02595
XOO0841	RSR24_01582
XOO0825	RSR24_03885
XOO0824	RSR24_00321
XOO0822	RSR24_03885
XOO0828	RSR24_04208
XOO0828	RSR24_04209
XOO0827	RSR24_00809
XOO0827	RSR24_01683
XOO0827	RSR24_03233
XOO0827	RSR24_02965
XOO0827	RSR24_00437
XOO0831	RSR24_02320
XOO3929	RSR24_00809
XOO3929	RSR24_01683
XOO3929	RSR24_03233
XOO3929	RSR24_02965
XOO3929	RSR24_00437
XOO0417	RSR24_02687
XOO0417	RSR24_04857
XOO1747	RSR24_00726
XOO1746	RSR24_00725
XOO3926	RSR24_01682
XOO3926	RSR24_03234
XOO3926	RSR24_00808
XOO3926	RSR24_02966
XOO3926	RSR24_00436
XOO3926	RSR24_00689
XOO3927	RSR24_00809
XOO3927	RSR24_01683
XOO3927	RSR24_03233
XOO3927	RSR24_02965
XOO3927	RSR24_00437
XOO3931	RSR24_00152
XOO0421	RSR24_01919
XOO2602	RSR24_03807
XOO1755	RSR24_00899
XOO0423	RSR24_03850
XOO0423	RSR24_03963
XOO3930	RSR24_00809
XOO3930	RSR24_01683
XOO3930	RSR24_03233
XOO3930	RSR24_02965
XOO3930	RSR24_00437
XOO3918	RSR24_04892
XOO0889	RSR24_02953
XOO1736	RSR24_01442
XOO0405	RSR24_03408
XOO0888	RSR24_04243
XOO0404	RSR24_03409
XOO3913	RSR24_03737
XOO0894	RSR24_03596
XOO1741	RSR24_01497
XOO0893	RSR24_03597
XOO0893	RSR24_02102
XOO0892	RSR24_03598
XOO0892	RSR24_02101
XOO1745	RSR24_00354
XOO0896	RSR24_03595
XOO0878	RSR24_01081
XOO1725	RSR24_02004
XOO1724	RSR24_02685
XOO3905	RSR24_03551
XOO3905	RSR24_03878
XOO0883	RSR24_01085
XOO0882	RSR24_01084
XOO0881	RSR24_01540
XOO0881	RSR24_01083
XOO0880	RSR24_01082
XOO3912	RSR24_03736
XOO0887	RSR24_01634
XOO0402	RSR24_03050
XOO0885	RSR24_01631
XOO1731	RSR24_03620
XOO3900	RSR24_00092
XOO1723	RSR24_03086
XOO0876	RSR24_01077
XOO1309	RSR24_00925
XOO0459	RSR24_00490
XOO2637	RSR24_03885
XOO3968	RSR24_00066
XOO2638	RSR24_03885
XOO3970	RSR24_00063
XOO1792	RSR24_01797
XOO1791	RSR24_04551
XOO3975	RSR24_00321
XOO1795	RSR24_03367
XOO2645	RSR24_01032
XOO1794	RSR24_03366
XOO0463	RSR24_00482
XOO3978	RSR24_04208
XOO3978	RSR24_04209
XOO0462	RSR24_00481
XOO0469	RSR24_03161
XOO3971	RSR24_02790
XOO3972	RSR24_03551
XOO3972	RSR24_03878
XOO0468	RSR24_03885
XOO3973	RSR24_03551
XOO3973	RSR24_03878
XOO1314	RSR24_04208
XOO1314	RSR24_04209
XOO0466	RSR24_01767
XOO0466	RSR24_01768
XOO0448	RSR24_03044
XOO2626	RSR24_03256
XOO3957	RSR24_03339
XOO2627	RSR24_03256
XOO3958	RSR24_00927
XOO2628	RSR24_03885
XOO2629	RSR24_03551
XOO2629	RSR24_03878
XOO4807	RSR24_01599
XOO2633	RSR24_03551
XOO2633	RSR24_03878
XOO0453	RSR24_02684
XOO2636	RSR24_03551
XOO2636	RSR24_03878
XOO3967	RSR24_00067
XOO2630	RSR24_03551
XOO2630	RSR24_03878
XOO1304	RSR24_01111
XOO0456	RSR24_01745
XOO1787	RSR24_01746
XOO1303	RSR24_00574
XOO0455	RSR24_00235
XOO1786	RSR24_02763
XOO2615	RSR24_02489
XOO2616	RSR24_00570
XOO3947	RSR24_04104
XOO2617	RSR24_04617
XOO3948	RSR24_04103
XOO2618	RSR24_04616
XOO3953	RSR24_00331
XOO2622	RSR24_04625
XOO0443	RSR24_00638
XOO1773	RSR24_03551
XOO1773	RSR24_03878
XOO2625	RSR24_04208
XOO2625	RSR24_04209
XOO3956	RSR24_00335
XOO1778	RSR24_04196
XOO3952	RSR24_00330
XOO2621	RSR24_04613
XOO2608	RSR24_03794
XOO0428	RSR24_00297
XOO2609	RSR24_03793
XOO3935	RSR24_01593
XOO2604	RSR24_03809
XOO3937	RSR24_03336
XOO3938	RSR24_04365
XOO2611	RSR24_03791
XOO3942	RSR24_03602
XOO2612	RSR24_03790
XOO3941	RSR24_01058
XOO2610	RSR24_03792
XOO4738	RSR24_01682
XOO4738	RSR24_03234
XOO4738	RSR24_00808
XOO4738	RSR24_02966
XOO4738	RSR24_00436
XOO4738	RSR24_00689
XOO3408	RSR24_02473
XOO3409	RSR24_00926
XOO2561	RSR24_04084
XOO2561	RSR24_04083
XOO2562	RSR24_01327
XOO1230	RSR24_03773
XOO1230	RSR24_02063
XOO0383	RSR24_02771
XOO1235	RSR24_02276
XOO1235	RSR24_02362
XOO1235	RSR24_04663
XOO1235	RSR24_01958
XOO1235	RSR24_04679
XOO1235	RSR24_03900
XOO0388	RSR24_04178
XOO3899	RSR24_03885
XOO3415	RSR24_00639
XOO2568	RSR24_03460
XOO2569	RSR24_03777
XOO1232	RSR24_00723
XOO3417	RSR24_00849
XOO3894	RSR24_03551
XOO3894	RSR24_03878
XOO2563	RSR24_04508
XOO3895	RSR24_01682
XOO3895	RSR24_03234
XOO3895	RSR24_00808
XOO3895	RSR24_02966
XOO3895	RSR24_00436
XOO3895	RSR24_00689
XOO3411	RSR24_00342
XOO2564	RSR24_04302
XOO3896	RSR24_03885
XOO3413	RSR24_00640
XOO1236	RSR24_04664
XOO1236	RSR24_02361
XOO1219	RSR24_02492
XOO4728	RSR24_03551
XOO4728	RSR24_03878
XOO3881	RSR24_03049
XOO2551	RSR24_01486
XOO0373	RSR24_03885
XOO0372	RSR24_03885
XOO2556	RSR24_02723
XOO0377	RSR24_00172
XOO3888	RSR24_00809
XOO3888	RSR24_01683
XOO3888	RSR24_03233
XOO3888	RSR24_02965
XOO3888	RSR24_00437
XOO4735	RSR24_04208
XOO4735	RSR24_04209
XOO3889	RSR24_00809
XOO3889	RSR24_01683
XOO3889	RSR24_03233
XOO3889	RSR24_02965
XOO3889	RSR24_00437
XOO4736	RSR24_01682
XOO4736	RSR24_03234
XOO4736	RSR24_00808
XOO4736	RSR24_02966
XOO4736	RSR24_00436
XOO4736	RSR24_00689
XOO2552	RSR24_04686
XOO2552	RSR24_02323
XOO2552	RSR24_03059
XOO2553	RSR24_02521
XOO4732	RSR24_01079
XOO2554	RSR24_02522
XOO2555	RSR24_02724
XOO4716	RSR24_01682
XOO4716	RSR24_03234
XOO4716	RSR24_00808
XOO4716	RSR24_02966
XOO4716	RSR24_00436
XOO4716	RSR24_00689
XOO2538	RSR24_00532
XOO4717	RSR24_01682
XOO4717	RSR24_03234
XOO4717	RSR24_00808
XOO4717	RSR24_02966
XOO4717	RSR24_00436
XOO4717	RSR24_00689
XOO2539	RSR24_04162
XOO3870	RSR24_01520
XOO2540	RSR24_01884
XOO0362	RSR24_00809
XOO0362	RSR24_01683
XOO0362	RSR24_03233
XOO0362	RSR24_02965
XOO0362	RSR24_00437
XOO0360	RSR24_01682
XOO0360	RSR24_03234
XOO0360	RSR24_00808
XOO0360	RSR24_02966
XOO0360	RSR24_00436
XOO0360	RSR24_00689
XOO0366	RSR24_03885
XOO4723	RSR24_01682
XOO4723	RSR24_03234
XOO4723	RSR24_00808
XOO4723	RSR24_02966
XOO4723	RSR24_00436
XOO4723	RSR24_00689
XOO0365	RSR24_00809
XOO0365	RSR24_01683
XOO0365	RSR24_03233
XOO0365	RSR24_02965
XOO0365	RSR24_00437
XOO2546	RSR24_02390
XOO1211	RSR24_03551
XOO1211	RSR24_03878
XOO0364	RSR24_00809
XOO0364	RSR24_01683
XOO0364	RSR24_03233
XOO0364	RSR24_02965
XOO0364	RSR24_00437
XOO2547	RSR24_02391
XOO0363	RSR24_00809
XOO0363	RSR24_01683
XOO0363	RSR24_03233
XOO0363	RSR24_02965
XOO0363	RSR24_00437
XOO2548	RSR24_02397
XOO2542	RSR24_02387
XOO0368	RSR24_03885
XOO3874	RSR24_03885
XOO1215	RSR24_03663
XOO1215	RSR24_04518
XOO1215	RSR24_00888
XOO0367	RSR24_03885
XOO3858	RSR24_00794
XOO4707	RSR24_01682
XOO4707	RSR24_03234
XOO4707	RSR24_00808
XOO4707	RSR24_02966
XOO4707	RSR24_00436
XOO4707	RSR24_00689
XOO2529	RSR24_02029
XOO3860	RSR24_00795
XOO0350	RSR24_00518
XOO0355	RSR24_04208
XOO0355	RSR24_04209
XOO4712	RSR24_02776
XOO2534	RSR24_02036
XOO1202	RSR24_03028
XOO0354	RSR24_04208
XOO0354	RSR24_04209
XOO4713	RSR24_00274
XOO4713	RSR24_04487
XOO2535	RSR24_02037
XOO3866	RSR24_00675
XOO0353	RSR24_04208
XOO0353	RSR24_04209
XOO3867	RSR24_00676
XOO2536	RSR24_00602
XOO2537	RSR24_00531
XOO0358	RSR24_04243
XOO1205	RSR24_02953
XOO1204	RSR24_04243
XOO0357	RSR24_02953
XOO3863	RSR24_02941
XOO0356	RSR24_00321
XOO1203	RSR24_02749
XOO4784	RSR24_04551
XOO2122	RSR24_03551
XOO2122	RSR24_03878
XOO1274	RSR24_04483
XOO1273	RSR24_04484
XOO1278	RSR24_00356
XOO1277	RSR24_00357
XOO2124	RSR24_04535
XOO2123	RSR24_04536
XOO2129	RSR24_02276
XOO2129	RSR24_02362
XOO2129	RSR24_04663
XOO2129	RSR24_01958
XOO2129	RSR24_04679
XOO2129	RSR24_03900
XOO4302	RSR24_02060
XOO4787	RSR24_02775
XOO4303	RSR24_02061
XOO4304	RSR24_00809
XOO4304	RSR24_01683
XOO4304	RSR24_03233
XOO4304	RSR24_02965
XOO4304	RSR24_00437
XOO4770	RSR24_03885
XOO3441	RSR24_04069
XOO3442	RSR24_01913
XOO2111	RSR24_03885
XOO1264	RSR24_02544
XOO1268	RSR24_03544
XOO2113	RSR24_00809
XOO2113	RSR24_01683
XOO2113	RSR24_03233
XOO2113	RSR24_02965
XOO2113	RSR24_00437
XOO2112	RSR24_04208
XOO2112	RSR24_04209
XOO2119	RSR24_03885
XOO2117	RSR24_00321
XOO4776	RSR24_01848
XOO4777	RSR24_01682
XOO4777	RSR24_03234
XOO4777	RSR24_00808
XOO4777	RSR24_02966
XOO4777	RSR24_00436
XOO4777	RSR24_00689
XOO3446	RSR24_00321
XOO2116	RSR24_02386
XOO2583	RSR24_03800
XOO3431	RSR24_04208
XOO3431	RSR24_04209
XOO1250	RSR24_04570
XOO4769	RSR24_03885
XOO2101	RSR24_03885
XOO3439	RSR24_04071
XOO3432	RSR24_04208
XOO3432	RSR24_04209
XOO2108	RSR24_04749
XOO2108	RSR24_04516
XOO2586	RSR24_04425
XOO2586	RSR24_04470
XOO2586	RSR24_04120
XOO2106	RSR24_03885
XOO2587	RSR24_04934
XOO2570	RSR24_03778
XOO2572	RSR24_03780
XOO0395	RSR24_04243
XOO1242	RSR24_03377
XOO1240	RSR24_03256
XOO4757	RSR24_01682
XOO4757	RSR24_03234
XOO4757	RSR24_00808
XOO4757	RSR24_02966
XOO4757	RSR24_00436
XOO4757	RSR24_00689
XOO1245	RSR24_03987
XOO1244	RSR24_03031
XOO0397	RSR24_02125
XOO3427	RSR24_01945
XOO0396	RSR24_02953
XOO1243	RSR24_03030
XOO4752	RSR24_03015
XOO2574	RSR24_03781
XOO2575	RSR24_03782
XOO3423	RSR24_02687
XOO3423	RSR24_04857
XOO2577	RSR24_03784
XOO2577	RSR24_01386
XOO2162	RSR24_01970
XOO4341	RSR24_04442
XOO4342	RSR24_00450
XOO4342	RSR24_01307
XOO2161	RSR24_01969
XOO2165	RSR24_01046
XOO2163	RSR24_02443
XOO3018	RSR24_00012
XOO4349	RSR24_03135
XOO4346	RSR24_00759
XOO3016	RSR24_00012
XOO3017	RSR24_04208
XOO3017	RSR24_04209
XOO2156	RSR24_02113
XOO2140	RSR24_01458
XOO4320	RSR24_00489
XOO1290	RSR24_03014
XOO1297	RSR24_02623
XOO1294	RSR24_02511
XOO2141	RSR24_01458
XOO4328	RSR24_04111
XOO2146	RSR24_00809
XOO2146	RSR24_01683
XOO2146	RSR24_03233
XOO2146	RSR24_02965
XOO2146	RSR24_00437
XOO4324	RSR24_00487
XOO1282	RSR24_00418
XOO1281	RSR24_00417
XOO1280	RSR24_00415
XOO4795	RSR24_03256
XOO2132	RSR24_03885
XOO1285	RSR24_00421
XOO1284	RSR24_00420
XOO2130	RSR24_04208
XOO2130	RSR24_04209
XOO1283	RSR24_00419
XOO1289	RSR24_00425
XOO1288	RSR24_00424
XOO4312	RSR24_00480
XOO4798	RSR24_03885
XOO4799	RSR24_01682
XOO4799	RSR24_03234
XOO4799	RSR24_00808
XOO4799	RSR24_02966
XOO4799	RSR24_00436
XOO4799	RSR24_00689
XOO3054	RSR24_03551
XOO3054	RSR24_03878
XOO2191	RSR24_04208
XOO2191	RSR24_04209
XOO2190	RSR24_04208
XOO2190	RSR24_04209
XOO4374	RSR24_03256
XOO2195	RSR24_01789
XOO4375	RSR24_03256
XOO2194	RSR24_01791
XOO2193	RSR24_00460
XOO2193	RSR24_01465
XOO4377	RSR24_00234
XOO4370	RSR24_00809
XOO4370	RSR24_01683
XOO4370	RSR24_03233
XOO4370	RSR24_02965
XOO4370	RSR24_00437
XOO4378	RSR24_00238
XOO4379	RSR24_00248
XOO2180	RSR24_00918
XOO4363	RSR24_02215
XOO4365	RSR24_02211
XOO4366	RSR24_03885
XOO2181	RSR24_00919
XOO2188	RSR24_03161
XOO2186	RSR24_02321
XOO2186	RSR24_03519
XOO4368	RSR24_00809
XOO4368	RSR24_01683
XOO4368	RSR24_03233
XOO4368	RSR24_02965
XOO4368	RSR24_00437
XOO4369	RSR24_00809
XOO4369	RSR24_01683
XOO4369	RSR24_03233
XOO4369	RSR24_02965
XOO4369	RSR24_00437
XOO2175	RSR24_03813
XOO2179	RSR24_00917
XOO3026	RSR24_01682
XOO3026	RSR24_03234
XOO3026	RSR24_00808
XOO3026	RSR24_02966
XOO3026	RSR24_00436
XOO3026	RSR24_00689
XOO3027	RSR24_00809
XOO3027	RSR24_01683
XOO3027	RSR24_03233
XOO3027	RSR24_02965
XOO3027	RSR24_00437
XOO3028	RSR24_02484
XOO0934	RSR24_00679
XOO0933	RSR24_03209
XOO0937	RSR24_02090
XOO0936	RSR24_02091
XOO4062	RSR24_04075
XOO0941	RSR24_02173
XOO0940	RSR24_02089
XOO0922	RSR24_00634
XOO0928	RSR24_00754
XOO0926	RSR24_00750
XOO4055	RSR24_00321
XOO4057	RSR24_04749
XOO4057	RSR24_04516
XOO4051	RSR24_02615
XOO4052	RSR24_02908
XOO4054	RSR24_00642
XOO0911	RSR24_00726
XOO0915	RSR24_02022
XOO0914	RSR24_02024
XOO3191	RSR24_00809
XOO3191	RSR24_01683
XOO3191	RSR24_03233
XOO3191	RSR24_02965
XOO3191	RSR24_00437
XOO0919	RSR24_04208
XOO0919	RSR24_04209
XOO0918	RSR24_04208
XOO0918	RSR24_04209
XOO3192	RSR24_04208
XOO3192	RSR24_04209
XOO3198	RSR24_03551
XOO3198	RSR24_03878
XOO4047	RSR24_00809
XOO4047	RSR24_01683
XOO4047	RSR24_03233
XOO4047	RSR24_02965
XOO4047	RSR24_00437
XOO3193	RSR24_01043
XOO3195	RSR24_00623
XOO3195	RSR24_00624
XOO4049	RSR24_02910
XOO0906	RSR24_03256
XOO0905	RSR24_03885
XOO0904	RSR24_03885
XOO3180	RSR24_01451
XOO0908	RSR24_02864
XOO3181	RSR24_01450
XOO3186	RSR24_01445
XOO4034	RSR24_00457
XOO3187	RSR24_01444
XOO3189	RSR24_00809
XOO3189	RSR24_01683
XOO3189	RSR24_03233
XOO3189	RSR24_02965
XOO3189	RSR24_00437
XOO4036	RSR24_00881
XOO3182	RSR24_01449
XOO3183	RSR24_01448
XOO4030	RSR24_03721
XOO3184	RSR24_01447
XOO3185	RSR24_01446
XOO1825	RSR24_02715
XOO0978	RSR24_00664
XOO1829	RSR24_03144
XOO0982	RSR24_04208
XOO0982	RSR24_04209
XOO0981	RSR24_00809
XOO0981	RSR24_01683
XOO0981	RSR24_03233
XOO0981	RSR24_02965
XOO0981	RSR24_00437
XOO0980	RSR24_04208
XOO0980	RSR24_04209
XOO0985	RSR24_04208
XOO0985	RSR24_04209
XOO1830	RSR24_03551
XOO1830	RSR24_03878
XOO0968	RSR24_03663
XOO0968	RSR24_04518
XOO0968	RSR24_00888
XOO1815	RSR24_04926
XOO0967	RSR24_03885
XOO0971	RSR24_02099
XOO1821	RSR24_03369
XOO0973	RSR24_01959
XOO0972	RSR24_01245
XOO0972	RSR24_01244
XOO1804	RSR24_03586
XOO4081	RSR24_01553
XOO4081	RSR24_01647
XOO1809	RSR24_00705
XOO4084	RSR24_00598
XOO1811	RSR24_00899
XOO0964	RSR24_02781
XOO0963	RSR24_02586
XOO0961	RSR24_03885
XOO0946	RSR24_02176
XOO0945	RSR24_02178
XOO0947	RSR24_00114
XOO4070	RSR24_04004
XOO4071	RSR24_03168
XOO4071	RSR24_00443
XOO4071	RSR24_00456
XOO4077	RSR24_01646
XOO4078	RSR24_01553
XOO4078	RSR24_01647
XOO4075	RSR24_00825
XOO1800	RSR24_04591
XOO0952	RSR24_02400
XOO0539	RSR24_00564
XOO2718	RSR24_01602
XOO0537	RSR24_02269
XOO1867	RSR24_01099
XOO2715	RSR24_00974
XOO2716	RSR24_00687
XOO2717	RSR24_00429
XOO2722	RSR24_04680
XOO2723	RSR24_00848
XOO1870	RSR24_02523
XOO1870	RSR24_03515
XOO2724	RSR24_02302
XOO1859	RSR24_02039
XOO2708	RSR24_04084
XOO2708	RSR24_04083
XOO0525	RSR24_00552
XOO1856	RSR24_01095
XOO2710	RSR24_01241
XOO2711	RSR24_01240
XOO0530	RSR24_01431
XOO2712	RSR24_02579
XOO2713	RSR24_02766
XOO1865	RSR24_03025
XOO1863	RSR24_04208
XOO1863	RSR24_04209
XOO0517	RSR24_00809
XOO0517	RSR24_01683
XOO0517	RSR24_03233
XOO0517	RSR24_02965
XOO0517	RSR24_00437
XOO1848	RSR24_01554
XOO1848	RSR24_02901
XOO0516	RSR24_00809
XOO0516	RSR24_01683
XOO0516	RSR24_03233
XOO0516	RSR24_02965
XOO0516	RSR24_00437
XOO0999	RSR24_00809
XOO0999	RSR24_01683
XOO0999	RSR24_03233
XOO0999	RSR24_02965
XOO0999	RSR24_00437
XOO1846	RSR24_03957
XOO0998	RSR24_00809
XOO0998	RSR24_01683
XOO0998	RSR24_03233
XOO0998	RSR24_02965
XOO0998	RSR24_00437
XOO0514	RSR24_00554
XOO1845	RSR24_03955
XOO0519	RSR24_04884
XOO1849	RSR24_01086
XOO1851	RSR24_01089
XOO2701	RSR24_00906
XOO2702	RSR24_00907
XOO1855	RSR24_01094
XOO1853	RSR24_01092
XOO1852	RSR24_01091
XOO0521	RSR24_02524
XOO0505	RSR24_03402
XOO0988	RSR24_04208
XOO0988	RSR24_04209
XOO0504	RSR24_03401
XOO0987	RSR24_00809
XOO0987	RSR24_01683
XOO0987	RSR24_03233
XOO0987	RSR24_02965
XOO0987	RSR24_00437
XOO0509	RSR24_00139
XOO0508	RSR24_00138
XOO0991	RSR24_03256
XOO0990	RSR24_03256
XOO0997	RSR24_03885
XOO1844	RSR24_03956
XOO0996	RSR24_03885
XOO1843	RSR24_03960
