XOO1903	RSPSI07_01835
XOO3201	RSPSI07_04460
XOO1029	RSPSI07_01556
XOO1029	RSPSI07_04704
XOO1029	RSPSI07_02634
XOO1029	RSPSI07_00278
XOO1029	RSPSI07_01455
XOO1029	RSPSI07_02408
XOO1029	RSPSI07_01418
XOO1029	RSPSI07_02429
XOO1029	RSPSI07_00766
XOO1029	RSPSI07_01531
XOO1029	RSPSI07_02860
XOO1029	RSPSI07_03244
XOO3686	RSPSI07_01927
XOO3202	RSPSI07_04456
XOO1028	RSPSI07_01556
XOO1028	RSPSI07_04704
XOO1028	RSPSI07_02634
XOO1028	RSPSI07_00278
XOO1028	RSPSI07_01455
XOO1028	RSPSI07_02408
XOO1028	RSPSI07_01418
XOO1028	RSPSI07_02429
XOO1028	RSPSI07_00766
XOO1028	RSPSI07_01531
XOO1028	RSPSI07_02860
XOO1028	RSPSI07_03244
XOO4776	RSPSI07_01903
XOO1027	RSPSI07_01556
XOO1027	RSPSI07_04704
XOO1027	RSPSI07_02634
XOO1027	RSPSI07_00278
XOO1027	RSPSI07_01455
XOO1027	RSPSI07_02408
XOO1027	RSPSI07_01418
XOO1027	RSPSI07_02429
XOO1027	RSPSI07_00766
XOO1027	RSPSI07_01531
XOO1027	RSPSI07_02860
XOO1027	RSPSI07_03244
XOO4777	RSPSI07_04705
XOO4777	RSPSI07_02633
XOO4777	RSPSI07_01555
XOO4777	RSPSI07_01417
XOO4777	RSPSI07_02407
XOO4777	RSPSI07_00277
XOO4777	RSPSI07_01454
XOO4777	RSPSI07_02861
XOO4777	RSPSI07_03245
XOO4777	RSPSI07_02430
XOO3688	RSPSI07_01928
XOO2116	RSPSI07_01078
XOO4518	RSPSI07_02112
XOO1491	RSPSI07_03292
XOO3671	RSPSI07_04867
XOO3672	RSPSI07_02128
XOO2583	RSPSI07_03567
XOO1495	RSPSI07_03292
XOO1010	RSPSI07_03292
XOO1493	RSPSI07_03292
XOO0162	RSPSI07_04817
XOO1250	RSPSI07_04468
XOO0168	RSPSI07_02005
XOO3679	RSPSI07_01387
XOO1012	RSPSI07_03292
XOO4528	RSPSI07_01723
XOO3439	RSPSI07_03927
XOO2108	RSPSI07_01232
XOO3674	RSPSI07_02155
XOO2586	RSPSI07_04370
XOO2586	RSPSI07_03986
XOO2586	RSPSI07_04323
XOO3675	RSPSI07_01390
XOO4523	RSPSI07_01556
XOO4523	RSPSI07_04704
XOO4523	RSPSI07_02634
XOO4523	RSPSI07_00278
XOO4523	RSPSI07_01455
XOO4523	RSPSI07_02408
XOO4523	RSPSI07_01418
XOO4523	RSPSI07_02429
XOO4523	RSPSI07_00766
XOO4523	RSPSI07_01531
XOO4523	RSPSI07_02860
XOO4523	RSPSI07_03244
XOO1017	RSPSI07_03482
XOO2587	RSPSI07_04864
XOO4524	RSPSI07_01556
XOO4524	RSPSI07_04704
XOO4524	RSPSI07_02634
XOO4524	RSPSI07_00278
XOO4524	RSPSI07_01455
XOO4524	RSPSI07_02408
XOO4524	RSPSI07_01418
XOO4524	RSPSI07_02429
XOO4524	RSPSI07_00766
XOO4524	RSPSI07_01531
XOO4524	RSPSI07_02860
XOO4524	RSPSI07_03244
XOO4508	RSPSI07_02346
XOO4509	RSPSI07_01742
XOO2570	RSPSI07_03545
XOO2572	RSPSI07_03547
XOO0395	RSPSI07_03482
XOO1242	RSPSI07_00130
XOO2331	RSPSI07_03266
XOO2330	RSPSI07_04714
XOO2330	RSPSI07_04835
XOO2330	RSPSI07_03583
XOO2330	RSPSI07_03586
XOO0157	RSPSI07_02171
XOO4514	RSPSI07_00964
XOO4757	RSPSI07_04705
XOO4757	RSPSI07_02633
XOO4757	RSPSI07_01555
XOO4757	RSPSI07_01417
XOO4757	RSPSI07_02407
XOO4757	RSPSI07_00277
XOO4757	RSPSI07_01454
XOO4757	RSPSI07_02861
XOO4757	RSPSI07_03245
XOO4757	RSPSI07_02430
XOO3668	RSPSI07_01506
XOO1245	RSPSI07_03781
XOO0155	RSPSI07_03482
XOO3669	RSPSI07_01507
XOO1244	RSPSI07_00493
XOO0397	RSPSI07_01342
XOO4758	RSPSI07_03368
XOO1243	RSPSI07_00494
XOO4759	RSPSI07_03367
XOO2339	RSPSI07_00790
XOO4752	RSPSI07_00509
XOO2574	RSPSI07_03548
XOO4511	RSPSI07_00895
XOO3664	RSPSI07_02939
XOO2338	RSPSI07_01969
XOO2575	RSPSI07_03549
XOO1006	RSPSI07_03482
XOO3423	RSPSI07_00773
XOO3423	RSPSI07_04771
XOO2336	RSPSI07_01411
XOO3666	RSPSI07_01504
XOO2577	RSPSI07_03551
XOO3424	RSPSI07_04414
XOO3252	RSPSI07_01383
XOO2162	RSPSI07_01988
XOO4341	RSPSI07_04341
XOO3494	RSPSI07_03850
XOO4342	RSPSI07_01450
XOO3495	RSPSI07_03427
XOO3495	RSPSI07_03426
XOO3495	RSPSI07_03849
XOO3495	RSPSI07_03340
XOO2161	RSPSI07_01987
XOO3253	RSPSI07_03622
XOO3496	RSPSI07_03427
XOO3496	RSPSI07_03426
XOO3496	RSPSI07_03849
XOO3496	RSPSI07_03340
XOO3254	RSPSI07_01382
XOO1071	RSPSI07_03324
XOO4585	RSPSI07_03234
XOO3497	RSPSI07_03427
XOO3497	RSPSI07_03426
XOO3497	RSPSI07_03849
XOO3497	RSPSI07_03340
XOO4586	RSPSI07_02942
XOO3255	RSPSI07_01381
XOO1070	RSPSI07_03325
XOO3490	RSPSI07_03427
XOO3490	RSPSI07_03426
XOO3490	RSPSI07_03849
XOO3490	RSPSI07_03340
XOO4580	RSPSI07_02368
XOO2165	RSPSI07_02293
XOO3250	RSPSI07_01386
XOO1075	RSPSI07_01874
XOO3251	RSPSI07_01385
XOO2163	RSPSI07_01023
XOO4107	RSPSI07_03482
XOO3018	RSPSI07_03946
XOO3018	RSPSI07_03240
XOO4349	RSPSI07_00389
XOO3498	RSPSI07_03888
XOO3498	RSPSI07_03887
XOO3498	RSPSI07_03364
XOO3498	RSPSI07_03410
XOO3498	RSPSI07_03365
XOO4346	RSPSI07_02557
XOO3499	RSPSI07_03369
XOO3016	RSPSI07_03946
XOO3016	RSPSI07_03240
XOO1062	RSPSI07_01943
XOO3483	RSPSI07_03852
XOO1061	RSPSI07_02697
XOO4573	RSPSI07_02273
XOO3484	RSPSI07_03851
XOO3243	RSPSI07_03482
XOO3485	RSPSI07_03850
XOO3486	RSPSI07_03427
XOO3486	RSPSI07_03426
XOO3486	RSPSI07_03849
XOO3486	RSPSI07_03340
XOO4575	RSPSI07_00790
XOO2390	RSPSI07_00483
XOO1066	RSPSI07_02090
XOO2396	RSPSI07_00821
XOO3480	RSPSI07_03855
XOO1065	RSPSI07_02092
XOO1064	RSPSI07_02093
XOO4570	RSPSI07_01128
XOO3481	RSPSI07_03854
XOO1063	RSPSI07_01942
XOO3482	RSPSI07_03853
XOO3249	RSPSI07_01498
XOO2398	RSPSI07_00819
XOO2156	RSPSI07_01354
XOO3488	RSPSI07_03427
XOO3488	RSPSI07_03426
XOO3488	RSPSI07_03849
XOO3488	RSPSI07_03340
XOO3246	RSPSI07_02755
XOO4579	RSPSI07_03482
XOO2382	RSPSI07_03292
XOO3230	RSPSI07_01309
XOO2140	RSPSI07_01597
XOO3473	RSPSI07_03861
XOO3473	RSPSI07_03871
XOO4320	RSPSI07_02836
XOO3474	RSPSI07_03861
XOO3474	RSPSI07_03871
XOO3232	RSPSI07_01308
XOO4563	RSPSI07_04544
XOO1290	RSPSI07_00510
XOO3233	RSPSI07_01307
XOO3475	RSPSI07_03860
XOO1297	RSPSI07_00840
XOO3470	RSPSI07_03861
XOO3470	RSPSI07_03871
XOO1294	RSPSI07_00960
XOO3471	RSPSI07_03861
XOO3471	RSPSI07_03871
XOO2141	RSPSI07_01597
XOO3238	RSPSI07_01301
XOO1059	RSPSI07_02269
XOO4328	RSPSI07_03978
XOO2389	RSPSI07_00482
XOO2146	RSPSI07_01556
XOO2146	RSPSI07_04704
XOO2146	RSPSI07_02634
XOO2146	RSPSI07_00278
XOO2146	RSPSI07_01455
XOO2146	RSPSI07_02408
XOO2146	RSPSI07_01418
XOO2146	RSPSI07_02429
XOO2146	RSPSI07_00766
XOO2146	RSPSI07_01531
XOO2146	RSPSI07_02860
XOO2146	RSPSI07_03244
XOO2388	RSPSI07_02393
XOO2387	RSPSI07_02392
XOO3234	RSPSI07_01306
XOO3476	RSPSI07_03859
XOO4565	RSPSI07_04546
XOO3235	RSPSI07_01305
XOO4324	RSPSI07_02838
XOO4566	RSPSI07_03093
XOO3477	RSPSI07_03858
XOO3236	RSPSI07_01304
XOO3478	RSPSI07_03857
XOO3479	RSPSI07_03856
XOO2371	RSPSI07_04705
XOO2371	RSPSI07_02633
XOO2371	RSPSI07_01555
XOO2371	RSPSI07_01417
XOO2371	RSPSI07_02407
XOO2371	RSPSI07_00277
XOO2371	RSPSI07_01454
XOO2371	RSPSI07_02861
XOO2371	RSPSI07_03245
XOO2371	RSPSI07_02430
XOO4550	RSPSI07_01602
XOO1282	RSPSI07_02887
XOO1281	RSPSI07_02888
XOO1280	RSPSI07_02890
XOO3222	RSPSI07_01317
XOO0190	RSPSI07_04824
XOO1044	RSPSI07_03482
XOO0197	RSPSI07_03442
XOO1285	RSPSI07_02884
XOO1284	RSPSI07_02885
XOO1042	RSPSI07_01451
XOO2372	RSPSI07_01556
XOO2372	RSPSI07_04704
XOO2372	RSPSI07_02634
XOO2372	RSPSI07_00278
XOO2372	RSPSI07_01455
XOO2372	RSPSI07_02408
XOO2372	RSPSI07_01418
XOO2372	RSPSI07_02429
XOO2372	RSPSI07_00766
XOO2372	RSPSI07_01531
XOO2372	RSPSI07_02860
XOO2372	RSPSI07_03244
XOO0194	RSPSI07_03440
XOO1283	RSPSI07_02886
XOO1041	RSPSI07_01483
XOO3227	RSPSI07_01312
XOO2379	RSPSI07_01606
XOO4558	RSPSI07_00968
XOO1047	RSPSI07_04538
XOO1047	RSPSI07_03665
XOO1289	RSPSI07_02880
XOO3228	RSPSI07_01311
XOO2378	RSPSI07_04743
XOO4559	RSPSI07_04545
XOO1288	RSPSI07_02881
XOO3229	RSPSI07_01310
XOO2377	RSPSI07_04228
XOO0198	RSPSI07_01556
XOO0198	RSPSI07_04704
XOO0198	RSPSI07_02634
XOO0198	RSPSI07_00278
XOO0198	RSPSI07_01455
XOO0198	RSPSI07_02408
XOO0198	RSPSI07_01418
XOO0198	RSPSI07_02429
XOO0198	RSPSI07_00766
XOO0198	RSPSI07_01531
XOO0198	RSPSI07_02860
XOO0198	RSPSI07_03244
XOO2376	RSPSI07_04229
XOO3223	RSPSI07_01316
XOO4312	RSPSI07_02845
XOO3224	RSPSI07_01315
XOO3466	RSPSI07_03861
XOO3466	RSPSI07_03871
XOO3225	RSPSI07_01314
XOO4556	RSPSI07_00107
XOO4799	RSPSI07_04705
XOO4799	RSPSI07_02633
XOO4799	RSPSI07_01555
XOO4799	RSPSI07_01417
XOO4799	RSPSI07_02407
XOO4799	RSPSI07_00277
XOO4799	RSPSI07_01454
XOO4799	RSPSI07_02861
XOO4799	RSPSI07_03245
XOO4799	RSPSI07_02430
XOO3226	RSPSI07_01313
XOO3291	RSPSI07_01960
XOO3054	RSPSI07_03292
XOO4143	RSPSI07_03482
XOO4145	RSPSI07_00132
XOO3298	RSPSI07_01140
XOO4146	RSPSI07_01556
XOO4146	RSPSI07_04704
XOO4146	RSPSI07_02634
XOO4146	RSPSI07_00278
XOO4146	RSPSI07_01455
XOO4146	RSPSI07_02408
XOO4146	RSPSI07_01418
XOO4146	RSPSI07_02429
XOO4146	RSPSI07_00766
XOO4146	RSPSI07_01531
XOO4146	RSPSI07_02860
XOO4146	RSPSI07_03244
XOO3299	RSPSI07_01141
XOO4140	RSPSI07_02931
XOO3051	RSPSI07_03855
XOO4141	RSPSI07_02932
XOO4149	RSPSI07_02944
XOO2195	RSPSI07_01842
XOO4132	RSPSI07_02923
XOO2194	RSPSI07_01844
XOO2193	RSPSI07_01605
XOO3045	RSPSI07_03860
XOO4377	RSPSI07_03032
XOO4370	RSPSI07_01556
XOO4370	RSPSI07_04704
XOO4370	RSPSI07_02634
XOO4370	RSPSI07_00278
XOO4370	RSPSI07_01455
XOO4370	RSPSI07_02408
XOO4370	RSPSI07_01418
XOO4370	RSPSI07_02429
XOO4370	RSPSI07_00766
XOO4370	RSPSI07_01531
XOO4370	RSPSI07_02860
XOO4370	RSPSI07_03244
XOO3282	RSPSI07_04152
XOO4130	RSPSI07_00874
XOO4378	RSPSI07_03028
XOO4379	RSPSI07_03018
XOO4137	RSPSI07_02928
XOO4138	RSPSI07_02930
XOO2180	RSPSI07_02387
XOO1091	RSPSI07_02842
XOO4363	RSPSI07_01249
XOO1094	RSPSI07_01948
XOO4365	RSPSI07_01253
XOO2181	RSPSI07_02386
XOO2188	RSPSI07_00355
XOO2186	RSPSI07_01126
XOO2186	RSPSI07_03260
XOO3272	RSPSI07_01648
XOO3278	RSPSI07_01043
XOO4125	RSPSI07_01144
XOO4368	RSPSI07_01556
XOO4368	RSPSI07_04704
XOO4368	RSPSI07_02634
XOO4368	RSPSI07_00278
XOO4368	RSPSI07_01455
XOO4368	RSPSI07_02408
XOO4368	RSPSI07_01418
XOO4368	RSPSI07_02429
XOO4368	RSPSI07_00766
XOO4368	RSPSI07_01531
XOO4368	RSPSI07_02860
XOO4368	RSPSI07_03244
XOO3279	RSPSI07_01030
XOO4126	RSPSI07_01146
XOO4369	RSPSI07_01556
XOO4369	RSPSI07_04704
XOO4369	RSPSI07_02634
XOO4369	RSPSI07_00278
XOO4369	RSPSI07_01455
XOO4369	RSPSI07_02408
XOO4369	RSPSI07_01418
XOO4369	RSPSI07_02429
XOO4369	RSPSI07_00766
XOO4369	RSPSI07_01531
XOO4369	RSPSI07_02860
XOO4369	RSPSI07_03244
XOO3263	RSPSI07_02922
XOO4111	RSPSI07_03482
XOO3023	RSPSI07_04585
XOO3260	RSPSI07_03831
XOO3260	RSPSI07_02274
XOO1086	RSPSI07_03292
XOO3261	RSPSI07_01572
XOO2175	RSPSI07_03580
XOO1085	RSPSI07_03292
XOO3262	RSPSI07_01886
XOO4119	RSPSI07_03482
XOO2179	RSPSI07_02388
XOO3267	RSPSI07_01176
XOO4114	RSPSI07_03115
XOO3026	RSPSI07_04705
XOO3026	RSPSI07_02633
XOO3026	RSPSI07_01555
XOO3026	RSPSI07_01417
XOO3026	RSPSI07_02407
XOO3026	RSPSI07_00277
XOO3026	RSPSI07_01454
XOO3026	RSPSI07_02861
XOO3026	RSPSI07_03245
XOO3026	RSPSI07_02430
XOO3027	RSPSI07_01556
XOO3027	RSPSI07_04704
XOO3027	RSPSI07_02634
XOO3027	RSPSI07_00278
XOO3027	RSPSI07_01455
XOO3027	RSPSI07_02408
XOO3027	RSPSI07_01418
XOO3027	RSPSI07_02429
XOO3027	RSPSI07_00766
XOO3027	RSPSI07_01531
XOO3027	RSPSI07_02860
XOO3027	RSPSI07_03244
XOO0934	RSPSI07_02645
XOO0933	RSPSI07_00306
XOO0937	RSPSI07_01377
XOO0936	RSPSI07_01376
XOO4062	RSPSI07_03932
XOO0941	RSPSI07_01294
XOO0940	RSPSI07_01378
XOO0922	RSPSI07_02691
XOO0928	RSPSI07_02562
XOO0926	RSPSI07_02566
XOO4297	RSPSI07_00581
XOO4057	RSPSI07_01232
XOO4051	RSPSI07_00848
XOO4052	RSPSI07_00589
XOO4295	RSPSI07_01071
XOO4296	RSPSI07_02921
XOO4054	RSPSI07_02683
XOO0911	RSPSI07_02590
XOO0915	RSPSI07_02058
XOO0914	RSPSI07_02060
XOO3191	RSPSI07_01556
XOO3191	RSPSI07_04704
XOO3191	RSPSI07_02634
XOO3191	RSPSI07_00278
XOO3191	RSPSI07_01455
XOO3191	RSPSI07_02408
XOO3191	RSPSI07_01418
XOO3191	RSPSI07_02429
XOO3191	RSPSI07_00766
XOO3191	RSPSI07_01531
XOO3191	RSPSI07_02860
XOO3191	RSPSI07_03244
XOO3198	RSPSI07_03292
XOO4288	RSPSI07_02624
XOO4047	RSPSI07_01556
XOO4047	RSPSI07_04704
XOO4047	RSPSI07_02634
XOO4047	RSPSI07_00278
XOO4047	RSPSI07_01455
XOO4047	RSPSI07_02408
XOO4047	RSPSI07_01418
XOO4047	RSPSI07_02429
XOO4047	RSPSI07_00766
XOO4047	RSPSI07_01531
XOO4047	RSPSI07_02860
XOO4047	RSPSI07_03244
XOO4289	RSPSI07_02625
XOO3193	RSPSI07_02296
XOO4284	RSPSI07_00805
XOO4284	RSPSI07_02509
XOO3195	RSPSI07_02701
XOO3195	RSPSI07_02699
XOO4049	RSPSI07_00587
XOO3180	RSPSI07_01590
XOO0908	RSPSI07_00633
XOO3181	RSPSI07_01589
XOO2096	RSPSI07_03292
XOO3186	RSPSI07_01584
XOO2095	RSPSI07_03292
XOO3187	RSPSI07_01583
XOO4035	RSPSI07_02413
XOO3189	RSPSI07_01556
XOO3189	RSPSI07_04704
XOO3189	RSPSI07_02634
XOO3189	RSPSI07_00278
XOO3189	RSPSI07_01455
XOO3189	RSPSI07_02408
XOO3189	RSPSI07_01418
XOO3189	RSPSI07_02429
XOO3189	RSPSI07_00766
XOO3189	RSPSI07_01531
XOO3189	RSPSI07_02860
XOO3189	RSPSI07_03244
XOO4036	RSPSI07_02435
XOO3182	RSPSI07_01588
XOO3183	RSPSI07_01587
XOO4030	RSPSI07_03488
XOO3184	RSPSI07_01586
XOO3185	RSPSI07_01585
XOO0737	RSPSI07_04743
XOO0736	RSPSI07_03083
XOO1825	RSPSI07_00750
XOO0978	RSPSI07_02660
XOO2917	RSPSI07_00717
XOO2918	RSPSI07_00714
XOO0734	RSPSI07_03391
XOO1829	RSPSI07_00380
XOO0738	RSPSI07_03482
XOO0981	RSPSI07_01556
XOO0981	RSPSI07_04704
XOO0981	RSPSI07_02634
XOO0981	RSPSI07_00278
XOO0981	RSPSI07_01455
XOO0981	RSPSI07_02408
XOO0981	RSPSI07_01418
XOO0981	RSPSI07_02429
XOO0981	RSPSI07_00766
XOO0981	RSPSI07_01531
XOO0981	RSPSI07_02860
XOO0981	RSPSI07_03244
XOO2921	RSPSI07_03933
XOO2921	RSPSI07_02175
XOO2921	RSPSI07_02551
XOO0744	RSPSI07_04563
XOO1830	RSPSI07_03292
XOO0968	RSPSI07_01424
XOO0726	RSPSI07_00111
XOO1815	RSPSI07_04855
XOO2901	RSPSI07_03030
XOO0728	RSPSI07_00113
XOO2903	RSPSI07_03036
XOO0727	RSPSI07_00112
XOO2904	RSPSI07_00876
XOO0971	RSPSI07_01368
XOO0733	RSPSI07_03937
XOO0733	RSPSI07_00118
XOO1821	RSPSI07_00138
XOO0732	RSPSI07_00117
XOO0731	RSPSI07_00116
XOO0973	RSPSI07_01977
XOO0972	RSPSI07_02127
XOO0972	RSPSI07_02126
XOO0730	RSPSI07_00115
XOO0715	RSPSI07_02374
XOO0715	RSPSI07_00051
XOO1804	RSPSI07_03323
XOO0714	RSPSI07_02375
XOO0713	RSPSI07_02376
XOO0718	RSPSI07_02315
XOO4081	RSPSI07_01752
XOO1809	RSPSI07_02611
XOO4084	RSPSI07_02726
XOO2900	RSPSI07_03456
XOO0964	RSPSI07_00688
XOO0722	RSPSI07_01611
XOO0963	RSPSI07_00877
XOO0720	RSPSI07_01609
XOO0946	RSPSI07_01289
XOO0945	RSPSI07_01287
XOO0703	RSPSI07_02586
XOO0707	RSPSI07_00403
XOO0947	RSPSI07_03143
XOO4070	RSPSI07_03794
XOO4071	RSPSI07_00348
XOO4077	RSPSI07_01751
XOO4078	RSPSI07_01752
XOO4075	RSPSI07_02493
XOO0711	RSPSI07_00864
XOO1800	RSPSI07_04478
XOO0952	RSPSI07_01064
XOO0710	RSPSI07_04811
XOO0539	RSPSI07_02761
XOO1628	RSPSI07_00972
XOO3807	RSPSI07_01300
XOO2718	RSPSI07_01705
XOO1627	RSPSI07_00955
XOO0537	RSPSI07_01174
XOO1626	RSPSI07_00956
XOO1625	RSPSI07_00957
XOO1867	RSPSI07_02240
XOO2956	RSPSI07_02080
XOO2715	RSPSI07_02336
XOO2716	RSPSI07_02636
XOO1629	RSPSI07_00548
XOO2717	RSPSI07_02876
XOO1631	RSPSI07_00550
XOO2963	RSPSI07_02160
XOO3810	RSPSI07_03158
XOO1630	RSPSI07_00549
XOO2722	RSPSI07_04591
XOO2723	RSPSI07_02468
XOO3813	RSPSI07_01232
XOO1870	RSPSI07_00948
XOO1870	RSPSI07_03256
XOO1870	RSPSI07_04243
XOO2966	RSPSI07_02162
XOO2724	RSPSI07_01145
XOO2960	RSPSI07_01656
XOO1634	RSPSI07_00012
XOO1634	RSPSI07_04321
XOO2961	RSPSI07_01655
XOO0301	RSPSI07_03482
XOO1632	RSPSI07_00551
XOO2962	RSPSI07_02159
XOO1859	RSPSI07_02075
XOO2949	RSPSI07_01496
XOO2708	RSPSI07_03940
XOO0767	RSPSI07_01789
XOO0525	RSPSI07_02774
XOO1856	RSPSI07_02244
XOO2945	RSPSI07_02063
XOO2946	RSPSI07_02064
XOO1619	RSPSI07_02872
XOO2947	RSPSI07_00849
XOO2948	RSPSI07_01497
XOO0773	RSPSI07_00781
XOO2710	RSPSI07_02130
XOO1620	RSPSI07_00650
XOO2711	RSPSI07_02131
XOO2953	RSPSI07_02078
XOO0772	RSPSI07_02910
XOO0530	RSPSI07_01570
XOO2712	RSPSI07_00884
XOO0771	RSPSI07_02996
XOO2955	RSPSI07_02079
XOO0770	RSPSI07_02721
XOO2713	RSPSI07_00703
XOO1624	RSPSI07_00856
XOO0777	RSPSI07_03487
XOO1865	RSPSI07_00499
XOO1623	RSPSI07_00857
XOO2950	RSPSI07_01495
XOO1622	RSPSI07_00652
XOO2951	RSPSI07_01494
XOO1621	RSPSI07_00651
XOO0532	RSPSI07_01800
XOO0517	RSPSI07_01556
XOO0517	RSPSI07_04704
XOO0517	RSPSI07_02634
XOO0517	RSPSI07_00278
XOO0517	RSPSI07_01455
XOO0517	RSPSI07_02408
XOO0517	RSPSI07_01418
XOO0517	RSPSI07_02429
XOO0517	RSPSI07_00766
XOO0517	RSPSI07_01531
XOO0517	RSPSI07_02860
XOO0517	RSPSI07_03244
XOO1848	RSPSI07_00596
XOO0759	RSPSI07_01604
XOO0516	RSPSI07_01556
XOO0516	RSPSI07_04704
XOO0516	RSPSI07_02634
XOO0516	RSPSI07_00278
XOO0516	RSPSI07_01455
XOO0516	RSPSI07_02408
XOO0516	RSPSI07_01418
XOO0516	RSPSI07_02429
XOO0516	RSPSI07_00766
XOO0516	RSPSI07_01531
XOO0516	RSPSI07_02860
XOO0516	RSPSI07_03244
XOO2939	RSPSI07_02457
XOO0999	RSPSI07_01556
XOO0999	RSPSI07_04704
XOO0999	RSPSI07_02634
XOO0999	RSPSI07_00278
XOO0999	RSPSI07_01455
XOO0999	RSPSI07_02408
XOO0999	RSPSI07_01418
XOO0999	RSPSI07_02429
XOO0999	RSPSI07_00766
XOO0999	RSPSI07_01531
XOO0999	RSPSI07_02860
XOO0999	RSPSI07_03244
XOO1846	RSPSI07_03735
XOO0998	RSPSI07_01556
XOO0998	RSPSI07_04704
XOO0998	RSPSI07_02634
XOO0998	RSPSI07_00278
XOO0998	RSPSI07_01455
XOO0998	RSPSI07_02408
XOO0998	RSPSI07_01418
XOO0998	RSPSI07_02429
XOO0998	RSPSI07_00766
XOO0998	RSPSI07_01531
XOO0998	RSPSI07_02860
XOO0998	RSPSI07_03244
XOO1603	RSPSI07_04299
XOO0514	RSPSI07_02772
XOO1845	RSPSI07_03733
XOO0756	RSPSI07_03742
XOO2936	RSPSI07_04399
XOO0519	RSPSI07_04811
XOO1849	RSPSI07_02253
XOO2941	RSPSI07_02707
XOO1851	RSPSI07_02250
XOO2942	RSPSI07_01970
XOO2701	RSPSI07_02399
XOO2702	RSPSI07_02398
XOO2944	RSPSI07_00699
XOO1855	RSPSI07_02245
XOO1612	RSPSI07_02198
XOO1853	RSPSI07_02247
XOO0764	RSPSI07_00588
XOO1852	RSPSI07_02248
XOO2940	RSPSI07_02706
XOO0763	RSPSI07_01596
XOO0521	RSPSI07_00947
XOO2927	RSPSI07_01958
XOO2928	RSPSI07_03150
XOO0505	RSPSI07_00108
XOO0746	RSPSI07_03082
XOO0504	RSPSI07_00109
XOO0987	RSPSI07_01556
XOO0987	RSPSI07_04704
XOO0987	RSPSI07_02634
XOO0987	RSPSI07_00278
XOO0987	RSPSI07_01455
XOO0987	RSPSI07_02408
XOO0987	RSPSI07_01418
XOO0987	RSPSI07_02429
XOO0987	RSPSI07_00766
XOO0987	RSPSI07_01531
XOO0987	RSPSI07_02860
XOO0987	RSPSI07_03244
XOO2923	RSPSI07_02144
XOO0509	RSPSI07_03116
XOO0508	RSPSI07_03117
XOO0749	RSPSI07_03482
XOO2926	RSPSI07_01957
XOO0751	RSPSI07_03482
XOO0750	RSPSI07_03292
XOO2931	RSPSI07_03579
XOO2932	RSPSI07_01155
XOO2933	RSPSI07_01156
XOO1844	RSPSI07_03734
XOO0755	RSPSI07_03743
XOO1843	RSPSI07_03738
XOO1843	RSPSI07_03023
XOO1601	RSPSI07_03823
XOO1601	RSPSI07_04300
XOO0512	RSPSI07_02773
XOO0753	RSPSI07_01232
XOO1842	RSPSI07_03736
XOO1600	RSPSI07_02153
XOO1841	RSPSI07_04049
XOO1841	RSPSI07_04046
XOO2519	RSPSI07_03482
XOO1427	RSPSI07_02582
XOO1669	RSPSI07_02514
XOO2758	RSPSI07_00540
XOO4937	RSPSI07_04705
XOO4937	RSPSI07_02633
XOO4937	RSPSI07_01555
XOO4937	RSPSI07_01417
XOO4937	RSPSI07_02407
XOO4937	RSPSI07_00277
XOO4937	RSPSI07_01454
XOO4937	RSPSI07_02861
XOO4937	RSPSI07_03245
XOO4937	RSPSI07_02430
XOO2759	RSPSI07_00539
XOO3607	RSPSI07_00566
XOO4939	RSPSI07_01248
XOO3608	RSPSI07_00565
XOO2760	RSPSI07_00538
XOO0586	RSPSI07_03177
XOO3854	RSPSI07_02535
XOO2765	RSPSI07_02646
XOO3613	RSPSI07_03072
XOO3613	RSPSI07_00064
XOO0585	RSPSI07_03179
XOO2766	RSPSI07_02732
XOO3856	RSPSI07_02534
XOO3614	RSPSI07_04088
XOO2767	RSPSI07_02733
XOO0583	RSPSI07_03181
XOO0106	RSPSI07_03482
XOO3850	RSPSI07_00701
XOO1679	RSPSI07_02512
XOO2761	RSPSI07_00537
XOO2762	RSPSI07_00536
XOO3851	RSPSI07_02538
XOO1677	RSPSI07_03482
XOO2763	RSPSI07_01767
XOO2763	RSPSI07_02334
XOO3852	RSPSI07_02537
XOO2523	RSPSI07_03482
XOO3853	RSPSI07_02536
XOO0587	RSPSI07_03174
XOO2508	RSPSI07_02904
XOO4929	RSPSI07_03242
XOO1419	RSPSI07_00781
XOO1418	RSPSI07_00780
XOO1659	RSPSI07_01175
XOO2506	RSPSI07_02903
XOO1417	RSPSI07_00779
XOO2505	RSPSI07_03485
XOO1416	RSPSI07_00778
XOO2989	RSPSI07_02145
XOO3837	RSPSI07_00170
XOO4927	RSPSI07_04705
XOO4927	RSPSI07_02633
XOO4927	RSPSI07_01555
XOO4927	RSPSI07_01417
XOO4927	RSPSI07_02407
XOO4927	RSPSI07_00277
XOO4927	RSPSI07_01454
XOO4927	RSPSI07_02861
XOO4927	RSPSI07_03245
XOO4927	RSPSI07_02430
XOO2509	RSPSI07_02905
XOO3839	RSPSI07_00171
XOO1660	RSPSI07_02762
XOO1664	RSPSI07_02519
XOO3843	RSPSI07_00052
XOO3601	RSPSI07_02901
XOO0332	RSPSI07_02828
XOO3844	RSPSI07_00053
XOO1663	RSPSI07_02767
XOO3602	RSPSI07_02900
XOO2510	RSPSI07_02316
