XOO1903	RSK60_00231
XOO1678	RSK60_04251
XOO1678	RSK60_04250
XOO2525	RSK60_01735
XOO2525	RSK60_04056
XOO2525	RSK60_00842
XOO2525	RSK60_03731
XOO2525	RSK60_05087
XOO3851	RSK60_00973
XOO2524	RSK60_01735
XOO2524	RSK60_04056
XOO2524	RSK60_00842
XOO2524	RSK60_03731
XOO2524	RSK60_05087
XOO1677	RSK60_03014
XOO3852	RSK60_00972
XOO2523	RSK60_03014
XOO3853	RSK60_00971
XOO2508	RSK60_01353
XOO1659	RSK60_03006
XOO2506	RSK60_01352
XOO2505	RSK60_03819
XOO2989	RSK60_00537
XOO3837	RSK60_01919
XOO2509	RSK60_01354
XOO3839	RSK60_01920
XOO1660	RSK60_01192
XOO2511	RSK60_01735
XOO2511	RSK60_04056
XOO2511	RSK60_00842
XOO2511	RSK60_03731
XOO2511	RSK60_05087
XOO1664	RSK60_00953
XOO3843	RSK60_01791
XOO0332	RSK60_01256
XOO3844	RSK60_01794
XOO1663	RSK60_01195
XOO2510	RSK60_00726
XOO1662	RSK60_04561
XOO1662	RSK60_03480
XOO3845	RSK60_01795
XOO0330	RSK60_03014
XOO3846	RSK60_01796
XOO1661	RSK60_01194
XOO2514	RSK60_01391
XOO2513	RSK60_01291
XOO2513	RSK60_02054
XOO2513	RSK60_02463
XOO2513	RSK60_00841
XOO2513	RSK60_01155
XOO2513	RSK60_03338
XOO2513	RSK60_04184
XOO1666	RSK60_00951
XOO2512	RSK60_01735
XOO2512	RSK60_04056
XOO2512	RSK60_00842
XOO2512	RSK60_03731
XOO2512	RSK60_05087
XOO3842	RSK60_02146
XOO1665	RSK60_00952
XOO3829	RSK60_02409
XOO1649	RSK60_03257
XOO1649	RSK60_03260
XOO1647	RSK60_01291
XOO1647	RSK60_02054
XOO1647	RSK60_02463
XOO1647	RSK60_00841
XOO1647	RSK60_01155
XOO1647	RSK60_03338
XOO1647	RSK60_04184
XOO0316	RSK60_03014
XOO3825	RSK60_02414
XOO3826	RSK60_02413
XOO3827	RSK60_02412
XOO3828	RSK60_02410
XOO3833	RSK60_02405
XOO1650	RSK60_03257
XOO1650	RSK60_03260
XOO3835	RSK60_00122
XOO0326	RSK60_04082
XOO2504	RSK60_01735
XOO2504	RSK60_04056
XOO2504	RSK60_00842
XOO2504	RSK60_03731
XOO2504	RSK60_05087
XOO2981	RSK60_03237
XOO2981	RSK60_02391
XOO0325	RSK60_03257
XOO0325	RSK60_03260
XOO1656	RSK60_01231
XOO2502	RSK60_03014
XOO3830	RSK60_02408
XOO2501	RSK60_03008
XOO3831	RSK60_02407
XOO1654	RSK60_01233
XOO0308	RSK60_02282
XOO3818	RSK60_02423
XOO3819	RSK60_02422
XOO1637	RSK60_04893
XOO1637	RSK60_00234
XOO1637	RSK60_03712
XOO1637	RSK60_00848
XOO0305	RSK60_02283
XOO2967	RSK60_00555
XOO3814	RSK60_04892
XOO3814	RSK60_04283
XOO2969	RSK60_00740
XOO3816	RSK60_04992
XOO0309	RSK60_02281
XOO0791	RSK60_00781
XOO0790	RSK60_00780
XOO0795	RSK60_01010
XOO3821	RSK60_02420
XOO2974	RSK60_00352
XOO1642	RSK60_00530
XOO0311	RSK60_01604
XOO0794	RSK60_01008
XOO0310	RSK60_02280
XOO3822	RSK60_02418
XOO1640	RSK60_03257
XOO1640	RSK60_03260
XOO0793	RSK60_01009
XOO3823	RSK60_02417
XOO0792	RSK60_01011
XOO3824	RSK60_02415
XOO1646	RSK60_01291
XOO1646	RSK60_02054
XOO1646	RSK60_02463
XOO1646	RSK60_00841
XOO1646	RSK60_01155
XOO1646	RSK60_03338
XOO1646	RSK60_04184
XOO0799	RSK60_03356
XOO0799	RSK60_02946
XOO1645	RSK60_04082
XOO0314	RSK60_01735
XOO0314	RSK60_04056
XOO0314	RSK60_00842
XOO0314	RSK60_03731
XOO0314	RSK60_05087
XOO0798	RSK60_03355
XOO0798	RSK60_02945
XOO1644	RSK60_03257
XOO1644	RSK60_03260
XOO1643	RSK60_03257
XOO1643	RSK60_03260
XOO2973	RSK60_01579
XOO0312	RSK60_01603
XOO0263	RSK60_03257
XOO0263	RSK60_03260
XOO1594	RSK60_01130
XOO0262	RSK60_03257
XOO0262	RSK60_03260
XOO1593	RSK60_01131
XOO1591	RSK60_02451
XOO1114	RSK60_02176
XOO1114	RSK60_02177
XOO1598	RSK60_03489
XOO0267	RSK60_01820
XOO1597	RSK60_03488
XOO3779	RSK60_03014
XOO1595	RSK60_02881
XOO1111	RSK60_04867
XOO1118	RSK60_02505
XOO1118	RSK60_03061
XOO1117	RSK60_01413
XOO4621	RSK60_02876
XOO2448	RSK60_00768
XOO2447	RSK60_02968
XOO0268	RSK60_02131
XOO1583	RSK60_02429
XOO0252	RSK60_00705
XOO2430	RSK60_02107
XOO1582	RSK60_01291
XOO1582	RSK60_02054
XOO1582	RSK60_02463
XOO1582	RSK60_00841
XOO1582	RSK60_01155
XOO1582	RSK60_03338
XOO1582	RSK60_04184
XOO4613	RSK60_03408
XOO1586	RSK60_01128
XOO1586	RSK60_01127
XOO1102	RSK60_03493
XOO3767	RSK60_00939
XOO4615	RSK60_00082
XOO4615	RSK60_00856
XOO4615	RSK60_01888
XOO4615	RSK60_04025
XOO4615	RSK60_04259
XOO4615	RSK60_03689
XOO4615	RSK60_01462
XOO4615	RSK60_03858
XOO1585	RSK60_02431
XOO1101	RSK60_00132
XOO4616	RSK60_02195
XOO4616	RSK60_04251
XOO4616	RSK60_04250
XOO1584	RSK60_02430
XOO3762	RSK60_03274
XOO3763	RSK60_04841
XOO4611	RSK60_02195
XOO4611	RSK60_04251
XOO4611	RSK60_04250
XOO3764	RSK60_00054
XOO1589	RSK60_02432
XOO0258	RSK60_03485
XOO1105	RSK60_01783
XOO4612	RSK60_02195
XOO4612	RSK60_04251
XOO4612	RSK60_04250
XOO3765	RSK60_00055
XOO2417	RSK60_00698
XOO0239	RSK60_02179
XOO3748	RSK60_01173
XOO3749	RSK60_02376
XOO3750	RSK60_01012
XOO1570	RSK60_01291
XOO1570	RSK60_02054
XOO1570	RSK60_02463
XOO1570	RSK60_00841
XOO1570	RSK60_01155
XOO1570	RSK60_03338
XOO1570	RSK60_04184
XOO2423	RSK60_01469
XOO3755	RSK60_01030
XOO1576	RSK60_04948
XOO1575	RSK60_04952
XOO1575	RSK60_00751
XOO3756	RSK60_01029
XOO1574	RSK60_01291
XOO1574	RSK60_02054
XOO1574	RSK60_02463
XOO1574	RSK60_00841
XOO1574	RSK60_01155
XOO1574	RSK60_03338
XOO1574	RSK60_04184
XOO4604	RSK60_03666
XOO4604	RSK60_03625
XOO3757	RSK60_03093
XOO0242	RSK60_01895
XOO3751	RSK60_00759
XOO1579	RSK60_01291
XOO1579	RSK60_02054
XOO1579	RSK60_02463
XOO1579	RSK60_00841
XOO1579	RSK60_01155
XOO1579	RSK60_03338
XOO1579	RSK60_04184
XOO3752	RSK60_00758
XOO1578	RSK60_04952
XOO1578	RSK60_00751
XOO3753	RSK60_02813
XOO0228	RSK60_04958
XOO2406	RSK60_00804
XOO3738	RSK60_01735
XOO3738	RSK60_04056
XOO3738	RSK60_00842
XOO3738	RSK60_03731
XOO3738	RSK60_05087
XOO1565	RSK60_02996
XOO3744	RSK60_00785
XOO0234	RSK60_03010
XOO0232	RSK60_03247
XOO2410	RSK60_00271
XOO2899	RSK60_03796
XOO3747	RSK60_01174
XOO1569	RSK60_03014
XOO2893	RSK60_03014
XOO2416	RSK60_00358
XOO1568	RSK60_04893
XOO1568	RSK60_00234
XOO1568	RSK60_03712
XOO1568	RSK60_00848
XOO2415	RSK60_00356
XOO2894	RSK60_00524
XOO0236	RSK60_03257
XOO0236	RSK60_03260
XOO1567	RSK60_03014
XOO2414	RSK60_00355
XOO2895	RSK60_00730
XOO3743	RSK60_02596
XOO1154	RSK60_03187
XOO2485	RSK60_02549
XOO2001	RSK60_00373
XOO2484	RSK60_02548
XOO1153	RSK60_00491
XOO2000	RSK60_00372
XOO2483	RSK60_02547
XOO1151	RSK60_02550
XOO2482	RSK60_02546
XOO3337	RSK60_03014
XOO2004	RSK60_03014
XOO1156	RSK60_02266
XOO2486	RSK60_03994
XOO2009	RSK60_03257
XOO2009	RSK60_03260
XOO2007	RSK60_03257
XOO2007	RSK60_03260
XOO2006	RSK60_03257
XOO2006	RSK60_03260
XOO0296	RSK60_03257
XOO0296	RSK60_03260
XOO1143	RSK60_03044
XOO0295	RSK60_03257
XOO0295	RSK60_03260
XOO2472	RSK60_01291
XOO2472	RSK60_02054
XOO2472	RSK60_02463
XOO2472	RSK60_00841
XOO2472	RSK60_01155
XOO2472	RSK60_03338
XOO2472	RSK60_04184
XOO1141	RSK60_03043
XOO1140	RSK60_03042
XOO2477	RSK60_04952
XOO2477	RSK60_00751
XOO0299	RSK60_01342
XOO0298	RSK60_01291
XOO0298	RSK60_02054
XOO0298	RSK60_02463
XOO0298	RSK60_00841
XOO0298	RSK60_01155
XOO0298	RSK60_03338
XOO0298	RSK60_04184
XOO1145	RSK60_03048
XOO3329	RSK60_02517
XOO3322	RSK60_03001
XOO1149	RSK60_03050
XOO1148	RSK60_03049
XOO3791	RSK60_01589
XOO0281	RSK60_03737
XOO0280	RSK60_04868
XOO0280	RSK60_03074
XOO3310	RSK60_01291
XOO3310	RSK60_02054
XOO3310	RSK60_02463
XOO3310	RSK60_00841
XOO3310	RSK60_01155
XOO3310	RSK60_03338
XOO3310	RSK60_04184
XOO3794	RSK60_01291
XOO3794	RSK60_02054
XOO3794	RSK60_02463
XOO3794	RSK60_00841
XOO3794	RSK60_01155
XOO3794	RSK60_03338
XOO3794	RSK60_04184
XOO2463	RSK60_03301
XOO2462	RSK60_03300
XOO2461	RSK60_03300
XOO0283	RSK60_03737
XOO0282	RSK60_03737
XOO1136	RSK60_03014
XOO3315	RSK60_02999
XOO3316	RSK60_03000
XOO0288	RSK60_04633
XOO2465	RSK60_03303
XOO2464	RSK60_03302
XOO1133	RSK60_01182
XOO0286	RSK60_01477
XOO2469	RSK60_01291
XOO2469	RSK60_02054
XOO2469	RSK60_02463
XOO2469	RSK60_00841
XOO2469	RSK60_01155
XOO2469	RSK60_03338
XOO2469	RSK60_04184
XOO3798	RSK60_01624
XOO1119	RSK60_03257
XOO1119	RSK60_03260
XOO4628	RSK60_01193
XOO2452	RSK60_02382
XOO0273	RSK60_02195
XOO0273	RSK60_04251
XOO0273	RSK60_04250
XOO1120	RSK60_00843
XOO1120	RSK60_04078
XOO1120	RSK60_03333
XOO1120	RSK60_04591
XOO0278	RSK60_01291
XOO0278	RSK60_02054
XOO0278	RSK60_02463
XOO0278	RSK60_00841
XOO0278	RSK60_01155
XOO0278	RSK60_03338
XOO0278	RSK60_04184
XOO3304	RSK60_00761
XOO1125	RSK60_02653
XOO0277	RSK60_01291
XOO0277	RSK60_02054
XOO0277	RSK60_02463
XOO0277	RSK60_00841
XOO0277	RSK60_01155
XOO0277	RSK60_03338
XOO0277	RSK60_04184
XOO1124	RSK60_01026
XOO3305	RSK60_02601
XOO2454	RSK60_00713
XOO3307	RSK60_01291
XOO3307	RSK60_02054
XOO3307	RSK60_02463
XOO3307	RSK60_00841
XOO3307	RSK60_01155
XOO3307	RSK60_03338
XOO3307	RSK60_04184
XOO2459	RSK60_03014
XOO3785	RSK60_00706
XOO1128	RSK60_02815
XOO1127	RSK60_00440
XOO0279	RSK60_01291
XOO0279	RSK60_02054
XOO0279	RSK60_02463
XOO0279	RSK60_00841
XOO0279	RSK60_01155
XOO0279	RSK60_03338
XOO0279	RSK60_04184
XOO4634	RSK60_01719
XOO3303	RSK60_00760
XOO3787	RSK60_01189
XOO4220	RSK60_02707
XOO4220	RSK60_01090
XOO1194	RSK60_04652
XOO3373	RSK60_00989
XOO2041	RSK60_03091
XOO2040	RSK60_01907
XOO4222	RSK60_03014
XOO1198	RSK60_01291
XOO1198	RSK60_02054
XOO1198	RSK60_02463
XOO1198	RSK60_00841
XOO1198	RSK60_01155
XOO1198	RSK60_03338
XOO1198	RSK60_04184
XOO2044	RSK60_00398
XOO2043	RSK60_00397
XOO1196	RSK60_03315
XOO3372	RSK60_01613
XOO2042	RSK60_00396
XOO2048	RSK60_02541
XOO4229	RSK60_00993
XOO2046	RSK60_00533
XOO3377	RSK60_02195
XOO3377	RSK60_04251
XOO3377	RSK60_04250
XOO3378	RSK60_02195
XOO3378	RSK60_04251
XOO3378	RSK60_04250
XOO4225	RSK60_03014
XOO4227	RSK60_04893
XOO4227	RSK60_00234
XOO4227	RSK60_03712
XOO4227	RSK60_00848
XOO2030	RSK60_02620
XOO3365	RSK60_02195
XOO3365	RSK60_04251
XOO3365	RSK60_04250
XOO2032	RSK60_02625
XOO2031	RSK60_02624
XOO4218	RSK60_02195
XOO4218	RSK60_04251
XOO4218	RSK60_04250
XOO2035	RSK60_01291
XOO2035	RSK60_02054
XOO2035	RSK60_02463
XOO2035	RSK60_00841
XOO2035	RSK60_01155
XOO2035	RSK60_03338
XOO2035	RSK60_04184
XOO1188	RSK60_01771
XOO3366	RSK60_03257
XOO3366	RSK60_03260
XOO4699	RSK60_01291
XOO4699	RSK60_02054
XOO4699	RSK60_02463
XOO4699	RSK60_00841
XOO4699	RSK60_01155
XOO4699	RSK60_03338
XOO4699	RSK60_04184
XOO2039	RSK60_04501
XOO3351	RSK60_04952
XOO3351	RSK60_00751
XOO3352	RSK60_04952
XOO3352	RSK60_00751
XOO1176	RSK60_02511
XOO2023	RSK60_00245
XOO3350	RSK60_04952
XOO3350	RSK60_00751
XOO3359	RSK60_03014
XOO4206	RSK60_01384
XOO2027	RSK60_02514
XOO2025	RSK60_00243
XOO4202	RSK60_01411
XOO4202	RSK60_03627
XOO2029	RSK60_02611
XOO2028	RSK60_02609
XOO2492	RSK60_02195
XOO2492	RSK60_04251
XOO2492	RSK60_04250
XOO3343	RSK60_01291
XOO3343	RSK60_02054
XOO3343	RSK60_02463
XOO3343	RSK60_00841
XOO3343	RSK60_01155
XOO3343	RSK60_03338
XOO3343	RSK60_04184
XOO2496	RSK60_02195
XOO2496	RSK60_04251
XOO2496	RSK60_04250
XOO1165	RSK60_01735
XOO1165	RSK60_04056
XOO1165	RSK60_00842
XOO1165	RSK60_03731
XOO1165	RSK60_05087
XOO2495	RSK60_04952
XOO2495	RSK60_00751
XOO2494	RSK60_01291
XOO2494	RSK60_02054
XOO2494	RSK60_02463
XOO2494	RSK60_00841
XOO2494	RSK60_01155
XOO2494	RSK60_03338
XOO2494	RSK60_04184
XOO2493	RSK60_01291
XOO2493	RSK60_02054
XOO2493	RSK60_02463
XOO2493	RSK60_00841
XOO2493	RSK60_01155
XOO2493	RSK60_03338
XOO2493	RSK60_04184
XOO3349	RSK60_03784
XOO2019	RSK60_01224
XOO3347	RSK60_03014
XOO2017	RSK60_02973
XOO2080	RSK60_00444
XOO2085	RSK60_04952
XOO2085	RSK60_00751
XOO2084	RSK60_00443
XOO4267	RSK60_00714
XOO2089	RSK60_01291
XOO2089	RSK60_02054
XOO2089	RSK60_02463
XOO2089	RSK60_00841
XOO2089	RSK60_01155
XOO2089	RSK60_03338
XOO2089	RSK60_04184
XOO2086	RSK60_01291
XOO2086	RSK60_02054
XOO2086	RSK60_02463
XOO2086	RSK60_00841
XOO2086	RSK60_01155
XOO2086	RSK60_03338
XOO2086	RSK60_04184
XOO2074	RSK60_01445
XOO4254	RSK60_04952
XOO4254	RSK60_00751
XOO2073	RSK60_01446
XOO2078	RSK60_04147
XOO2078	RSK60_01472
XOO2076	RSK60_04147
XOO2076	RSK60_01472
XOO2075	RSK60_03314
XOO4257	RSK60_02195
XOO4257	RSK60_04251
XOO4257	RSK60_04250
XOO4258	RSK60_02195
XOO4258	RSK60_04251
XOO4258	RSK60_04250
XOO4259	RSK60_00843
XOO4259	RSK60_04078
XOO4259	RSK60_03333
XOO4259	RSK60_04591
XOO2063	RSK60_03181
XOO3396	RSK60_02802
XOO3397	RSK60_02801
XOO2066	RSK60_00791
XOO2065	RSK60_03350
XOO2065	RSK60_00906
XOO4240	RSK60_02964
XOO2064	RSK60_01434
XOO4248	RSK60_03452
XOO2052	RSK60_01735
XOO2052	RSK60_04056
XOO2052	RSK60_00842
XOO2052	RSK60_03731
XOO2052	RSK60_05087
XOO2051	RSK60_01735
XOO2051	RSK60_04056
XOO2051	RSK60_00842
XOO2051	RSK60_03731
XOO2051	RSK60_05087
XOO4233	RSK60_02195
XOO4233	RSK60_04251
XOO4233	RSK60_04250
XOO4234	RSK60_02195
XOO4234	RSK60_04251
XOO4234	RSK60_04250
XOO3380	RSK60_01359
XOO3381	RSK60_02314
XOO2054	RSK60_03014
XOO2053	RSK60_01735
XOO2053	RSK60_04056
XOO2053	RSK60_00842
XOO2053	RSK60_03731
XOO2053	RSK60_05087
XOO3383	RSK60_03014
XOO4239	RSK60_03004
XOO2057	RSK60_04777
XOO4235	RSK60_04952
XOO4235	RSK60_00751
XOO4237	RSK60_01735
XOO4237	RSK60_04056
XOO4237	RSK60_00842
XOO4237	RSK60_03731
XOO4237	RSK60_05087
XOO0813	RSK60_01291
XOO0813	RSK60_02054
XOO0813	RSK60_02463
XOO0813	RSK60_00841
XOO0813	RSK60_01155
XOO0813	RSK60_03338
XOO0813	RSK60_04184
XOO0812	RSK60_00299
XOO0811	RSK60_03105
XOO0818	RSK60_01291
XOO0818	RSK60_02054
XOO0818	RSK60_02463
XOO0818	RSK60_00841
XOO0818	RSK60_01155
XOO0818	RSK60_03338
XOO0818	RSK60_04184
XOO0817	RSK60_04952
XOO0817	RSK60_00751
XOO0816	RSK60_01291
XOO0816	RSK60_02054
XOO0816	RSK60_02463
XOO0816	RSK60_00841
XOO0816	RSK60_01155
XOO0816	RSK60_03338
XOO0816	RSK60_04184
XOO0815	RSK60_01291
XOO0815	RSK60_02054
XOO0815	RSK60_02463
XOO0815	RSK60_00841
XOO0815	RSK60_01155
XOO0815	RSK60_03338
XOO0815	RSK60_04184
XOO3090	RSK60_04952
XOO3090	RSK60_00751
XOO3098	RSK60_01361
XOO0801	RSK60_03352
XOO0805	RSK60_01427
XOO3080	RSK60_03350
XOO3080	RSK60_00906
XOO0809	RSK60_02442
XOO3081	RSK60_02064
XOO0808	RSK60_02022
XOO0808	RSK60_03894
XOO0808	RSK60_04621
XOO0808	RSK60_03649
XOO3087	RSK60_01291
XOO3087	RSK60_02054
XOO3087	RSK60_02463
XOO3087	RSK60_00841
XOO3087	RSK60_01155
XOO3087	RSK60_03338
XOO3087	RSK60_04184
XOO3089	RSK60_04952
XOO3089	RSK60_00751
XOO3084	RSK60_01291
XOO3084	RSK60_02054
XOO3084	RSK60_02463
XOO3084	RSK60_00841
XOO3084	RSK60_01155
XOO3084	RSK60_03338
XOO3084	RSK60_04184
XOO3076	RSK60_03014
XOO3078	RSK60_02990
XOO3072	RSK60_00679
XOO3073	RSK60_00680
XOO4390	RSK60_01674
XOO4398	RSK60_01167
XOO4399	RSK60_01165
XOO3063	RSK60_03257
XOO3063	RSK60_03260
XOO4394	RSK60_00395
XOO3064	RSK60_04952
XOO3064	RSK60_00751
XOO1704	RSK60_03425
XOO1703	RSK60_03424
XOO1702	RSK60_03423
XOO1709	RSK60_03430
XOO1708	RSK60_03429
XOO0865	RSK60_01735
XOO0865	RSK60_04056
XOO0865	RSK60_00842
XOO0865	RSK60_03731
XOO0865	RSK60_05087
XOO1712	RSK60_03432
XOO0864	RSK60_01735
XOO0864	RSK60_04056
XOO0864	RSK60_00842
XOO0864	RSK60_03731
XOO0864	RSK60_05087
XOO0863	RSK60_01004
XOO1710	RSK60_03431
XOO0847	RSK60_02117
XOO1700	RSK60_03420
XOO0834	RSK60_02808
XOO0839	RSK60_02667
XOO0841	RSK60_00059
XOO0825	RSK60_01291
XOO0825	RSK60_02054
XOO0825	RSK60_02463
XOO0825	RSK60_00841
XOO0825	RSK60_01155
XOO0825	RSK60_03338
XOO0825	RSK60_04184
XOO0822	RSK60_01291
XOO0822	RSK60_02054
XOO0822	RSK60_02463
XOO0822	RSK60_00841
XOO0822	RSK60_01155
XOO0822	RSK60_03338
XOO0822	RSK60_04184
XOO0828	RSK60_02195
XOO0828	RSK60_04251
XOO0828	RSK60_04250
XOO0827	RSK60_03257
XOO0827	RSK60_03260
XOO0831	RSK60_02958
XOO3929	RSK60_03257
XOO3929	RSK60_03260
XOO0417	RSK60_05025
XOO1747	RSK60_01024
XOO1746	RSK60_01025
XOO3926	RSK60_04082
XOO3927	RSK60_03257
XOO3927	RSK60_03260
XOO3931	RSK60_01570
XOO0421	RSK60_00367
XOO2602	RSK60_03951
XOO1755	RSK60_03388
XOO1755	RSK60_04465
XOO0423	RSK60_04004
XOO3930	RSK60_03257
XOO3930	RSK60_03260
XOO3918	RSK60_05096
XOO1736	RSK60_03362
XOO0405	RSK60_01842
XOO0888	RSK60_03014
XOO0404	RSK60_01841
XOO3913	RSK60_03841
XOO0894	RSK60_03702
XOO1741	RSK60_03486
XOO0893	RSK60_03177
XOO0893	RSK60_03703
XOO0892	RSK60_03178
XOO0892	RSK60_03704
XOO1745	RSK60_01398
XOO0896	RSK60_03701
XOO0878	RSK60_00670
XOO1725	RSK60_00416
XOO1724	RSK60_02572
XOO3905	RSK60_04952
XOO3905	RSK60_00751
XOO0883	RSK60_00666
XOO0882	RSK60_00667
XOO0881	RSK60_00668
XOO0880	RSK60_00669
XOO3912	RSK60_03840
XOO0887	RSK60_00128
XOO0402	RSK60_02252
XOO0885	RSK60_00125
XOO1731	RSK60_03736
XOO1715	RSK60_03435
XOO1714	RSK60_03434
XOO1713	RSK60_03433
XOO1717	RSK60_03408
XOO3900	RSK60_01633
XOO1723	RSK60_02216
XOO0876	RSK60_00674
XOO1309	RSK60_00788
XOO0459	RSK60_01263
XOO2637	RSK60_01291
XOO2637	RSK60_02054
XOO2637	RSK60_02463
XOO2637	RSK60_00841
XOO2637	RSK60_01155
XOO2637	RSK60_03338
XOO2637	RSK60_04184
XOO3968	RSK60_01657
XOO2638	RSK60_01291
XOO2638	RSK60_02054
XOO2638	RSK60_02463
XOO2638	RSK60_00841
XOO2638	RSK60_01155
XOO2638	RSK60_03338
XOO2638	RSK60_04184
XOO3970	RSK60_01660
XOO1792	RSK60_00246
XOO1791	RSK60_04770
XOO1795	RSK60_01891
XOO2645	RSK60_00719
XOO1311	RSK60_00843
XOO1311	RSK60_04078
XOO1311	RSK60_03333
XOO1311	RSK60_04591
XOO1794	RSK60_01892
XOO0463	RSK60_01271
XOO3978	RSK60_02195
XOO3978	RSK60_04251
XOO3978	RSK60_04250
XOO0462	RSK60_01272
XOO0469	RSK60_02138
XOO3971	RSK60_02482
XOO3972	RSK60_04952
XOO3972	RSK60_00751
XOO0468	RSK60_01291
XOO0468	RSK60_02054
XOO0468	RSK60_02463
XOO0468	RSK60_00841
XOO0468	RSK60_01155
XOO0468	RSK60_03338
XOO0468	RSK60_04184
XOO3973	RSK60_04952
XOO3973	RSK60_00751
XOO1314	RSK60_02195
XOO1314	RSK60_04251
XOO1314	RSK60_04250
XOO0466	RSK60_00215
XOO0448	RSK60_02258
XOO3957	RSK60_01918
XOO3958	RSK60_00786
XOO2628	RSK60_01291
XOO2628	RSK60_02054
XOO2628	RSK60_02463
XOO2628	RSK60_00841
XOO2628	RSK60_01155
XOO2628	RSK60_03338
XOO2628	RSK60_04184
XOO2629	RSK60_04952
XOO2629	RSK60_00751
XOO4807	RSK60_00092
XOO2633	RSK60_04952
XOO2633	RSK60_00751
XOO3964	RSK60_04237
XOO0453	RSK60_02573
XOO3966	RSK60_04237
XOO2636	RSK60_04952
XOO2636	RSK60_00751
XOO3967	RSK60_01656
XOO0458	RSK60_01735
XOO0458	RSK60_04056
XOO0458	RSK60_00842
XOO0458	RSK60_03731
XOO0458	RSK60_05087
XOO1305	RSK60_01735
XOO1305	RSK60_04056
XOO1305	RSK60_00842
XOO1305	RSK60_03731
XOO1305	RSK60_05087
XOO3960	RSK60_04237
XOO2630	RSK60_04952
XOO2630	RSK60_00751
XOO0457	RSK60_01735
XOO0457	RSK60_04056
XOO0457	RSK60_00842
XOO0457	RSK60_03731
XOO0457	RSK60_05087
XOO1304	RSK60_00640
XOO0456	RSK60_00183
XOO1787	RSK60_00184
XOO1303	RSK60_01177
XOO0455	RSK60_01481
XOO1786	RSK60_02509
XOO2615	RSK60_02790
XOO2616	RSK60_01181
XOO3947	RSK60_04338
XOO2617	RSK60_04821
XOO3948	RSK60_04337
XOO2618	RSK60_04820
XOO3953	RSK60_01420
XOO2622	RSK60_04823
XOO0443	RSK60_01113
XOO1773	RSK60_04952
XOO1773	RSK60_00751
XOO2625	RSK60_02195
XOO2625	RSK60_04251
XOO2625	RSK60_04250
XOO3956	RSK60_01416
XOO3952	RSK60_01421
XOO2621	RSK60_04817
XOO2608	RSK60_03938
XOO0428	RSK60_01429
XOO2609	RSK60_03937
XOO3935	RSK60_00072
XOO2604	RSK60_03953
XOO3937	RSK60_01921
XOO3938	RSK60_04571
XOO2611	RSK60_03935
XOO3942	RSK60_03708
XOO2612	RSK60_03934
XOO3944	RSK60_03408
XOO3941	RSK60_00693
XOO2610	RSK60_03936
XOO0433	RSK60_03681
XOO4738	RSK60_04082
XOO3408	RSK60_02803
XOO3409	RSK60_00787
XOO2561	RSK60_04316
XOO2562	RSK60_04414
XOO1230	RSK60_00488
XOO1230	RSK60_03897
XOO0383	RSK60_02501
XOO1235	RSK60_05089
XOO1235	RSK60_03271
XOO3899	RSK60_01291
XOO3899	RSK60_02054
XOO3899	RSK60_02463
XOO3899	RSK60_00841
XOO3899	RSK60_01155
XOO3899	RSK60_03338
XOO3899	RSK60_04184
XOO3415	RSK60_01112
XOO2568	RSK60_01789
XOO2569	RSK60_03901
XOO1232	RSK60_01027
XOO3417	RSK60_00904
XOO3894	RSK60_04952
XOO3894	RSK60_00751
XOO3895	RSK60_04082
XOO3411	RSK60_01409
XOO2564	RSK60_03274
XOO3896	RSK60_01291
XOO3896	RSK60_02054
XOO3896	RSK60_02463
XOO3896	RSK60_00841
XOO3896	RSK60_01155
XOO3896	RSK60_03338
XOO3896	RSK60_04184
XOO4743	RSK60_01735
XOO4743	RSK60_04056
XOO4743	RSK60_00842
XOO4743	RSK60_03731
XOO4743	RSK60_05087
XOO3413	RSK60_01111
XOO1219	RSK60_02787
XOO4728	RSK60_04952
XOO4728	RSK60_00751
XOO3881	RSK60_02253
XOO2551	RSK60_03470
XOO0373	RSK60_01291
XOO0373	RSK60_02054
XOO0373	RSK60_02463
XOO0373	RSK60_00841
XOO0373	RSK60_01155
XOO0373	RSK60_03338
XOO0373	RSK60_04184
XOO0372	RSK60_01291
XOO0372	RSK60_02054
XOO0372	RSK60_02463
XOO0372	RSK60_00841
XOO0372	RSK60_01155
XOO0372	RSK60_03338
XOO0372	RSK60_04184
XOO2556	RSK60_02538
XOO3888	RSK60_03257
XOO3888	RSK60_03260
XOO4735	RSK60_02195
XOO4735	RSK60_04251
XOO4735	RSK60_04250
XOO3889	RSK60_03257
XOO3889	RSK60_03260
XOO4736	RSK60_04082
XOO2552	RSK60_02243
XOO2552	RSK60_04885
XOO2552	RSK60_02955
XOO2553	RSK60_02755
XOO4732	RSK60_00672
XOO2554	RSK60_02754
XOO2555	RSK60_02537
XOO4716	RSK60_04082
XOO2538	RSK60_01222
XOO4717	RSK60_04082
XOO2539	RSK60_04460
XOO3870	RSK60_03509
XOO2540	RSK60_00332
XOO0362	RSK60_03257
XOO0362	RSK60_03260
XOO1693	RSK60_03412
XOO0360	RSK60_04082
XOO1690	RSK60_03410
XOO0366	RSK60_01291
XOO0366	RSK60_02054
XOO0366	RSK60_02463
XOO0366	RSK60_00841
XOO0366	RSK60_01155
XOO0366	RSK60_03338
XOO0366	RSK60_04184
