XOO1903	RSBA7_01419
XOO0148	RSBA7_05074
XOO0148	RSBA7_03162
XOO0148	RSBA7_05031
XOO0148	RSBA7_05048
XOO0148	RSBA7_04421
XOO0148	RSBA7_04420
XOO0148	RSBA7_04961
XOO0148	RSBA7_00201
XOO0148	RSBA7_03228
XOO0148	RSBA7_03315
XOO0148	RSBA7_04813
XOO0147	RSBA7_04629
XOO0147	RSBA7_00559
XOO0147	RSBA7_04815
XOO0147	RSBA7_04903
XOO0147	RSBA7_01938
XOO0147	RSBA7_05040
XOO0147	RSBA7_02161
XOO0147	RSBA7_04494
XOO0147	RSBA7_05074
XOO0147	RSBA7_03162
XOO0147	RSBA7_05031
XOO0147	RSBA7_05048
XOO0147	RSBA7_04421
XOO0147	RSBA7_04420
XOO0147	RSBA7_04961
XOO0147	RSBA7_00201
XOO0147	RSBA7_03228
XOO0147	RSBA7_03315
XOO0147	RSBA7_04813
XOO3413	RSBA7_00615
XOO1219	RSBA7_02214
XOO2308	RSBA7_01836
XOO2307	RSBA7_01835
XOO4728	RSBA7_04629
XOO4728	RSBA7_00559
XOO4728	RSBA7_04815
XOO4728	RSBA7_04903
XOO4728	RSBA7_01938
XOO4728	RSBA7_05040
XOO4728	RSBA7_02161
XOO4728	RSBA7_04494
XOO4728	RSBA7_05074
XOO4728	RSBA7_03162
XOO4728	RSBA7_05031
XOO4728	RSBA7_05048
XOO4728	RSBA7_04421
XOO4728	RSBA7_04420
XOO4728	RSBA7_04961
XOO4728	RSBA7_00201
XOO4728	RSBA7_03228
XOO4728	RSBA7_03315
XOO4728	RSBA7_04813
XOO2790	RSBA7_03690
XOO3880	RSBA7_05053
XOO3880	RSBA7_01620
XOO2791	RSBA7_03693
XOO3881	RSBA7_02749
XOO2793	RSBA7_03682
XOO2551	RSBA7_01624
XOO0131	RSBA7_02099
XOO1460	RSBA7_00353
XOO2313	RSBA7_01236
XOO3645	RSBA7_03262
XOO2556	RSBA7_02431
XOO0135	RSBA7_01484
XOO0134	RSBA7_04629
XOO0134	RSBA7_00559
XOO0134	RSBA7_04815
XOO0134	RSBA7_04903
XOO0134	RSBA7_01938
XOO0134	RSBA7_05040
XOO0134	RSBA7_02161
XOO0134	RSBA7_04494
XOO0134	RSBA7_05074
XOO0134	RSBA7_03162
XOO0134	RSBA7_05031
XOO0134	RSBA7_05048
XOO0134	RSBA7_04421
XOO0134	RSBA7_04420
XOO0134	RSBA7_04961
XOO0134	RSBA7_00201
XOO0134	RSBA7_03228
XOO0134	RSBA7_03315
XOO0134	RSBA7_04813
XOO3888	RSBA7_01408
XOO3888	RSBA7_03660
XOO3888	RSBA7_02105
XOO3888	RSBA7_02107
XOO3888	RSBA7_03604
XOO3888	RSBA7_04626
XOO3646	RSBA7_03263
XOO1465	RSBA7_03509
XOO3889	RSBA7_01408
XOO3889	RSBA7_03660
XOO3889	RSBA7_02105
XOO3889	RSBA7_02107
XOO3889	RSBA7_03604
XOO3889	RSBA7_04626
XOO4736	RSBA7_01407
XOO4736	RSBA7_03661
XOO4736	RSBA7_04625
XOO4736	RSBA7_02106
XOO4736	RSBA7_02108
XOO4736	RSBA7_03603
XOO3647	RSBA7_02399
XOO2552	RSBA7_02060
XOO2552	RSBA7_02759
XOO2317	RSBA7_04882
XOO2794	RSBA7_03778
XOO1469	RSBA7_01200
XOO1469	RSBA7_01795
XOO2553	RSBA7_02243
XOO2315	RSBA7_04879
XOO4732	RSBA7_01020
XOO2554	RSBA7_02244
XOO0137	RSBA7_01484
XOO2314	RSBA7_04881
XOO2555	RSBA7_02432
XOO3644	RSBA7_02602
XOO2797	RSBA7_01314
XOO0118	RSBA7_02285
XOO4716	RSBA7_01407
XOO4716	RSBA7_03661
XOO4716	RSBA7_04625
XOO4716	RSBA7_02106
XOO4716	RSBA7_02108
XOO4716	RSBA7_03603
XOO3627	RSBA7_05053
XOO3627	RSBA7_01620
XOO2538	RSBA7_00480
XOO4717	RSBA7_01407
XOO4717	RSBA7_03661
XOO4717	RSBA7_04625
XOO4717	RSBA7_02106
XOO4717	RSBA7_02108
XOO4717	RSBA7_03603
XOO3628	RSBA7_05054
XOO3628	RSBA7_01619
XOO2539	RSBA7_03782
XOO3629	RSBA7_02441
XOO3629	RSBA7_03856
XOO3870	RSBA7_01586
XOO2540	RSBA7_01301
XOO0362	RSBA7_01408
XOO0362	RSBA7_03660
XOO0362	RSBA7_02105
XOO0362	RSBA7_02107
XOO0362	RSBA7_03604
XOO0362	RSBA7_04626
XOO1450	RSBA7_04022
XOO1450	RSBA7_04769
XOO0360	RSBA7_01407
XOO0360	RSBA7_03661
XOO0360	RSBA7_04625
XOO0360	RSBA7_02106
XOO0360	RSBA7_02108
XOO0360	RSBA7_03603
XOO4723	RSBA7_01407
XOO4723	RSBA7_03661
XOO4723	RSBA7_04625
XOO4723	RSBA7_02106
XOO4723	RSBA7_02108
XOO4723	RSBA7_03603
XOO2787	RSBA7_03376
XOO2787	RSBA7_04663
XOO2787	RSBA7_04666
XOO3635	RSBA7_04629
XOO3635	RSBA7_00559
XOO3635	RSBA7_04815
XOO3635	RSBA7_04903
XOO3635	RSBA7_01938
XOO3635	RSBA7_05040
XOO3635	RSBA7_02161
XOO3635	RSBA7_04494
XOO3635	RSBA7_05074
XOO3635	RSBA7_03162
XOO3635	RSBA7_05031
XOO3635	RSBA7_05048
XOO3635	RSBA7_04421
XOO3635	RSBA7_04420
XOO3635	RSBA7_04961
XOO3635	RSBA7_00201
XOO3635	RSBA7_03228
XOO3635	RSBA7_03315
XOO3635	RSBA7_04813
XOO0365	RSBA7_01408
XOO0365	RSBA7_03660
XOO0365	RSBA7_02105
XOO0365	RSBA7_02107
XOO0365	RSBA7_03604
XOO0365	RSBA7_04626
XOO2546	RSBA7_02120
XOO2788	RSBA7_02551
XOO1211	RSBA7_04629
XOO1211	RSBA7_00559
XOO1211	RSBA7_04815
XOO1211	RSBA7_04903
XOO1211	RSBA7_01938
XOO1211	RSBA7_05040
XOO1211	RSBA7_02161
XOO1211	RSBA7_04494
XOO1211	RSBA7_05074
XOO1211	RSBA7_03162
XOO1211	RSBA7_05031
XOO1211	RSBA7_05048
XOO1211	RSBA7_04421
XOO1211	RSBA7_04420
XOO1211	RSBA7_04961
XOO1211	RSBA7_00201
XOO1211	RSBA7_03228
XOO1211	RSBA7_03315
XOO1211	RSBA7_04813
XOO0364	RSBA7_01408
XOO0364	RSBA7_03660
XOO0364	RSBA7_02105
XOO0364	RSBA7_02107
XOO0364	RSBA7_03604
XOO0364	RSBA7_04626
XOO1453	RSBA7_04022
XOO1453	RSBA7_04769
XOO2547	RSBA7_02121
XOO2789	RSBA7_03692
XOO0363	RSBA7_01408
XOO0363	RSBA7_03660
XOO0363	RSBA7_02105
XOO0363	RSBA7_02107
XOO0363	RSBA7_03604
XOO0363	RSBA7_04626
XOO2548	RSBA7_02127
XOO1452	RSBA7_04361
XOO3630	RSBA7_02440
XOO3630	RSBA7_03855
XOO2542	RSBA7_02116
XOO2305	RSBA7_01074
XOO1458	RSBA7_00377
XOO3631	RSBA7_01922
XOO0126	RSBA7_05053
XOO0126	RSBA7_01620
XOO2304	RSBA7_01075
XOO0125	RSBA7_05054
XOO0125	RSBA7_01619
XOO3633	RSBA7_03854
XOO3633	RSBA7_02438
XOO1456	RSBA7_04361
XOO1439	RSBA7_00423
XOO1438	RSBA7_02517
XOO2769	RSBA7_00537
XOO3858	RSBA7_00781
XOO3617	RSBA7_01685
XOO4707	RSBA7_01407
XOO4707	RSBA7_03661
XOO4707	RSBA7_04625
XOO4707	RSBA7_02106
XOO4707	RSBA7_02108
XOO4707	RSBA7_03603
XOO2529	RSBA7_01184
XOO3860	RSBA7_00782
XOO2771	RSBA7_00535
XOO1440	RSBA7_02911
XOO0350	RSBA7_00466
XOO0590	RSBA7_02021
XOO4712	RSBA7_02473
XOO0113	RSBA7_03257
XOO2534	RSBA7_01177
XOO0597	RSBA7_00503
XOO1202	RSBA7_02728
XOO2777	RSBA7_01551
XOO4713	RSBA7_04556
XOO4713	RSBA7_00249
XOO2535	RSBA7_01176
XOO3866	RSBA7_00650
XOO0112	RSBA7_03261
XOO3624	RSBA7_03436
XOO0596	RSBA7_00133
XOO3867	RSBA7_00651
XOO0595	RSBA7_02902
XOO2536	RSBA7_00548
XOO4957	RSBA7_00001
XOO2537	RSBA7_00479
XOO0594	RSBA7_03616
XOO2779	RSBA7_02435
XOO0110	RSBA7_04032
XOO3868	RSBA7_04304
XOO4950	RSBA7_01407
XOO4950	RSBA7_03661
XOO4950	RSBA7_04625
XOO4950	RSBA7_02106
XOO4950	RSBA7_02108
XOO4950	RSBA7_03603
XOO0117	RSBA7_03256
XOO1448	RSBA7_00551
XOO2773	RSBA7_04129
XOO1447	RSBA7_00027
XOO0116	RSBA7_03253
XOO3863	RSBA7_02612
XOO3621	RSBA7_02364
XOO1446	RSBA7_00028
XOO0115	RSBA7_03254
XOO0599	RSBA7_00602
XOO0599	RSBA7_00568
XOO0356	RSBA7_05054
XOO0356	RSBA7_01619
XOO1203	RSBA7_02457
XOO0598	RSBA7_02036
XOO0114	RSBA7_03255
XOO3209	RSBA7_00619
XOO2360	RSBA7_01564
XOO3210	RSBA7_00618
XOO4784	RSBA7_03569
XOO2122	RSBA7_04629
XOO2122	RSBA7_00559
XOO2122	RSBA7_04815
XOO2122	RSBA7_04903
XOO2122	RSBA7_01938
XOO2122	RSBA7_05040
XOO2122	RSBA7_02161
XOO2122	RSBA7_04494
XOO2122	RSBA7_05074
XOO2122	RSBA7_03162
XOO2122	RSBA7_05031
XOO2122	RSBA7_05048
XOO2122	RSBA7_04421
XOO2122	RSBA7_04420
XOO2122	RSBA7_04961
XOO2122	RSBA7_00201
XOO2122	RSBA7_03228
XOO2122	RSBA7_03315
XOO2122	RSBA7_04813
XOO2364	RSBA7_02342
XOO1033	RSBA7_01574
XOO2363	RSBA7_02169
XOO1274	RSBA7_04552
XOO3690	RSBA7_01304
XOO1273	RSBA7_04553
XOO2361	RSBA7_02439
XOO3691	RSBA7_03889
XOO2368	RSBA7_02302
XOO3216	RSBA7_01260
XOO1278	RSBA7_00347
XOO1036	RSBA7_01571
XOO1277	RSBA7_00348
XOO1035	RSBA7_01572
XOO3218	RSBA7_01258
XOO2366	RSBA7_02339
XOO2124	RSBA7_03587
XOO2365	RSBA7_02340
XOO1034	RSBA7_01573
XOO2123	RSBA7_03586
XOO3219	RSBA7_01257
XOO3212	RSBA7_02227
XOO2129	RSBA7_01714
XOO2129	RSBA7_04070
XOO2129	RSBA7_02082
XOO2129	RSBA7_04260
XOO2129	RSBA7_05030
XOO2129	RSBA7_04583
XOO2129	RSBA7_04861
XOO2129	RSBA7_04189
XOO2129	RSBA7_00584
XOO2129	RSBA7_03333
XOO2129	RSBA7_03457
XOO2129	RSBA7_05038
XOO2129	RSBA7_02920
XOO2129	RSBA7_04306
XOO2129	RSBA7_00302
XOO2129	RSBA7_02567
XOO2129	RSBA7_00217
XOO2129	RSBA7_00737
XOO2129	RSBA7_05065
XOO2129	RSBA7_04570
XOO2129	RSBA7_03440
XOO2129	RSBA7_04014
XOO2129	RSBA7_02078
XOO2129	RSBA7_04255
XOO2129	RSBA7_05068
XOO2129	RSBA7_00330
XOO2129	RSBA7_02112
XOO2129	RSBA7_02114
XOO2129	RSBA7_04018
XOO2129	RSBA7_00335
XOO2129	RSBA7_00337
XOO2129	RSBA7_02679
XOO2129	RSBA7_02628
XOO2129	RSBA7_05098
XOO2129	RSBA7_04042
XOO2129	RSBA7_05097
XOO2129	RSBA7_03792
XOO2129	RSBA7_00086
XOO2129	RSBA7_04245
XOO2129	RSBA7_05012
XOO2129	RSBA7_00681
XOO2129	RSBA7_05013
XOO2129	RSBA7_05057
XOO2129	RSBA7_01694
XOO2129	RSBA7_03630
XOO2129	RSBA7_03831
XOO2129	RSBA7_04205
XOO2129	RSBA7_00564
XOO2129	RSBA7_04248
XOO2129	RSBA7_00203
XOO2129	RSBA7_00566
XOO2129	RSBA7_03117
XOO2129	RSBA7_04802
XOO2129	RSBA7_03825
XOO2129	RSBA7_04639
XOO2129	RSBA7_00912
XOO2129	RSBA7_05051
XOO2129	RSBA7_05044
XOO2129	RSBA7_04273
XOO2129	RSBA7_04394
XOO2129	RSBA7_00591
XOO2129	RSBA7_04475
XOO2129	RSBA7_04038
XOO2129	RSBA7_04632
XOO2129	RSBA7_00672
XOO2129	RSBA7_03663
XOO2129	RSBA7_04598
XOO2129	RSBA7_01401
XOO2129	RSBA7_02413
XOO2129	RSBA7_04239
XOO2129	RSBA7_01404
XOO4544	RSBA7_01797
XOO4302	RSBA7_01152
XOO1039	RSBA7_01752
XOO4787	RSBA7_02472
XOO3214	RSBA7_01912
XOO4303	RSBA7_01151
XOO4304	RSBA7_01408
XOO4304	RSBA7_03660
XOO4304	RSBA7_02105
XOO4304	RSBA7_02107
XOO4304	RSBA7_03604
XOO4304	RSBA7_04626
XOO3215	RSBA7_01913
XOO3441	RSBA7_03995
XOO3442	RSBA7_01272
XOO1022	RSBA7_05054
XOO1022	RSBA7_01619
XOO1264	RSBA7_02255
XOO1021	RSBA7_05053
XOO1021	RSBA7_01620
XOO0173	RSBA7_01095
XOO3689	RSBA7_01309
XOO3205	RSBA7_02507
XOO0178	RSBA7_05015
XOO3206	RSBA7_03878
XOO2113	RSBA7_01408
XOO2113	RSBA7_03660
XOO2113	RSBA7_02105
XOO2113	RSBA7_02107
XOO2113	RSBA7_03604
XOO2113	RSBA7_04626
XOO0177	RSBA7_02726
XOO3207	RSBA7_02603
XOO3208	RSBA7_02291
XOO3201	RSBA7_03559
XOO1029	RSBA7_01408
XOO1029	RSBA7_03660
XOO1029	RSBA7_02105
XOO1029	RSBA7_02107
XOO1029	RSBA7_03604
XOO1029	RSBA7_04626
XOO2118	RSBA7_05053
XOO2118	RSBA7_01620
XOO3686	RSBA7_01311
XOO3202	RSBA7_03563
XOO1028	RSBA7_01408
XOO1028	RSBA7_03660
XOO1028	RSBA7_02105
XOO1028	RSBA7_02107
XOO1028	RSBA7_03604
XOO1028	RSBA7_04626
XOO2117	RSBA7_05054
XOO2117	RSBA7_01619
XOO4776	RSBA7_01334
XOO1027	RSBA7_01408
XOO1027	RSBA7_03660
XOO1027	RSBA7_02105
XOO1027	RSBA7_02107
XOO1027	RSBA7_03604
XOO1027	RSBA7_04626
XOO4777	RSBA7_01407
XOO4777	RSBA7_03661
XOO4777	RSBA7_04625
XOO4777	RSBA7_02106
XOO4777	RSBA7_02108
XOO4777	RSBA7_03603
XOO3446	RSBA7_05054
XOO3446	RSBA7_01619
XOO3688	RSBA7_01310
XOO2116	RSBA7_02104
XOO4518	RSBA7_01136
XOO1491	RSBA7_04629
XOO1491	RSBA7_00559
XOO1491	RSBA7_04815
XOO1491	RSBA7_04903
XOO1491	RSBA7_01938
XOO1491	RSBA7_05040
XOO1491	RSBA7_02161
XOO1491	RSBA7_04494
XOO1491	RSBA7_05074
XOO1491	RSBA7_03162
XOO1491	RSBA7_05031
XOO1491	RSBA7_05048
XOO1491	RSBA7_04421
XOO1491	RSBA7_04420
XOO1491	RSBA7_04961
XOO1491	RSBA7_00201
XOO1491	RSBA7_03228
XOO1491	RSBA7_03315
XOO1491	RSBA7_04813
XOO3672	RSBA7_01120
XOO2583	RSBA7_04681
XOO1495	RSBA7_04629
XOO1495	RSBA7_00559
XOO1495	RSBA7_04815
XOO1495	RSBA7_04903
XOO1495	RSBA7_01938
XOO1495	RSBA7_05040
XOO1495	RSBA7_02161
XOO1495	RSBA7_04494
XOO1495	RSBA7_05074
XOO1495	RSBA7_03162
XOO1495	RSBA7_05031
XOO1495	RSBA7_05048
XOO1495	RSBA7_04421
XOO1495	RSBA7_04420
XOO1495	RSBA7_04961
XOO1495	RSBA7_00201
XOO1495	RSBA7_03228
XOO1495	RSBA7_03315
XOO1495	RSBA7_04813
XOO1010	RSBA7_04629
XOO1010	RSBA7_00559
XOO1010	RSBA7_04815
XOO1010	RSBA7_04903
XOO1010	RSBA7_01938
XOO1010	RSBA7_05040
XOO1010	RSBA7_02161
XOO1010	RSBA7_04494
XOO1010	RSBA7_05074
XOO1010	RSBA7_03162
XOO1010	RSBA7_05031
XOO1010	RSBA7_05048
XOO1010	RSBA7_04421
XOO1010	RSBA7_04420
XOO1010	RSBA7_04961
XOO1010	RSBA7_00201
XOO1010	RSBA7_03228
XOO1010	RSBA7_03315
XOO1010	RSBA7_04813
XOO1493	RSBA7_04629
XOO1493	RSBA7_00559
XOO1493	RSBA7_04815
XOO1493	RSBA7_04903
XOO1493	RSBA7_01938
XOO1493	RSBA7_05040
XOO1493	RSBA7_02161
XOO1493	RSBA7_04494
XOO1493	RSBA7_05074
XOO1493	RSBA7_03162
XOO1493	RSBA7_05031
XOO1493	RSBA7_05048
XOO1493	RSBA7_04421
XOO1493	RSBA7_04420
XOO1493	RSBA7_04961
XOO1493	RSBA7_00201
XOO1493	RSBA7_03228
XOO1493	RSBA7_03315
XOO1493	RSBA7_04813
XOO0162	RSBA7_04936
XOO1250	RSBA7_03553
XOO0168	RSBA7_01237
XOO3679	RSBA7_01820
XOO4527	RSBA7_01111
XOO1012	RSBA7_04629
XOO1012	RSBA7_00559
XOO1012	RSBA7_04815
XOO1012	RSBA7_04903
XOO1012	RSBA7_01938
XOO1012	RSBA7_05040
XOO1012	RSBA7_02161
XOO1012	RSBA7_04494
XOO1012	RSBA7_05074
XOO1012	RSBA7_03162
XOO1012	RSBA7_05031
XOO1012	RSBA7_05048
XOO1012	RSBA7_04421
XOO1012	RSBA7_04420
XOO1012	RSBA7_04961
XOO1012	RSBA7_00201
XOO1012	RSBA7_03228
XOO1012	RSBA7_03315
XOO1012	RSBA7_04813
XOO4528	RSBA7_01523
XOO3439	RSBA7_03993
XOO3674	RSBA7_01091
XOO2586	RSBA7_04500
XOO2586	RSBA7_03931
XOO2586	RSBA7_04539
XOO3675	RSBA7_01817
XOO4523	RSBA7_01408
XOO4523	RSBA7_03660
XOO4523	RSBA7_02105
XOO4523	RSBA7_02107
XOO4523	RSBA7_03604
XOO4523	RSBA7_04626
XOO2587	RSBA7_04989
XOO4524	RSBA7_01408
XOO4524	RSBA7_03660
XOO4524	RSBA7_02105
XOO4524	RSBA7_02107
XOO4524	RSBA7_03604
XOO4524	RSBA7_04626
XOO4508	RSBA7_00939
XOO4509	RSBA7_01506
XOO2570	RSBA7_04723
XOO3661	RSBA7_05054
XOO3661	RSBA7_01619
XOO2572	RSBA7_04721
XOO3662	RSBA7_05053
XOO3662	RSBA7_01620
XOO1242	RSBA7_02995
XOO2331	RSBA7_03141
XOO2330	RSBA7_03376
XOO2330	RSBA7_04663
XOO2330	RSBA7_04666
XOO0157	RSBA7_01075
XOO4514	RSBA7_02229
XOO4757	RSBA7_01407
XOO4757	RSBA7_03661
XOO4757	RSBA7_04625
XOO4757	RSBA7_02106
XOO4757	RSBA7_02108
XOO4757	RSBA7_03603
XOO3668	RSBA7_01732
XOO1245	RSBA7_04116
XOO2333	RSBA7_02084
XOO2333	RSBA7_04818
XOO2333	RSBA7_03230
XOO2333	RSBA7_03893
XOO2333	RSBA7_04786
XOO2333	RSBA7_03124
XOO2333	RSBA7_04785
XOO2333	RSBA7_04678
XOO2333	RSBA7_03720
XOO2333	RSBA7_02081
XOO2333	RSBA7_03834
XOO3669	RSBA7_01731
XOO1244	RSBA7_02731
XOO0397	RSBA7_01868
XOO4758	RSBA7_04361
XOO1243	RSBA7_02730
XOO2339	RSBA7_02384
XOO4752	RSBA7_02715
XOO2574	RSBA7_04720
XOO4511	RSBA7_02279
XOO3664	RSBA7_00355
XOO2338	RSBA7_01273
XOO2575	RSBA7_04719
XOO3423	RSBA7_04902
XOO2336	RSBA7_01799
XOO3666	RSBA7_01734
XOO2577	RSBA7_04717
XOO3424	RSBA7_03677
XOO3252	RSBA7_01824
XOO2162	RSBA7_01254
XOO4341	RSBA7_04514
XOO3494	RSBA7_04058
XOO4342	RSBA7_01768
XOO3495	RSBA7_04063
XOO3495	RSBA7_04059
XOO2161	RSBA7_01255
XOO3496	RSBA7_04063
XOO3496	RSBA7_04059
XOO3254	RSBA7_01825
XOO1071	RSBA7_03207
XOO4585	RSBA7_00020
XOO3497	RSBA7_04063
XOO3497	RSBA7_04059
XOO4586	RSBA7_00352
XOO3255	RSBA7_01826
XOO1070	RSBA7_03208
XOO3490	RSBA7_04063
XOO3490	RSBA7_04059
XOO4580	RSBA7_00917
XOO2165	RSBA7_00987
XOO3250	RSBA7_01821
XOO1075	RSBA7_01359
XOO3251	RSBA7_01822
XOO2163	RSBA7_02168
XOO3018	RSBA7_03968
XOO3018	RSBA7_00014
XOO3018	RSBA7_04846
XOO4349	RSBA7_02834
XOO4103	RSBA7_05054
XOO4103	RSBA7_01619
XOO3498	RSBA7_04022
XOO3498	RSBA7_04769
XOO4104	RSBA7_05053
XOO4104	RSBA7_01620
XOO4346	RSBA7_00754
XOO3499	RSBA7_04763
XOO3016	RSBA7_03968
XOO3016	RSBA7_00014
XOO3016	RSBA7_04846
XOO1062	RSBA7_01299
XOO3483	RSBA7_04056
XOO1061	RSBA7_00603
XOO4573	RSBA7_01007
XOO3484	RSBA7_04057
XOO3485	RSBA7_04058
XOO3486	RSBA7_04063
XOO3486	RSBA7_04059
XOO4575	RSBA7_02384
XOO2390	RSBA7_02741
XOO1066	RSBA7_01159
XOO2396	RSBA7_02355
XOO3480	RSBA7_04053
XOO1065	RSBA7_01157
XOO1064	RSBA7_01156
XOO4570	RSBA7_02056
XOO3481	RSBA7_04054
XOO1063	RSBA7_01300
XOO3482	RSBA7_04055
XOO3249	RSBA7_01740
XOO2398	RSBA7_02357
XOO2156	RSBA7_01854
XOO3488	RSBA7_04063
XOO3488	RSBA7_04059
XOO3246	RSBA7_00517
XOO2382	RSBA7_04629
XOO2382	RSBA7_00559
XOO2382	RSBA7_04815
XOO2382	RSBA7_04903
XOO2382	RSBA7_01938
XOO2382	RSBA7_05040
XOO2382	RSBA7_02161
XOO2382	RSBA7_04494
XOO2382	RSBA7_05074
XOO2382	RSBA7_03162
XOO2382	RSBA7_05031
XOO2382	RSBA7_05048
XOO2382	RSBA7_04421
XOO2382	RSBA7_04420
XOO2382	RSBA7_04961
XOO2382	RSBA7_00201
XOO2382	RSBA7_03228
XOO2382	RSBA7_03315
XOO2382	RSBA7_04813
XOO3230	RSBA7_01901
XOO2140	RSBA7_01653
XOO1051	RSBA7_04329
XOO3473	RSBA7_04047
XOO3473	RSBA7_04046
XOO4320	RSBA7_00438
XOO1050	RSBA7_04328
XOO3474	RSBA7_04047
XOO3474	RSBA7_04046
XOO3232	RSBA7_01902
XOO1290	RSBA7_02714
XOO3233	RSBA7_01903
XOO3475	RSBA7_04048
XOO1297	RSBA7_02335
XOO3470	RSBA7_04047
XOO3470	RSBA7_04046
XOO1294	RSBA7_02233
XOO3471	RSBA7_04047
XOO3471	RSBA7_04046
XOO2141	RSBA7_01653
XOO1052	RSBA7_04328
XOO3238	RSBA7_01909
XOO1059	RSBA7_01011
XOO4328	RSBA7_04176
XOO4328	RSBA7_03940
XOO2389	RSBA7_02742
XOO2146	RSBA7_01408
XOO2146	RSBA7_03660
XOO2146	RSBA7_02105
XOO2146	RSBA7_02107
XOO2146	RSBA7_03604
XOO2146	RSBA7_04626
XOO2388	RSBA7_00882
XOO2387	RSBA7_00883
XOO3234	RSBA7_01904
XOO3476	RSBA7_04049
XOO3235	RSBA7_01905
XOO4324	RSBA7_00436
XOO4566	RSBA7_00155
XOO3477	RSBA7_04050
XOO3236	RSBA7_01906
XOO3478	RSBA7_04051
XOO3479	RSBA7_04052
XOO2371	RSBA7_01407
XOO2371	RSBA7_03661
XOO2371	RSBA7_04625
XOO2371	RSBA7_02106
XOO2371	RSBA7_02108
XOO2371	RSBA7_03603
XOO4550	RSBA7_01648
XOO1282	RSBA7_00406
XOO1281	RSBA7_00405
XOO1280	RSBA7_00403
XOO3222	RSBA7_01893
XOO0190	RSBA7_04943
XOO0197	RSBA7_03259
XOO1285	RSBA7_00409
XOO1284	RSBA7_00408
XOO1042	RSBA7_01767
XOO2372	RSBA7_01408
XOO2372	RSBA7_03660
XOO2372	RSBA7_02105
XOO2372	RSBA7_02107
XOO2372	RSBA7_03604
XOO2372	RSBA7_04626
XOO0194	RSBA7_03257
XOO1283	RSBA7_00407
XOO1041	RSBA7_01754
XOO3227	RSBA7_01898
XOO2379	RSBA7_01644
XOO4558	RSBA7_02225
XOO1048	RSBA7_04328
XOO1047	RSBA7_02980
XOO1047	RSBA7_04326
XOO1047	RSBA7_04327
XOO1289	RSBA7_00413
XOO3228	RSBA7_01899
XOO2378	RSBA7_04875
XOO0199	RSBA7_00713
XOO0199	RSBA7_00590
XOO0199	RSBA7_00204
XOO1288	RSBA7_00412
XOO3229	RSBA7_01900
XOO0198	RSBA7_01408
XOO0198	RSBA7_03660
XOO0198	RSBA7_02105
XOO0198	RSBA7_02107
XOO0198	RSBA7_03604
XOO0198	RSBA7_04626
XOO3223	RSBA7_01894
XOO4312	RSBA7_00429
XOO3224	RSBA7_01895
XOO3466	RSBA7_04047
XOO3466	RSBA7_04046
XOO3225	RSBA7_01896
XOO4556	RSBA7_03024
XOO4799	RSBA7_01407
XOO4799	RSBA7_03661
XOO4799	RSBA7_04625
XOO4799	RSBA7_02106
XOO4799	RSBA7_02108
XOO4799	RSBA7_03603
XOO3226	RSBA7_01897
XOO1049	RSBA7_04329
XOO3291	RSBA7_01282
XOO3054	RSBA7_04629
XOO3054	RSBA7_00559
XOO3054	RSBA7_04815
XOO3054	RSBA7_04903
XOO3054	RSBA7_01938
XOO3054	RSBA7_05040
XOO3054	RSBA7_02161
XOO3054	RSBA7_04494
XOO3054	RSBA7_05074
XOO3054	RSBA7_03162
XOO3054	RSBA7_05031
XOO3054	RSBA7_05048
XOO3054	RSBA7_04421
XOO3054	RSBA7_04420
XOO3054	RSBA7_04961
XOO3054	RSBA7_00201
XOO3054	RSBA7_03228
XOO3054	RSBA7_03315
XOO3054	RSBA7_04813
XOO4145	RSBA7_02993
XOO3298	RSBA7_02044
XOO4146	RSBA7_01408
XOO4146	RSBA7_03660
XOO4146	RSBA7_02105
XOO4146	RSBA7_02107
XOO4146	RSBA7_03604
XOO4146	RSBA7_04626
XOO3299	RSBA7_02043
XOO4140	RSBA7_00363
XOO3051	RSBA7_04053
XOO4141	RSBA7_00362
XOO4149	RSBA7_00350
XOO2195	RSBA7_01391
XOO4132	RSBA7_00372
XOO2194	RSBA7_01389
XOO2193	RSBA7_01645
XOO3045	RSBA7_04048
XOO4377	RSBA7_00223
XOO4370	RSBA7_01408
XOO4370	RSBA7_03660
XOO4370	RSBA7_02105
XOO4370	RSBA7_02107
XOO4370	RSBA7_03604
XOO4370	RSBA7_04626
XOO3282	RSBA7_03776
XOO4130	RSBA7_02301
XOO4378	RSBA7_00227
XOO4379	RSBA7_00238
XOO4137	RSBA7_00367
XOO4138	RSBA7_00365
XOO2180	RSBA7_00888
XOO1091	RSBA7_00432
XOO4363	RSBA7_01960
XOO1094	RSBA7_01294
XOO4365	RSBA7_01957
XOO2181	RSBA7_00889
XOO2188	RSBA7_02864
XOO2186	RSBA7_02058
XOO2186	RSBA7_03135
XOO3272	RSBA7_01600
XOO3278	RSBA7_02146
XOO4125	RSBA7_02040
XOO4368	RSBA7_01408
XOO4368	RSBA7_03660
XOO4368	RSBA7_02105
XOO4368	RSBA7_02107
XOO4368	RSBA7_03604
XOO4368	RSBA7_04626
XOO3279	RSBA7_02160
XOO4126	RSBA7_02038
XOO4369	RSBA7_01408
XOO4369	RSBA7_03660
XOO4369	RSBA7_02105
XOO4369	RSBA7_02107
XOO4369	RSBA7_03604
XOO4369	RSBA7_04626
