XOO1903	RSRUN2340_01701
XOO2377	RSRUN2340_04563
XOO0198	RSRUN2340_01001
XOO0198	RSRUN2340_03982
XOO2376	RSRUN2340_04564
XOO3223	RSRUN2340_01162
XOO3224	RSRUN2340_01161
XOO3225	RSRUN2340_01160
XOO4556	RSRUN2340_03436
XOO3226	RSRUN2340_01159
XOO3291	RSRUN2340_01840
XOO4145	RSRUN2340_03409
XOO3298	RSRUN2340_00974
XOO4146	RSRUN2340_01001
XOO4146	RSRUN2340_03982
XOO3299	RSRUN2340_00975
XOO4140	RSRUN2340_00396
XOO4141	RSRUN2340_00395
XOO4149	RSRUN2340_00383
XOO4132	RSRUN2340_00405
XOO3282	RSRUN2340_04519
XOO4130	RSRUN2340_02670
XOO4137	RSRUN2340_00400
XOO4138	RSRUN2340_00398
XOO1091	RSRUN2340_00470
XOO4122	RSRUN2340_00297
XOO4122	RSRUN2340_02069
XOO4122	RSRUN2340_04587
XOO4122	RSRUN2340_02605
XOO1094	RSRUN2340_01825
XOO3272	RSRUN2340_01429
XOO3278	RSRUN2340_02489
XOO4125	RSRUN2340_00978
XOO3279	RSRUN2340_02502
XOO4126	RSRUN2340_00980
XOO3263	RSRUN2340_00406
XOO3264	RSRUN2340_03802
XOO3260	RSRUN2340_02189
XOO3260	RSRUN2340_04464
XOO1086	RSRUN2340_04082
XOO1086	RSRUN2340_01717
XOO1086	RSRUN2340_00459
XOO1086	RSRUN2340_01647
XOO1086	RSRUN2340_03605
XOO1086	RSRUN2340_00737
XOO1086	RSRUN2340_00730
XOO1086	RSRUN2340_02438
XOO1086	RSRUN2340_03236
XOO1086	RSRUN2340_04106
XOO1086	RSRUN2340_00277
XOO1086	RSRUN2340_04862
XOO1086	RSRUN2340_01575
XOO1086	RSRUN2340_03254
XOO1086	RSRUN2340_00184
XOO1086	RSRUN2340_04175
XOO1086	RSRUN2340_04590
XOO4592	RSRUN2340_01014
XOO4592	RSRUN2340_00181
XOO4592	RSRUN2340_03957
XOO4592	RSRUN2340_04382
XOO3261	RSRUN2340_01354
XOO1085	RSRUN2340_04082
XOO1085	RSRUN2340_01717
XOO1085	RSRUN2340_00459
XOO1085	RSRUN2340_01647
XOO1085	RSRUN2340_03605
XOO1085	RSRUN2340_00737
XOO1085	RSRUN2340_00730
XOO1085	RSRUN2340_02438
XOO1085	RSRUN2340_03236
XOO1085	RSRUN2340_04106
XOO1085	RSRUN2340_00277
XOO1085	RSRUN2340_04862
XOO1085	RSRUN2340_01575
XOO1085	RSRUN2340_03254
XOO1085	RSRUN2340_00184
XOO1085	RSRUN2340_04175
XOO1085	RSRUN2340_04590
XOO4593	RSRUN2340_01014
XOO4593	RSRUN2340_00181
XOO4593	RSRUN2340_03957
XOO4593	RSRUN2340_04382
XOO3262	RSRUN2340_01760
XOO3267	RSRUN2340_01040
XOO4114	RSRUN2340_00163
XOO4297	RSRUN2340_02985
XOO4295	RSRUN2340_02460
XOO4296	RSRUN2340_00407
XOO4288	RSRUN2340_00671
XOO4289	RSRUN2340_00670
XOO4284	RSRUN2340_02740
XOO4284	RSRUN2340_00782
XOO2092	RSRUN2340_01014
XOO2092	RSRUN2340_00181
XOO2092	RSRUN2340_03957
XOO2092	RSRUN2340_04382
XOO2090	RSRUN2340_04657
XOO2090	RSRUN2340_04658
XOO2090	RSRUN2340_04889
XOO2090	RSRUN2340_04662
XOO2090	RSRUN2340_05048
XOO2090	RSRUN2340_03591
XOO2096	RSRUN2340_04082
XOO2096	RSRUN2340_01717
XOO2096	RSRUN2340_00459
XOO2096	RSRUN2340_01647
XOO2096	RSRUN2340_03605
XOO2096	RSRUN2340_00737
XOO2096	RSRUN2340_00730
XOO2096	RSRUN2340_02438
XOO2096	RSRUN2340_03236
XOO2096	RSRUN2340_04106
XOO2096	RSRUN2340_00277
XOO2096	RSRUN2340_04862
XOO2096	RSRUN2340_01575
XOO2096	RSRUN2340_03254
XOO2096	RSRUN2340_00184
XOO2096	RSRUN2340_04175
XOO2096	RSRUN2340_04590
XOO2095	RSRUN2340_04082
XOO2095	RSRUN2340_01717
XOO2095	RSRUN2340_00459
XOO2095	RSRUN2340_01647
XOO2095	RSRUN2340_03605
XOO2095	RSRUN2340_00737
XOO2095	RSRUN2340_00730
XOO2095	RSRUN2340_02438
XOO2095	RSRUN2340_03236
XOO2095	RSRUN2340_04106
XOO2095	RSRUN2340_00277
XOO2095	RSRUN2340_04862
XOO2095	RSRUN2340_01575
XOO2095	RSRUN2340_03254
XOO2095	RSRUN2340_00184
XOO2095	RSRUN2340_04175
XOO2095	RSRUN2340_04590
XOO2099	RSRUN2340_00587
XOO2099	RSRUN2340_00881
XOO2099	RSRUN2340_00075
XOO2098	RSRUN2340_00882
XOO2098	RSRUN2340_00586
XOO2098	RSRUN2340_00076
XOO0737	RSRUN2340_05080
XOO0736	RSRUN2340_00209
XOO2917	RSRUN2340_02853
XOO0734	RSRUN2340_03721
XOO2921	RSRUN2340_04252
XOO2921	RSRUN2340_02052
XOO0744	RSRUN2340_04996
XOO0726	RSRUN2340_03432
XOO2901	RSRUN2340_00299
XOO0728	RSRUN2340_03430
XOO2903	RSRUN2340_00292
XOO0727	RSRUN2340_03431
XOO2904	RSRUN2340_02653
XOO0733	RSRUN2340_03425
XOO0733	RSRUN2340_04254
XOO0732	RSRUN2340_03426
XOO0731	RSRUN2340_03427
XOO0730	RSRUN2340_03428
XOO0715	RSRUN2340_03496
XOO0715	RSRUN2340_02295
XOO0714	RSRUN2340_02296
XOO0713	RSRUN2340_02297
XOO0718	RSRUN2340_02237
XOO0718	RSRUN2340_02231
XOO2900	RSRUN2340_03786
XOO0722	RSRUN2340_01392
XOO0720	RSRUN2340_01390
XOO0703	RSRUN2340_00698
XOO0707	RSRUN2340_03151
XOO0711	RSRUN2340_02680
XOO1628	RSRUN2340_02560
XOO3807	RSRUN2340_01146
XOO1627	RSRUN2340_02577
XOO1626	RSRUN2340_02576
XOO1625	RSRUN2340_02575
XOO2956	RSRUN2340_01955
XOO1629	RSRUN2340_03014
XOO1629	RSRUN2340_01652
XOO1631	RSRUN2340_01654
XOO1631	RSRUN2340_03012
XOO2963	RSRUN2340_02037
XOO3810	RSRUN2340_00119
XOO1630	RSRUN2340_01653
XOO1630	RSRUN2340_03013
XOO3813	RSRUN2340_04861
XOO2966	RSRUN2340_02039
XOO0788	RSRUN2340_01014
XOO0788	RSRUN2340_00181
XOO0788	RSRUN2340_03957
XOO0788	RSRUN2340_04382
XOO0303	RSRUN2340_01014
XOO0303	RSRUN2340_00181
XOO0303	RSRUN2340_03957
XOO0303	RSRUN2340_04382
XOO0787	RSRUN2340_04657
XOO0787	RSRUN2340_04658
XOO0787	RSRUN2340_04889
XOO0787	RSRUN2340_04662
XOO0787	RSRUN2340_05048
XOO0787	RSRUN2340_03591
XOO2960	RSRUN2340_01436
XOO0786	RSRUN2340_01014
XOO0786	RSRUN2340_00181
XOO0786	RSRUN2340_03957
XOO0786	RSRUN2340_04382
XOO2961	RSRUN2340_01435
XOO1632	RSRUN2340_03011
XOO2962	RSRUN2340_02036
XOO2949	RSRUN2340_01309
XOO0767	RSRUN2340_01663
XOO2945	RSRUN2340_01938
XOO2946	RSRUN2340_01939
XOO1619	RSRUN2340_00455
XOO2947	RSRUN2340_02696
XOO2948	RSRUN2340_01310
XOO0773	RSRUN2340_02762
XOO1620	RSRUN2340_02916
XOO2953	RSRUN2340_01953
XOO0772	RSRUN2340_00418
XOO0771	RSRUN2340_00334
XOO2955	RSRUN2340_01954
XOO0770	RSRUN2340_00588
XOO1624	RSRUN2340_02689
XOO0777	RSRUN2340_03806
XOO1623	RSRUN2340_02687
XOO2950	RSRUN2340_01308
XOO1622	RSRUN2340_02914
XOO2951	RSRUN2340_01307
XOO1621	RSRUN2340_02915
XOO0759	RSRUN2340_01385
XOO2939	RSRUN2340_00830
XOO1603	RSRUN2340_04637
XOO0756	RSRUN2340_04161
XOO2934	RSRUN2340_01493
XOO2935	RSRUN2340_01493
XOO2936	RSRUN2340_04786
XOO2941	RSRUN2340_00601
XOO2942	RSRUN2340_01851
XOO0761	RSRUN2340_03883
XOO2944	RSRUN2340_02866
XOO1612	RSRUN2340_00239
XOO0764	RSRUN2340_02978
XOO2940	RSRUN2340_00602
XOO0763	RSRUN2340_01377
XOO2927	RSRUN2340_01838
XOO2928	RSRUN2340_00125
XOO0746	RSRUN2340_00210
XOO2923	RSRUN2340_02021
XOO2926	RSRUN2340_01834
XOO0750	RSRUN2340_04082
XOO0750	RSRUN2340_01717
XOO0750	RSRUN2340_00459
XOO0750	RSRUN2340_01647
XOO0750	RSRUN2340_03605
XOO0750	RSRUN2340_00737
XOO0750	RSRUN2340_00730
XOO0750	RSRUN2340_02438
XOO0750	RSRUN2340_03236
XOO0750	RSRUN2340_04106
XOO0750	RSRUN2340_00277
XOO0750	RSRUN2340_04862
XOO0750	RSRUN2340_01575
XOO0750	RSRUN2340_03254
XOO0750	RSRUN2340_00184
XOO0750	RSRUN2340_04175
XOO0750	RSRUN2340_04590
XOO2931	RSRUN2340_03922
XOO2932	RSRUN2340_00989
XOO2933	RSRUN2340_00990
XOO0755	RSRUN2340_04162
XOO1601	RSRUN2340_04638
XOO1601	RSRUN2340_04684
XOO0753	RSRUN2340_04861
XOO1600	RSRUN2340_02030
XOO2517	RSRUN2340_01014
XOO2517	RSRUN2340_00181
XOO2517	RSRUN2340_03957
XOO2517	RSRUN2340_04382
XOO1669	RSRUN2340_00774
XOO2522	RSRUN2340_00297
XOO2522	RSRUN2340_02069
XOO2522	RSRUN2340_04587
XOO2522	RSRUN2340_02605
XOO3854	RSRUN2340_00752
XOO2521	RSRUN2340_00297
XOO2521	RSRUN2340_02069
XOO2521	RSRUN2340_04587
XOO2521	RSRUN2340_02605
XOO3856	RSRUN2340_00753
XOO0341	RSRUN2340_01014
XOO0341	RSRUN2340_00181
XOO0341	RSRUN2340_03957
XOO0341	RSRUN2340_04382
XOO3850	RSRUN2340_02864
XOO1679	RSRUN2340_00776
XOO1678	RSRUN2340_01014
XOO1678	RSRUN2340_00181
XOO1678	RSRUN2340_03957
XOO1678	RSRUN2340_04382
XOO3851	RSRUN2340_00749
XOO3852	RSRUN2340_00750
XOO3853	RSRUN2340_00751
XOO2508	RSRUN2340_00424
XOO1659	RSRUN2340_01039
XOO2506	RSRUN2340_00425
XOO2505	RSRUN2340_03804
XOO2989	RSRUN2340_02022
XOO3837	RSRUN2340_03377
XOO2509	RSRUN2340_00423
XOO3839	RSRUN2340_03376
XOO1660	RSRUN2340_00546
XOO1664	RSRUN2340_00769
XOO3843	RSRUN2340_03495
XOO0332	RSRUN2340_00483
XOO3844	RSRUN2340_03494
XOO1663	RSRUN2340_00543
XOO2510	RSRUN2340_02238
XOO1662	RSRUN2340_01413
XOO1662	RSRUN2340_04575
XOO3845	RSRUN2340_03493
XOO3846	RSRUN2340_03492
XOO1661	RSRUN2340_00544
XOO2514	RSRUN2340_00384
XOO1666	RSRUN2340_00771
XOO3842	RSRUN2340_03185
XOO1665	RSRUN2340_00770
XOO0319	RSRUN2340_00587
XOO0319	RSRUN2340_00881
XOO0319	RSRUN2340_00075
XOO3829	RSRUN2340_02945
XOO1649	RSRUN2340_01001
XOO1649	RSRUN2340_03982
XOO0318	RSRUN2340_00882
XOO0318	RSRUN2340_00586
XOO0318	RSRUN2340_00076
XOO3825	RSRUN2340_02940
XOO3826	RSRUN2340_02941
XOO3827	RSRUN2340_02942
XOO3828	RSRUN2340_02944
XOO0322	RSRUN2340_00882
XOO0322	RSRUN2340_00586
XOO0322	RSRUN2340_00076
XOO0321	RSRUN2340_00587
XOO0321	RSRUN2340_00881
XOO0321	RSRUN2340_00075
XOO3833	RSRUN2340_02949
XOO1650	RSRUN2340_01001
XOO1650	RSRUN2340_03982
XOO3835	RSRUN2340_01584
XOO0326	RSRUN2340_03981
XOO2981	RSRUN2340_02962
XOO2981	RSRUN2340_01271
XOO0325	RSRUN2340_01001
XOO0325	RSRUN2340_03982
XOO1656	RSRUN2340_00506
XOO3830	RSRUN2340_02946
XOO2501	RSRUN2340_01041
XOO3831	RSRUN2340_02947
XOO1654	RSRUN2340_00504
XOO0308	RSRUN2340_03057
XOO3818	RSRUN2340_02929
XOO3819	RSRUN2340_02932
XOO1637	RSRUN2340_04861
XOO0305	RSRUN2340_03056
XOO2967	RSRUN2340_02040
XOO3814	RSRUN2340_02744
XOO2969	RSRUN2340_02252
XOO3816	RSRUN2340_04507
XOO0309	RSRUN2340_03058
XOO0791	RSRUN2340_02294
XOO0790	RSRUN2340_02293
XOO0795	RSRUN2340_00707
XOO3821	RSRUN2340_02934
XOO2974	RSRUN2340_01842
XOO1642	RSRUN2340_02015
XOO0311	RSRUN2340_00140
XOO0794	RSRUN2340_00709
XOO0310	RSRUN2340_03059
XOO3822	RSRUN2340_02936
XOO1640	RSRUN2340_01001
XOO1640	RSRUN2340_03982
XOO0793	RSRUN2340_00708
XOO3823	RSRUN2340_02937
XOO0792	RSRUN2340_00706
XOO3824	RSRUN2340_02939
XOO2970	RSRUN2340_00882
XOO2970	RSRUN2340_00586
XOO2970	RSRUN2340_00076
XOO0799	RSRUN2340_01359
XOO0799	RSRUN2340_00944
XOO1645	RSRUN2340_03981
XOO0798	RSRUN2340_01358
XOO0798	RSRUN2340_00943
XOO1644	RSRUN2340_01001
XOO1644	RSRUN2340_03982
XOO1643	RSRUN2340_01001
XOO1643	RSRUN2340_03982
XOO2973	RSRUN2340_00166
XOO0312	RSRUN2340_00141
XOO0263	RSRUN2340_01001
XOO0263	RSRUN2340_03982
XOO1594	RSRUN2340_00605
XOO0262	RSRUN2340_01001
XOO0262	RSRUN2340_03982
XOO1593	RSRUN2340_00604
XOO1591	RSRUN2340_02899
XOO1114	RSRUN2340_03157
XOO1114	RSRUN2340_03156
XOO1598	RSRUN2340_01422
XOO0267	RSRUN2340_03462
XOO1597	RSRUN2340_01421
XOO1595	RSRUN2340_02463
XOO1111	RSRUN2340_05009
XOO1118	RSRUN2340_01091
XOO1118	RSRUN2340_02863
XOO1117	RSRUN2340_00362
XOO4621	RSRUN2340_02468
XOO2448	RSRUN2340_02277
XOO2447	RSRUN2340_00971
XOO0268	RSRUN2340_03198
XOO3760	RSRUN2340_00587
XOO3760	RSRUN2340_00881
XOO3760	RSRUN2340_00075
XOO3761	RSRUN2340_00882
XOO3761	RSRUN2340_00586
XOO3761	RSRUN2340_00076
XOO1583	RSRUN2340_02923
XOO0252	RSRUN2340_02209
XOO2430	RSRUN2340_03219
XOO1586	RSRUN2340_00607
XOO1586	RSRUN2340_00608
XOO1102	RSRUN2340_01426
XOO3767	RSRUN2340_00785
XOO1585	RSRUN2340_02921
XOO1101	RSRUN2340_01594
XOO4616	RSRUN2340_01014
XOO4616	RSRUN2340_00181
XOO4616	RSRUN2340_03957
XOO4616	RSRUN2340_04382
XOO1584	RSRUN2340_02922
XOO2437	RSRUN2340_00882
XOO2437	RSRUN2340_00586
XOO2437	RSRUN2340_00076
XOO3763	RSRUN2340_04969
XOO4611	RSRUN2340_01014
XOO4611	RSRUN2340_00181
XOO4611	RSRUN2340_03957
XOO4611	RSRUN2340_04382
XOO2436	RSRUN2340_00587
XOO2436	RSRUN2340_00881
XOO2436	RSRUN2340_00075
XOO3764	RSRUN2340_01513
XOO1589	RSRUN2340_02920
XOO0258	RSRUN2340_01417
XOO1105	RSRUN2340_03503
XOO4612	RSRUN2340_01014
XOO4612	RSRUN2340_00181
XOO4612	RSRUN2340_03957
XOO4612	RSRUN2340_04382
XOO3765	RSRUN2340_01514
XOO2417	RSRUN2340_02201
XOO0239	RSRUN2340_03154
XOO3748	RSRUN2340_00562
XOO3749	RSRUN2340_02976
XOO3750	RSRUN2340_00705
XOO2423	RSRUN2340_00309
XOO3755	RSRUN2340_00688
XOO1576	RSRUN2340_03608
XOO1575	RSRUN2340_04082
XOO1575	RSRUN2340_01717
XOO1575	RSRUN2340_00459
XOO1575	RSRUN2340_01647
XOO1575	RSRUN2340_03605
XOO1575	RSRUN2340_00737
XOO1575	RSRUN2340_00730
XOO1575	RSRUN2340_02438
XOO1575	RSRUN2340_03236
XOO1575	RSRUN2340_04106
XOO1575	RSRUN2340_00277
XOO1575	RSRUN2340_04862
XOO1575	RSRUN2340_01575
XOO1575	RSRUN2340_03254
XOO1575	RSRUN2340_00184
XOO1575	RSRUN2340_04175
XOO1575	RSRUN2340_04590
XOO3756	RSRUN2340_00689
XOO4604	RSRUN2340_03554
XOO4604	RSRUN2340_03609
XOO3757	RSRUN2340_01127
XOO0242	RSRUN2340_03397
XOO3751	RSRUN2340_02268
XOO3752	RSRUN2340_02267
XOO1578	RSRUN2340_04082
XOO1578	RSRUN2340_01717
XOO1578	RSRUN2340_00459
XOO1578	RSRUN2340_01647
XOO1578	RSRUN2340_03605
XOO1578	RSRUN2340_00737
XOO1578	RSRUN2340_00730
XOO1578	RSRUN2340_02438
XOO1578	RSRUN2340_03236
XOO1578	RSRUN2340_04106
XOO1578	RSRUN2340_00277
XOO1578	RSRUN2340_04862
XOO1578	RSRUN2340_01575
XOO1578	RSRUN2340_03254
XOO1578	RSRUN2340_00184
XOO1578	RSRUN2340_04175
XOO1578	RSRUN2340_04590
XOO3753	RSRUN2340_02527
XOO0228	RSRUN2340_05038
XOO2406	RSRUN2340_02316
XOO1565	RSRUN2340_00998
XOO3744	RSRUN2340_02298
XOO0234	RSRUN2340_01043
XOO0232	RSRUN2340_01279
XOO2410	RSRUN2340_01749
XOO2899	RSRUN2340_03785
XOO3747	RSRUN2340_00561
XOO2416	RSRUN2340_01848
XOO1568	RSRUN2340_04861
XOO2415	RSRUN2340_01846
XOO2894	RSRUN2340_02009
XOO0236	RSRUN2340_01001
XOO0236	RSRUN2340_03982
XOO2414	RSRUN2340_01845
XOO2895	RSRUN2340_02243
XOO3743	RSRUN2340_02743
XOO1154	RSRUN2340_01218
XOO2485	RSRUN2340_02812
XOO2001	RSRUN2340_01864
XOO2484	RSRUN2340_02813
XOO1153	RSRUN2340_01976
XOO2000	RSRUN2340_01863
XOO2483	RSRUN2340_02814
XOO1151	RSRUN2340_02811
XOO2482	RSRUN2340_02815
XOO1156	RSRUN2340_03073
XOO2486	RSRUN2340_03987
XOO2009	RSRUN2340_01001
XOO2009	RSRUN2340_03982
XOO2007	RSRUN2340_01001
XOO2007	RSRUN2340_03982
XOO2006	RSRUN2340_01001
XOO2006	RSRUN2340_03982
XOO3319	RSRUN2340_00882
XOO3319	RSRUN2340_00586
XOO3319	RSRUN2340_00076
XOO0296	RSRUN2340_01001
XOO0296	RSRUN2340_03982
XOO1143	RSRUN2340_01073
XOO0295	RSRUN2340_01001
XOO0295	RSRUN2340_03982
XOO1141	RSRUN2340_01072
XOO2471	RSRUN2340_04657
XOO2471	RSRUN2340_04658
XOO2471	RSRUN2340_04889
XOO2471	RSRUN2340_04662
XOO2471	RSRUN2340_05048
XOO2471	RSRUN2340_03591
XOO1140	RSRUN2340_01071
XOO1147	RSRUN2340_00882
XOO1147	RSRUN2340_00586
XOO1147	RSRUN2340_00076
XOO2477	RSRUN2340_04082
XOO2477	RSRUN2340_01717
XOO2477	RSRUN2340_00459
XOO2477	RSRUN2340_01647
XOO2477	RSRUN2340_03605
XOO2477	RSRUN2340_00737
XOO2477	RSRUN2340_00730
XOO2477	RSRUN2340_02438
XOO2477	RSRUN2340_03236
XOO2477	RSRUN2340_04106
XOO2477	RSRUN2340_00277
XOO2477	RSRUN2340_04862
XOO2477	RSRUN2340_01575
XOO2477	RSRUN2340_03254
XOO2477	RSRUN2340_00184
XOO2477	RSRUN2340_04175
XOO2477	RSRUN2340_04590
XOO1146	RSRUN2340_00587
XOO1146	RSRUN2340_00881
XOO1146	RSRUN2340_00075
XOO0299	RSRUN2340_00434
XOO1145	RSRUN2340_01077
XOO3329	RSRUN2340_02845
XOO3322	RSRUN2340_01034
XOO1149	RSRUN2340_01079
XOO1148	RSRUN2340_01078
XOO3308	RSRUN2340_00587
XOO3308	RSRUN2340_00881
XOO3308	RSRUN2340_00075
XOO3309	RSRUN2340_00882
XOO3309	RSRUN2340_00586
XOO3309	RSRUN2340_00076
XOO3791	RSRUN2340_00155
XOO0281	RSRUN2340_03687
XOO0280	RSRUN2340_03714
XOO0280	RSRUN2340_04675
XOO2463	RSRUN2340_01313
XOO2462	RSRUN2340_01312
XOO2461	RSRUN2340_01312
XOO0283	RSRUN2340_03687
XOO0282	RSRUN2340_03687
XOO3315	RSRUN2340_01032
XOO3316	RSRUN2340_01033
XOO0288	RSRUN2340_04801
XOO2465	RSRUN2340_01315
XOO3318	RSRUN2340_00587
XOO3318	RSRUN2340_00881
XOO3318	RSRUN2340_00075
XOO2464	RSRUN2340_01314
XOO1133	RSRUN2340_00553
XOO0286	RSRUN2340_00302
XOO3795	RSRUN2340_04672
XOO3798	RSRUN2340_00121
XOO1119	RSRUN2340_01001
XOO1119	RSRUN2340_03982
XOO4628	RSRUN2340_00545
XOO2452	RSRUN2340_02970
XOO0273	RSRUN2340_01014
XOO0273	RSRUN2340_00181
XOO0273	RSRUN2340_03957
XOO0273	RSRUN2340_04382
XOO3304	RSRUN2340_02270
XOO1125	RSRUN2340_02690
XOO1124	RSRUN2340_00692
XOO3305	RSRUN2340_02739
XOO2454	RSRUN2340_02217
XOO3785	RSRUN2340_02210
XOO1128	RSRUN2340_02525
XOO1127	RSRUN2340_01926
XOO4634	RSRUN2340_00006
XOO3303	RSRUN2340_02269
XOO3787	RSRUN2340_00549
XOO4220	RSRUN2340_02634
XOO4220	RSRUN2340_00641
XOO1194	RSRUN2340_04719
XOO3373	RSRUN2340_00728
XOO2041	RSRUN2340_01125
XOO2040	RSRUN2340_03389
XOO2044	RSRUN2340_01887
XOO2043	RSRUN2340_01886
XOO1196	RSRUN2340_01328
XOO3372	RSRUN2340_00131
XOO2042	RSRUN2340_01885
XOO2048	RSRUN2340_02820
XOO4229	RSRUN2340_00724
XOO2046	RSRUN2340_02018
XOO3377	RSRUN2340_01014
XOO3377	RSRUN2340_00181
XOO3377	RSRUN2340_03957
XOO3377	RSRUN2340_04382
XOO3378	RSRUN2340_01014
XOO3378	RSRUN2340_00181
XOO3378	RSRUN2340_03957
XOO3378	RSRUN2340_04382
XOO3379	RSRUN2340_00297
XOO3379	RSRUN2340_02069
XOO3379	RSRUN2340_04587
XOO3379	RSRUN2340_02605
XOO4227	RSRUN2340_04861
XOO3362	RSRUN2340_00882
XOO3362	RSRUN2340_00586
XOO3362	RSRUN2340_00076
XOO2030	RSRUN2340_02720
XOO3365	RSRUN2340_01014
XOO3365	RSRUN2340_00181
XOO3365	RSRUN2340_03957
XOO3365	RSRUN2340_04382
XOO3360	RSRUN2340_00297
XOO3360	RSRUN2340_02069
XOO3360	RSRUN2340_04587
XOO3360	RSRUN2340_02605
XOO2032	RSRUN2340_02715
XOO3361	RSRUN2340_00587
XOO3361	RSRUN2340_00881
XOO3361	RSRUN2340_00075
XOO2031	RSRUN2340_02716
XOO4218	RSRUN2340_01014
XOO4218	RSRUN2340_00181
XOO4218	RSRUN2340_03957
XOO4218	RSRUN2340_04382
XOO1188	RSRUN2340_03517
XOO3366	RSRUN2340_01001
XOO3366	RSRUN2340_03982
XOO4698	RSRUN2340_03603
XOO4698	RSRUN2340_04588
XOO4698	RSRUN2340_00182
XOO3351	RSRUN2340_04082
XOO3351	RSRUN2340_01717
XOO3351	RSRUN2340_00459
XOO3351	RSRUN2340_01647
XOO3351	RSRUN2340_03605
XOO3351	RSRUN2340_00737
XOO3351	RSRUN2340_00730
XOO3351	RSRUN2340_02438
XOO3351	RSRUN2340_03236
XOO3351	RSRUN2340_04106
XOO3351	RSRUN2340_00277
XOO3351	RSRUN2340_04862
XOO3351	RSRUN2340_01575
XOO3351	RSRUN2340_03254
XOO3351	RSRUN2340_00184
XOO3351	RSRUN2340_04175
XOO3351	RSRUN2340_04590
XOO3352	RSRUN2340_04082
XOO3352	RSRUN2340_01717
XOO3352	RSRUN2340_00459
XOO3352	RSRUN2340_01647
XOO3352	RSRUN2340_03605
XOO3352	RSRUN2340_00737
XOO3352	RSRUN2340_00730
XOO3352	RSRUN2340_02438
XOO3352	RSRUN2340_03236
XOO3352	RSRUN2340_04106
XOO3352	RSRUN2340_00277
XOO3352	RSRUN2340_04862
XOO3352	RSRUN2340_01575
XOO3352	RSRUN2340_03254
XOO3352	RSRUN2340_00184
XOO3352	RSRUN2340_04175
XOO3352	RSRUN2340_04590
XOO1176	RSRUN2340_02851
XOO2023	RSRUN2340_01722
XOO3350	RSRUN2340_04082
XOO3350	RSRUN2340_01717
XOO3350	RSRUN2340_00459
XOO3350	RSRUN2340_01647
XOO3350	RSRUN2340_03605
XOO3350	RSRUN2340_00737
XOO3350	RSRUN2340_00730
XOO3350	RSRUN2340_02438
XOO3350	RSRUN2340_03236
XOO3350	RSRUN2340_04106
XOO3350	RSRUN2340_00277
XOO3350	RSRUN2340_04862
XOO3350	RSRUN2340_01575
XOO3350	RSRUN2340_03254
XOO3350	RSRUN2340_00184
XOO3350	RSRUN2340_04175
XOO3350	RSRUN2340_04590
XOO4206	RSRUN2340_00391
XOO2027	RSRUN2340_02848
XOO2025	RSRUN2340_01720
XOO4202	RSRUN2340_03557
XOO4202	RSRUN2340_00364
XOO3357	RSRUN2340_00297
XOO3357	RSRUN2340_02069
XOO3357	RSRUN2340_04587
XOO3357	RSRUN2340_02605
XOO2029	RSRUN2340_02729
XOO2028	RSRUN2340_02731
XOO2492	RSRUN2340_01014
XOO2492	RSRUN2340_00181
XOO2492	RSRUN2340_03957
XOO2492	RSRUN2340_04382
XOO2496	RSRUN2340_01014
XOO2496	RSRUN2340_00181
XOO2496	RSRUN2340_03957
XOO2496	RSRUN2340_04382
XOO2012	RSRUN2340_00297
XOO2012	RSRUN2340_02069
XOO2012	RSRUN2340_04587
XOO2012	RSRUN2340_02605
XOO2495	RSRUN2340_04082
XOO2495	RSRUN2340_01717
XOO2495	RSRUN2340_00459
XOO2495	RSRUN2340_01647
XOO2495	RSRUN2340_03605
XOO2495	RSRUN2340_00737
XOO2495	RSRUN2340_00730
XOO2495	RSRUN2340_02438
XOO2495	RSRUN2340_03236
XOO2495	RSRUN2340_04106
XOO2495	RSRUN2340_00277
XOO2495	RSRUN2340_04862
XOO2495	RSRUN2340_01575
XOO2495	RSRUN2340_03254
XOO2495	RSRUN2340_00184
XOO2495	RSRUN2340_04175
XOO2495	RSRUN2340_04590
XOO1162	RSRUN2340_00882
XOO1162	RSRUN2340_00586
XOO1162	RSRUN2340_00076
XOO3349	RSRUN2340_03772
XOO2013	RSRUN2340_00297
XOO2013	RSRUN2340_02069
XOO2013	RSRUN2340_04587
XOO2013	RSRUN2340_02605
XOO2019	RSRUN2340_00513
XOO2017	RSRUN2340_00976
XOO2081	RSRUN2340_00882
XOO2081	RSRUN2340_00586
XOO2081	RSRUN2340_00076
XOO2080	RSRUN2340_01930
XOO2085	RSRUN2340_04082
XOO2085	RSRUN2340_01717
XOO2085	RSRUN2340_00459
XOO2085	RSRUN2340_01647
XOO2085	RSRUN2340_03605
XOO2085	RSRUN2340_00737
XOO2085	RSRUN2340_00730
XOO2085	RSRUN2340_02438
XOO2085	RSRUN2340_03236
XOO2085	RSRUN2340_04106
XOO2085	RSRUN2340_00277
XOO2085	RSRUN2340_04862
XOO2085	RSRUN2340_01575
XOO2085	RSRUN2340_03254
XOO2085	RSRUN2340_00184
XOO2085	RSRUN2340_04175
XOO2085	RSRUN2340_04590
XOO2084	RSRUN2340_01929
XOO2082	RSRUN2340_00587
XOO2082	RSRUN2340_00881
XOO2082	RSRUN2340_00075
XOO4267	RSRUN2340_02218
XOO2074	RSRUN2340_00328
XOO4254	RSRUN2340_04082
