XFCFBP8418_010140	XOO2763
XFCFBP8418_010130	XOO2762
XFCFBP8418_015810	XOO1788
XFCFBP8418_000330	XOO1662
XFCFBP8418_002750	XOO1125
XFCFBP8418_021490	XOO3179
XFCFBP8418_019180	XOO0402
XFCFBP8418_023670	XOO0736
XFCFBP8418_001660	XOO2802
XFCFBP8418_004930	XOO2172
XFCFBP8418_002510	XOO0847
XFCFBP8418_002510	XOO4400
XFCFBP8418_021250	XOO2028
XFCFBP8418_026940	XOO1700
XFCFBP8418_020160	XOO2905
XFCFBP8418_025610	XOO3223
XFCFBP8418_022100	XOO0807
XFCFBP8418_024520	XOO2296
XFCFBP8418_022340	XOO4915
XFCFBP8418_024760	XOO1974
XFCFBP8418_023430	XOO3570
XFCFBP8418_007090	XOO3202
XFCFBP8418_005900	XOO0882
XFCFBP8418_004810	XOO2185
XFCFBP8418_012440	XOO1538
XFCFBP8418_011590	XOO2368
XFCFBP8418_011590	XOO2733
XFCFBP8418_012200	XOO2239
XFCFBP8418_014620	XOO0012
XFCFBP8418_012680	XOO3587
XFCFBP8418_012680	XOO3599
XFCFBP8418_015700	XOO1809
XFCFBP8418_025760	XOO3238
XFCFBP8418_021160	XOO3752
XFCFBP8418_000220	XOO0230
XFCFBP8418_002640	XOO1144
XFCFBP8418_024670	XOO2313
XFCFBP8418_027940	XOO2802
XFCFBP8418_023340	XOO3561
XFCFBP8418_004820	XOO2184
XFCFBP8418_023580	XOO0726
XFCFBP8418_026610	XOO2482
XFCFBP8418_001790	XOO0227
XFCFBP8418_024430	XOO1699
XFCFBP8418_023100	XOO0476
XFCFBP8418_005910	XOO0881
XFCFBP8418_012210	XOO2237
XFCFBP8418_011360	XOO3374
XFCFBP8418_013300	XOO4586
XFCFBP8418_015720	XOO1514
XFCFBP8418_012690	XOO3588
XFCFBP8418_011120	XOO4022
XFCFBP8418_005920	XOO0880
XFCFBP8418_001320	XOO3637
XFCFBP8418_004830	XOO2183
XFCFBP8418_024660	XOO2312
XFCFBP8418_022240	XOO2967
XFCFBP8418_002650	XOO1145
XFCFBP8418_003500	XOO1286
XFCFBP8418_025990	XOO0061
XFCFBP8418_027930	XOO2802
XFCFBP8418_021150	XOO3751
XFCFBP8418_003740	XOO3547
XFCFBP8418_002410	XOO0857
XFCFBP8418_002890	XOO3999
XFCFBP8418_026600	XOO2481
XFCFBP8418_003980	XOO4132
XFCFBP8418_025510	XOO1109
XFCFBP8418_025510	XOO4543
XFCFBP8418_023330	XOO3560
XFCFBP8418_024420	XOO1700
XFCFBP8418_025750	XOO3237
XFCFBP8418_012220	XOO2236
XFCFBP8418_014640	XOO0454
XFCFBP8418_015730	XOO1516
XFCFBP8418_013310	XOO4587
XFCFBP8418_017910	XOO0944
XFCFBP8418_011370	XOO3373
XFCFBP8418_014880	XOO2944
XFCFBP8418_017900	XOO0945
XFCFBP8418_021180	XOO3757
XFCFBP8418_003510	XOO1285
XFCFBP8418_002420	XOO0856
XFCFBP8418_025540	XOO1106
XFCFBP8418_027720	XOO1664
XFCFBP8418_001330	XOO3639
XFCFBP8418_023120	XOO0474
XFCFBP8418_003750	XOO1725
XFCFBP8418_025780	XOO0154
XFCFBP8418_024690	XOO2315
XFCFBP8418_023360	XOO3563
XFCFBP8418_019090	XOO1717
XFCFBP8418_019090	XOO4613
XFCFBP8418_019090	XOO3944
XFCFBP8418_004840	XOO2182
XFCFBP8418_003990	XOO4133
XFCFBP8418_027960	XOO2802
XFCFBP8418_026630	XOO2484
XFCFBP8418_017920	XOO0228
XFCFBP8418_013320	XOO4589
XFCFBP8418_014410	XOO3202
XFCFBP8418_011380	XOO3372
XFCFBP8418_014890	XOO4604
XFCFBP8418_012470	XOO2921
XFCFBP8418_014650	XOO0455
XFCFBP8418_012230	XOO2235
XFCFBP8418_027950	XOO2802
XFCFBP8418_023350	XOO3562
XFCFBP8418_001100	XOO4600
XFCFBP8418_024440	XOO1698
XFCFBP8418_021170	XOO3753
XFCFBP8418_002430	XOO0855
XFCFBP8418_024680	XOO2314
XFCFBP8418_005940	XOO4248
XFCFBP8418_023590	XOO0727
XFCFBP8418_027710	XOO1663
XFCFBP8418_004850	XOO2181
XFCFBP8418_003520	XOO1284
XFCFBP8418_022260	XOO2969
XFCFBP8418_003760	XOO1724
XFCFBP8418_001340	XOO1133
XFCFBP8418_026620	XOO2483
XFCFBP8418_023110	XOO0475
XFCFBP8418_002670	XOO1148
XFCFBP8418_011390	XOO3371
XFCFBP8418_014420	XOO3201
XFCFBP8418_011150	XOO4038
XFCFBP8418_017930	XOO0941
XFCFBP8418_014660	XOO4518
XFCFBP8418_012240	XOO2230
XFCFBP8418_022290	XOO2976
XFCFBP8418_023380	XOO3566
XFCFBP8418_025320	XOO2678
XFCFBP8418_002200	XOO1513
XFCFBP8418_006800	XOO4409
XFCFBP8418_024230	XOO1717
XFCFBP8418_024230	XOO4613
XFCFBP8418_024230	XOO3944
XFCFBP8418_001110	XOO4228
XFCFBP8418_003530	XOO1283
XFCFBP8418_022050	XOO1681
XFCFBP8418_025560	XOO1104
XFCFBP8418_023140	XOO1037
XFCFBP8418_002680	XOO3396
XFCFBP8418_003770	XOO1723
XFCFBP8418_004860	XOO2180
XFCFBP8418_027980	XOO2435
XFCFBP8418_002440	XOO0854
XFCFBP8418_026410	XOO4328
XFCFBP8418_027740	XOO1666
XFCFBP8418_001350	XOO1132
XFCFBP8418_012490	XOO3066
XFCFBP8418_017700	XOO4487
XFCFBP8418_013100	XOO1906
XFCFBP8418_017940	XOO0878
XFCFBP8418_011160	XOO4036
XFCFBP8418_012250	XOO2229
XFCFBP8418_013340	XOO0281
XFCFBP8418_013340	XOO0283
XFCFBP8418_013340	XOO0282
XFCFBP8418_015760	XOO1795
XFCFBP8418_022280	XOO2972
XFCFBP8418_021190	XOO3763
XFCFBP8418_027730	XOO1665
XFCFBP8418_023130	XOO0473
XFCFBP8418_026640	XOO3133
XFCFBP8418_006810	XOO4408
XFCFBP8418_023370	XOO3564
XFCFBP8418_022040	XOO1439
XFCFBP8418_004870	XOO2179
XFCFBP8418_002690	XOO3397
XFCFBP8418_000270	XOO0227
XFCFBP8418_003540	XOO1281
XFCFBP8418_001120	XOO2084
XFCFBP8418_027970	XOO2435
XFCFBP8418_026400	XOO4329
XFCFBP8418_002450	XOO0853
XFCFBP8418_003780	XOO1722
XFCFBP8418_025310	XOO2677
XFCFBP8418_011170	XOO3818
XFCFBP8418_010080	XOO0575
XFCFBP8418_014200	XOO0001
XFCFBP8418_017710	XOO4488
XFCFBP8418_014680	XOO0453
XFCFBP8418_015770	XOO1794
XFCFBP8418_012260	XOO2228
XFCFBP8418_017950	XOO4732
XFCFBP8418_013350	XOO0178
XFCFBP8418_025580	XOO1102
XFCFBP8418_023160	XOO1036
XFCFBP8418_025100	XOO2205
XFCFBP8418_024010	XOO4241
XFCFBP8418_026430	XOO3215
XFCFBP8418_006820	XOO4407
XFCFBP8418_025340	XOO2680
XFCFBP8418_004400	XOO3970
XFCFBP8418_026670	XOO3134
XFCFBP8418_003550	XOO1280
XFCFBP8418_002460	XOO0852
XFCFBP8418_027760	XOO1668
XFCFBP8418_001370	XOO1130
XFCFBP8418_001130	XOO2080
XFCFBP8418_004880	XOO2178
XFCFBP8418_012270	XOO2227
XFCFBP8418_011180	XOO3819
XFCFBP8418_011180	XOO2684
XFCFBP8418_010090	XOO2758
XFCFBP8418_012030	XOO4355
XFCFBP8418_012030	XOO3797
XFCFBP8418_017720	XOO4489
XFCFBP8418_013360	XOO0177
XFCFBP8418_016870	XOO1679
XFCFBP8418_017960	XOO0877
XFCFBP8418_015780	XOO1793
XFCFBP8418_013120	XOO0242
XFCFBP8418_014210	XOO0002
XFCFBP8418_015540	XOO0509
XFCFBP8418_000290	XOO1665
XFCFBP8418_023390	XOO3567
XFCFBP8418_022060	XOO0609
XFCFBP8418_022060	XOO1680
XFCFBP8418_026420	XOO3214
XFCFBP8418_024000	XOO4240
XFCFBP8418_025330	XOO2679
XFCFBP8418_006830	XOO4406
XFCFBP8418_025570	XOO1103
XFCFBP8418_001140	XOO3612
XFCFBP8418_002470	XOO0851
XFCFBP8418_005980	XOO3299
XFCFBP8418_027750	XOO1667
XFCFBP8418_004890	XOO2177
XFCFBP8418_003560	XOO1279
XFCFBP8418_015790	XOO1792
XFCFBP8418_012280	XOO1976
XFCFBP8418_013370	XOO1416
XFCFBP8418_011190	XOO3821
XFCFBP8418_016400	XOO1666
XFCFBP8418_012040	XOO2406
XFCFBP8418_014460	XOO3195
XFCFBP8418_014460	XOO1586
XFCFBP8418_016880	XOO1656
XFCFBP8418_017730	XOO4266
XFCFBP8418_015310	XOO0834
XFCFBP8418_014220	XOO0003
XFCFBP8418_017970	XOO1072
XFCFBP8418_002480	XOO0850
XFCFBP8418_027780	XOO1670
XFCFBP8418_001390	XOO1129
XFCFBP8418_025360	XOO2682
XFCFBP8418_007930	XOO1046
XFCFBP8418_023180	XOO1035
XFCFBP8418_026210	XOO0796
XFCFBP8418_025120	XOO2208
XFCFBP8418_006600	XOO1303
XFCFBP8418_026450	XOO3217
XFCFBP8418_003330	XOO3881
XFCFBP8418_006840	XOO4405
XFCFBP8418_003570	XOO1278
XFCFBP8418_004660	XOO1628
XFCFBP8418_005990	XOO3298
XFCFBP8418_012290	XOO1977
XFCFBP8418_016890	XOO2336
XFCFBP8418_014470	XOO0247
XFCFBP8418_012050	XOO2407
XFCFBP8418_013140	XOO0239
XFCFBP8418_017740	XOO4268
XFCFBP8418_015560	XOO0512
XFCFBP8418_017980	XOO1071
XFCFBP8418_016410	XOO1667
XFCFBP8418_015320	XOO0835
XFCFBP8418_003580	XOO1277
XFCFBP8418_001160	XOO3614
XFCFBP8418_002490	XOO0849
XFCFBP8418_026680	XOO3135
XFCFBP8418_026200	XOO0797
XFCFBP8418_025110	XOO2206
XFCFBP8418_026440	XOO3216
XFCFBP8418_027770	XOO1669
XFCFBP8418_003100	XOO3931
XFCFBP8418_006850	XOO4404
XFCFBP8418_004670	XOO1627
XFCFBP8418_003340	XOO3877
XFCFBP8418_003340	XOO3873
XFCFBP8418_017990	XOO1070
XFCFBP8418_013390	XOO1784
XFCFBP8418_014480	XOO0016
XFCFBP8418_015570	XOO0513
XFCFBP8418_013150	XOO0573
XFCFBP8418_012060	XOO2408
XFCFBP8418_014240	XOO0004
XFCFBP8418_015330	XOO0836
XFCFBP8418_016420	XOO1668
XFCFBP8418_017750	XOO4269
XFCFBP8418_003590	XOO1276
XFCFBP8418_004680	XOO1626
XFCFBP8418_002260	XOO4158
XFCFBP8418_001170	XOO0594
XFCFBP8418_007710	XOO4572
XFCFBP8418_024050	XOO3619
XFCFBP8418_026470	XOO3219
XFCFBP8418_025380	XOO2683
XFCFBP8418_026230	XOO0794
XFCFBP8418_003110	XOO3932
XFCFBP8418_006620	XOO1300
XFCFBP8418_004200	XOO1828
XFCFBP8418_004200	XOO1827
XFCFBP8418_004200	XOO1831
XFCFBP8418_014490	XOO3381
XFCFBP8418_013160	XOO0572
XFCFBP8418_015580	XOO0514
XFCFBP8418_014250	XOO0005
XFCFBP8418_012070	XOO2409
XFCFBP8418_019700	XOO3331
XFCFBP8418_016430	XOO1669
XFCFBP8418_015340	XOO0838
XFCFBP8418_015100	XOO1985
XFCFBP8418_004690	XOO1625
XFCFBP8418_001180	XOO0591
XFCFBP8418_003360	XOO1219
XFCFBP8418_027790	XOO1671
XFCFBP8418_002270	XOO4157
XFCFBP8418_007720	XOO4625
XFCFBP8418_026460	XOO3218
XFCFBP8418_008810	XOO0979
XFCFBP8418_009900	XOO2898
XFCFBP8418_024040	XOO3617
XFCFBP8418_023190	XOO1034
XFCFBP8418_026220	XOO0795
XFCFBP8418_004210	XOO1826
XFCFBP8418_006630	XOO1299
XFCFBP8418_003120	XOO3933
XFCFBP8418_013170	XOO0569
XFCFBP8418_015350	XOO0746
XFCFBP8418_014260	XOO0006
XFCFBP8418_019710	XOO3329
XFCFBP8418_016440	XOO1670
XFCFBP8418_002280	XOO4154
XFCFBP8418_003370	XOO1218
XFCFBP8418_006880	XOO1229
XFCFBP8418_007730	XOO4626
XFCFBP8418_008820	XOO3123
XFCFBP8418_008820	XOO3119
XFCFBP8418_008820	XOO0950
XFCFBP8418_026250	XOO0792
XFCFBP8418_009910	XOO2899
XFCFBP8418_026010	XOO0452
XFCFBP8418_003130	XOO3934
XFCFBP8418_006640	XOO1298
XFCFBP8418_004220	XOO1825
XFCFBP8418_012090	XOO2410
XFCFBP8418_017780	XOO0027
XFCFBP8418_013180	XOO0568
XFCFBP8418_014270	XOO0007
XFCFBP8418_016450	XOO1671
XFCFBP8418_015120	XOO1989
XFCFBP8418_019720	XOO3328
XFCFBP8418_018630	XOO2072
XFCFBP8418_007740	XOO0525
XFCFBP8418_006890	XOO1095
XFCFBP8418_008830	XOO3322
XFCFBP8418_009920	XOO2900
XFCFBP8418_003380	XOO0839
XFCFBP8418_007500	XOO4128
XFCFBP8418_026240	XOO0793
XFCFBP8418_010900	XOO3746
XFCFBP8418_026480	XOO3221
XFCFBP8418_025390	XOO3819
XFCFBP8418_025390	XOO2684
XFCFBP8418_026000	XOO0062
XFCFBP8418_004230	XOO1824
XFCFBP8418_006650	XOO1297
XFCFBP8418_014280	XOO0008
XFCFBP8418_015370	XOO0219
XFCFBP8418_015130	XOO1990
XFCFBP8418_016460	XOO1460
XFCFBP8418_020960	XOO1717
XFCFBP8418_020960	XOO4613
XFCFBP8418_020960	XOO3944
XFCFBP8418_022900	XOO0379
XFCFBP8418_013190	XOO0567
XFCFBP8418_018400	XOO0461
XFCFBP8418_018640	XOO2071
XFCFBP8418_019730	XOO3327
XFCFBP8418_006660	XOO1294
XFCFBP8418_003150	XOO2542
XFCFBP8418_007750	XOO0523
XFCFBP8418_024090	XOO4499
XFCFBP8418_003390	XOO0840
XFCFBP8418_008600	XOO1159
XFCFBP8418_009930	XOO0588
XFCFBP8418_010910	XOO3745
XFCFBP8418_026270	XOO0790
XFCFBP8418_004000	XOO0456
XFCFBP8418_016470	XOO1459
XFCFBP8418_015380	XOO0220
XFCFBP8418_018650	XOO2070
XFCFBP8418_015140	XOO1991
XFCFBP8418_014290	XOO0009
XFCFBP8418_019500	XOO3750
XFCFBP8418_019740	XOO3326
XFCFBP8418_009940	XOO0587
XFCFBP8418_004250	XOO3524
XFCFBP8418_024080	XOO4498
XFCFBP8418_006670	XOO1293
XFCFBP8418_008610	XOO1158
XFCFBP8418_003160	XOO2544
XFCFBP8418_026020	XOO0450
XFCFBP8418_026260	XOO0791
XFCFBP8418_005100	XOO2150
XFCFBP8418_005100	XOO3009
XFCFBP8418_004010	XOO0235
XFCFBP8418_007760	XOO0522
XFCFBP8418_016360	XOO1662
XFCFBP8418_015270	XOO0831
XFCFBP8418_018540	XOO1797
XFCFBP8418_017690	XOO4486
XFCFBP8418_020620	XOO4547
XFCFBP8418_015030	XOO0926
XFCFBP8418_014180	XOO4637
XFCFBP8418_022800	XOO4306
XFCFBP8418_018300	XOO4787
XFCFBP8418_004140	XOO3713
XFCFBP8418_005230	XOO2710
XFCFBP8418_008740	XOO1150
XFCFBP8418_007410	XOO0812
XFCFBP8418_025080	XOO1614
XFCFBP8418_004380	XOO3969
XFCFBP8418_008500	XOO1533
XFCFBP8418_003050	XOO3918
XFCFBP8418_003050	XOO0190
XFCFBP8418_003290	XOO3884
XFCFBP8418_006320	XOO4712
XFCFBP8418_007650	XOO0305
XFCFBP8418_018550	XOO4083
XFCFBP8418_019640	XOO2224
XFCFBP8418_016370	XOO1663
XFCFBP8418_020850	XOO0505
XFCFBP8418_020610	XOO4548
XFCFBP8418_014190	XOO4957
XFCFBP8418_019400	XOO1604
XFCFBP8418_019400	XOO1363
XFCFBP8418_019400	XOO1366
XFCFBP8418_019400	XOO1364
XFCFBP8418_018310	XOO1807
XFCFBP8418_025070	XOO1615
XFCFBP8418_005240	XOO2711
XFCFBP8418_009840	XOO3863
XFCFBP8418_008510	XOO1534
XFCFBP8418_003060	XOO3919
XFCFBP8418_009600	XOO1439
XFCFBP8418_004150	XOO1245
XFCFBP8418_004390	XOO4918
XFCFBP8418_010820	XOO1779
XFCFBP8418_010820	XOO4423
XFCFBP8418_008750	XOO1149
XFCFBP8418_005000	XOO2162
XFCFBP8418_015050	XOO1325
XFCFBP8418_019650	XOO2225
XFCFBP8418_018320	XOO1806
XFCFBP8418_020400	XOO1426
XFCFBP8418_016380	XOO1664
XFCFBP8418_023910	XOO2873
XFCFBP8418_015290	XOO0832
XFCFBP8418_019410	XOO1362
XFCFBP8418_008520	XOO1337
XFCFBP8418_005010	XOO2161
XFCFBP8418_006340	XOO2928
XFCFBP8418_005250	XOO0767
XFCFBP8418_004160	XOO1244
XFCFBP8418_003070	XOO3920
XFCFBP8418_011920	XOO3195
XFCFBP8418_011920	XOO1586
XFCFBP8418_007670	XOO4573
XFCFBP8418_008760	XOO3841
XFCFBP8418_020890	XOO3368
XFCFBP8418_007430	XOO4123
XFCFBP8418_019420	XOO2462
XFCFBP8418_019420	XOO2461
XFCFBP8418_020870	XOO2116
XFCFBP8418_018570	XOO2075
XFCFBP8418_019660	XOO4494
XFCFBP8418_020630	XOO4544
XFCFBP8418_015060	XOO1326
XFCFBP8418_022810	XOO4305
XFCFBP8418_023900	XOO2872
XFCFBP8418_016390	XOO1665
XFCFBP8418_006110	XOO2454
XFCFBP8418_011930	XOO1589
XFCFBP8418_007200	XOO2530
XFCFBP8418_005020	XOO2160
XFCFBP8418_006350	XOO0561
XFCFBP8418_025090	XOO1611
XFCFBP8418_006590	XOO1309
XFCFBP8418_003080	XOO1785
XFCFBP8418_004170	XOO1243
XFCFBP8418_010600	XOO1817
XFCFBP8418_020880	XOO2115
XFCFBP8418_008530	XOO1124
XFCFBP8418_009860	XOO1600
XFCFBP8418_020420	XOO3956
XFCFBP8418_023930	XOO2884
XFCFBP8418_019430	XOO2463
XFCFBP8418_000810	XOO1749
XFCFBP8418_018100	XOO4199
XFCFBP8418_021510	XOO0937
XFCFBP8418_019670	XOO4493
XFCFBP8418_018340	XOO1910
XFCFBP8418_015070	XOO1327
XFCFBP8418_010610	XOO1816
XFCFBP8418_011940	XOO1591
XFCFBP8418_006120	XOO2453
XFCFBP8418_005030	XOO2157
XFCFBP8418_010850	XOO1771
XFCFBP8418_006360	XOO0562
XFCFBP8418_004180	XOO1242
XFCFBP8418_009870	XOO1598
XFCFBP8418_007450	XOO4124
XFCFBP8418_008540	XOO1123
XFCFBP8418_007210	XOO2531
XFCFBP8418_018110	XOO4198
XFCFBP8418_020650	XOO0337
XFCFBP8418_021500	XOO0940
XFCFBP8418_019440	XOO2464
XFCFBP8418_018350	XOO1907
XFCFBP8418_020410	XOO1425
XFCFBP8418_019680	XOO0952
XFCFBP8418_015080	XOO1328
XFCFBP8418_000820	XOO1748
XFCFBP8418_012800	XOO3598
XFCFBP8418_011950	XOO1592
XFCFBP8418_005040	XOO2156
XFCFBP8418_010860	XOO1770
XFCFBP8418_006370	XOO4289
XFCFBP8418_007460	XOO4125
XFCFBP8418_009880	XOO1597
XFCFBP8418_007220	XOO2532
XFCFBP8418_009640	XOO3193
XFCFBP8418_024800	XOO4582
XFCFBP8418_023950	XOO2886
XFCFBP8418_019450	XOO2465
XFCFBP8418_018120	XOO4197
XFCFBP8418_015090	XOO1983
XFCFBP8418_019690	XOO3332
XFCFBP8418_018360	XOO0465
XFCFBP8418_000830	XOO1746
XFCFBP8418_011970	XOO1594
XFCFBP8418_010880	XOO1769
XFCFBP8418_011720	XOO3180
XFCFBP8418_010630	XOO2956
XFCFBP8418_011960	XOO1593
XFCFBP8418_005050	XOO2155
XFCFBP8418_006380	XOO4288
XFCFBP8418_009890	XOO1596
XFCFBP8418_007470	XOO4929
XFCFBP8418_008560	XOO3538
XFCFBP8418_009650	XOO3194
XFCFBP8418_022870	XOO3694
XFCFBP8418_023960	XOO2887
XFCFBP8418_007230	XOO2533
XFCFBP8418_020690	XOO3435
XFCFBP8418_020450	XOO0909
XFCFBP8418_021520	XOO0936
XFCFBP8418_019220	XOO1232
XFCFBP8418_018130	XOO4196
XFCFBP8418_022850	XOO4533
XFCFBP8418_023940	XOO2885
XFCFBP8418_000840	XOO1745
XFCFBP8418_019460	XOO2466
XFCFBP8418_010650	XOO2954
XFCFBP8418_010890	XOO3747
XFCFBP8418_011730	XOO3181
XFCFBP8418_010640	XOO2955
XFCFBP8418_005060	XOO2154
XFCFBP8418_012820	XOO3587
XFCFBP8418_012820	XOO3599
XFCFBP8418_007480	XOO4126
XFCFBP8418_008570	XOO3537
XFCFBP8418_007240	XOO2534
XFCFBP8418_020680	XOO3433
XFCFBP8418_009660	XOO2922
XFCFBP8418_020440	XOO0910
XFCFBP8418_025910	XOO2862
XFCFBP8418_024820	XOO1973
XFCFBP8418_023730	XOO3303
XFCFBP8418_019230	XOO3279
XFCFBP8418_000850	XOO1744
XFCFBP8418_018140	XOO4195
XFCFBP8418_019470	XOO2468
XFCFBP8418_000610	XOO4550
XFCFBP8418_018380	XOO0463
XFCFBP8418_011750	XOO3182
XFCFBP8418_010660	XOO2953
XFCFBP8418_010410	XOO1738
XFCFBP8418_005070	XOO3006
XFCFBP8418_007490	XOO4127
XFCFBP8418_009670	XOO2923
XFCFBP8418_008580	XOO1161
XFCFBP8418_007250	XOO2535
XFCFBP8418_021560	XOO4188
XFCFBP8418_023740	XOO3304
XFCFBP8418_021320	XOO1510
XFCFBP8418_021320	XOO1870
XFCFBP8418_022890	XOO0381
XFCFBP8418_020230	XOO2139
XFCFBP8418_021300	XOO2023
XFCFBP8418_020210	XOO2140
XFCFBP8418_020210	XOO2141
XFCFBP8418_019240	XOO2295
XFCFBP8418_000620	XOO4553
XFCFBP8418_018150	XOO4088
XFCFBP8418_002800	XOO3989
XFCFBP8418_019480	XOO3748
XFCFBP8418_018390	XOO0462
XFCFBP8418_001710	XOO2367
XFCFBP8418_012850	XOO3601
XFCFBP8418_010430	XOO1740
XFCFBP8418_011760	XOO3183
XFCFBP8418_011510	XOO1196
XFCFBP8418_010420	XOO1739
XFCFBP8418_012840	XOO3600
XFCFBP8418_012600	XOO2713
XFCFBP8418_005080	XOO2152
XFCFBP8418_008590	XOO1160
XFCFBP8418_007260	XOO1203
XFCFBP8418_000870	XOO4398
XFCFBP8418_009680	XOO2924
XFCFBP8418_023970	XOO2888
XFCFBP8418_021790	XOO1046
XFCFBP8418_020220	XOO2140
XFCFBP8418_020220	XOO2141
XFCFBP8418_021550	XOO4185
XFCFBP8418_023510	XOO3579
XFCFBP8418_024600	XOO2306
XFCFBP8418_025930	XOO2864
XFCFBP8418_002810	XOO3987
XFCFBP8418_001720	XOO0233
XFCFBP8418_003900	XOO3261
XFCFBP8418_000630	XOO4556
XFCFBP8418_019250	XOO2294
XFCFBP8418_019490	XOO3749
XFCFBP8418_018160	XOO4087
XFCFBP8418_005090	XOO2151
XFCFBP8418_005090	XOO3007
XFCFBP8418_012860	XOO3602
XFCFBP8418_010440	XOO1741
XFCFBP8418_011770	XOO3184
XFCFBP8418_010680	XOO2323
XFCFBP8418_010680	XOO0698
XFCFBP8418_011520	XOO2075
XFCFBP8418_012610	XOO2714
XFCFBP8418_000880	XOO4399
XFCFBP8418_009690	XOO2926
XFCFBP8418_000640	XOO1176
XFCFBP8418_009450	XOO1590
XFCFBP8418_021580	XOO4190
XFCFBP8418_025940	XOO2865
XFCFBP8418_022430	XOO2212
XFCFBP8418_021340	XOO1868
XFCFBP8418_024850	XOO1970
XFCFBP8418_023520	XOO3580
XFCFBP8418_020250	XOO2137
XFCFBP8418_021100	XOO2388
XFCFBP8418_023760	XOO3313
XFCFBP8418_022410	XOO2214
XFCFBP8418_025920	XOO2863
XFCFBP8418_024830	XOO1972
XFCFBP8418_023500	XOO3578
XFCFBP8418_000400	XOO3143
XFCFBP8418_003910	XOO3262
XFCFBP8418_001730	XOO0232
XFCFBP8418_018170	XOO4086
XFCFBP8418_012870	XOO3603
XFCFBP8418_010210	XOO2773
XFCFBP8418_010450	XOO3523
XFCFBP8418_011780	XOO3185
XFCFBP8418_010200	XOO2772
XFCFBP8418_012620	XOO2715
XFCFBP8418_007280	XOO0915
XFCFBP8418_000890	XOO1595
XFCFBP8418_001740	XOO0230
XFCFBP8418_000650	XOO1175
XFCFBP8418_023750	XOO3305
XFCFBP8418_024840	XOO1971
XFCFBP8418_020240	XOO2138
XFCFBP8418_021570	XOO4189
XFCFBP8418_022420	XOO2213
XFCFBP8418_021330	XOO1869
XFCFBP8418_025710	XOO3234
XFCFBP8418_026800	XOO1961
XFCFBP8418_000410	XOO2020
XFCFBP8418_002830	XOO3992
XFCFBP8418_003920	XOO3263
XFCFBP8418_007290	XOO0914
XFCFBP8418_011790	XOO3186
XFCFBP8418_012640	XOO2718
XFCFBP8418_011310	XOO3831
XFCFBP8418_010460	XOO2423
XFCFBP8418_011300	XOO3830
XFCFBP8418_014810	XOO1324
XFCFBP8418_000660	XOO3657
XFCFBP8418_018180	XOO0428
XFCFBP8418_002840	XOO3993
XFCFBP8418_023780	XOO3315
XFCFBP8418_000420	XOO2018
XFCFBP8418_021360	XOO1860
XFCFBP8418_020270	XOO2261
XFCFBP8418_025720	XOO3235
XFCFBP8418_022210	XOO2962
XFCFBP8418_021120	XOO0389
XFCFBP8418_023300	XOO3557
XFCFBP8418_024630	XOO2309
XFCFBP8418_022450	XOO2210
XFCFBP8418_025960	XOO0056
XFCFBP8418_024870	XOO1968
XFCFBP8418_023540	XOO3582
XFCFBP8418_025700	XOO3233
XFCFBP8418_024610	XOO2307
XFCFBP8418_002600	XOO1139
XFCFBP8418_003930	XOO3264
XFCFBP8418_012410	XOO3664
XFCFBP8418_011320	XOO3832
XFCFBP8418_012890	XOO3604
XFCFBP8418_011560	XOO3278
XFCFBP8418_012400	XOO3665
XFCFBP8418_015910	XOO0345
XFCFBP8418_002850	XOO3994
XFCFBP8418_018190	XOO0429
XFCFBP8418_000670	XOO3658
XFCFBP8418_003940	XOO0820
XFCFBP8418_020260	XOO2262
XFCFBP8418_021590	XOO4092
XFCFBP8418_024620	XOO2308
XFCFBP8418_023530	XOO3581
XFCFBP8418_025950	XOO2868
XFCFBP8418_022200	XOO2961
XFCFBP8418_021350	XOO1867
XFCFBP8418_024860	XOO1969
XFCFBP8418_022440	XOO2211
XFCFBP8418_021110	XOO0390
XFCFBP8418_027910	XOO2804
XFCFBP8418_002610	XOO1140
XFCFBP8418_003700	XOO1630
XFCFBP8418_011570	XOO2731
XFCFBP8418_012660	XOO2725
XFCFBP8418_015930	XOO3368
XFCFBP8418_012420	XOO1024
XFCFBP8418_010000	XOO0579
XFCFBP8418_011330	XOO3833
XFCFBP8418_015920	XOO1933
XFCFBP8418_003950	XOO3900
XFCFBP8418_000440	XOO4353
XFCFBP8418_021380	XOO1858
XFCFBP8418_025980	XOO0060
XFCFBP8418_024890	XOO1966
XFCFBP8418_023560	XOO3585
XFCFBP8418_020290	XOO2259
XFCFBP8418_002620	XOO1141
XFCFBP8418_000200	XOO0233
XFCFBP8418_021140	XOO0387
XFCFBP8418_002860	XOO3996
XFCFBP8418_025500	XOO1115
XFCFBP8418_024410	XOO1696
XFCFBP8418_022230	XOO2966
XFCFBP8418_023320	XOO3559
XFCFBP8418_024650	XOO2311
XFCFBP8418_026810	XOO1954
XFCFBP8418_027900	XOO2805
XFCFBP8418_027900	XOO3018
XFCFBP8418_027900	XOO3016
XFCFBP8418_003710	XOO1631
XFCFBP8418_004800	XOO2186
XFCFBP8418_011580	XOO2732
XFCFBP8418_012430	XOO1543
XFCFBP8418_014610	XOO0013
XFCFBP8418_011100	XOO4035
XFCFBP8418_011100	XOO4019
XFCFBP8418_010010	XOO0578
