RSc0338	RSPSI07_02956
RSc0255	RSPSI07_03042
RSc1587	RSPSI07_01596
RSp1086	RSPSI07_04282
RSc0256	RSPSI07_03041
RSp1087	RSPSI07_04283
RSc1586	RSPSI07_01595
RSc0260	RSPSI07_03037
RSc1592	RSPSI07_01601
RSc1591	RSPSI07_01600
RSc1591	RSPSI07_04803
RSc0261	RSPSI07_03036
RSc1590	RSPSI07_01599
RSc0249	RSPSI07_03047
RSc1579	RSPSI07_01585
RSp1070	RSPSI07_04261
RSp1073	RSPSI07_04260
RSp1073	RSPSI07_04264
RSp1073	RSPSI07_04266
RSc0242	RSPSI07_03051
RSp1074	RSPSI07_04267
RSc1573	RSPSI07_01579
RSc0243	RSPSI07_03050
RSp1071	RSPSI07_04260
RSp1071	RSPSI07_04264
RSp1071	RSPSI07_04266
RSc1572	RSPSI07_01578
RSc0240	RSPSI07_03053
RSc1571	RSPSI07_01577
RSc1571	RSPSI07_01110
RSc0241	RSPSI07_03052
RSc0246	RSPSI07_03047
RSc1578	RSPSI07_01584
RSp1077	RSPSI07_04273
RSc1577	RSPSI07_01583
RSp1078	RSPSI07_04274
RSc1576	RSPSI07_01581
RSc0244	RSPSI07_03049
RSp1075	RSPSI07_04268
RSc1575	RSPSI07_01580
RSc0245	RSPSI07_03048
RSp1076	RSPSI07_04272
RSp1079	RSPSI07_04275
RSc1581	RSPSI07_01587
RSc1580	RSPSI07_01586
RSc0239	RSPSI07_03054
RSc0237	RSPSI07_03056
RSc1569	RSPSI07_01575
RSc1568	RSPSI07_01574
RSc2899	RSPSI07_00567
RSc0238	RSPSI07_03055
RSc1563	RSPSI07_01569
RSc0231	RSPSI07_03061
RSc2894	RSPSI07_00572
RSc1562	RSPSI07_01568
RSc2893	RSPSI07_00573
RSc1561	RSPSI07_01567
RSc2892	RSPSI07_00574
RSc2891	RSPSI07_00575
RSc1560	RSPSI07_01566
RSc0230	RSPSI07_03062
RSc1567	RSPSI07_01573
RSc2898	RSPSI07_00568
RSc0235	RSPSI07_03058
RSc1566	RSPSI07_01572
RSc0236	RSPSI07_03057
RSc2897	RSPSI07_00569
RSc1565	RSPSI07_02469
RSc1565	RSPSI07_01571
RSc0233	RSPSI07_01845
RSc2896	RSPSI07_00570
RSc1564	RSPSI07_01570
RSc2895	RSPSI07_00571
RSc1570	RSPSI07_01576
RSc1570	RSPSI07_01109
RSc1559	RSPSI07_01565
RSc0229	RSPSI07_03064
RSc1558	RSPSI07_01564
RSc2889	RSPSI07_00577
RSc0226	RSPSI07_03065
RSc2888	RSPSI07_01291
RSc2888	RSPSI07_00580
RSc1557	RSPSI07_01563
RSp1091	RSPSI07_04286
RSp1092	RSPSI07_04287
RSp1090	RSPSI07_04285
RSp1095	RSPSI07_04290
RSc0220	RSPSI07_03071
RSc2883	RSPSI07_00585
RSc2882	RSPSI07_00586
RSp1096	RSPSI07_04291
RSc0221	RSPSI07_03070
RSc1550	RSPSI07_02412
RSc2881	RSPSI07_00587
RSp1093	RSPSI07_04288
RSp1094	RSPSI07_03331
RSp1094	RSPSI07_04289
RSc2880	RSPSI07_00588
RSc2887	RSPSI07_00581
RSc1556	RSPSI07_01562
RSc0224	RSPSI07_03067
RSp1099	RSPSI07_04294
RSc2886	RSPSI07_00582
RSc0225	RSPSI07_03066
RSc1555	RSPSI07_01561
RSc2885	RSPSI07_00583
RSc2885	RSPSI07_03783
RSc0222	RSPSI07_03069
RSp1097	RSPSI07_04292
RSp1098	RSPSI07_03537
RSp1098	RSPSI07_04293
RSp1098	RSPSI07_00235
RSp1098	RSPSI07_03293
RSc2884	RSPSI07_00584
RSc2884	RSPSI07_03784
RSc0223	RSPSI07_03068
RSc2890	RSPSI07_00576
RSp1161	RSPSI07_04341
RSc2079	RSPSI07_01285
RSp1162	RSPSI07_04342
RSc2078	RSPSI07_01286
RSc2077	RSPSI07_01287
RSp1160	RSPSI07_04340
RSp1165	RSPSI07_04345
RSp1166	RSPSI07_04346
RSp1163	RSPSI07_04343
RSp1164	RSPSI07_04344
RSc2083	RSPSI07_01281
RSp1169	RSPSI07_04349
RSc2082	RSPSI07_01282
RSc2081	RSPSI07_01283
RSp1167	RSPSI07_04347
RSc2080	RSPSI07_01284
RSp1168	RSPSI07_04348
RSc2087	RSPSI07_01277
RSc2086	RSPSI07_01278
RSc2085	RSPSI07_01279
RSc2084	RSPSI07_01280
RSc2069	RSPSI07_01297
RSc2067	RSPSI07_01298
RSc2066	RSPSI07_01299
RSc3397	RSPSI07_00039
RSp1154	RSPSI07_04333
RSc3398	RSPSI07_00038
RSp1155	RSPSI07_04334
RSc3399	RSPSI07_04615
RSp1153	RSPSI07_04332
RSc2072	RSPSI07_01294
RSp1158	RSPSI07_04338
RSc2071	RSPSI07_01788
RSc2071	RSPSI07_01295
RSp1159	RSPSI07_04339
RSc2070	RSPSI07_01296
RSp1156	RSPSI07_04336
RSp1157	RSPSI07_04337
RSc2076	RSPSI07_01288
RSc2075	RSPSI07_01289
RSc2074	RSPSI07_01292
RSc2073	RSPSI07_01293
RSc2058	RSPSI07_01308
RSc2057	RSPSI07_01309
RSp1184	RSPSI07_04361
RSc2056	RSPSI07_01310
RSc2055	RSPSI07_01311
RSc3386	RSPSI07_02374
RSc3386	RSPSI07_00051
RSp1187	RSPSI07_04364
RSc3387	RSPSI07_00050
RSp1188	RSPSI07_04365
RSp1185	RSPSI07_04362
RSc3388	RSPSI07_00049
RSc2059	RSPSI07_01307
RSp1186	RSPSI07_04363
RSc3389	RSPSI07_00047
RSc2061	RSPSI07_01305
RSc2060	RSPSI07_01306
RSc3394	RSPSI07_00042
RSp1189	RSPSI07_04366
RSc3395	RSPSI07_00041
RSc3396	RSPSI07_00040
RSc2065	RSPSI07_01300
RSc2064	RSPSI07_01301
RSc3390	RSPSI07_00046
RSc2063	RSPSI07_01302
RSc3391	RSPSI07_00045
RSc2062	RSPSI07_01304
RSc3392	RSPSI07_00044
RSc3379	RSPSI07_02953
RSc3379	RSPSI07_00058
RSc2047	RSPSI07_01319
RSp1172	RSPSI07_04352
RSc2046	RSPSI07_01320
RSp1173	RSPSI07_04353
RSc2045	RSPSI07_01321
RSp1170	RSPSI07_04350
RSc2044	RSPSI07_01322
RSp1171	RSPSI07_04351
RSc3375	RSPSI07_00060
RSp1176	RSPSI07_04356
RSp1177	RSPSI07_04358
RSc2049	RSPSI07_01317
RSp1174	RSPSI07_04354
RSc3377	RSPSI07_01464
RSc2048	RSPSI07_01318
RSp1175	RSPSI07_04355
RSc3382	RSPSI07_00055
RSc2050	RSPSI07_01316
RSc3383	RSPSI07_00054
RSc3384	RSPSI07_00053
RSp1178	RSPSI07_04359
RSp1179	RSPSI07_03292
RSc3385	RSPSI07_00052
RSc2054	RSPSI07_01312
RSc2053	RSPSI07_01313
RSc2052	RSPSI07_01314
RSc3380	RSPSI07_00057
RSc2051	RSPSI07_01315
RSc3381	RSPSI07_00056
RSc3368	RSPSI07_00066
RSc2036	RSPSI07_01330
RSc2035	RSPSI07_01331
RSc3369	RSPSI07_01759
RSc3369	RSPSI07_00065
RSc2034	RSPSI07_01332
RSc2033	RSPSI07_01333
RSc3364	RSPSI07_00070
RSp1121	RSPSI07_04584
RSc3365	RSPSI07_00069
RSc2039	RSPSI07_01327
RSp1122	RSPSI07_04583
RSc3366	RSPSI07_00068
RSc2038	RSPSI07_01328
RSc2037	RSPSI07_01329
RSc3367	RSPSI07_00067
RSc3371	RSPSI07_00063
RSc3372	RSPSI07_00062
RSp1126	RSPSI07_03612
RSc3373	RSPSI07_00061
RSp1123	RSPSI07_04582
RSp1124	RSPSI07_03613
RSp1124	RSPSI07_04107
RSp1124	RSPSI07_04572
RSc3374	RSPSI07_00059
RSc2043	RSPSI07_01323
RSp1129	RSPSI07_04093
RSc2042	RSPSI07_01324
RSc2041	RSPSI07_01325
RSp1127	RSPSI07_04097
RSc3370	RSPSI07_03072
RSc3370	RSPSI07_00064
RSp1128	RSPSI07_04095
RSp1128	RSPSI07_04096
RSc2040	RSPSI07_01326
RSc2025	RSPSI07_01338
RSc3358	RSPSI07_00076
RSc2024	RSPSI07_01339
RSc3359	RSPSI07_00075
RSc2022	RSPSI07_01341
RSc2029	RSPSI07_01337
RSc3353	RSPSI07_00082
RSp1110	RSPSI07_04305
RSc3354	RSPSI07_00081
RSp1111	RSPSI07_04306
RSc3355	RSPSI07_00080
RSc3356	RSPSI07_00079
RSp1114	RSPSI07_04309
RSc3360	RSPSI07_00074
RSc3361	RSPSI07_00073
RSp1112	RSPSI07_04307
RSc3362	RSPSI07_00072
RSc3363	RSPSI07_00071
RSp1113	RSPSI07_04308
RSc2032	RSPSI07_01334
RSc2031	RSPSI07_01335
RSc2030	RSPSI07_01336
RSc2019	RSPSI07_01344
RSc2014	RSPSI07_01351
RSc3346	RSPSI07_00088
RSp1140	RSPSI07_02338
RSp1140	RSPSI07_04322
RSp1140	RSPSI07_03134
RSc2013	RSPSI07_01352
RSc3347	RSPSI07_00087
RSc3348	RSPSI07_00086
RSc2012	RSPSI07_01353
RSc2011	RSPSI07_01354
RSc3349	RSPSI07_00085
RSp1143	RSPSI07_04327
RSc3342	RSPSI07_00092
RSc2018	RSPSI07_01345
RSp1144	RSPSI07_04329
RSc3343	RSPSI07_00091
RSc2017	RSPSI07_01348
RSp1141	RSPSI07_04370
RSp1141	RSPSI07_03986
RSp1141	RSPSI07_04323
RSc2016	RSPSI07_01349
RSc3344	RSPSI07_00090
RSc3345	RSPSI07_00089
RSc2015	RSPSI07_01350
RSp1142	RSPSI07_04324
RSc3350	RSPSI07_00084
RSc3351	RSPSI07_01424
RSp1145	RSPSI07_04330
RSp1146	RSPSI07_00103
RSc3352	RSPSI07_00083
RSc2021	RSPSI07_01342
RSc2020	RSPSI07_01343
RSc2009	RSPSI07_01356
RSc2008	RSPSI07_01357
RSc3339	RSPSI07_00095
RSc2003	RSPSI07_01362
RSc3335	RSPSI07_00099
RSc2002	RSPSI07_01363
RSc3336	RSPSI07_00098
RSc2001	RSPSI07_01364
RSc3337	RSPSI07_00097
RSc2000	RSPSI07_03335
RSc2000	RSPSI07_01366
RSc3338	RSPSI07_00096
RSc2007	RSPSI07_01358
RSc3331	RSPSI07_00104
RSc2006	RSPSI07_01359
RSc3332	RSPSI07_00103
RSc2005	RSPSI07_01360
RSc3333	RSPSI07_00101
RSp1130	RSPSI07_04315
RSc3334	RSPSI07_00100
RSc2004	RSPSI07_01361
RSp1131	RSPSI07_04316
RSp1131	RSPSI07_04317
RSp1136	RSPSI07_03292
RSp1137	RSPSI07_04319
RSc3340	RSPSI07_00094
RSc3341	RSPSI07_00093
RSc2010	RSPSI07_01355
RSp1138	RSPSI07_04320
RSp1139	RSPSI07_00012
RSp1139	RSPSI07_04321
RSc2913	RSPSI07_00552
RSc2912	RSPSI07_00553
RSc2911	RSPSI07_00554
RSc2910	RSPSI07_00555
RSc2917	RSPSI07_00548
RSc2916	RSPSI07_00549
RSc2915	RSPSI07_00550
RSc2914	RSPSI07_00551
RSc2919	RSPSI07_00546
RSc2918	RSPSI07_00547
RSc2902	RSPSI07_00564
RSc2901	RSPSI07_00565
RSc2900	RSPSI07_00566
RSc2906	RSPSI07_00559
RSc2905	RSPSI07_00560
RSc2904	RSPSI07_00561
RSc2903	RSPSI07_00563
RSc2909	RSPSI07_00556
RSc2908	RSPSI07_00557
RSc2907	RSPSI07_00558
RSp1100	RSPSI07_04295
RSp1103	RSPSI07_04298
RSp1104	RSPSI07_04299
RSp1101	RSPSI07_04296
RSp1102	RSPSI07_04297
RSp1107	RSPSI07_04302
RSp1108	RSPSI07_04303
RSp1105	RSPSI07_03823
RSp1105	RSPSI07_04300
RSp1106	RSPSI07_04301
RSp1109	RSPSI07_04304
RSp0670	RSPSI07_03747
RSp0670	RSPSI07_03773
RSp0671	RSPSI07_03774
RSp0674	RSPSI07_03777
RSp0675	RSPSI07_03778
RSp0672	RSPSI07_04076
RSp0673	RSPSI07_03776
RSp0678	RSPSI07_03781
RSp0679	RSPSI07_03782
RSp0676	RSPSI07_03779
RSp0677	RSPSI07_03780
RSp0663	RSPSI07_03765
RSp0664	RSPSI07_03766
RSp0661	RSPSI07_03764
RSp0667	RSPSI07_03769
RSp0668	RSPSI07_03770
RSp0665	RSPSI07_03767
RSp0666	RSPSI07_03768
RSp0669	RSPSI07_03771
RSc2099	RSPSI07_01266
RSp0692	RSPSI07_03795
RSp0690	RSPSI07_03793
RSp0691	RSPSI07_03794
RSp0699	RSPSI07_03796
RSc2089	RSPSI07_01276
RSp0681	RSPSI07_00584
RSp0681	RSPSI07_03784
RSp0682	RSPSI07_03785
RSp0680	RSPSI07_00583
RSp0680	RSPSI07_03783
RSc2094	RSPSI07_01271
RSp0685	RSPSI07_03788
RSc2093	RSPSI07_01272
RSp0686	RSPSI07_03789
RSc2092	RSPSI07_01273
RSp0683	RSPSI07_03786
RSc2091	RSPSI07_01274
RSp0684	RSPSI07_03787
RSc2098	RSPSI07_01267
RSp0689	RSPSI07_03792
RSc2097	RSPSI07_01268
RSp0687	RSPSI07_03790
RSc2096	RSPSI07_01269
RSc2095	RSPSI07_01270
RSp0688	RSPSI07_03791
RSc2090	RSPSI07_01275
RSc0579	RSPSI07_02412
RSc0572	RSPSI07_02685
RSc0573	RSPSI07_02684
RSc0570	RSPSI07_02687
RSc0571	RSPSI07_02686
RSc0576	RSPSI07_02681
RSp0990	RSPSI07_03867
RSc0577	RSPSI07_02680
RSc0574	RSPSI07_02683
RSc0575	RSPSI07_02682
RSp0994	RSPSI07_04141
RSp0997	RSPSI07_04151
RSp0998	RSPSI07_04152
RSc0580	RSPSI07_02679
RSp0995	RSPSI07_04149
RSp0996	RSPSI07_04150
RSc0569	RSPSI07_02688
RSc0567	RSPSI07_02690
RSc0568	RSPSI07_02689
RSc1893	RSPSI07_01430
RSc0561	RSPSI07_02696
RSc0562	RSPSI07_02695
RSc1892	RSPSI07_01431
RSc0560	RSPSI07_02697
RSc1890	RSPSI07_01432
RSc0565	RSPSI07_02692
RSc0566	RSPSI07_02691
RSc1895	RSPSI07_01428
RSc0563	RSPSI07_02694
RSc0564	RSPSI07_02693
RSc1894	RSPSI07_01429
RSp0982	RSPSI07_04136
RSp0983	RSPSI07_04137
RSp0980	RSPSI07_04618
RSp0981	RSPSI07_04135
RSp0986	RSPSI07_04140
RSp0984	RSPSI07_04138
RSp0985	RSPSI07_04139
RSc0558	RSPSI07_02701
RSc0558	RSPSI07_02699
RSc1889	RSPSI07_01433
RSc0559	RSPSI07_02698
RSc0556	RSPSI07_02702
RSc1888	RSPSI07_01434
RSc0557	RSPSI07_02701
RSc0557	RSPSI07_02699
RSc1887	RSPSI07_01435
RSc1882	RSPSI07_00602
RSc1882	RSPSI07_01440
RSc0550	RSPSI07_02708
RSc0551	RSPSI07_02707
RSc1881	RSPSI07_01441
RSc1880	RSPSI07_01442
RSc0554	RSPSI07_02704
RSc1886	RSPSI07_01436
RSc1885	RSPSI07_01437
RSc1885	RSPSI07_00605
RSc0555	RSPSI07_02703
RSc1884	RSPSI07_00604
RSc1884	RSPSI07_01438
RSc1884	RSPSI07_03919
RSc0552	RSPSI07_02706
RSc1883	RSPSI07_00603
RSc1883	RSPSI07_01439
RSc0553	RSPSI07_02705
RSc0547	RSPSI07_02711
RSc1879	RSPSI07_01443
RSc1878	RSPSI07_01444
RSc0548	RSPSI07_02710
RSc1877	RSPSI07_01445
RSc0545	RSPSI07_02715
RSc0545	RSPSI07_02714
RSc0546	RSPSI07_02713
RSc1876	RSPSI07_01446
RSc0549	RSPSI07_02709
RSc1871	RSPSI07_01453
RSc0540	RSPSI07_02720
RSc1875	RSPSI07_01447
RSc0543	RSPSI07_02717
RSc1874	RSPSI07_01448
RSc0544	RSPSI07_02716
RSc1873	RSPSI07_01450
RSc0541	RSPSI07_02719
RSc1872	RSPSI07_01451
RSc0542	RSPSI07_02718
RSc0536	RSPSI07_02724
RSc0537	RSPSI07_02723
RSc0534	RSPSI07_02728
RSc0535	RSPSI07_02725
RSc0538	RSPSI07_02722
RSc0539	RSPSI07_02721
RSc1860	RSPSI07_00550
RSc0532	RSPSI07_02731
RSc0533	RSPSI07_02730
RSc0530	RSPSI07_02733
RSc0531	RSPSI07_02732
RSp0950	RSPSI07_03826
RSp0950	RSPSI07_00737
RSp0954	RSPSI07_00736
RSp0954	RSPSI07_03825
RSp0951	RSPSI07_00736
RSp0951	RSPSI07_03825
RSp0955	RSPSI07_04517
RSp0955	RSPSI07_01527
RSp0955	RSPSI07_03824
RSc0525	RSPSI07_02740
RSc0526	RSPSI07_02739
RSc1856	RSPSI07_04062
RSc0523	RSPSI07_02742
RSc0524	RSPSI07_02741
RSc0529	RSPSI07_02734
RSc1859	RSPSI07_00549
RSc0527	RSPSI07_02738
RSc1858	RSPSI07_00548
RSc0528	RSPSI07_02737
RSc0521	RSPSI07_02744
RSc0522	RSPSI07_02743
RSc0520	RSPSI07_02745
RSp0942	RSPSI07_03834
RSp0943	RSPSI07_03833
RSp0940	RSPSI07_03836
RSp0941	RSPSI07_03835
RSp0946	RSPSI07_03830
RSp0947	RSPSI07_03829
RSp0944	RSPSI07_03832
RSp0945	RSPSI07_03831
RSp0945	RSPSI07_02274
RSp0948	RSPSI07_03828
RSp0949	RSPSI07_03827
RSp0949	RSPSI07_00739
RSc0514	RSPSI07_02751
RSc0515	RSPSI07_02750
RSc0512	RSPSI07_02753
RSc1843	RSPSI07_04116
RSc1843	RSPSI07_01773
RSc0513	RSPSI07_02752
RSc0518	RSPSI07_02747
RSc0519	RSPSI07_02746
RSc0516	RSPSI07_02749
RSc0517	RSPSI07_02748
RSc1842	RSPSI07_04116
RSc1842	RSPSI07_01773
RSc0510	RSPSI07_02755
RSc0511	RSPSI07_02754
RSc1841	RSPSI07_04575
RSp0972	RSPSI07_04626
RSp0970	RSPSI07_04634
RSp0975	RSPSI07_04623
RSp0976	RSPSI07_04622
RSp0973	RSPSI07_04625
RSp0974	RSPSI07_04624
RSp0979	RSPSI07_04619
RSp0977	RSPSI07_04621
RSp0978	RSPSI07_04620
RSc0503	RSPSI07_02762
RSc0504	RSPSI07_02761
RSc0501	RSPSI07_02766
RSc0502	RSPSI07_02765
RSc1839	RSPSI07_01765
RSc1839	RSPSI07_01764
RSc1839	RSPSI07_04411
RSc0507	RSPSI07_02758
RSc0508	RSPSI07_02757
RSc0505	RSPSI07_02760
RSc0506	RSPSI07_02759
RSc1831	RSPSI07_02403
RSc1831	RSPSI07_02864
RSc1831	RSPSI07_04569
RSc1831	RSPSI07_01461
RSc1831	RSPSI07_03473
RSc1831	RSPSI07_01553
RSc1830	RSPSI07_02402
RSc1830	RSPSI07_02863
RSc1830	RSPSI07_04568
RSc1830	RSPSI07_03474
RSc1830	RSPSI07_01552
RSc1830	RSPSI07_01462
RSc0500	RSPSI07_02767
RSp0964	RSPSI07_04628
RSp0965	RSPSI07_04629
RSp0962	RSPSI07_04049
RSp0962	RSPSI07_04046
RSp0963	RSPSI07_04627
RSp0968	RSPSI07_04632
RSp0969	RSPSI07_04633
RSc0509	RSPSI07_02756
RSp0966	RSPSI07_04630
RSp0967	RSPSI07_04631
RSp0908	RSPSI07_04064
RSc1029	RSPSI07_02279
RSp0909	RSPSI07_04065
RSc1024	RSPSI07_02284
RSc2355	RSPSI07_01058
RSc1023	RSPSI07_02285
RSc2354	RSPSI07_01059
RSc2353	RSPSI07_01060
RSc2352	RSPSI07_01061
RSc1021	RSPSI07_02286
RSc1028	RSPSI07_02280
RSc1027	RSPSI07_02281
RSc2358	RSPSI07_01055
RSc2357	RSPSI07_01056
RSc1026	RSPSI07_02282
RSc1025	RSPSI07_02283
RSc2356	RSPSI07_01057
RSc1031	RSPSI07_02277
RSc2362	RSPSI07_01052
RSc1030	RSPSI07_02278
RSc2361	RSPSI07_01053
RSp0910	RSPSI07_04066
RSc2360	RSPSI07_01054
RSp0913	RSPSI07_04069
RSp0914	RSPSI07_04070
RSp0911	RSPSI07_04067
RSp0912	RSPSI07_04068
RSp0918	RSPSI07_04116
RSp0918	RSPSI07_01773
RSp0916	RSPSI07_04331
RSc1019	RSPSI07_02288
RSc2349	RSPSI07_01064
RSc1018	RSPSI07_02289
RSc1013	RSPSI07_02294
RSc2344	RSPSI07_01071
RSc2343	RSPSI07_01072
RSc1012	RSPSI07_02295
RSc2342	RSPSI07_01073
RSc1011	RSPSI07_02296
RSc1010	RSPSI07_02297
RSc2341	RSPSI07_01074
RSc2348	RSPSI07_01067
RSc1017	RSPSI07_02290
RSc2347	RSPSI07_01068
RSc1016	RSPSI07_02291
RSc1015	RSPSI07_02292
RSc2346	RSPSI07_01069
RSc2345	RSPSI07_02952
RSc2345	RSPSI07_01070
RSc1014	RSPSI07_02293
RSc1020	RSPSI07_02287
RSc2351	RSPSI07_01062
RSc2350	RSPSI07_01063
RSp0902	RSPSI07_04127
RSp0900	RSPSI07_04745
RSp0907	RSPSI07_04063
RSc1009	RSPSI07_01424
RSc1008	RSPSI07_02298
RSc2339	RSPSI07_01076
RSc2338	RSPSI07_01077
RSc1007	RSPSI07_02299
RSc1002	RSPSI07_02304
RSc2332	RSPSI07_02403
RSc2332	RSPSI07_02864
RSc2332	RSPSI07_04569
RSc2332	RSPSI07_01461
RSc2332	RSPSI07_03473
RSc2332	RSPSI07_01553
RSc1001	RSPSI07_02305
RSc2331	RSPSI07_02402
RSc2331	RSPSI07_02863
RSc2331	RSPSI07_04568
RSc2331	RSPSI07_03474
RSc2331	RSPSI07_01552
RSc2331	RSPSI07_01462
RSc1000	RSPSI07_02306
RSc2337	RSPSI07_01078
RSc1006	RSPSI07_02300
RSc1005	RSPSI07_02301
RSc2335	RSPSI07_02403
RSc2335	RSPSI07_02864
RSc2335	RSPSI07_04569
RSc2335	RSPSI07_01461
RSc2335	RSPSI07_03473
RSc2335	RSPSI07_01553
RSc1004	RSPSI07_03755
RSc1004	RSPSI07_02302
RSc1003	RSPSI07_02303
RSc2340	RSPSI07_01075
RSp0931	RSPSI07_03845
RSp0932	RSPSI07_03844
RSp0932	RSPSI07_01103
RSp0932	RSPSI07_01257
RSp0932	RSPSI07_00029
RSp0932	RSPSI07_02785
RSp0930	RSPSI07_04209
RSp0930	RSPSI07_04126
RSp0935	RSPSI07_03841
RSp0936	RSPSI07_03840
RSp0933	RSPSI07_03843
RSp0933	RSPSI07_01104
RSp0934	RSPSI07_03842
RSp0939	RSPSI07_03837
RSp0937	RSPSI07_03839
RSp0938	RSPSI07_03838
RSp0924	RSPSI07_04124
RSp0925	RSPSI07_04038
RSp0928	RSPSI07_04041
RSp0929	RSPSI07_04042
RSp0926	RSPSI07_04039
RSp0927	RSPSI07_04040
RSc2310	RSPSI07_00345
RSc2310	RSPSI07_01223
RSc2314	RSPSI07_01540
RSc2313	RSPSI07_01541
RSc0594	RSPSI07_02661
RSc0595	RSPSI07_02660
RSc0592	RSPSI07_00896
RSc0592	RSPSI07_02663
RSc0593	RSPSI07_02662
RSc0598	RSPSI07_02656
RSc0599	RSPSI07_02655
RSc0596	RSPSI07_02658
RSc0597	RSPSI07_02657
RSc0589	RSPSI07_02668
RSc0583	RSPSI07_02678
RSc0584	RSPSI07_02677
RSc0581	RSPSI07_04703
RSc0582	RSPSI07_04702
RSc0587	RSPSI07_02672
RSc0588	RSPSI07_02669
RSc0588	RSPSI07_03563
RSc0585	RSPSI07_02674
RSc0586	RSPSI07_02673
RSc0590	RSPSI07_02665
RSc0591	RSPSI07_02664
RSp0190	RSPSI07_03385
RSp0193	RSPSI07_03387
RSp0194	RSPSI07_03388
RSp0197	RSPSI07_03391
RSp0198	RSPSI07_03392
RSp0195	RSPSI07_03389
RSp0196	RSPSI07_03390
RSp0199	RSPSI07_03393
RSp0182	RSPSI07_03375
RSp0180	RSPSI07_03372
RSp0181	RSPSI07_03373
RSp0186	RSPSI07_03379
RSp0187	RSPSI07_03380
RSp0185	RSPSI07_03378
RSp0189	RSPSI07_03384
RSc1089	RSPSI07_02216
RSc1088	RSPSI07_02217
RSc1087	RSPSI07_02218
RSc1093	RSPSI07_02212
RSc1092	RSPSI07_02213
RSc1091	RSPSI07_02214
RSc1090	RSPSI07_02215
RSc1097	RSPSI07_02209
RSc1095	RSPSI07_02210
RSc1094	RSPSI07_02211
RSc1079	RSPSI07_02226
RSc1078	RSPSI07_02227
RSc1077	RSPSI07_02228
RSc1076	RSPSI07_02229
RSc1082	RSPSI07_02223
RSc1081	RSPSI07_02224
RSc1080	RSPSI07_02225
RSc1080	RSPSI07_03969
RSc1086	RSPSI07_02219
RSc1086	RSPSI07_02911
RSc1085	RSPSI07_02220
RSc1084	RSPSI07_04547
RSc1084	RSPSI07_02221
RSc1083	RSPSI07_02222
RSc1068	RSPSI07_02240
RSc2399	RSPSI07_01011
RSp1480	RSPSI07_04601
RSp0150	RSPSI07_00345
RSp0150	RSPSI07_01223
RSc1067	RSPSI07_02241
RSc2398	RSPSI07_01012
RSp1481	RSPSI07_04602
RSc1066	RSPSI07_02242
RSc2397	RSPSI07_01013
RSc1065	RSPSI07_02243
RSc2396	RSPSI07_01014
RSp1484	RSPSI07_04058
RSp1485	RSPSI07_04057
RSp1482	RSPSI07_04603
RSc1069	RSPSI07_02239
RSp1483	RSPSI07_04604
RSc1071	RSPSI07_02237
RSp1488	RSPSI07_04054
RSc1070	RSPSI07_02238
RSp1489	RSPSI07_04053
RSp1486	RSPSI07_04056
RSp1487	RSPSI07_02618
RSp1487	RSPSI07_04055
RSc1075	RSPSI07_02230
RSc1074	RSPSI07_02231
RSc1073	RSPSI07_02232
RSc1072	RSPSI07_02236
RSc2388	RSPSI07_01291
RSc2388	RSPSI07_00580
RSc1057	RSPSI07_02251
RSc2387	RSPSI07_01022
RSc1056	RSPSI07_02252
RSc1055	RSPSI07_02253
RSc2386	RSPSI07_01023
RSc1054	RSPSI07_02254
RSc2385	RSPSI07_01024
RSp1473	RSPSI07_04571
RSp1471	RSPSI07_04103
RSp1471	RSPSI07_04104
RSp1471	RSPSI07_03383
RSp1471	RSPSI07_04567
RSp1471	RSPSI07_04596
RSc1059	RSPSI07_02249
RSc1058	RSPSI07_02250
RSc2389	RSPSI07_01021
RSp1472	RSPSI07_04570
RSc2391	RSPSI07_01019
RSc1060	RSPSI07_02248
RSc2390	RSPSI07_01020
RSp1478	RSPSI07_03894
RSp1475	RSPSI07_04410
RSp1475	RSPSI07_04574
RSp1476	RSPSI07_03746
RSc1064	RSPSI07_02244
RSc2395	RSPSI07_01015
RSc1063	RSPSI07_02245
RSc2394	RSPSI07_01016
RSc2393	RSPSI07_01017
RSc1062	RSPSI07_02246
RSp1479	RSPSI07_03895
RSc1061	RSPSI07_02247
RSc2392	RSPSI07_01018
RSc1046	RSPSI07_02262
RSc2377	RSPSI07_01032
RSp0171	RSPSI07_03363
RSc1045	RSPSI07_02263
RSc2376	RSPSI07_01033
RSc1044	RSPSI07_02264
RSc2375	RSPSI07_01034
RSc1043	RSPSI07_02265
RSc2374	RSPSI07_01035
RSp0175	RSPSI07_03888
RSp0175	RSPSI07_03887
RSp0175	RSPSI07_03364
RSp0175	RSPSI07_03410
RSp0175	RSPSI07_03365
RSc1049	RSPSI07_02259
RSc2379	RSPSI07_01030
RSc1048	RSPSI07_02260
RSc1047	RSPSI07_02261
RSc2378	RSPSI07_01031
RSc2380	RSPSI07_01029
RSp0179	RSPSI07_03371
RSp0177	RSPSI07_03369
RSp0178	RSPSI07_03370
RSc1053	RSPSI07_02255
RSc2384	RSPSI07_01025
RSc1052	RSPSI07_02256
RSc2383	RSPSI07_01026
RSc1051	RSPSI07_02257
RSc2382	RSPSI07_01027
RSc1050	RSPSI07_02258
RSc2381	RSPSI07_01028
RSc2366	RSPSI07_01043
RSc1035	RSPSI07_02273
