RSc0338	RSBA7_00338
RSc0252	RSBA7_00590
RSc0252	RSBA7_00204
RSc1582	RSBA7_01661
RSp1083	RSBA7_03645
RSc0257	RSBA7_00211
RSc1589	RSBA7_01652
RSc1588	RSBA7_01653
RSc0258	RSBA7_00212
RSp1089	RSBA7_03639
RSc0255	RSBA7_00209
RSc1587	RSBA7_01654
RSp1086	RSBA7_03641
RSc0256	RSBA7_00210
RSp1087	RSBA7_03640
RSc1586	RSBA7_01655
RSc0260	RSBA7_00214
RSc1592	RSBA7_01649
RSc1591	RSBA7_04926
RSc1591	RSBA7_01650
RSc0261	RSBA7_00219
RSc1590	RSBA7_01651
RSc0249	RSBA7_00197
RSc0249	RSBA7_00199
RSc1579	RSBA7_01664
RSp1070	RSBA7_03657
RSp1073	RSBA7_03655
RSp1074	RSBA7_03654
RSc1573	RSBA7_01670
RSp1071	RSBA7_03655
RSc1572	RSBA7_01671
RSc1571	RSBA7_01672
RSc1571	RSBA7_02069
RSc0246	RSBA7_00197
RSc0246	RSBA7_00199
RSc1578	RSBA7_01665
RSp1077	RSBA7_03651
RSc1577	RSBA7_01666
RSp1078	RSBA7_03650
RSc1576	RSBA7_01668
RSc0244	RSBA7_00194
RSp1075	RSBA7_03653
RSc1575	RSBA7_01669
RSc0245	RSBA7_00195
RSp1076	RSBA7_03652
RSp1079	RSBA7_03649
RSc1581	RSBA7_01662
RSc1580	RSBA7_01663
RSc0237	RSBA7_00193
RSc1569	RSBA7_01674
RSc1568	RSBA7_01675
RSc2899	RSBA7_02598
RSc1563	RSBA7_01680
RSc0231	RSBA7_00188
RSc2894	RSBA7_02593
RSc1562	RSBA7_01681
RSc2893	RSBA7_02592
RSc1561	RSBA7_01682
RSc2892	RSBA7_02591
RSc2891	RSBA7_02590
RSc1560	RSBA7_01683
RSc0230	RSBA7_00187
RSc1567	RSBA7_01676
RSc2898	RSBA7_02597
RSc0235	RSBA7_00191
RSc1566	RSBA7_01677
RSc0236	RSBA7_00192
RSc2897	RSBA7_02596
RSc1565	RSBA7_00833
RSc1565	RSBA7_01678
RSc0233	RSBA7_00189
RSc0233	RSBA7_01388
RSc2896	RSBA7_02595
RSc1564	RSBA7_01679
RSc2895	RSBA7_02594
RSc0234	RSBA7_00190
RSc1570	RSBA7_01673
RSc1570	RSBA7_02070
RSc1559	RSBA7_01684
RSc0229	RSBA7_00186
RSc1558	RSBA7_01685
RSc2889	RSBA7_02588
RSc0226	RSBA7_00184
RSc1557	RSBA7_01686
RSp1091	RSBA7_03637
RSp1092	RSBA7_03636
RSp1090	RSBA7_03638
RSp1095	RSBA7_03633
RSc0220	RSBA7_00178
RSc2883	RSBA7_02583
RSc2882	RSBA7_02582
RSp1096	RSBA7_03632
RSc0221	RSBA7_00179
RSc1550	RSBA7_01713
RSc1550	RSBA7_04071
RSc1550	RSBA7_04261
RSc1550	RSBA7_02083
RSc1550	RSBA7_04020
RSc1550	RSBA7_04188
RSc1550	RSBA7_04584
RSc1550	RSBA7_02680
RSc1550	RSBA7_04860
RSc1550	RSBA7_00583
RSc1550	RSBA7_03334
RSc1550	RSBA7_02566
RSc1550	RSBA7_00301
RSc1550	RSBA7_03458
RSc1550	RSBA7_02921
RSc1550	RSBA7_04307
RSc1550	RSBA7_00738
RSc1550	RSBA7_05066
RSc1550	RSBA7_04571
RSc1550	RSBA7_05069
RSc1550	RSBA7_02077
RSc1550	RSBA7_04256
RSc1550	RSBA7_02111
RSc1550	RSBA7_03441
RSc1550	RSBA7_05029
RSc1550	RSBA7_00331
RSc1550	RSBA7_02113
RSc1550	RSBA7_04015
RSc1550	RSBA7_00334
RSc1550	RSBA7_00336
RSc1550	RSBA7_00216
RSc1550	RSBA7_02629
RSc1550	RSBA7_05011
RSc1550	RSBA7_04043
RSc1550	RSBA7_05096
RSc1550	RSBA7_04240
RSc1550	RSBA7_05014
RSc1550	RSBA7_05058
RSc1550	RSBA7_00087
RSc1550	RSBA7_01693
RSc1550	RSBA7_03793
RSc1550	RSBA7_00682
RSc1550	RSBA7_04246
RSc1550	RSBA7_00563
RSc1550	RSBA7_04249
RSc1550	RSBA7_00202
RSc1550	RSBA7_00565
RSc1550	RSBA7_03118
RSc1550	RSBA7_03832
RSc1550	RSBA7_04206
RSc1550	RSBA7_04803
RSc1550	RSBA7_03826
RSc1550	RSBA7_00913
RSc1550	RSBA7_03629
RSc1550	RSBA7_05050
RSc1550	RSBA7_04272
RSc1550	RSBA7_04393
RSc1550	RSBA7_05043
RSc1550	RSBA7_04474
RSc1550	RSBA7_00592
RSc1550	RSBA7_04597
RSc1550	RSBA7_03664
RSc1550	RSBA7_04037
RSc1550	RSBA7_00673
RSc1550	RSBA7_01400
RSc1550	RSBA7_04633
RSc1550	RSBA7_02414
RSc1550	RSBA7_01403
RSc1550	RSBA7_04638
RSc2881	RSBA7_02581
RSp1093	RSBA7_03635
RSp1094	RSBA7_03214
RSp1094	RSBA7_03634
RSc2880	RSBA7_02580
RSc2887	RSBA7_02587
RSc1556	RSBA7_01687
RSc0224	RSBA7_00182
RSp1099	RSBA7_04472
RSc2886	RSBA7_02586
RSc0225	RSBA7_00183
RSc1555	RSBA7_01688
RSc2885	RSBA7_02585
RSc2885	RSBA7_04114
RSc0222	RSBA7_00180
RSp1097	RSBA7_03631
RSp1098	RSBA7_03161
RSp1098	RSBA7_04473
RSp1098	RSBA7_04731
RSp1098	RSBA7_04424
RSp1098	RSBA7_04427
RSc2884	RSBA7_02584
RSc2884	RSBA7_04113
RSc2884	RSBA7_04112
RSc0223	RSBA7_00181
RSc2890	RSBA7_02589
RSp1161	RSBA7_04514
RSc2079	RSBA7_01923
RSp1162	RSBA7_04515
RSc2078	RSBA7_01922
RSc2077	RSBA7_01921
RSp1160	RSBA7_04513
RSp1165	RSBA7_01704
RSp1166	RSBA7_01703
RSp1163	RSBA7_04516
RSc2083	RSBA7_01927
RSp1169	RSBA7_04374
RSc2082	RSBA7_01926
RSc2081	RSBA7_01925
RSp1167	RSBA7_04372
RSc2080	RSBA7_01924
RSp1168	RSBA7_04373
RSc2087	RSBA7_01931
RSc2086	RSBA7_01930
RSc2085	RSBA7_01929
RSc2084	RSBA7_01928
RSc2069	RSBA7_01913
RSc2067	RSBA7_01912
RSc2066	RSBA7_01911
RSc3397	RSBA7_03093
RSp1154	RSBA7_04506
RSc3398	RSBA7_03094
RSp1155	RSBA7_04507
RSp1152	RSBA7_02084
RSp1152	RSBA7_04818
RSp1152	RSBA7_03230
RSp1152	RSBA7_03893
RSp1152	RSBA7_04786
RSp1152	RSBA7_03124
RSp1152	RSBA7_04785
RSp1152	RSBA7_04678
RSp1152	RSBA7_03720
RSp1152	RSBA7_02081
RSp1152	RSBA7_03834
RSc3399	RSBA7_03416
RSp1153	RSBA7_04505
RSc2072	RSBA7_01916
RSp1158	RSBA7_04511
RSc2071	RSBA7_01915
RSc2071	RSBA7_01465
RSp1159	RSBA7_04512
RSc2070	RSBA7_01914
RSp1156	RSBA7_04509
RSp1157	RSBA7_04510
RSc2076	RSBA7_01920
RSc2075	RSBA7_01919
RSc2074	RSBA7_01918
RSc2073	RSBA7_01917
RSp1180	RSBA7_04527
RSc2058	RSBA7_01902
RSp1183	RSBA7_04530
RSc2057	RSBA7_01901
RSp1184	RSBA7_04531
RSc2056	RSBA7_01900
RSp1181	RSBA7_04528
RSc2055	RSBA7_01899
RSp1182	RSBA7_04529
RSc3386	RSBA7_00901
RSc3386	RSBA7_03080
RSp1187	RSBA7_04534
RSc3387	RSBA7_03081
RSp1188	RSBA7_04535
RSp1185	RSBA7_04532
RSc3388	RSBA7_03082
RSc2059	RSBA7_01903
RSp1186	RSBA7_04533
RSc3389	RSBA7_03085
RSc3393	RSBA7_02084
RSc3393	RSBA7_04818
RSc3393	RSBA7_03230
RSc3393	RSBA7_03893
RSc3393	RSBA7_04786
RSc3393	RSBA7_03124
RSc3393	RSBA7_04785
RSc3393	RSBA7_04678
RSc3393	RSBA7_03720
RSc3393	RSBA7_02081
RSc3393	RSBA7_03834
RSc2061	RSBA7_01905
RSc2060	RSBA7_01904
RSc3394	RSBA7_03090
RSp1189	RSBA7_04536
RSc3395	RSBA7_03091
RSc3396	RSBA7_03092
RSc2065	RSBA7_01910
RSc2064	RSBA7_01909
RSc3390	RSBA7_03086
RSc2063	RSBA7_01908
RSc3391	RSBA7_03087
RSc2062	RSBA7_01906
RSc3392	RSBA7_03088
RSc3379	RSBA7_03073
RSc3379	RSBA7_00341
RSc2047	RSBA7_01891
RSp1172	RSBA7_04518
RSc2046	RSBA7_01890
RSp1173	RSBA7_04519
RSc2045	RSBA7_01889
RSp1170	RSBA7_04375
RSc2044	RSBA7_01888
RSc3375	RSBA7_03071
RSp1176	RSBA7_04523
RSp1177	RSBA7_04525
RSc2049	RSBA7_01893
RSp1174	RSBA7_04521
RSc2048	RSBA7_01892
RSp1175	RSBA7_04522
RSc3382	RSBA7_03076
RSc2050	RSBA7_01894
RSc3383	RSBA7_03077
RSc3384	RSBA7_03078
RSp1178	RSBA7_04526
RSp1179	RSBA7_04629
RSp1179	RSBA7_00559
RSp1179	RSBA7_04815
RSp1179	RSBA7_04903
RSp1179	RSBA7_01938
RSp1179	RSBA7_05040
RSp1179	RSBA7_02161
RSp1179	RSBA7_04494
RSp1179	RSBA7_05074
RSp1179	RSBA7_03162
RSp1179	RSBA7_05031
RSp1179	RSBA7_05048
RSp1179	RSBA7_04421
RSp1179	RSBA7_04420
RSp1179	RSBA7_04961
RSp1179	RSBA7_00201
RSp1179	RSBA7_03228
RSp1179	RSBA7_03315
RSp1179	RSBA7_04813
RSc3385	RSBA7_03079
RSc2054	RSBA7_01898
RSc2053	RSBA7_01897
RSc2052	RSBA7_01896
RSc3380	RSBA7_03074
RSc2051	RSBA7_01895
RSc3381	RSBA7_03075
RSc3368	RSBA7_03065
RSc2036	RSBA7_01880
RSc2035	RSBA7_01879
RSc3369	RSBA7_03066
RSc2034	RSBA7_01878
RSc2033	RSBA7_01877
RSc3364	RSBA7_03061
RSc3365	RSBA7_03062
RSc2039	RSBA7_01883
RSc3366	RSBA7_03063
RSc2038	RSBA7_01882
RSc2037	RSBA7_01881
RSc3367	RSBA7_03064
RSc3371	RSBA7_03068
RSc3372	RSBA7_03069
RSc3373	RSBA7_03070
RSp1124	RSBA7_04366
RSp1124	RSBA7_01950
RSc3374	RSBA7_03072
RSc2043	RSBA7_01887
RSp1129	RSBA7_04490
RSc2042	RSBA7_01886
RSc2041	RSBA7_01885
RSp1127	RSBA7_04487
RSc3370	RSBA7_03067
RSc3370	RSBA7_00177
RSp1128	RSBA7_04488
RSc2040	RSBA7_01884
RSc2025	RSBA7_01872
RSc3357	RSBA7_03053
RSc3358	RSBA7_03056
RSc2024	RSBA7_01871
RSc3359	RSBA7_03057
RSc2022	RSBA7_01869
RSc2029	RSBA7_01873
RSc3353	RSBA7_03049
RSp1110	RSBA7_04480
RSc3354	RSBA7_03050
RSp1111	RSBA7_04481
RSc3355	RSBA7_03051
RSc3356	RSBA7_03052
RSp1114	RSBA7_04484
RSc3360	RSBA7_03058
RSc3361	RSBA7_03059
RSp1115	RSBA7_00425
RSp1112	RSBA7_04482
RSc3363	RSBA7_03060
RSp1113	RSBA7_04483
RSc2032	RSBA7_01876
RSc2031	RSBA7_01875
RSc2030	RSBA7_01874
RSp1116	RSBA7_00426
RSc2019	RSBA7_01866
RSc2014	RSBA7_01857
RSc3346	RSBA7_03043
RSp1140	RSBA7_00947
RSp1140	RSBA7_00122
RSp1140	RSBA7_04499
RSc2013	RSBA7_01856
RSc3347	RSBA7_03044
RSc3348	RSBA7_03045
RSc2012	RSBA7_01855
RSc2011	RSBA7_01854
RSc3349	RSBA7_03046
RSp1143	RSBA7_04502
RSc3342	RSBA7_03039
RSp1144	RSBA7_04503
RSc3343	RSBA7_03040
RSp1141	RSBA7_04500
RSp1141	RSBA7_03931
RSp1141	RSBA7_04539
RSc2016	RSBA7_01860
RSc3344	RSBA7_03041
RSc3345	RSBA7_03042
RSc2015	RSBA7_01858
RSc2015	RSBA7_01859
RSp1142	RSBA7_04501
RSc3350	RSBA7_03047
RSp1145	RSBA7_04504
RSp1146	RSBA7_03028
RSc3352	RSBA7_03048
RSc2021	RSBA7_01868
RSc2020	RSBA7_01867
RSc2009	RSBA7_01852
RSc2008	RSBA7_01851
RSc3339	RSBA7_03036
RSc2003	RSBA7_01846
RSc3335	RSBA7_03032
RSc2002	RSBA7_01845
RSc3336	RSBA7_03033
RSc2001	RSBA7_01844
RSc3337	RSBA7_03034
RSc2000	RSBA7_01842
RSc2000	RSBA7_03218
RSc3338	RSBA7_03035
RSc2007	RSBA7_01850
RSc3331	RSBA7_03027
RSc2006	RSBA7_01849
RSc3332	RSBA7_03028
RSc2005	RSBA7_01848
RSc3333	RSBA7_03030
RSp1130	RSBA7_04491
RSc3334	RSBA7_03031
RSc2004	RSBA7_01847
RSp1136	RSBA7_04629
RSp1136	RSBA7_00559
RSp1136	RSBA7_04815
RSp1136	RSBA7_04903
RSp1136	RSBA7_01938
RSp1136	RSBA7_05040
RSp1136	RSBA7_02161
RSp1136	RSBA7_04494
RSp1136	RSBA7_05074
RSp1136	RSBA7_03162
RSp1136	RSBA7_05031
RSp1136	RSBA7_05048
RSp1136	RSBA7_04421
RSp1136	RSBA7_04420
RSp1136	RSBA7_04961
RSp1136	RSBA7_00201
RSp1136	RSBA7_03228
RSp1136	RSBA7_03315
RSp1136	RSBA7_04813
RSp1137	RSBA7_04496
RSc3340	RSBA7_03037
RSc3341	RSBA7_03038
RSc2010	RSBA7_01853
RSp1138	RSBA7_04497
RSp1139	RSBA7_04243
RSp1139	RSBA7_04498
RSc2913	RSBA7_02612
RSc2912	RSBA7_02611
RSc2911	RSBA7_02610
RSc2910	RSBA7_02609
RSc2917	RSBA7_02616
RSc2916	RSBA7_02615
RSc2915	RSBA7_02614
RSc2914	RSBA7_02613
RSc2919	RSBA7_02618
RSc2918	RSBA7_02617
RSc2902	RSBA7_02601
RSc2901	RSBA7_02600
RSc2900	RSBA7_02599
RSc2906	RSBA7_02605
RSc2905	RSBA7_02604
RSc2904	RSBA7_02603
RSc2903	RSBA7_02602
RSc2909	RSBA7_02608
RSc2908	RSBA7_02607
RSc2907	RSBA7_02606
RSp1100	RSBA7_04471
RSp1103	RSBA7_04468
RSp1104	RSBA7_04465
RSp1101	RSBA7_04470
RSp1102	RSBA7_04469
RSp1107	RSBA7_04462
RSp1108	RSBA7_04461
RSp1105	RSBA7_04069
RSp1105	RSBA7_04464
RSp1106	RSBA7_04463
RSp1109	RSBA7_04460
RSp0670	RSBA7_03481
RSp0670	RSBA7_01700
RSp0671	RSBA7_04123
RSp0674	RSBA7_04120
RSp0675	RSBA7_04119
RSp0672	RSBA7_04122
RSp0673	RSBA7_04121
RSp0678	RSBA7_04116
RSp0679	RSBA7_04115
RSp0676	RSBA7_04118
RSp0677	RSBA7_04117
RSp0663	RSBA7_04131
RSp0664	RSBA7_04130
RSp0667	RSBA7_04127
RSp0668	RSBA7_04126
RSp0665	RSBA7_04129
RSp0666	RSBA7_04128
RSc2099	RSBA7_01945
RSp0692	RSBA7_04101
RSp0690	RSBA7_04103
RSp0691	RSBA7_04102
RSp0699	RSBA7_04100
RSc2089	RSBA7_01933
RSc2088	RSBA7_01932
RSp0681	RSBA7_02584
RSp0681	RSBA7_04113
RSp0681	RSBA7_04112
RSp0682	RSBA7_04111
RSp0680	RSBA7_02585
RSp0680	RSBA7_04114
RSc2094	RSBA7_01940
RSp0685	RSBA7_04108
RSc2093	RSBA7_01939
RSp0686	RSBA7_04107
RSc2092	RSBA7_01936
RSc2092	RSBA7_01937
RSp0683	RSBA7_04110
RSc2091	RSBA7_01935
RSp0684	RSBA7_04109
RSc2098	RSBA7_01944
RSp0689	RSBA7_04104
RSc2097	RSBA7_01943
RSp0687	RSBA7_04106
RSc2096	RSBA7_01942
RSc2095	RSBA7_01941
RSp0688	RSBA7_04105
RSc2090	RSBA7_01934
RSc0578	RSBA7_01714
RSc0578	RSBA7_04070
RSc0578	RSBA7_02082
RSc0578	RSBA7_04260
RSc0578	RSBA7_05030
RSc0578	RSBA7_04583
RSc0578	RSBA7_04861
RSc0578	RSBA7_04189
RSc0578	RSBA7_00584
RSc0578	RSBA7_03333
RSc0578	RSBA7_03457
RSc0578	RSBA7_05038
RSc0578	RSBA7_02920
RSc0578	RSBA7_04306
RSc0578	RSBA7_00302
RSc0578	RSBA7_02567
RSc0578	RSBA7_00217
RSc0578	RSBA7_00737
RSc0578	RSBA7_05065
RSc0578	RSBA7_04570
RSc0578	RSBA7_03440
RSc0578	RSBA7_04014
RSc0578	RSBA7_02078
RSc0578	RSBA7_04255
RSc0578	RSBA7_05068
RSc0578	RSBA7_00330
RSc0578	RSBA7_02112
RSc0578	RSBA7_02114
RSc0578	RSBA7_04018
RSc0578	RSBA7_00335
RSc0578	RSBA7_00337
RSc0578	RSBA7_02679
RSc0578	RSBA7_02628
RSc0578	RSBA7_05098
RSc0578	RSBA7_04042
RSc0578	RSBA7_05097
RSc0578	RSBA7_03792
RSc0578	RSBA7_00086
RSc0578	RSBA7_04245
RSc0578	RSBA7_05012
RSc0578	RSBA7_00681
RSc0578	RSBA7_05013
RSc0578	RSBA7_05057
RSc0578	RSBA7_01694
RSc0578	RSBA7_03630
RSc0578	RSBA7_03831
RSc0578	RSBA7_04205
RSc0578	RSBA7_00564
RSc0578	RSBA7_04248
RSc0578	RSBA7_00203
RSc0578	RSBA7_00566
RSc0578	RSBA7_03117
RSc0578	RSBA7_04802
RSc0578	RSBA7_03825
RSc0578	RSBA7_04639
RSc0578	RSBA7_00912
RSc0578	RSBA7_05051
RSc0578	RSBA7_05044
RSc0578	RSBA7_04273
RSc0578	RSBA7_04394
RSc0578	RSBA7_00591
RSc0578	RSBA7_04475
RSc0578	RSBA7_04038
RSc0578	RSBA7_04632
RSc0578	RSBA7_00672
RSc0578	RSBA7_03663
RSc0578	RSBA7_04598
RSc0578	RSBA7_01401
RSc0578	RSBA7_02413
RSc0578	RSBA7_04239
RSc0578	RSBA7_01404
RSc0579	RSBA7_01713
RSc0579	RSBA7_04071
RSc0579	RSBA7_04261
RSc0579	RSBA7_02083
RSc0579	RSBA7_04020
RSc0579	RSBA7_04188
RSc0579	RSBA7_04584
RSc0579	RSBA7_02680
RSc0579	RSBA7_04860
RSc0579	RSBA7_00583
RSc0579	RSBA7_03334
RSc0579	RSBA7_02566
RSc0579	RSBA7_00301
RSc0579	RSBA7_03458
RSc0579	RSBA7_02921
RSc0579	RSBA7_04307
RSc0579	RSBA7_00738
RSc0579	RSBA7_05066
RSc0579	RSBA7_04571
RSc0579	RSBA7_05069
RSc0579	RSBA7_02077
RSc0579	RSBA7_04256
RSc0579	RSBA7_02111
RSc0579	RSBA7_03441
RSc0579	RSBA7_05029
RSc0579	RSBA7_00331
RSc0579	RSBA7_02113
RSc0579	RSBA7_04015
RSc0579	RSBA7_00334
RSc0579	RSBA7_00336
RSc0579	RSBA7_00216
RSc0579	RSBA7_02629
RSc0579	RSBA7_05011
RSc0579	RSBA7_04043
RSc0579	RSBA7_05096
RSc0579	RSBA7_04240
RSc0579	RSBA7_05014
RSc0579	RSBA7_05058
RSc0579	RSBA7_00087
RSc0579	RSBA7_01693
RSc0579	RSBA7_03793
RSc0579	RSBA7_00682
RSc0579	RSBA7_04246
RSc0579	RSBA7_00563
RSc0579	RSBA7_04249
RSc0579	RSBA7_00202
RSc0579	RSBA7_00565
RSc0579	RSBA7_03118
RSc0579	RSBA7_03832
RSc0579	RSBA7_04206
RSc0579	RSBA7_04803
RSc0579	RSBA7_03826
RSc0579	RSBA7_00913
RSc0579	RSBA7_03629
RSc0579	RSBA7_05050
RSc0579	RSBA7_04272
RSc0579	RSBA7_04393
RSc0579	RSBA7_05043
RSc0579	RSBA7_04474
RSc0579	RSBA7_00592
RSc0579	RSBA7_04597
RSc0579	RSBA7_03664
RSc0579	RSBA7_04037
RSc0579	RSBA7_00673
RSc0579	RSBA7_01400
RSc0579	RSBA7_04633
RSc0579	RSBA7_02414
RSc0579	RSBA7_01403
RSc0579	RSBA7_04638
RSc0572	RSBA7_00615
RSc0573	RSBA7_00616
RSc0570	RSBA7_00613
RSc0571	RSBA7_00614
RSc0576	RSBA7_00619
RSc0577	RSBA7_00620
RSc0574	RSBA7_00617
RSc0575	RSBA7_00618
RSp0993	RSBA7_04289
RSp0994	RSBA7_03777
RSp0992	RSBA7_04288
RSp0997	RSBA7_04383
RSp0998	RSBA7_03776
RSc0580	RSBA7_00621
RSp0995	RSBA7_04386
RSp0996	RSBA7_04384
RSc0569	RSBA7_00612
RSc0567	RSBA7_00610
RSc0568	RSBA7_00611
RSc1893	RSBA7_01788
RSc0561	RSBA7_00604
RSc0562	RSBA7_00605
RSc1892	RSBA7_01787
RSc1891	RSBA7_01786
RSc0560	RSBA7_00603
RSc1890	RSBA7_01785
RSc0565	RSBA7_00608
RSc0566	RSBA7_00609
RSc1895	RSBA7_01790
RSc0563	RSBA7_00606
RSc0564	RSBA7_00607
RSc1894	RSBA7_01789
RSp0982	RSBA7_04869
RSp0983	RSBA7_04870
RSp0980	RSBA7_03413
RSp0986	RSBA7_04873
RSp0984	RSBA7_04871
RSp0985	RSBA7_04872
RSp0988	RSBA7_04286
RSp0989	RSBA7_04287
RSc0558	RSBA7_00580
RSc0558	RSBA7_00581
RSc1889	RSBA7_01784
RSc0559	RSBA7_00582
RSc0556	RSBA7_00579
RSc1888	RSBA7_01783
RSc0557	RSBA7_00580
RSc0557	RSBA7_00581
RSc1887	RSBA7_01782
RSc1882	RSBA7_02564
RSc1882	RSBA7_01777
RSc0550	RSBA7_00573
RSc0551	RSBA7_00574
RSc1881	RSBA7_01776
RSc1880	RSBA7_01775
RSc0554	RSBA7_00577
RSc1886	RSBA7_01781
RSc1885	RSBA7_01780
RSc1885	RSBA7_02561
RSc0555	RSBA7_00578
RSc1884	RSBA7_01779
RSc1884	RSBA7_02562
RSc0552	RSBA7_00575
RSc1883	RSBA7_02563
RSc1883	RSBA7_01778
RSc0553	RSBA7_00576
RSc0547	RSBA7_00570
RSc1879	RSBA7_01774
RSc1878	RSBA7_01773
RSc0548	RSBA7_00571
RSc1877	RSBA7_01772
RSc0545	RSBA7_00555
RSc0546	RSBA7_00556
RSc1876	RSBA7_01771
RSc0549	RSBA7_00572
RSc0540	RSBA7_00550
RSc1875	RSBA7_01770
RSc0543	RSBA7_00553
RSc1874	RSBA7_01769
RSc0544	RSBA7_00554
RSc1873	RSBA7_01768
RSc0541	RSBA7_00551
RSc1872	RSBA7_01767
RSc0542	RSBA7_00552
RSc0536	RSBA7_00546
RSc0537	RSBA7_00547
RSc0534	RSBA7_00543
RSc0535	RSBA7_00545
RSc0538	RSBA7_00548
RSc0539	RSBA7_00549
RSc1860	RSBA7_02614
RSc0532	RSBA7_00540
RSc0533	RSBA7_00541
RSc0530	RSBA7_00538
RSc0531	RSBA7_00539
RSp0950	RSBA7_02440
RSp0950	RSBA7_03855
RSp0954	RSBA7_02441
RSp0954	RSBA7_03856
RSp0951	RSBA7_02441
RSp0951	RSBA7_03856
RSp0957	RSBA7_03525
RSp0955	RSBA7_03513
RSp0955	RSBA7_03857
RSp0956	RSBA7_03789
RSc0525	RSBA7_00532
RSc0526	RSBA7_00533
RSc0523	RSBA7_00530
RSc0524	RSBA7_00531
RSc0529	RSBA7_00537
RSc1859	RSBA7_02615
RSc0527	RSBA7_00534
RSc1858	RSBA7_02616
RSc0528	RSBA7_00535
RSc0521	RSBA7_00528
RSc0522	RSBA7_00529
RSc0520	RSBA7_00527
RSp0942	RSBA7_03846
RSp0943	RSBA7_03847
RSp0940	RSBA7_03844
RSp0941	RSBA7_03845
RSp0946	RSBA7_03850
RSp0947	RSBA7_03851
RSp0944	RSBA7_03848
RSp0945	RSBA7_03849
RSp0945	RSBA7_01006
RSp0948	RSBA7_03852
RSp0949	RSBA7_03854
RSp0949	RSBA7_02438
RSc0514	RSBA7_00521
RSc0515	RSBA7_00522
RSc0512	RSBA7_00519
RSc0513	RSBA7_00520
RSc0518	RSBA7_00525
RSc0519	RSBA7_00526
RSc0516	RSBA7_00523
RSc0517	RSBA7_00524
RSc0510	RSBA7_00517
RSc0511	RSBA7_00518
RSc1841	RSBA7_01479
RSp0972	RSBA7_03405
RSp0970	RSBA7_03397
RSp0975	RSBA7_03408
RSp0976	RSBA7_03409
RSp0973	RSBA7_03406
RSp0974	RSBA7_03407
RSp0979	RSBA7_03412
RSp0977	RSBA7_03410
RSp0978	RSBA7_03411
RSc0503	RSBA7_00510
RSc0504	RSBA7_00511
RSc0501	RSBA7_00508
RSc0502	RSBA7_00509
RSc1839	RSBA7_04297
RSc1839	RSBA7_01709
RSc0507	RSBA7_00514
RSc0508	RSBA7_00515
RSc1838	RSBA7_03787
RSc0505	RSBA7_00512
RSc0506	RSBA7_00513
RSc1831	RSBA7_01692
RSc1830	RSBA7_01696
RSc0500	RSBA7_00507
RSp0960	RSBA7_03890
RSp0961	RSBA7_03889
RSp0964	RSBA7_03403
RSp0965	RSBA7_03402
RSp0962	RSBA7_03888
RSp0963	RSBA7_03404
RSp0968	RSBA7_03399
RSp0969	RSBA7_03398
RSc0509	RSBA7_00516
RSp0966	RSBA7_03401
RSp0967	RSBA7_03400
RSc1029	RSBA7_01001
RSc1024	RSBA7_00996
RSc2355	RSBA7_02135
RSc1023	RSBA7_00995
RSc2354	RSBA7_02134
RSc2353	RSBA7_02133
RSc2352	RSBA7_02132
RSc1021	RSBA7_00994
RSc1028	RSBA7_01000
RSc1027	RSBA7_00999
RSc2358	RSBA7_02138
RSc2357	RSBA7_02137
RSc1026	RSBA7_00998
RSc1025	RSBA7_00997
RSc2356	RSBA7_02136
RSc1031	RSBA7_01003
RSc2362	RSBA7_02143
RSc1030	RSBA7_01002
RSc2361	RSBA7_02142
RSc2360	RSBA7_02141
RSc1019	RSBA7_00992
RSc2349	RSBA7_02129
RSc1018	RSBA7_00991
RSc1013	RSBA7_00986
RSc2344	RSBA7_02123
RSc2343	RSBA7_02122
RSc1012	RSBA7_00985
RSc2342	RSBA7_02121
RSc1011	RSBA7_00984
RSc1010	RSBA7_00983
RSc2341	RSBA7_02120
RSc2348	RSBA7_02127
RSc1017	RSBA7_00990
RSc2347	RSBA7_02126
RSc1016	RSBA7_00989
RSc1015	RSBA7_00988
RSc2346	RSBA7_02125
RSc2345	RSBA7_00342
RSc2345	RSBA7_02124
RSc1014	RSBA7_00987
RSc1020	RSBA7_00993
RSc2351	RSBA7_02131
RSc2350	RSBA7_02130
RSp0902	RSBA7_03796
RSp0900	RSBA7_04877
RSc1008	RSBA7_00982
RSc2339	RSBA7_02118
RSc2338	RSBA7_02116
RSc1007	RSBA7_00981
RSc1002	RSBA7_00976
RSc2332	RSBA7_01692
RSc1001	RSBA7_00975
RSc2331	RSBA7_01696
RSc1000	RSBA7_00974
RSc2337	RSBA7_02104
RSc1006	RSBA7_00980
RSc1005	RSBA7_00979
RSc2335	RSBA7_01692
RSc1004	RSBA7_00978
RSc1003	RSBA7_00977
RSc2340	RSBA7_02119
RSp0931	RSBA7_03835
RSp0932	RSBA7_03836
RSp0932	RSBA7_02076
RSp0932	RSBA7_00489
RSp0932	RSBA7_03106
RSp0930	RSBA7_03788
RSp0935	RSBA7_03839
RSp0936	RSBA7_03840
RSp0933	RSBA7_03837
RSp0933	RSBA7_02075
RSp0934	RSBA7_03838
RSp0939	RSBA7_03843
RSp0937	RSBA7_03841
RSp0938	RSBA7_03842
RSc2328	RSBA7_02623
RSc2327	RSBA7_02624
RSc2322	RSBA7_03665
RSc2321	RSBA7_03666
RSp0924	RSBA7_03783
RSp0925	RSBA7_04953
