RSc0338	RSK60_01405
RSp1098	RSK60_02022
RSp1098	RSK60_03894
RSp1098	RSK60_04621
RSp1098	RSK60_03649
RSc2884	RSK60_04194
RSc2884	RSK60_02370
RSc0223	RSK60_01513
RSc2890	RSK60_02363
RSp1161	RSK60_04663
RSc2079	RSK60_03099
RSp1162	RSK60_04664
RSc2078	RSK60_03100
RSc2077	RSK60_03101
RSp1160	RSK60_04662
RSp1165	RSK60_03326
RSp1166	RSK60_03327
RSp1163	RSK60_04665
RSc2083	RSK60_03095
RSp1169	RSK60_04877
RSc2082	RSK60_03096
RSc2081	RSK60_03097
RSp1167	RSK60_04875
RSc2080	RSK60_03098
RSp1168	RSK60_04876
RSc2087	RSK60_03091
RSc2086	RSK60_03092
RSc2085	RSK60_03093
RSc2084	RSK60_03094
RSc2069	RSK60_03109
RSc2067	RSK60_03110
RSc2066	RSK60_03111
RSc3397	RSK60_01778
RSp1154	RSK60_04655
RSc3398	RSK60_01777
RSp1155	RSK60_04656
RSp1152	RSK60_03388
RSp1152	RSK60_04465
RSc3399	RSK60_04922
RSp1153	RSK60_04654
RSc2072	RSK60_03106
RSp1158	RSK60_04660
RSc2071	RSK60_00181
RSc2071	RSK60_03107
RSp1159	RSK60_04661
RSc2070	RSK60_03108
RSp1156	RSK60_04658
RSp1157	RSK60_04659
RSc2076	RSK60_03102
RSc2075	RSK60_03103
RSc2074	RSK60_03104
RSc2073	RSK60_03105
RSc2058	RSK60_03121
RSc2057	RSK60_03122
RSp1184	RSK60_04676
RSc2056	RSK60_03123
RSc2055	RSK60_03124
RSc3386	RSK60_00782
RSc3386	RSK60_01790
RSp1187	RSK60_04679
RSc3387	RSK60_01789
RSp1188	RSK60_04680
RSp1185	RSK60_04677
RSc3388	RSK60_01788
RSc2059	RSK60_03120
RSp1186	RSK60_04678
RSc3389	RSK60_01786
RSc3393	RSK60_03388
RSc3393	RSK60_04465
RSc2061	RSK60_03118
RSc2060	RSK60_03119
RSc3394	RSK60_01781
RSp1189	RSK60_04681
RSc3395	RSK60_01780
RSc3396	RSK60_01779
RSc2065	RSK60_03112
RSc2064	RSK60_03114
RSc3390	RSK60_01785
RSc2063	RSK60_03115
RSc3391	RSK60_01784
RSc2062	RSK60_03117
RSc3392	RSK60_01783
RSc3379	RSK60_01799
RSc3379	RSK60_01402
RSc2047	RSK60_03132
RSp1172	RSK60_04667
RSc2046	RSK60_03133
RSp1173	RSK60_04668
RSc2045	RSK60_03134
RSp1170	RSK60_04878
RSc2044	RSK60_03135
RSc3375	RSK60_01801
RSp1176	RSK60_04672
RSp1177	RSK60_04674
RSc2049	RSK60_03130
RSp1174	RSK60_04670
RSc2048	RSK60_03131
RSp1175	RSK60_04671
RSc3382	RSK60_01796
RSc2050	RSK60_03129
RSc3383	RSK60_01795
RSc3384	RSK60_01794
RSp1178	RSK60_04675
RSp1179	RSK60_04952
RSp1179	RSK60_00751
RSc3385	RSK60_01791
RSc2054	RSK60_03125
RSc2053	RSK60_03126
RSc2052	RSK60_03127
RSc3380	RSK60_01798
RSc2051	RSK60_03128
RSc3381	RSK60_01797
RSc3368	RSK60_01807
RSc2036	RSK60_03143
RSc2035	RSK60_03144
RSc3369	RSK60_01806
RSc2034	RSK60_03145
RSc2033	RSK60_03146
RSc3364	RSK60_01811
RSc3365	RSK60_01810
RSc2039	RSK60_03140
RSc3366	RSK60_01809
RSc2038	RSK60_03141
RSc2037	RSK60_03142
RSc3367	RSK60_01808
RSc3371	RSK60_01804
RSc3372	RSK60_01803
RSc3373	RSK60_01802
RSp1124	RSK60_04868
RSp1124	RSK60_03074
RSc3374	RSK60_01800
RSc2043	RSK60_03136
RSp1129	RSK60_04644
RSc2042	RSK60_03137
RSc2041	RSK60_03138
RSp1127	RSK60_04641
RSc3370	RSK60_01517
RSc3370	RSK60_01805
RSp1128	RSK60_04642
RSc2040	RSK60_03139
RSc2025	RSK60_03151
RSc3357	RSK60_01818
RSc3358	RSK60_01815
RSc2024	RSK60_03152
RSc3359	RSK60_01814
RSc2022	RSK60_03154
RSc2029	RSK60_03150
RSc3353	RSK60_01822
RSp1110	RSK60_04634
RSc3354	RSK60_01821
RSp1111	RSK60_04635
RSc3355	RSK60_01820
RSc3356	RSK60_01819
RSp1114	RSK60_04638
RSc3360	RSK60_01813
RSc3361	RSK60_01812
RSp1112	RSK60_04636
RSp1113	RSK60_04637
RSc2032	RSK60_03147
RSc2031	RSK60_03148
RSc2030	RSK60_03149
RSc2019	RSK60_03157
RSc2014	RSK60_03161
RSc3346	RSK60_01830
RSp1140	RSK60_00745
RSp1140	RSK60_01601
RSp1140	RSK60_04648
RSc2013	RSK60_03162
RSc3347	RSK60_01829
RSc3348	RSK60_01828
RSc2012	RSK60_03163
RSc2011	RSK60_03164
RSc3349	RSK60_01827
RSp1143	RSK60_04651
RSc3342	RSK60_01834
RSc2018	RSK60_03158
RSp1144	RSK60_04652
RSc3343	RSK60_01833
RSp1141	RSK60_04354
RSp1141	RSK60_04684
RSp1141	RSK60_04649
RSc2016	RSK60_03159
RSc3344	RSK60_01832
RSc3345	RSK60_01831
RSc2015	RSK60_03160
RSp1142	RSK60_04650
RSc3350	RSK60_01824
RSc3351	RSK60_01996
RSc3351	RSK60_04172
RSp1145	RSK60_04653
RSp1146	RSK60_01846
RSc3352	RSK60_01823
RSc2021	RSK60_03155
RSc2020	RSK60_03156
RSc2009	RSK60_03166
RSc2008	RSK60_03167
RSc3339	RSK60_01837
RSc2003	RSK60_03174
RSc3335	RSK60_01841
RSc2002	RSK60_03175
RSc3336	RSK60_01840
RSc2001	RSK60_03176
RSc3337	RSK60_01839
RSc2000	RSK60_03178
RSc2000	RSK60_03704
RSc3338	RSK60_01838
RSc2007	RSK60_03168
RSc3331	RSK60_01847
RSc2006	RSK60_03169
RSc3332	RSK60_01846
RSc2005	RSK60_03170
RSc3333	RSK60_01843
RSc3334	RSK60_01842
RSc2004	RSK60_03171
RSp1136	RSK60_04952
RSp1136	RSK60_00751
RSp1137	RSK60_04645
RSc3340	RSK60_01836
RSp1135	RSK60_01291
RSp1135	RSK60_02054
RSp1135	RSK60_02463
RSp1135	RSK60_00841
RSp1135	RSK60_01155
RSp1135	RSK60_03338
RSp1135	RSK60_04184
RSc3341	RSK60_01835
RSc2010	RSK60_03165
RSp1138	RSK60_04646
RSp1139	RSK60_04896
RSp1139	RSK60_04647
RSc2913	RSK60_02340
RSc2912	RSK60_02341
RSc2911	RSK60_02342
RSc2910	RSK60_02343
RSc2917	RSK60_02336
RSc2916	RSK60_02337
RSc2915	RSK60_02338
RSc2914	RSK60_02339
RSc2919	RSK60_02334
RSc2918	RSK60_02335
RSc2902	RSK60_02351
RSc2901	RSK60_02352
RSc2900	RSK60_02353
RSc2906	RSK60_02347
RSc2905	RSK60_02348
RSc2904	RSK60_02349
RSc2903	RSK60_02350
RSc2909	RSK60_02344
RSc2908	RSK60_02345
RSc2907	RSK60_02346
RSp1100	RSK60_04623
RSp1103	RSK60_04626
RSp1104	RSK60_04627
RSp1101	RSK60_04624
RSp1102	RSK60_04625
RSp1107	RSK60_04630
RSp1108	RSK60_04631
RSp1105	RSK60_04628
RSp1106	RSK60_04629
RSp1109	RSK60_04632
RSp0670	RSK60_03330
RSp0670	RSK60_04851
RSp0674	RSK60_04187
RSp0675	RSK60_04188
RSp0673	RSK60_04186
RSp0678	RSK60_04191
RSp0679	RSK60_04192
RSp0676	RSK60_04189
RSp0677	RSK60_04190
RSp0663	RSK60_04173
RSp0664	RSK60_04174
RSp0667	RSK60_04177
RSp0668	RSK60_04178
RSp0665	RSK60_04175
RSp0666	RSK60_04176
RSc2099	RSK60_03079
RSp0692	RSK60_04206
RSp0693	RSK60_02077
RSp0690	RSK60_04204
RSp0691	RSK60_04205
RSp0696	RSK60_02074
RSp0697	RSK60_02073
RSp0694	RSK60_02076
RSp0695	RSK60_02075
RSp0698	RSK60_02072
RSp0699	RSK60_04207
RSc2089	RSK60_03089
RSc2088	RSK60_03090
RSp0681	RSK60_04194
RSp0681	RSK60_02370
RSp0682	RSK60_04195
RSp0680	RSK60_02369
RSp0680	RSK60_04193
RSc2094	RSK60_03084
RSp0685	RSK60_04198
RSc2093	RSK60_03085
RSp0686	RSK60_04199
RSc2092	RSK60_03086
RSp0683	RSK60_04196
RSc2091	RSK60_03087
RSp0684	RSK60_04197
RSc2098	RSK60_03080
RSp0689	RSK60_04203
RSc2097	RSK60_03081
RSp0687	RSK60_04200
RSc2096	RSK60_03082
RSc2095	RSK60_03083
RSp0688	RSK60_04202
RSc2090	RSK60_03088
RSc0578	RSK60_05089
RSc0578	RSK60_03271
RSc0572	RSK60_01111
RSc0573	RSK60_01110
RSc0570	RSK60_01113
RSc0571	RSK60_01112
RSc0576	RSK60_01107
RSc0577	RSK60_01106
RSc0574	RSK60_01109
RSc0575	RSK60_01108
RSp0993	RSK60_04045
RSp0994	RSK60_04468
RSp0992	RSK60_04046
RSp0998	RSK60_04469
RSc0580	RSK60_01105
RSc0569	RSK60_01114
RSc0567	RSK60_01116
RSc0568	RSK60_01115
RSc1898	RSK60_03401
RSc1893	RSK60_03229
RSc0561	RSK60_01122
RSc0562	RSK60_01121
RSc1892	RSK60_03230
RSc1891	RSK60_03231
RSc0560	RSK60_01123
RSc1890	RSK60_03232
RSc0565	RSK60_01118
RSc0566	RSK60_01117
RSc1895	RSK60_03441
RSc1895	RSK60_03227
RSc0563	RSK60_01120
RSc0564	RSK60_01119
RSc1894	RSK60_03228
RSp0982	RSK60_04990
RSp0983	RSK60_04991
RSp0980	RSK60_04924
RSp0986	RSK60_04994
RSp0984	RSK60_04992
RSp0985	RSK60_04993
RSp0988	RSK60_04048
RSp0989	RSK60_04047
RSc0558	RSK60_01128
RSc0558	RSK60_01127
RSc1889	RSK60_03233
RSc0559	RSK60_01126
RSc0556	RSK60_01129
RSc1888	RSK60_03234
RSc0557	RSK60_01128
RSc0557	RSK60_01127
RSc1887	RSK60_03235
RSc1882	RSK60_03240
RSc1882	RSK60_02388
RSc0550	RSK60_01135
RSc0551	RSK60_01134
RSc1881	RSK60_03241
RSc1880	RSK60_03242
RSc0554	RSK60_01131
RSc1886	RSK60_03236
RSc1885	RSK60_03237
RSc1885	RSK60_02391
RSc0555	RSK60_01130
RSc1884	RSK60_03238
RSc1884	RSK60_02390
RSc0552	RSK60_01133
RSc1883	RSK60_02389
RSc1883	RSK60_03239
RSc0553	RSK60_01132
RSc0547	RSK60_01138
RSc1879	RSK60_03243
RSc1878	RSK60_03246
RSc0548	RSK60_01137
RSc1877	RSK60_03247
RSc0545	RSK60_01144
RSc0545	RSK60_01143
RSc0546	RSK60_01142
RSc1876	RSK60_03248
RSc0549	RSK60_01136
RSc1871	RSK60_03850
RSc1871	RSK60_00750
RSc1871	RSK60_00074
RSc1871	RSK60_00073
RSc0540	RSK60_01149
RSc1875	RSK60_03249
RSc0543	RSK60_01146
RSc1874	RSK60_03250
RSc0544	RSK60_01145
RSc1873	RSK60_03251
RSc0541	RSK60_01148
RSc1872	RSK60_03252
RSc0542	RSK60_01147
RSc0536	RSK60_01154
RSc0537	RSK60_01153
RSc0538	RSK60_01152
RSc0539	RSK60_01150
RSc1860	RSK60_02338
RSc0532	RSK60_01158
RSc0533	RSK60_01157
RSc0530	RSK60_01160
RSc0531	RSK60_01159
RSp0950	RSK60_02529
RSp0953	RSK60_01737
RSp0953	RSK60_03376
RSp0953	RSK60_04069
RSp0953	RSK60_02323
RSp0953	RSK60_04070
RSp0954	RSK60_02528
RSp0951	RSK60_02528
RSp0952	RSK60_03377
RSp0952	RSK60_02894
RSp0952	RSK60_02324
RSp0952	RSK60_04071
RSp0952	RSK60_04072
RSp0952	RSK60_01738
RSp0957	RSK60_04813
RSp0956	RSK60_04454
RSc0525	RSK60_01166
RSc0526	RSK60_01165
RSc1856	RSK60_00174
RSc0523	RSK60_01168
RSc1855	RSK60_05067
RSc1855	RSK60_01306
RSc1855	RSK60_02048
RSc1855	RSK60_01530
RSc1855	RSK60_05072
RSc1855	RSK60_04262
RSc0524	RSK60_01167
RSc0529	RSK60_01161
RSc1859	RSK60_02337
RSc0527	RSK60_01164
RSc1858	RSK60_02336
RSc0528	RSK60_01163
RSc0521	RSK60_01170
RSc0522	RSK60_01169
RSc0520	RSK60_01171
RSp0945	RSK60_00686
RSp0949	RSK60_02531
RSc0514	RSK60_01177
RSc0515	RSK60_01176
RSc0512	RSK60_01179
RSc0513	RSK60_01178
RSc0518	RSK60_01173
RSc0519	RSK60_01172
RSc0516	RSK60_01175
RSc0517	RSK60_01174
RSc0510	RSK60_01181
RSc0511	RSK60_01180
RSc1841	RSK60_00147
RSp0972	RSK60_04932
RSp0970	RSK60_04940
RSp0975	RSK60_04929
RSp0976	RSK60_04928
RSp0973	RSK60_04931
RSp0974	RSK60_04930
RSp0979	RSK60_04925
RSp0977	RSK60_04927
RSp0978	RSK60_04926
RSc0503	RSK60_01192
RSc0504	RSK60_01191
RSc0501	RSK60_01194
RSc0502	RSK60_01193
RSc1839	RSK60_03323
RSc0507	RSK60_01186
RSc0508	RSK60_01183
RSc0505	RSK60_01190
RSc0506	RSK60_01189
RSc1830	RSK60_00633
RSc0500	RSK60_01195
RSp0960	RSK60_04392
RSp0961	RSK60_04393
RSp0964	RSK60_04934
RSp0965	RSK60_04935
RSp0962	RSK60_04394
RSp0963	RSK60_04933
RSp0968	RSK60_04938
RSp0969	RSK60_04939
RSc0509	RSK60_01182
RSp0966	RSK60_04936
RSp0967	RSK60_04937
RSc1029	RSK60_00691
RSc1024	RSK60_00696
RSc2355	RSK60_02873
RSc1023	RSK60_00697
RSc2354	RSK60_02874
RSc2353	RSK60_02875
RSc2352	RSK60_02876
RSc1021	RSK60_00698
RSc1028	RSK60_00692
RSc1027	RSK60_00693
RSc2358	RSK60_02870
RSc2357	RSK60_02871
RSc1026	RSK60_00694
RSc1025	RSK60_00695
RSc2356	RSK60_02872
RSc1031	RSK60_00689
RSc2362	RSK60_02865
RSc1030	RSK60_00690
RSc2361	RSK60_02866
RSc2360	RSK60_02867
RSc1019	RSK60_00700
RSc2349	RSK60_02879
RSc1018	RSK60_00701
RSc1013	RSK60_00706
RSc2344	RSK60_02884
RSc2343	RSK60_02885
RSc1012	RSK60_00707
RSc2342	RSK60_02886
RSc1011	RSK60_00708
RSc1010	RSK60_00709
RSc2341	RSK60_02887
RSc2348	RSK60_02880
RSc1017	RSK60_00702
RSc2347	RSK60_02881
RSc1016	RSK60_00703
RSc1015	RSK60_00704
RSc2346	RSK60_02882
RSc2345	RSK60_01401
RSc2345	RSK60_02883
RSc1014	RSK60_00705
RSc1020	RSK60_00699
RSc2351	RSK60_02877
RSc2350	RSK60_02878
RSp0902	RSK60_04449
RSp0900	RSK60_04998
RSc1009	RSK60_01996
RSc1009	RSK60_04172
RSc1008	RSK60_00710
RSc2339	RSK60_02889
RSc2338	RSK60_02890
RSc1007	RSK60_00711
RSc2333	RSK60_03377
RSc2333	RSK60_02894
RSc2333	RSK60_02324
RSc2333	RSK60_04071
RSc2333	RSK60_04072
RSc2333	RSK60_01738
RSc1002	RSK60_00716
RSc1001	RSK60_00717
RSc2331	RSK60_00633
RSc1000	RSK60_00718
RSc2337	RSK60_02891
RSc1006	RSK60_00712
RSc1005	RSK60_00713
RSc1004	RSK60_00714
RSc2334	RSK60_01737
RSc2334	RSK60_03376
RSc2334	RSK60_04069
RSc2334	RSK60_02323
RSc2334	RSK60_04070
RSc1003	RSK60_00715
RSc2340	RSK60_02888
RSp0932	RSK60_02939
RSp0932	RSK60_01766
RSp0932	RSK60_01213
RSp0930	RSK60_04455
RSp0933	RSK60_02940
RSp0924	RSK60_04459
RSp0928	RSK60_05100
RSc2311	RSK60_02896
RSc2310	RSK60_01946
RSc2310	RSK60_03729
RSc2310	RSK60_02127
RSc2310	RSK60_02897
RSc2310	RSK60_01296
RSc2312	RSK60_02895
RSc2308	RSK60_02899
RSc2307	RSK60_02900
RSc2306	RSK60_02901
RSc2305	RSK60_02902
RSc2309	RSK60_02898
RSc2300	RSK60_02907
RSc2304	RSK60_02903
RSc2303	RSK60_02904
RSc2302	RSK60_02905
RSc2301	RSK60_02906
RSc0594	RSK60_01088
RSc0595	RSK60_01087
RSc0592	RSK60_02707
RSc0592	RSK60_01090
RSc0593	RSK60_01089
RSc0598	RSK60_01083
RSc0599	RSK60_01082
RSc0599	RSK60_01081
RSc0596	RSK60_01085
RSc0597	RSK60_01084
RSc0589	RSK60_01094
RSc0583	RSK60_01104
RSc0584	RSK60_01103
RSc0587	RSK60_01098
RSc0588	RSK60_03940
RSc0588	RSK60_01095
RSc0585	RSK60_01100
RSc0586	RSK60_01099
RSc0590	RSK60_01092
RSc0591	RSK60_01091
RSp0190	RSK60_03761
RSp0193	RSK60_03762
RSp0194	RSK60_03763
RSp0192	RSK60_04798
RSp0197	RSK60_03766
RSp0198	RSK60_03767
RSp0195	RSK60_03764
RSp0196	RSK60_03765
RSp0199	RSK60_03768
RSp0182	RSK60_03756
RSp0181	RSK60_03753
RSp0189	RSK60_03760
RSc1097	RSK60_00634
RSc1095	RSK60_00635
RSc1094	RSK60_00636
RSc1079	RSK60_00638
RSc1078	RSK60_00639
RSc1077	RSK60_00640
RSc1076	RSK60_00641
RSc1080	RSK60_04336
RSc1086	RSK60_01359
RSc1068	RSK60_00652
RSc2399	RSK60_02819
RSp1480	RSK60_04901
RSp0150	RSK60_01946
RSp0150	RSK60_03729
RSp0150	RSK60_02127
RSp0150	RSK60_02897
RSp0150	RSK60_01296
RSc1067	RSK60_00653
RSc2398	RSK60_02820
RSp1481	RSK60_04902
RSc1066	RSK60_00654
RSc2397	RSK60_02821
RSc1065	RSK60_00655
RSc2396	RSK60_02822
RSp1484	RSK60_04906
RSp1485	RSK60_04907
RSp1482	RSK60_04904
RSp0151	RSK60_03730
RSc1069	RSK60_00651
RSp1483	RSK60_04905
RSc1071	RSK60_00649
RSp1488	RSK60_04910
RSp0157	RSK60_03732
RSc1070	RSK60_00650
RSp1489	RSK60_04911
RSp0155	RSK60_02195
RSp0155	RSK60_04251
RSp0155	RSK60_04250
RSp1486	RSK60_04908
RSp0156	RSK60_01291
RSp0156	RSK60_02054
RSp0156	RSK60_02463
RSp0156	RSK60_00841
RSp0156	RSK60_01155
RSp0156	RSK60_03338
RSp0156	RSK60_04184
RSp1487	RSK60_04909
RSc1075	RSK60_00642
RSc1074	RSK60_00643
RSc1073	RSK60_00644
RSc1072	RSK60_00648
RSc2388	RSK60_02366
RSc1057	RSK60_00663
RSc2387	RSK60_02830
RSc1056	RSK60_00664
RSp1470	RSK60_04864
RSc1055	RSK60_00665
RSc2386	RSK60_02831
RSc1054	RSK60_00666
RSc2385	RSK60_02832
RSp1473	RSK60_04867
RSp0142	RSK60_03721
RSp0143	RSK60_03722
RSp1471	RSK60_00168
RSp1471	RSK60_00167
RSp1471	RSK60_04865
RSp1471	RSK60_03759
RSc1059	RSK60_00661
RSp0140	RSK60_03719
RSc1058	RSK60_00662
RSc2389	RSK60_02829
RSp0141	RSK60_03720
RSp1472	RSK60_04866
RSc2391	RSK60_02827
RSc1060	RSK60_00660
RSp0146	RSK60_03725
RSc2390	RSK60_02828
RSp1478	RSK60_04382
RSp0147	RSK60_03726
RSp1475	RSK60_04870
RSp1475	RSK60_04725
RSp0144	RSK60_03723
RSp0145	RSK60_03724
RSc1064	RSK60_00656
RSc2395	RSK60_02823
RSc1063	RSK60_00657
RSc2394	RSK60_02824
RSc2393	RSK60_02825
RSc1062	RSK60_00658
RSp1479	RSK60_04381
RSp0148	RSK60_03727
RSc1061	RSK60_00659
RSc2392	RSK60_02826
RSp0149	RSK60_03728
RSc1046	RSK60_00674
RSc2377	RSK60_02840
RSp0171	RSK60_03746
RSc1045	RSK60_00675
RSc2376	RSK60_02841
RSp0172	RSK60_03747
RSc1044	RSK60_00676
RSc2375	RSK60_02842
RSc1043	RSK60_00677
RSc2374	RSK60_02843
RSc1049	RSK60_00671
RSc2379	RSK60_02838
RSc1048	RSK60_00672
RSp0173	RSK60_03748
RSc1047	RSK60_00673
RSc2378	RSK60_02839
RSp0174	RSK60_03749
RSc2380	RSK60_02837
RSp0179	RSK60_03752
RSp0177	RSK60_03750
RSp0178	RSK60_03751
RSc1053	RSK60_00667
RSc2384	RSK60_02833
RSc1052	RSK60_00668
RSc2383	RSK60_02834
RSc1051	RSK60_00669
RSc2382	RSK60_02835
RSc1050	RSK60_00670
RSc2381	RSK60_02836
RSc2366	RSK60_02852
RSc1035	RSK60_00685
RSp0160	RSK60_03735
RSp1491	RSK60_04913
RSc1034	RSK60_00686
RSc2365	RSK60_02853
RSp0161	RSK60_03736
RSp1492	RSK60_04914
RSc1033	RSK60_00687
RSc2363	RSK60_02864
RSc1032	RSK60_00688
RSp1490	RSK60_04912
RSp1495	RSK60_04917
RSc1039	RSK60_00681
RSp0164	RSK60_03739
RSp1496	RSK60_04918
RSc1038	RSK60_00682
RSc2369	RSK60_02848
RSp0165	RSK60_03740
RSp0162	RSK60_03737
RSc2368	RSK60_02849
RSc1037	RSK60_00683
RSc1036	RSK60_00684
RSc2367	RSK60_02850
RSp0163	RSK60_03738
RSp0168	RSK60_03744
RSp1499	RSK60_04980
RSp0169	RSK60_03745
RSp0166	RSK60_02056
RSp0166	RSK60_03742
RSp1497	RSK60_04978
RSp0167	RSK60_03743
RSp1498	RSK60_04979
RSc1042	RSK60_00678
RSc2373	RSK60_02844
RSc1041	RSK60_00679
RSc2372	RSK60_02845
RSc1040	RSK60_00680
RSc2371	RSK60_02846
RSc2370	RSK60_02847
RSc0613	RSK60_01065
RSc1944	RSK60_05058
RSc1944	RSK60_03683
RSc1944	RSK60_03862
RSc1944	RSK60_03863
RSc0611	RSK60_01067
RSc1942	RSK60_03860
RSc1942	RSK60_03686
RSc1942	RSK60_04534
RSc1942	RSK60_03687
RSc0612	RSK60_01066
RSc0617	RSK60_05104
RSc0618	RSK60_01060
RSc0616	RSK60_02071
RSc1941	RSK60_03435
RSp0110	RSK60_03694
RSp1441	RSK60_04840
RSc0610	RSK60_01068
RSp0113	RSK60_03697
RSp0114	RSK60_03698
RSp1442	RSK60_04841
RSp0111	RSK60_03695
RSp1443	RSK60_04842
RSp0112	RSK60_03696
RSp1448	RSK60_01903
RSp0118	RSK60_04324
RSp0115	RSK60_03699
RSp1447	RSK60_02393
RSp1447	RSK60_04837
RSp0116	RSK60_03700
RSp0116	RSK60_04617
RSp0119	RSK60_03701
RSc0602	RSK60_01078
RSc1934	RSK60_03429
RSc0603	RSK60_01077
RSc1933	RSK60_03428
RSc0600	RSK60_01080
RSc1932	RSK60_03427
RSc0601	RSK60_01079
RSc1931	RSK60_03426
RSc0606	RSK60_01073
RSc1938	RSK60_03433
RSc0607	RSK60_01072
RSc0607	RSK60_02695
RSc1937	RSK60_03432
RSc0604	RSK60_01075
RSc1936	RSK60_03431
RSc0605	RSK60_01074
RSc1935	RSK60_03430
RSc1930	RSK60_03425
RSp0102	RSK60_00867
RSp0102	RSK60_01317
RSp0102	RSK60_01845
RSp0102	RSK60_01351
RSp0102	RSK60_03063
RSp0102	RSK60_03374
RSp0102	RSK60_03442
RSp0102	RSK60_04312
RSp0102	RSK60_03113
RSp0102	RSK60_04201
RSp0102	RSK60_02135
RSp0102	RSK60_03017
RSp0102	RSK60_03755
RSp0102	RSK60_04557
RSp0102	RSK60_02727
RSp0103	RSK60_05058
RSp0103	RSK60_03683
RSp0103	RSK60_03862
RSp0103	RSK60_03863
RSp0100	RSK60_03678
RSp0101	RSK60_03679
RSp0106	RSK60_03690
RSp0107	RSK60_03691
RSp0104	RSK60_03685
RSp0104	RSK60_03861
RSp0105	RSK60_03860
RSp0105	RSK60_03686
RSp0105	RSK60_04534
RSp0105	RSK60_03687
RSp1439	RSK60_00518
RSp0108	RSK60_03692
RSc0608	RSK60_01071
RSc0608	RSK60_01070
RSp0109	RSK60_03693
RSc0609	RSK60_01069
RSc1939	RSK60_03434
RSc1923	RSK60_03420
RSc1922	RSK60_03419
RSc1921	RSK60_03418
RSc1920	RSK60_03417
RSc1925	RSK60_03422
RSc1924	RSK60_03421
RSp1462	RSK60_04855
RSp0132	RSK60_03713
RSp1463	RSK60_04856
RSp1460	RSK60_04852
RSp1461	RSK60_04854
RSp0135	RSK60_03716
RSp0136	RSK60_00825
RSp1464	RSK60_04857
RSp0133	RSK60_03714
RSp1465	RSK60_04858
RSp0134	RSK60_03715
RSp0139	RSK60_03718
RSp0138	RSK60_03717
RSc1929	RSK60_03424
RSc1928	RSK60_03423
RSc1912	RSK60_03409
RSc1911	RSK60_03408
RSc1916	RSK60_03412
RSc1914	RSK60_03411
RSc1913	RSK60_03410
RSp0120	RSK60_03702
RSp1451	RSK60_04844
RSp0121	RSK60_03177
RSp0121	RSK60_03703
RSp0124	RSK60_03708
RSp1455	RSK60_04848
RSp1456	RSK60_04849
RSp0122	RSK60_03178
RSp0122	RSK60_03704
RSp1453	RSK60_04846
RSp0123	RSK60_03705
RSp1454	RSK60_04847
RSp0126	RSK60_01291
RSp0126	RSK60_02054
RSp0126	RSK60_02463
RSp0126	RSK60_00841
RSp0126	RSK60_01155
RSp0126	RSK60_03338
RSp0126	RSK60_04184
RSp1457	RSK60_04850
RSp0127	RSK60_01996
RSp0127	RSK60_04172
RSp1458	RSK60_03330
RSp1458	RSK60_04851
RSc1919	RSK60_03416
RSc1918	RSK60_03414
RSc1917	RSK60_03413
RSc1900	RSK60_03403
RSc1904	RSK60_03405
RSp1401	RSK60_04822
RSp1401	RSK60_03647
RSp1404	RSK60_04825
RSp1405	RSK60_04826
RSp1402	RSK60_04823
RSp1403	RSK60_04824
RSp1408	RSK60_04829
RSc1909	RSK60_03408
RSp1409	RSK60_04830
RSc1908	RSK60_03407
RSp1406	RSK60_04827
RSc1907	RSK60_03406
RSp1407	RSK60_04828
RSp1421	RSK60_04838
RSp1411	RSK60_04832
RSp1412	RSK60_04833
RSp1410	RSK60_04831
RSp1415	RSK60_04835
RSp1416	RSK60_04836
RSp1413	RSK60_04834
RSp1419	RSK60_03991
RSp1417	RSK60_03989
RSp1418	RSK60_03990
RSc0459	RSK60_01238
RSc0457	RSK60_01240
RSc1789	RSK60_00131
RSc0458	RSK60_01239
RSc1788	RSK60_00130
RSc1783	RSK60_00125
RSc1782	RSK60_00124
RSc0452	RSK60_01245
RSc1781	RSK60_00123
RSc1780	RSK60_00122
RSc0450	RSK60_01246
RSc0455	RSK60_01242
RSc1787	RSK60_00129
RSc0456	RSK60_01241
RSc1786	RSK60_00128
RSc0453	RSK60_01244
RSc1785	RSK60_00127
RSc1784	RSK60_00126
RSc0454	RSK60_01243
RSp0872	RSK60_04375
RSp0873	RSK60_04376
RSp0870	RSK60_04373
RSp0871	RSK60_04374
RSc1790	RSK60_00132
RSp0876	RSK60_04379
RSp0877	RSK60_04380
RSp0874	RSK60_04377
RSp0875	RSK60_04378
RSp0878	RSK60_04383
RSp0879	RSK60_04384
RSc0448	RSK60_01248
RSc0449	RSK60_01247
RSc1779	RSK60_01520
RSc0446	RSK60_01250
RSc1778	RSK60_01521
RSc0447	RSK60_01249
RSc1777	RSK60_01522
RSc1772	RSK60_00118
RSc0440	RSK60_01257
RSc0441	RSK60_01256
RSc1771	RSK60_00117
RSc1770	RSK60_00116
RSc0444	RSK60_01252
RSc1775	RSK60_01526
RSc1775	RSK60_01524
RSc0445	RSK60_01251
RSc0442	RSK60_01255
RSc1774	RSK60_00120
RSc1773	RSK60_00119
RSc0443	RSK60_01253
RSp0861	RSK60_04364
RSp0862	RSK60_04365
RSp0860	RSK60_04363
RSp0865	RSK60_04368
RSp0866	RSK60_04369
RSp0863	RSK60_04366
RSp0864	RSK60_04367
RSp0869	RSK60_04372
