RSc0338	RSRUN2340_00371
RSc0272	RSRUN2340_00304
RSc0270	RSRUN2340_00302
RSc0259	RSRUN2340_00290
RSp1080	RSRUN2340_04610
RSp1081	RSRUN2340_04612
RSp1084	RSRUN2340_04615
RSc0253	RSRUN2340_00282
RSc1585	RSRUN2340_01374
RSc1584	RSRUN2340_01372
RSp1085	RSRUN2340_04616
RSc0254	RSRUN2340_00285
RSc1583	RSRUN2340_01371
RSp1082	RSRUN2340_04613
RSc0252	RSRUN2340_04657
RSc0252	RSRUN2340_04658
RSc0252	RSRUN2340_04889
RSc0252	RSRUN2340_04662
RSc0252	RSRUN2340_05048
RSc0252	RSRUN2340_03591
RSc1582	RSRUN2340_01370
RSp1083	RSRUN2340_04614
RSc0257	RSRUN2340_00288
RSc1589	RSRUN2340_01379
RSc1588	RSRUN2340_01378
RSc0258	RSRUN2340_00289
RSp1089	RSRUN2340_04619
RSc0255	RSRUN2340_00286
RSc1587	RSRUN2340_01377
RSp1086	RSRUN2340_04617
RSc0256	RSRUN2340_00287
RSp1087	RSRUN2340_04618
RSc1586	RSRUN2340_01376
RSc0260	RSRUN2340_00291
RSc1592	RSRUN2340_01382
RSc1591	RSRUN2340_05128
RSc1591	RSRUN2340_01381
RSc0261	RSRUN2340_00292
RSc1590	RSRUN2340_01380
RSc0248	RSRUN2340_01017
RSc0248	RSRUN2340_02442
RSc0248	RSRUN2340_02780
RSc0249	RSRUN2340_01578
RSc0249	RSRUN2340_00276
RSc0249	RSRUN2340_00278
RSc1579	RSRUN2340_01367
RSp1073	RSRUN2340_04603
RSp1073	RSRUN2340_04600
RSp1073	RSRUN2340_04601
RSp1073	RSRUN2340_04599
RSp1073	RSRUN2340_04596
RSp1073	RSRUN2340_04586
RSp1073	RSRUN2340_04593
RSc0242	RSRUN2340_00267
RSp1074	RSRUN2340_04604
RSc1573	RSRUN2340_01361
RSc0243	RSRUN2340_00268
RSp1071	RSRUN2340_04603
RSp1071	RSRUN2340_04600
RSp1071	RSRUN2340_04601
RSp1071	RSRUN2340_04599
RSp1071	RSRUN2340_04596
RSp1071	RSRUN2340_04586
RSp1071	RSRUN2340_04593
RSc1572	RSRUN2340_01360
RSc0240	RSRUN2340_00265
RSc1571	RSRUN2340_01359
RSc1571	RSRUN2340_00944
RSc0241	RSRUN2340_00266
RSp1072	RSRUN2340_04602
RSc0246	RSRUN2340_01578
RSc0246	RSRUN2340_00276
RSc0246	RSRUN2340_00278
RSc1578	RSRUN2340_01366
RSp1077	RSRUN2340_04607
RSc0247	RSRUN2340_02779
RSc0247	RSRUN2340_01018
RSc0247	RSRUN2340_02443
RSc1577	RSRUN2340_01365
RSp1078	RSRUN2340_04608
RSc1576	RSRUN2340_01363
RSc0244	RSRUN2340_00269
RSp1075	RSRUN2340_04605
RSc1575	RSRUN2340_01362
RSc0245	RSRUN2340_00270
RSp1076	RSRUN2340_04606
RSp1079	RSRUN2340_04609
RSc1581	RSRUN2340_01369
RSc1580	RSRUN2340_01368
RSc0250	RSRUN2340_00272
RSc0239	RSRUN2340_00264
RSc0237	RSRUN2340_00262
RSc1569	RSRUN2340_01357
RSc1568	RSRUN2340_01356
RSc2899	RSRUN2340_02996
RSc0238	RSRUN2340_00263
RSc1563	RSRUN2340_01351
RSc0231	RSRUN2340_00257
RSc2894	RSRUN2340_02991
RSc1562	RSRUN2340_01350
RSc2893	RSRUN2340_02990
RSc0232	RSRUN2340_00258
RSc1561	RSRUN2340_01349
RSc2892	RSRUN2340_02989
RSc2891	RSRUN2340_02988
RSc1560	RSRUN2340_01348
RSc0230	RSRUN2340_00256
RSc1567	RSRUN2340_01355
RSc2898	RSRUN2340_02995
RSc0235	RSRUN2340_00260
RSc1566	RSRUN2340_01354
RSc0236	RSRUN2340_00261
RSc2897	RSRUN2340_02994
RSc1565	RSRUN2340_01353
RSc1565	RSRUN2340_00818
RSc0233	RSRUN2340_00259
RSc0233	RSRUN2340_01718
RSc2896	RSRUN2340_02993
RSc1564	RSRUN2340_01352
RSc2895	RSRUN2340_02992
RSc1570	RSRUN2340_01358
RSc1570	RSRUN2340_00943
RSc1559	RSRUN2340_01347
RSc0229	RSRUN2340_00254
RSc1558	RSRUN2340_01346
RSc2889	RSRUN2340_02986
RSc0226	RSRUN2340_00252
RSc1557	RSRUN2340_01345
RSp1091	RSRUN2340_04621
RSp1092	RSRUN2340_04622
RSp1090	RSRUN2340_04620
RSp1095	RSRUN2340_04628
RSc0220	RSRUN2340_00247
RSc2883	RSRUN2340_02981
RSc2882	RSRUN2340_02980
RSp1096	RSRUN2340_04629
RSc0221	RSRUN2340_00248
RSc1550	RSRUN2340_04374
RSc2881	RSRUN2340_02979
RSp1093	RSRUN2340_04626
RSp1094	RSRUN2340_04627
RSp1094	RSRUN2340_03631
RSc2880	RSRUN2340_02978
RSc2887	RSRUN2340_02985
RSc1556	RSRUN2340_01344
RSc0224	RSRUN2340_00250
RSp1099	RSRUN2340_04632
RSc2886	RSRUN2340_02984
RSc0225	RSRUN2340_00251
RSc1555	RSRUN2340_01343
RSc2885	RSRUN2340_04216
RSc2885	RSRUN2340_02983
RSc0222	RSRUN2340_00249
RSp1097	RSRUN2340_04630
RSp1098	RSRUN2340_02349
RSp1098	RSRUN2340_03577
RSp1098	RSRUN2340_04631
RSp1098	RSRUN2340_03312
RSp1098	RSRUN2340_03860
RSp1098	RSRUN2340_02352
RSp1098	RSRUN2340_00219
RSc2884	RSRUN2340_04217
RSc2884	RSRUN2340_02982
RSc2890	RSRUN2340_02987
RSp1161	RSRUN2340_04730
RSc2079	RSRUN2340_01133
RSp1162	RSRUN2340_04731
RSc2078	RSRUN2340_01134
RSc2077	RSRUN2340_01135
RSp1160	RSRUN2340_04729
RSp1165	RSRUN2340_04734
RSp1166	RSRUN2340_04735
RSp1163	RSRUN2340_04732
RSp1164	RSRUN2340_04733
RSc2083	RSRUN2340_01129
RSp1169	RSRUN2340_04738
RSc2082	RSRUN2340_01130
RSc2081	RSRUN2340_01131
RSp1167	RSRUN2340_04736
RSc2080	RSRUN2340_01132
RSp1168	RSRUN2340_04737
RSc2087	RSRUN2340_01125
RSc2086	RSRUN2340_01126
RSc2085	RSRUN2340_01127
RSc2084	RSRUN2340_01128
RSc2069	RSRUN2340_01143
RSc2067	RSRUN2340_01144
RSc2066	RSRUN2340_01145
RSc3397	RSRUN2340_03508
RSp1154	RSRUN2340_04722
RSc3398	RSRUN2340_03509
RSp1155	RSRUN2340_04723
RSp1152	RSRUN2340_01340
RSp1152	RSRUN2340_05186
RSp1152	RSRUN2340_00192
RSp1152	RSRUN2340_03705
RSc3399	RSRUN2340_03510
RSp1153	RSRUN2340_04721
RSc2072	RSRUN2340_01140
RSp1158	RSRUN2340_04727
RSc2071	RSRUN2340_01662
RSc2071	RSRUN2340_01141
RSp1159	RSRUN2340_04728
RSc2070	RSRUN2340_01142
RSp1156	RSRUN2340_04725
RSp1157	RSRUN2340_04726
RSc2076	RSRUN2340_01136
RSc2075	RSRUN2340_01137
RSc2074	RSRUN2340_01138
RSc2073	RSRUN2340_01139
RSc2058	RSRUN2340_01154
RSp1183	RSRUN2340_04748
RSc2057	RSRUN2340_01155
RSp1184	RSRUN2340_04749
RSc2056	RSRUN2340_01156
RSc2055	RSRUN2340_01157
RSc3386	RSRUN2340_03496
RSc3386	RSRUN2340_02295
RSp1187	RSRUN2340_04752
RSc3387	RSRUN2340_03497
RSp1188	RSRUN2340_04753
RSp1185	RSRUN2340_04750
RSc3388	RSRUN2340_03498
RSc2059	RSRUN2340_01153
RSp1186	RSRUN2340_04751
RSc3389	RSRUN2340_03500
RSc3393	RSRUN2340_01340
RSc3393	RSRUN2340_05186
RSc3393	RSRUN2340_00192
RSc3393	RSRUN2340_03705
RSc2061	RSRUN2340_01151
RSc2060	RSRUN2340_01152
RSc3394	RSRUN2340_03505
RSp1189	RSRUN2340_04754
RSc3395	RSRUN2340_03506
RSc3396	RSRUN2340_03507
RSc2065	RSRUN2340_01146
RSc2064	RSRUN2340_01147
RSc3390	RSRUN2340_03501
RSc2063	RSRUN2340_01148
RSc3391	RSRUN2340_03502
RSc2062	RSRUN2340_01150
RSc3392	RSRUN2340_03503
RSc3379	RSRUN2340_00374
RSc3379	RSRUN2340_03489
RSc2047	RSRUN2340_01165
RSp1172	RSRUN2340_04741
RSc2046	RSRUN2340_01166
RSp1173	RSRUN2340_04742
RSc2045	RSRUN2340_01167
RSp1170	RSRUN2340_04739
RSc2044	RSRUN2340_01168
RSp1171	RSRUN2340_04740
RSc3375	RSRUN2340_03483
RSp1176	RSRUN2340_04745
RSp1177	RSRUN2340_04746
RSc3376	RSRUN2340_03484
RSc2049	RSRUN2340_01163
RSp1174	RSRUN2340_04743
RSc3377	RSRUN2340_03485
RSc2048	RSRUN2340_01164
RSp1175	RSRUN2340_04744
RSc3378	RSRUN2340_03486
RSc3382	RSRUN2340_03492
RSc2050	RSRUN2340_01162
RSc3383	RSRUN2340_03493
RSc3384	RSRUN2340_03494
RSp1178	RSRUN2340_04747
RSp1179	RSRUN2340_04082
RSp1179	RSRUN2340_01717
RSp1179	RSRUN2340_00459
RSp1179	RSRUN2340_01647
RSp1179	RSRUN2340_03605
RSp1179	RSRUN2340_00737
RSp1179	RSRUN2340_00730
RSp1179	RSRUN2340_02438
RSp1179	RSRUN2340_03236
RSp1179	RSRUN2340_04106
RSp1179	RSRUN2340_00277
RSp1179	RSRUN2340_04862
RSp1179	RSRUN2340_01575
RSp1179	RSRUN2340_03254
RSp1179	RSRUN2340_00184
RSp1179	RSRUN2340_04175
RSp1179	RSRUN2340_04590
RSc3385	RSRUN2340_03495
RSc2054	RSRUN2340_01158
RSc2053	RSRUN2340_01159
RSc2052	RSRUN2340_01160
RSc3380	RSRUN2340_03490
RSc2051	RSRUN2340_01161
RSc3381	RSRUN2340_03491
RSc3368	RSRUN2340_03476
RSc2036	RSRUN2340_01176
RSc2035	RSRUN2340_01177
RSc3369	RSRUN2340_03477
RSc2034	RSRUN2340_01178
RSc2033	RSRUN2340_01179
RSc3364	RSRUN2340_03472
RSp1121	RSRUN2340_04672
RSc3365	RSRUN2340_03473
RSc2039	RSRUN2340_01173
RSp1122	RSRUN2340_04673
RSc3366	RSRUN2340_03474
RSc2038	RSRUN2340_01174
RSc2037	RSRUN2340_01175
RSc3367	RSRUN2340_03475
RSc3371	RSRUN2340_03479
RSc3372	RSRUN2340_03480
RSp1126	RSRUN2340_04676
RSc3373	RSRUN2340_03481
RSp1123	RSRUN2340_04674
RSp1124	RSRUN2340_03714
RSp1124	RSRUN2340_04675
RSc3374	RSRUN2340_03482
RSc2043	RSRUN2340_01169
RSp1129	RSRUN2340_04680
RSc2042	RSRUN2340_01170
RSc2041	RSRUN2340_01171
RSp1127	RSRUN2340_04677
RSc3370	RSRUN2340_00246
RSc3370	RSRUN2340_03478
RSp1128	RSRUN2340_04678
RSc2040	RSRUN2340_01172
RSc2025	RSRUN2340_01184
RSc3357	RSRUN2340_03464
RSc3358	RSRUN2340_03465
RSc2024	RSRUN2340_01185
RSc3359	RSRUN2340_03466
RSc2022	RSRUN2340_01187
RSc2029	RSRUN2340_01183
RSc3353	RSRUN2340_03460
RSp1110	RSRUN2340_04643
RSc3354	RSRUN2340_03461
RSp1111	RSRUN2340_04644
RSc3355	RSRUN2340_03462
RSc3356	RSRUN2340_03463
RSp1114	RSRUN2340_04647
RSc3360	RSRUN2340_03467
RSc3361	RSRUN2340_03468
RSp1115	RSRUN2340_04648
RSp1112	RSRUN2340_04645
RSc3362	RSRUN2340_03469
RSc3363	RSRUN2340_03470
RSc3363	RSRUN2340_03471
RSp1113	RSRUN2340_04646
RSc2032	RSRUN2340_01180
RSc2031	RSRUN2340_01181
RSc2030	RSRUN2340_01182
RSp1116	RSRUN2340_04649
RSc2019	RSRUN2340_01190
RSc2014	RSRUN2340_01195
RSc3346	RSRUN2340_03454
RSp1140	RSRUN2340_04715
RSp1140	RSRUN2340_00143
RSp1140	RSRUN2340_02256
RSc2013	RSRUN2340_01196
RSc3347	RSRUN2340_03455
RSc3348	RSRUN2340_02404
RSc3348	RSRUN2340_03456
RSc2012	RSRUN2340_01197
RSc2011	RSRUN2340_01198
RSc3349	RSRUN2340_03457
RSp1143	RSRUN2340_04718
RSc3342	RSRUN2340_03450
RSc2018	RSRUN2340_01191
RSp1144	RSRUN2340_04719
RSc3343	RSRUN2340_03451
RSc2017	RSRUN2340_01192
RSp1141	RSRUN2340_04757
RSp1141	RSRUN2340_04297
RSp1141	RSRUN2340_04716
RSc2016	RSRUN2340_01193
RSc3344	RSRUN2340_03452
RSc3345	RSRUN2340_03453
RSc2015	RSRUN2340_01194
RSp1142	RSRUN2340_04717
RSc3350	RSRUN2340_03458
RSc3351	RSRUN2340_05000
RSc3351	RSRUN2340_05042
RSp1145	RSRUN2340_04720
RSp1146	RSRUN2340_03441
RSc3352	RSRUN2340_03459
RSc2021	RSRUN2340_01188
RSc2020	RSRUN2340_01189
RSc2009	RSRUN2340_01200
RSc2008	RSRUN2340_01201
RSc3339	RSRUN2340_03447
RSc2003	RSRUN2340_01206
RSc2002	RSRUN2340_01207
RSc2001	RSRUN2340_01208
RSc3337	RSRUN2340_03445
RSc2000	RSRUN2340_03638
RSc2000	RSRUN2340_01209
RSc3338	RSRUN2340_03446
RSc2007	RSRUN2340_01202
RSc3331	RSRUN2340_03440
RSc2006	RSRUN2340_01203
RSc3332	RSRUN2340_03441
RSc2005	RSRUN2340_01204
RSc3333	RSRUN2340_03443
RSp1130	RSRUN2340_04681
RSc3334	RSRUN2340_03444
RSc2004	RSRUN2340_01205
RSp1131	RSRUN2340_04682
RSp1136	RSRUN2340_04082
RSp1136	RSRUN2340_01717
RSp1136	RSRUN2340_00459
RSp1136	RSRUN2340_01647
RSp1136	RSRUN2340_03605
RSp1136	RSRUN2340_00737
RSp1136	RSRUN2340_00730
RSp1136	RSRUN2340_02438
RSp1136	RSRUN2340_03236
RSp1136	RSRUN2340_04106
RSp1136	RSRUN2340_00277
RSp1136	RSRUN2340_04862
RSp1136	RSRUN2340_01575
RSp1136	RSRUN2340_03254
RSp1136	RSRUN2340_00184
RSp1136	RSRUN2340_04175
RSp1136	RSRUN2340_04590
RSc3340	RSRUN2340_03448
RSc3341	RSRUN2340_03449
RSc2010	RSRUN2340_01199
RSc2913	RSRUN2340_03010
RSc2912	RSRUN2340_03009
RSc2911	RSRUN2340_03008
RSc2910	RSRUN2340_03007
RSc2917	RSRUN2340_03014
RSc2917	RSRUN2340_01652
RSc2916	RSRUN2340_01653
RSc2916	RSRUN2340_03013
RSc2915	RSRUN2340_01654
RSc2915	RSRUN2340_03012
RSc2914	RSRUN2340_03011
RSc2919	RSRUN2340_03016
RSc2918	RSRUN2340_03015
RSc2902	RSRUN2340_02999
RSc2901	RSRUN2340_02998
RSc2900	RSRUN2340_02997
RSc2906	RSRUN2340_03003
RSc2905	RSRUN2340_03002
RSc2904	RSRUN2340_03001
RSc2903	RSRUN2340_03000
RSc2909	RSRUN2340_03006
RSc2908	RSRUN2340_03005
RSc2907	RSRUN2340_03004
RSp1100	RSRUN2340_04633
RSp1103	RSRUN2340_04636
RSp1104	RSRUN2340_04637
RSp1101	RSRUN2340_04634
RSp1102	RSRUN2340_04635
RSp1107	RSRUN2340_04640
RSp1108	RSRUN2340_04641
RSp1105	RSRUN2340_04638
RSp1105	RSRUN2340_04684
RSp1106	RSRUN2340_04639
RSp1109	RSRUN2340_04642
RSp0670	RSRUN2340_01016
RSp0670	RSRUN2340_04206
RSp0670	RSRUN2340_04988
RSp0671	RSRUN2340_04207
RSp0674	RSRUN2340_04210
RSp0675	RSRUN2340_04211
RSp0672	RSRUN2340_04208
RSp0673	RSRUN2340_04209
RSp0678	RSRUN2340_04214
RSp0679	RSRUN2340_04215
RSp0676	RSRUN2340_04212
RSp0677	RSRUN2340_04213
RSp0660	RSRUN2340_04169
RSp0663	RSRUN2340_04198
RSp0664	RSRUN2340_04199
RSp0667	RSRUN2340_04202
RSp0668	RSRUN2340_04203
RSp0665	RSRUN2340_04200
RSp0666	RSRUN2340_04201
RSp0669	RSRUN2340_04204
RSc2099	RSRUN2340_01113
RSp0692	RSRUN2340_04228
RSp0693	RSRUN2340_04229
RSp0690	RSRUN2340_04226
RSp0691	RSRUN2340_04227
RSp0696	RSRUN2340_04232
RSp0697	RSRUN2340_04233
RSp0694	RSRUN2340_04230
RSp0695	RSRUN2340_04231
RSp0698	RSRUN2340_04234
RSp0699	RSRUN2340_04235
RSc2089	RSRUN2340_01123
RSc2088	RSRUN2340_01124
RSp0681	RSRUN2340_04217
RSp0681	RSRUN2340_02982
RSp0682	RSRUN2340_04218
RSp0680	RSRUN2340_04216
RSp0680	RSRUN2340_02983
RSc2094	RSRUN2340_01118
RSp0685	RSRUN2340_04221
RSc2093	RSRUN2340_01119
RSp0686	RSRUN2340_04222
RSc2092	RSRUN2340_01120
RSp0683	RSRUN2340_04219
RSc2091	RSRUN2340_01121
RSp0684	RSRUN2340_04220
RSc2098	RSRUN2340_01114
RSp0689	RSRUN2340_04225
RSc2097	RSRUN2340_01115
RSp0687	RSRUN2340_04223
RSc2096	RSRUN2340_01116
RSc2095	RSRUN2340_01117
RSp0688	RSRUN2340_04224
RSc2090	RSRUN2340_01122
RSc0578	RSRUN2340_04475
RSc0578	RSRUN2340_04373
RSc0578	RSRUN2340_03271
RSc0578	RSRUN2340_04052
RSc0579	RSRUN2340_04374
RSc0572	RSRUN2340_00624
RSc0573	RSRUN2340_00625
RSc0570	RSRUN2340_00622
RSc0571	RSRUN2340_00623
RSc0576	RSRUN2340_00628
RSc0577	RSRUN2340_00629
RSc0574	RSRUN2340_00626
RSc0575	RSRUN2340_00627
RSp0993	RSRUN2340_04514
RSp0994	RSRUN2340_04515
RSp0992	RSRUN2340_04513
RSp0997	RSRUN2340_04518
RSp0998	RSRUN2340_04519
RSc0580	RSRUN2340_00630
RSp0995	RSRUN2340_04516
RSp0996	RSRUN2340_04517
RSc0569	RSRUN2340_00621
RSc0567	RSRUN2340_00617
RSc0568	RSRUN2340_00620
RSc1893	RSRUN2340_01263
RSc0561	RSRUN2340_00611
RSc0562	RSRUN2340_00612
RSc1892	RSRUN2340_01264
RSc1891	RSRUN2340_01265
RSc0560	RSRUN2340_00610
RSc1890	RSRUN2340_01266
RSc0565	RSRUN2340_00615
RSc0566	RSRUN2340_00616
RSc1895	RSRUN2340_01261
RSc0563	RSRUN2340_00613
RSc0564	RSRUN2340_00614
RSc1894	RSRUN2340_01262
RSp0982	RSRUN2340_04503
RSp0983	RSRUN2340_04506
RSp0980	RSRUN2340_04501
RSp0981	RSRUN2340_04502
RSp0986	RSRUN2340_04509
RSp0987	RSRUN2340_04510
RSp0984	RSRUN2340_04507
RSp0985	RSRUN2340_04508
RSp0988	RSRUN2340_04511
RSp0989	RSRUN2340_04512
RSc0558	RSRUN2340_00607
RSc0558	RSRUN2340_00608
RSc1889	RSRUN2340_01267
RSc0559	RSRUN2340_00609
RSc0556	RSRUN2340_00606
RSc1888	RSRUN2340_01268
RSc0557	RSRUN2340_00607
RSc0557	RSRUN2340_00608
RSc1887	RSRUN2340_01269
RSc1882	RSRUN2340_02965
RSc1882	RSRUN2340_01274
RSc0550	RSRUN2340_00600
RSc0551	RSRUN2340_00601
RSc1881	RSRUN2340_01275
RSc1880	RSRUN2340_01276
RSc0554	RSRUN2340_00604
RSc1886	RSRUN2340_01270
RSc1885	RSRUN2340_02962
RSc1885	RSRUN2340_01271
RSc0555	RSRUN2340_00605
RSc1884	RSRUN2340_02963
RSc1884	RSRUN2340_01272
RSc0552	RSRUN2340_00602
RSc1883	RSRUN2340_02964
RSc1883	RSRUN2340_01273
RSc0553	RSRUN2340_00603
RSc0547	RSRUN2340_00597
RSc1879	RSRUN2340_01277
RSc1878	RSRUN2340_01278
RSc0548	RSRUN2340_00598
RSc1877	RSRUN2340_01279
RSc0545	RSRUN2340_00594
RSc0546	RSRUN2340_00595
RSc1876	RSRUN2340_01280
RSc0549	RSRUN2340_00599
RSc0540	RSRUN2340_00589
RSc1875	RSRUN2340_01281
RSc0543	RSRUN2340_00592
RSc1874	RSRUN2340_01282
RSc0544	RSRUN2340_00593
RSc1873	RSRUN2340_02112
RSc1873	RSRUN2340_01283
RSc0541	RSRUN2340_00590
RSc1872	RSRUN2340_01284
RSc0542	RSRUN2340_00591
RSc0536	RSRUN2340_00581
RSc1868	RSRUN2340_02603
RSc0537	RSRUN2340_00582
RSc0534	RSRUN2340_00579
RSc1866	RSRUN2340_02601
RSc1865	RSRUN2340_02598
RSc0538	RSRUN2340_00583
RSc0539	RSRUN2340_00588
RSc1860	RSRUN2340_01654
RSc1860	RSRUN2340_03012
RSc0532	RSRUN2340_00576
RSc0533	RSRUN2340_00577
RSc1863	RSRUN2340_01657
RSc0530	RSRUN2340_00574
RSc1862	RSRUN2340_01656
RSc0531	RSRUN2340_00575
RSc1861	RSRUN2340_01655
RSp0950	RSRUN2340_02832
RSp0950	RSRUN2340_04469
RSp0953	RSRUN2340_01017
RSp0953	RSRUN2340_02442
RSp0953	RSRUN2340_02780
RSp0954	RSRUN2340_02833
RSp0954	RSRUN2340_04470
RSp0951	RSRUN2340_02833
RSp0951	RSRUN2340_04470
RSp0952	RSRUN2340_02779
RSp0952	RSRUN2340_01018
RSp0952	RSRUN2340_02443
RSp0957	RSRUN2340_04478
RSp0958	RSRUN2340_04479
RSp0955	RSRUN2340_03851
RSp0955	RSRUN2340_04471
RSp0956	RSRUN2340_04477
RSp0959	RSRUN2340_04480
RSc0525	RSRUN2340_00569
RSc1857	RSRUN2340_01651
RSc0526	RSRUN2340_00570
RSc1856	RSRUN2340_01650
RSc0523	RSRUN2340_00567
RSc0524	RSRUN2340_00568
RSc0529	RSRUN2340_00573
RSc1859	RSRUN2340_01653
RSc1859	RSRUN2340_03013
RSc0527	RSRUN2340_00571
RSc1858	RSRUN2340_03014
RSc1858	RSRUN2340_01652
RSc0528	RSRUN2340_00572
RSc0521	RSRUN2340_00565
RSc0522	RSRUN2340_00566
RSc0520	RSRUN2340_00564
RSp0942	RSRUN2340_04461
RSp0943	RSRUN2340_04462
RSp0940	RSRUN2340_04459
RSp0941	RSRUN2340_04460
RSp0946	RSRUN2340_04465
RSp0947	RSRUN2340_04466
RSp0944	RSRUN2340_04463
RSp0945	RSRUN2340_02189
RSp0945	RSRUN2340_04464
RSp0948	RSRUN2340_04467
RSp0949	RSRUN2340_04468
RSp0949	RSRUN2340_02830
RSc0514	RSRUN2340_00558
RSc0515	RSRUN2340_00559
RSc0512	RSRUN2340_00556
RSc1843	RSRUN2340_01646
RSc1843	RSRUN2340_01645
RSc1843	RSRUN2340_04363
RSc0513	RSRUN2340_00557
RSc0518	RSRUN2340_00562
RSc0519	RSRUN2340_00563
RSc0516	RSRUN2340_00560
RSc0517	RSRUN2340_00561
RSc1842	RSRUN2340_01646
RSc1842	RSRUN2340_01645
RSc1842	RSRUN2340_04363
RSc0510	RSRUN2340_00554
RSc0511	RSRUN2340_00555
RSc1841	RSRUN2340_01644
RSc1840	RSRUN2340_01029
RSp0971	RSRUN2340_04492
RSp0972	RSRUN2340_04493
RSp0970	RSRUN2340_04491
RSp0975	RSRUN2340_04496
RSp0976	RSRUN2340_04497
RSp0973	RSRUN2340_04494
RSp0974	RSRUN2340_04495
RSp0979	RSRUN2340_04500
RSp0977	RSRUN2340_04498
RSp0978	RSRUN2340_04499
RSc0503	RSRUN2340_00546
RSc1835	RSRUN2340_01638
RSc0504	RSRUN2340_00547
RSc1834	RSRUN2340_01637
RSc0501	RSRUN2340_00544
RSc1833	RSRUN2340_01636
RSc0502	RSRUN2340_00545
RSc1832	RSRUN2340_01635
RSc1839	RSRUN2340_01642
RSc0508	RSRUN2340_00552
RSc1838	RSRUN2340_01641
RSc0505	RSRUN2340_00548
RSc1837	RSRUN2340_01640
RSc0506	RSRUN2340_00549
RSc1836	RSRUN2340_01639
RSc1831	RSRUN2340_01707
RSc0500	RSRUN2340_00543
RSp0960	RSRUN2340_04481
RSp0961	RSRUN2340_04482
RSp0964	RSRUN2340_04485
RSp0965	RSRUN2340_04486
RSp0962	RSRUN2340_04483
RSp0963	RSRUN2340_04484
RSp0968	RSRUN2340_04489
RSp0969	RSRUN2340_04490
RSc0509	RSRUN2340_00553
RSp0966	RSRUN2340_04487
RSp0967	RSRUN2340_04488
RSc1029	RSRUN2340_02194
RSc1024	RSRUN2340_02199
RSc2355	RSRUN2340_02471
RSc1023	RSRUN2340_02200
RSc2354	RSRUN2340_02470
RSc2353	RSRUN2340_02469
RSc2352	RSRUN2340_02468
RSc1021	RSRUN2340_02201
RSc1028	RSRUN2340_02195
RSc1027	RSRUN2340_02196
RSc2358	RSRUN2340_02474
RSc2357	RSRUN2340_02473
RSc1026	RSRUN2340_02197
RSc1025	RSRUN2340_02198
RSc2356	RSRUN2340_02472
RSc1031	RSRUN2340_02192
RSc2362	RSRUN2340_02477
RSc1030	RSRUN2340_02193
RSc2361	RSRUN2340_02476
RSc2360	RSRUN2340_02475
RSp0918	RSRUN2340_01646
RSp0918	RSRUN2340_01645
RSp0918	RSRUN2340_04363
RSc1019	RSRUN2340_02204
RSc2349	RSRUN2340_02465
RSc1018	RSRUN2340_02205
RSc1013	RSRUN2340_02210
RSc2344	RSRUN2340_02460
RSc2343	RSRUN2340_02459
RSc1012	RSRUN2340_02211
RSc2342	RSRUN2340_02458
RSc1011	RSRUN2340_02212
RSc1010	RSRUN2340_02213
RSc2341	RSRUN2340_02457
RSc2348	RSRUN2340_02464
RSc1017	RSRUN2340_02206
RSc2347	RSRUN2340_02463
RSc1016	RSRUN2340_02207
RSc1015	RSRUN2340_02208
RSc2346	RSRUN2340_02462
RSc2345	RSRUN2340_00375
RSc2345	RSRUN2340_02461
RSc1014	RSRUN2340_02209
RSc1020	RSRUN2340_02202
RSc2351	RSRUN2340_02467
RSc2350	RSRUN2340_02466
RSp0902	RSRUN2340_04346
RSp0900	RSRUN2340_05082
RSp0900	RSRUN2340_04335
RSc1009	RSRUN2340_05000
RSc1009	RSRUN2340_05042
RSc1008	RSRUN2340_02214
RSc2339	RSRUN2340_02455
RSc2338	RSRUN2340_02454
RSc1007	RSRUN2340_02215
RSc2333	RSRUN2340_02779
RSc2333	RSRUN2340_01018
RSc2333	RSRUN2340_02443
RSc1002	RSRUN2340_02220
RSc2332	RSRUN2340_01707
RSc1001	RSRUN2340_02221
RSc1000	RSRUN2340_02222
RSc2337	RSRUN2340_02453
RSc1006	RSRUN2340_02216
RSc1005	RSRUN2340_02217
RSc2335	RSRUN2340_01707
RSc1004	RSRUN2340_02218
RSc2334	RSRUN2340_01017
RSc2334	RSRUN2340_02442
RSc2334	RSRUN2340_02780
RSc1003	RSRUN2340_02219
RSc2340	RSRUN2340_02456
RSp0931	RSRUN2340_04450
RSp0932	RSRUN2340_00524
RSp0932	RSRUN2340_01106
RSp0932	RSRUN2340_03525
RSp0932	RSRUN2340_00937
RSp0932	RSRUN2340_04451
RSp0930	RSRUN2340_04449
RSp0935	RSRUN2340_04454
RSp0936	RSRUN2340_04455
RSp0933	RSRUN2340_00938
RSp0933	RSRUN2340_04452
RSp0934	RSRUN2340_04453
RSp0939	RSRUN2340_04458
RSp0937	RSRUN2340_04456
RSp0938	RSRUN2340_04457
RSc2328	RSRUN2340_02445
RSc2327	RSRUN2340_02444
RSc2327	RSRUN2340_02441
RSc2322	RSRUN2340_01067
RSc2321	RSRUN2340_01066
RSc2325	RSRUN2340_02232
RSc2324	RSRUN2340_02233
RSc2323	RSRUN2340_02234
RSp0924	RSRUN2340_04389
RSp0925	RSRUN2340_04912
RSp0928	RSRUN2340_04915
RSp0929	RSRUN2340_04916
