RSc0338	RSR24_00347
RSc2058	RSR24_02159
RSc2057	RSR24_02158
RSp1184	RSR24_04462
RSc2056	RSR24_02157
RSc2055	RSR24_02156
RSc3386	RSR24_00931
RSc3386	RSR24_03459
RSp1187	RSR24_04465
RSc3387	RSR24_03460
RSp1188	RSR24_04466
RSp1185	RSR24_04463
RSc3388	RSR24_03461
RSc2059	RSR24_02160
RSp1186	RSR24_04464
RSc3389	RSR24_03463
RSc3393	RSR24_00899
RSc2061	RSR24_02162
RSc2060	RSR24_02161
RSc3394	RSR24_03468
RSp1189	RSR24_04467
RSc3395	RSR24_03469
RSc3396	RSR24_03470
RSc2065	RSR24_02167
RSc2064	RSR24_02166
RSc3390	RSR24_03464
RSc2063	RSR24_02165
RSc3391	RSR24_03465
RSc2062	RSR24_02163
RSc3392	RSR24_03466
RSc3379	RSR24_00350
RSc3379	RSR24_03452
RSc2047	RSR24_02148
RSp1172	RSR24_04453
RSc2046	RSR24_02147
RSp1173	RSR24_04454
RSc2045	RSR24_02146
RSp1170	RSR24_04451
RSc2044	RSR24_02145
RSp1171	RSR24_04452
RSc3375	RSR24_03450
RSp1176	RSR24_04457
RSp1177	RSR24_04459
RSc2049	RSR24_02150
RSp1174	RSR24_04455
RSc3377	RSR24_01311
RSc2048	RSR24_02149
RSp1175	RSR24_04456
RSc3382	RSR24_03455
RSc2050	RSR24_02151
RSc3383	RSR24_03456
RSc3384	RSR24_03457
RSp1178	RSR24_04460
RSp1179	RSR24_03551
RSp1179	RSR24_03878
RSc3385	RSR24_03458
RSc2054	RSR24_02155
RSc2053	RSR24_02154
RSc2052	RSR24_02153
RSc3380	RSR24_03453
RSc2051	RSR24_02152
RSc3381	RSR24_03454
RSc3368	RSR24_03444
RSc2036	RSR24_02137
RSc2035	RSR24_02136
RSc3369	RSR24_03445
RSc2034	RSR24_02135
RSc2033	RSR24_02134
RSc3364	RSR24_03440
RSc3365	RSR24_03441
RSc2039	RSR24_02140
RSc3366	RSR24_03442
RSc2038	RSR24_02139
RSc2037	RSR24_02138
RSc3367	RSR24_03443
RSc3371	RSR24_03447
RSc3372	RSR24_03448
RSc3373	RSR24_03449
RSp1124	RSR24_04670
RSc3374	RSR24_03451
RSc2043	RSR24_02144
RSp1129	RSR24_01732
RSc2042	RSR24_02143
RSc2041	RSR24_02142
RSp1127	RSR24_01736
RSc3370	RSR24_00197
RSc3370	RSR24_03446
RSp1128	RSR24_01734
RSp1128	RSR24_01735
RSc2040	RSR24_02141
RSc2025	RSR24_02129
RSc3358	RSR24_03434
RSc2024	RSR24_02128
RSc3359	RSR24_03435
RSc2022	RSR24_02126
RSc2029	RSR24_02130
RSc3353	RSR24_03428
RSp1110	RSR24_04414
RSc3354	RSR24_03429
RSp1111	RSR24_04415
RSc3355	RSR24_03430
RSc3356	RSR24_03431
RSp1114	RSR24_04418
RSc3360	RSR24_03436
RSc3361	RSR24_03437
RSp1112	RSR24_04416
RSc3362	RSR24_03438
RSc3363	RSR24_03439
RSp1113	RSR24_04417
RSc2032	RSR24_02133
RSc2031	RSR24_02132
RSc2030	RSR24_02131
RSc2019	RSR24_02123
RSc2014	RSR24_02116
RSc3346	RSR24_03420
RSp1140	RSR24_04424
RSp1140	RSR24_00972
RSp1140	RSR24_00118
RSc2013	RSR24_02115
RSc3347	RSR24_03421
RSc3348	RSR24_03422
RSc2012	RSR24_02114
RSc2011	RSR24_02113
RSc3349	RSR24_03423
RSp1143	RSR24_04429
RSc3342	RSR24_03416
RSc2018	RSR24_02122
RSp1144	RSR24_04431
RSc3343	RSR24_03417
RSc2017	RSR24_02119
RSp1141	RSR24_04425
RSp1141	RSR24_04470
RSp1141	RSR24_04120
RSc2016	RSR24_02118
RSc3344	RSR24_03418
RSc3345	RSR24_03419
RSc2015	RSR24_02117
RSp1142	RSR24_04426
RSc3350	RSR24_03426
RSc3351	RSR24_03663
RSc3351	RSR24_04518
RSc3351	RSR24_00888
RSp1145	RSR24_04432
RSc3352	RSR24_03427
RSc2021	RSR24_02125
RSc2020	RSR24_02124
RSc2009	RSR24_02111
RSc2008	RSR24_02110
RSc3339	RSR24_03413
RSc2003	RSR24_02105
RSc3335	RSR24_03409
RSc2002	RSR24_02104
RSc3336	RSR24_03410
RSc2001	RSR24_02103
RSc3337	RSR24_03411
RSc2000	RSR24_03598
RSc2000	RSR24_02101
RSc3338	RSR24_03412
RSc2007	RSR24_02109
RSc2006	RSR24_02108
RSc2005	RSR24_02107
RSc3333	RSR24_03407
RSc3334	RSR24_03408
RSc2004	RSR24_02106
RSp1136	RSR24_03551
RSp1136	RSR24_03878
RSc3340	RSR24_03414
RSp1135	RSR24_03885
RSc3341	RSR24_03415
RSc2010	RSR24_02112
RSc2913	RSR24_02941
RSc2912	RSR24_02940
RSc2911	RSR24_02939
RSc2910	RSR24_02938
RSc2917	RSR24_02945
RSc2916	RSR24_02944
RSc2915	RSR24_02943
RSc2914	RSR24_02942
RSc2919	RSR24_02947
RSc2918	RSR24_02946
RSc2902	RSR24_02930
RSc2901	RSR24_02929
RSc2900	RSR24_02928
RSc2906	RSR24_02934
RSc2905	RSR24_02933
RSc2904	RSR24_02932
RSc2903	RSR24_02931
RSc2909	RSR24_02937
RSc2908	RSR24_02936
RSc2907	RSR24_02935
RSp1100	RSR24_04407
RSp1103	RSR24_04410
RSp1104	RSR24_04411
RSp1101	RSR24_04408
RSp1102	RSR24_04409
RSp1108	RSR24_04412
RSp1105	RSR24_04031
RSp1109	RSR24_04413
RSp0670	RSR24_03971
RSp0670	RSR24_03980
RSp0671	RSR24_03981
RSp0674	RSR24_03983
RSp0675	RSR24_03984
RSp0673	RSR24_03982
RSp0678	RSR24_03987
RSp0679	RSR24_03988
RSp0676	RSR24_03985
RSp0677	RSR24_03986
RSp0663	RSR24_03972
RSp0664	RSR24_03973
RSp0667	RSR24_03976
RSp0668	RSR24_03977
RSp0665	RSR24_03974
RSp0666	RSR24_03975
RSp0669	RSR24_03978
RSc2099	RSR24_02199
RSp0692	RSR24_04005
RSp0690	RSR24_00454
RSp0690	RSR24_04003
RSp0691	RSR24_04004
RSc2089	RSR24_02189
RSp0681	RSR24_03990
RSp0681	RSR24_02913
RSp0682	RSR24_03991
RSp0680	RSR24_02914
RSp0680	RSR24_03989
RSc2094	RSR24_02194
RSp0685	RSR24_03998
RSc2093	RSR24_02193
RSp0686	RSR24_03999
RSc2092	RSR24_02192
RSp0683	RSR24_03992
RSc2091	RSR24_02191
RSp0684	RSR24_03997
RSc2098	RSR24_02198
RSp0689	RSR24_04002
RSc2097	RSR24_02197
RSp0687	RSR24_04000
RSc2096	RSR24_02196
RSc2095	RSR24_02195
RSp0688	RSR24_04001
RSc2090	RSR24_02190
RSc0578	RSR24_02276
RSc0578	RSR24_02362
RSc0578	RSR24_04663
RSc0578	RSR24_01958
RSc0578	RSR24_04679
RSc0578	RSR24_03900
RSc0579	RSR24_04374
RSc0572	RSR24_00640
RSc0573	RSR24_00641
RSc0570	RSR24_00638
RSc0571	RSR24_00639
RSc0576	RSR24_00644
RSp0990	RSR24_04489
RSp0990	RSR24_01002
RSp0990	RSR24_00886
RSp0990	RSR24_01931
RSp0990	RSR24_03505
RSc0577	RSR24_00645
RSc0574	RSR24_00642
RSc0575	RSR24_00643
RSp0994	RSR24_04255
RSp0997	RSR24_04258
RSp0998	RSR24_04259
RSc0580	RSR24_00646
RSp0995	RSR24_04256
RSp0996	RSR24_04257
RSc0569	RSR24_00637
RSc0567	RSR24_00635
RSc0568	RSR24_00636
RSc1893	RSR24_01289
RSc0561	RSR24_00629
RSc0562	RSR24_00630
RSc1892	RSR24_01290
RSc0560	RSR24_00628
RSc1890	RSR24_01291
RSc0565	RSR24_00633
RSc0566	RSR24_00634
RSc1896	RSR24_04845
RSc1895	RSR24_01287
RSc1895	RSR24_01689
RSc0563	RSR24_00631
RSc0564	RSR24_00632
RSc1894	RSR24_01288
RSp0982	RSR24_04250
RSp0983	RSR24_04251
RSp0980	RSR24_04699
RSp0981	RSR24_04249
RSp0986	RSR24_04254
RSp0984	RSR24_04252
RSp0985	RSR24_04253
RSc0558	RSR24_00623
RSc0558	RSR24_00624
RSc1889	RSR24_01292
RSc0559	RSR24_00625
RSc0556	RSR24_00622
RSc1888	RSR24_01293
RSc0557	RSR24_00623
RSc0557	RSR24_00624
RSc1887	RSR24_01294
RSc1882	RSR24_01297
RSc1882	RSR24_02895
RSc0550	RSR24_00615
RSc0551	RSR24_00616
RSc1881	RSR24_01298
RSc1880	RSR24_01299
RSc0554	RSR24_00619
RSc1886	RSR24_01295
RSc1885	RSR24_02892
RSc0555	RSR24_00620
RSc1884	RSR24_02893
RSc0552	RSR24_00617
RSc1883	RSR24_01296
RSc1883	RSR24_02894
RSc0553	RSR24_00618
RSc0547	RSR24_00612
RSc1879	RSR24_01300
RSc1878	RSR24_01301
RSc0548	RSR24_00613
RSc1877	RSR24_01302
RSc0545	RSR24_00609
RSc0546	RSR24_00610
RSc1876	RSR24_01303
RSc0549	RSR24_00614
RSc0540	RSR24_00604
RSc1875	RSR24_01304
RSc0543	RSR24_00607
RSc1874	RSR24_01305
RSc0544	RSR24_00608
RSc1873	RSR24_00450
RSc1873	RSR24_01307
RSc0541	RSR24_00605
RSc1872	RSR24_01308
RSc0542	RSR24_00606
RSc0536	RSR24_00600
RSc0537	RSR24_00601
RSc0534	RSR24_00596
RSc0535	RSR24_00599
RSc0538	RSR24_00602
RSc0539	RSR24_00603
RSc1860	RSR24_02943
RSc0532	RSR24_00593
RSc0533	RSR24_00594
RSc0530	RSR24_00591
RSc0531	RSR24_00592
RSp0950	RSR24_04034
RSp0950	RSR24_02732
RSp0954	RSR24_04033
RSp0954	RSR24_02733
RSp0951	RSR24_04033
RSp0951	RSR24_02733
RSp0955	RSR24_01372
RSp0955	RSR24_04622
RSp0955	RSR24_04032
RSc0525	RSR24_00585
RSc0526	RSR24_00586
RSc0523	RSR24_00583
RSc0524	RSR24_00584
RSc0529	RSR24_00590
RSc1859	RSR24_02944
RSc0527	RSR24_00587
RSc1858	RSR24_02945
RSc0528	RSR24_00588
RSc0521	RSR24_00581
RSc0522	RSR24_00582
RSc0520	RSR24_00580
RSp0942	RSR24_04042
RSp0943	RSR24_04041
RSp0940	RSR24_04044
RSp0941	RSR24_04043
RSp0946	RSR24_04038
RSp0947	RSR24_04037
RSp0944	RSR24_04040
RSp0945	RSR24_01065
RSp0945	RSR24_04039
RSp0948	RSR24_04036
RSp0949	RSR24_02730
RSp0949	RSR24_04035
RSc0514	RSR24_00574
RSc0515	RSR24_00575
RSc0512	RSR24_00572
RSc1843	RSR24_01737
RSc0513	RSR24_00573
RSc0518	RSR24_00578
RSc0519	RSR24_00579
RSc0516	RSR24_00576
RSc0517	RSR24_00577
RSc1842	RSR24_01737
RSc0510	RSR24_00570
RSc0511	RSR24_00571
RSc1841	RSR24_04673
RSp0972	RSR24_04702
RSp0970	RSR24_04710
RSp0974	RSR24_04701
RSc0503	RSR24_00563
RSc0504	RSR24_00564
RSc0501	RSR24_00560
RSc0502	RSR24_00561
RSc1839	RSR24_04242
RSc1839	RSR24_04515
RSc1839	RSR24_04490
RSc0507	RSR24_00567
RSc0508	RSR24_00568
RSc0505	RSR24_00565
RSc0506	RSR24_00566
RSc1831	RSR24_00193
RSc0500	RSR24_00559
RSp0964	RSR24_04704
RSp0965	RSR24_04705
RSp0963	RSR24_04703
RSp0968	RSR24_04708
RSp0969	RSR24_04709
RSc0509	RSR24_00569
RSp0966	RSR24_04706
RSp0967	RSR24_04707
RSc1029	RSR24_01060
RSc1024	RSR24_01055
RSc2355	RSR24_02406
RSc1023	RSR24_01054
RSc2354	RSR24_02405
RSc2353	RSR24_02404
RSc2352	RSR24_02403
RSc1021	RSR24_01053
RSc1028	RSR24_01059
RSc1027	RSR24_01058
RSc2358	RSR24_02409
RSc2357	RSR24_02408
RSc1026	RSR24_01057
RSc1025	RSR24_01056
RSc2356	RSR24_02407
RSc1031	RSR24_01062
RSc2362	RSR24_02412
RSc1030	RSR24_01061
RSc2361	RSR24_02411
RSc2360	RSR24_02410
RSp0918	RSR24_01737
RSc1019	RSR24_01051
RSc2349	RSR24_02400
RSc1018	RSR24_01050
RSc1013	RSR24_01045
RSc2344	RSR24_02393
RSc2343	RSR24_02392
RSc1012	RSR24_01044
RSc2342	RSR24_02391
RSc1011	RSR24_01043
RSc1010	RSR24_01042
RSc1010	RSR24_00442
RSc2341	RSR24_02390
RSc2348	RSR24_02397
RSc1017	RSR24_01049
RSc2347	RSR24_02396
RSc1016	RSR24_01048
RSc1015	RSR24_01047
RSc2346	RSR24_02395
RSc2345	RSR24_00351
RSc2345	RSR24_02394
RSc1014	RSR24_01046
RSc1020	RSR24_01052
RSc2351	RSR24_02402
RSc2350	RSR24_02401
RSp0902	RSR24_04210
RSp0900	RSR24_04810
RSc1009	RSR24_03663
RSc1009	RSR24_04518
RSc1009	RSR24_00888
RSc1008	RSR24_01041
RSc2339	RSR24_02388
RSc2338	RSR24_02387
RSc1007	RSR24_01040
RSc1002	RSR24_01035
RSc2332	RSR24_00193
RSc1001	RSR24_01034
RSc1000	RSR24_01033
RSc2337	RSR24_02386
RSc1006	RSR24_01039
RSc1005	RSR24_01038
RSc2335	RSR24_00193
RSc1004	RSR24_01037
RSc1003	RSR24_01036
RSc2340	RSR24_02389
RSp0931	RSR24_04053
RSp0932	RSR24_02342
RSp0932	RSR24_00475
RSp0932	RSR24_00541
RSp0932	RSR24_03890
RSp0932	RSR24_02207
RSp0932	RSR24_04052
RSp0932	RSR24_03481
RSp0932	RSR24_01955
RSp0930	RSR24_04212
RSp0935	RSR24_04049
RSp0936	RSR24_04048
RSp0933	RSR24_04051
RSp0934	RSR24_04050
RSp0939	RSR24_04045
RSp0937	RSR24_04047
RSp0938	RSR24_04046
RSp0924	RSR24_04214
RSp0925	RSR24_04173
RSp0928	RSR24_04176
RSp0929	RSR24_04177
RSp0926	RSR24_04174
RSp0927	RSR24_04175
RSc2311	RSR24_04240
RSc2310	RSR24_03171
RSc2310	RSR24_04239
RSc2310	RSR24_04836
RSc2315	RSR24_00441
RSc2314	RSR24_04664
RSc2314	RSR24_02361
RSc2312	RSR24_04241
RSc2308	RSR24_04237
RSc2307	RSR24_04236
RSc2306	RSR24_04235
RSc2305	RSR24_04234
RSc2309	RSR24_04238
RSc2300	RSR24_04229
RSc2304	RSR24_04233
RSc2303	RSR24_04232
RSc2302	RSR24_04231
RSc2301	RSR24_04230
RSc0594	RSR24_00663
RSc0595	RSR24_00664
RSc0592	RSR24_02565
RSc0592	RSR24_00661
RSc0593	RSR24_00662
RSc0598	RSR24_00668
RSc0599	RSR24_00669
RSc0596	RSR24_00666
RSc0597	RSR24_00667
RSc0589	RSR24_00656
RSc0583	RSR24_00647
RSc0584	RSR24_00648
RSc0587	RSR24_00652
RSc0588	RSR24_03796
RSc0588	RSR24_00655
RSc0585	RSR24_00650
RSc0586	RSR24_00651
RSc0590	RSR24_00659
RSc0591	RSR24_00660
RSp0190	RSR24_03637
RSp0193	RSR24_03638
RSp0194	RSR24_03639
RSp0197	RSR24_03642
RSp0198	RSR24_03643
RSp0195	RSR24_03640
RSp0196	RSR24_03641
RSp0199	RSR24_03644
RSp0189	RSR24_03636
RSc1093	RSR24_01120
RSc1091	RSR24_01118
RSc1091	RSR24_01117
RSc1097	RSR24_01121
RSc1079	RSR24_01113
RSc1078	RSR24_01112
RSc1077	RSR24_01111
RSc1076	RSR24_01110
RSc1080	RSR24_04102
RSc1086	RSR24_00394
RSc1084	RSR24_04650
RSc1083	RSR24_01114
RSc1068	RSR24_01099
RSc2399	RSR24_02455
RSp1480	RSR24_04689
RSp0150	RSR24_03171
RSp0150	RSR24_04239
RSp0150	RSR24_04836
RSc1067	RSR24_01098
RSc2398	RSR24_02454
RSp1481	RSR24_04690
RSc1066	RSR24_01097
RSc2397	RSR24_02453
RSc1065	RSR24_01096
RSc2396	RSR24_02452
RSp1484	RSR24_04187
RSp1485	RSR24_04186
RSp1482	RSR24_04691
RSp0151	RSR24_04837
RSc1069	RSR24_01100
RSp1483	RSR24_04692
RSc1071	RSR24_01102
RSp1488	RSR24_04183
RSc1070	RSR24_01101
RSp1489	RSR24_04182
RSp0155	RSR24_04208
RSp0155	RSR24_04209
RSp1486	RSR24_04185
RSp0156	RSR24_03885
RSp1487	RSR24_04184
RSc1075	RSR24_01109
RSc1074	RSR24_01108
RSc1073	RSR24_01107
RSc1072	RSR24_01103
RSc1057	RSR24_01088
RSc2387	RSR24_02444
RSc1056	RSR24_01087
RSc1055	RSR24_01086
RSc2386	RSR24_02443
RSc1054	RSR24_01085
RSc2385	RSR24_02442
RSp0142	RSR24_04828
RSp0143	RSR24_04829
RSc1059	RSR24_01090
RSp0140	RSR24_04826
RSc1058	RSR24_01089
RSc2389	RSR24_02445
RSp0141	RSR24_04827
RSc2391	RSR24_02447
RSc1060	RSR24_01091
RSp0146	RSR24_04832
RSc2390	RSR24_02446
RSp0147	RSR24_04833
RSp1475	RSR24_04514
RSp0144	RSR24_04830
RSp0145	RSR24_04831
RSp1476	RSR24_03968
RSc1064	RSR24_01095
RSc2395	RSR24_02451
RSc1063	RSR24_01094
RSc2394	RSR24_02450
RSc2393	RSR24_02449
RSc1062	RSR24_01093
RSp0148	RSR24_04834
RSc1061	RSR24_01092
RSc2392	RSR24_02448
RSp0149	RSR24_04835
RSc1046	RSR24_01077
RSc2377	RSR24_02434
RSp0171	RSR24_03631
RSc1045	RSR24_01076
RSc2376	RSR24_02433
RSp0172	RSR24_03632
RSc1044	RSR24_01075
RSc2375	RSR24_02432
RSc1043	RSR24_01074
RSc2374	RSR24_02431
RSc1049	RSR24_01080
RSc2379	RSR24_02436
RSc1048	RSR24_01079
RSp0173	RSR24_03633
RSc1047	RSR24_01078
RSc2378	RSR24_02435
RSp0174	RSR24_03634
RSc2380	RSR24_02437
RSc1053	RSR24_01084
RSc2384	RSR24_02441
RSc1052	RSR24_01540
RSc1052	RSR24_01083
RSc2383	RSR24_02440
RSc1051	RSR24_01082
RSc2382	RSR24_02439
RSc1050	RSR24_01081
RSc2381	RSR24_02438
RSc2366	RSR24_02423
RSc1035	RSR24_01066
RSp0160	RSR24_03619
RSp1491	RSR24_04180
RSc1034	RSR24_01065
RSc1034	RSR24_04039
RSc2365	RSR24_02422
RSp0161	RSR24_03620
RSp1492	RSR24_04179
RSc1033	RSR24_01064
RSc2363	RSR24_02413
RSc1032	RSR24_01063
RSp1490	RSR24_04181
RSp1495	RSR24_04694
RSc1039	RSR24_01070
RSp0164	RSR24_03623
RSp1496	RSR24_04695
RSc1038	RSR24_01069
RSc2369	RSR24_02426
RSp0165	RSR24_03624
RSp0162	RSR24_03621
RSc2368	RSR24_02425
RSc1037	RSR24_01068
RSc1036	RSR24_01067
RSc2367	RSR24_02424
RSp0163	RSR24_03622
RSp0168	RSR24_03628
RSp1499	RSR24_04247
RSp0169	RSR24_03629
RSp0166	RSR24_03626
RSp1497	RSR24_04245
RSp0167	RSR24_03627
RSp1498	RSR24_04246
RSc1042	RSR24_01073
RSc2373	RSR24_02430
RSc1041	RSR24_01072
RSc2372	RSR24_02429
RSc1040	RSR24_01071
RSc2371	RSR24_02428
RSc2370	RSR24_02427
RSc0613	RSR24_00685
RSc1944	RSR24_01129
RSc0611	RSR24_00683
RSc0612	RSR24_00684
RSc0617	RSR24_04769
RSc0618	RSR24_00686
RSc0616	RSR24_03230
RSp0110	RSR24_03588
RSp1441	RSR24_04652
RSc0610	RSR24_00682
RSp0113	RSR24_03591
RSp1444	RSR24_04555
RSp0114	RSR24_03592
RSp1445	RSR24_04554
RSp1442	RSR24_04653
RSp0111	RSR24_03589
RSp1443	RSR24_04654
RSp0112	RSR24_03590
RSp1448	RSR24_04658
RSp1449	RSR24_04659
RSp1446	RSR24_04656
RSp0115	RSR24_03593
RSp1447	RSR24_02890
RSp1447	RSR24_04657
RSp0116	RSR24_04401
RSp0116	RSR24_03594
RSp0119	RSR24_03595
RSc0602	RSR24_00672
RSc0603	RSR24_00673
RSc0600	RSR24_00670
RSc0601	RSR24_00671
RSc0606	RSR24_00677
RSc0607	RSR24_00678
RSc0604	RSR24_00675
RSc0605	RSR24_00676
RSp0102	RSR24_04244
RSp0103	RSR24_01129
RSp0100	RSR24_03582
RSp0101	RSR24_03583
RSp0106	RSR24_03584
RSp0107	RSR24_03585
RSp1439	RSR24_01242
RSp0108	RSR24_03586
RSc0608	RSR24_00680
RSp0109	RSR24_03587
RSc0609	RSR24_00681
RSp1462	RSR24_04666
RSp0132	RSR24_03611
RSp1463	RSR24_04667
RSp1460	RSR24_04661
RSp1461	RSR24_04665
RSp0135	RSR24_03614
RSp1464	RSR24_04668
RSp0133	RSR24_03612
RSp1465	RSR24_04669
RSp0134	RSR24_03613
RSp0139	RSR24_03618
RSp0138	RSR24_03617
RSp0120	RSR24_03596
RSp0121	RSR24_03597
RSp0121	RSR24_02102
RSp1450	RSR24_04660
RSp0124	RSR24_03602
RSp0122	RSR24_03598
RSp0122	RSR24_02101
RSp1453	RSR24_03615
RSp0123	RSR24_03599
RSp0128	RSR24_03605
RSp0126	RSR24_03885
RSp0127	RSR24_03663
RSp0127	RSR24_04518
RSp0127	RSR24_00888
RSp1458	RSR24_03971
RSp1458	RSR24_03980
RSp1400	RSR24_04623
RSp1401	RSR24_04624
RSp1401	RSR24_03549
RSp1404	RSR24_04627
RSp1405	RSR24_04628
RSp1402	RSR24_04625
RSp1403	RSR24_04626
RSp1408	RSR24_04632
RSp1409	RSR24_04633
RSp1406	RSR24_04630
RSp1407	RSR24_04631
RSp1421	RSR24_04642
RSp1411	RSR24_04635
RSp1412	RSR24_04636
RSp1410	RSR24_04634
RSp1415	RSR24_04638
RSp1416	RSR24_04639
RSp1413	RSR24_04637
RSc0459	RSR24_00515
RSc0457	RSR24_00513
RSc1789	RSR24_01637
RSc0458	RSR24_00514
RSc1788	RSR24_01636
RSc1783	RSR24_01631
RSc1782	RSR24_01630
RSc0452	RSR24_00508
RSc1781	RSR24_01629
RSc1780	RSR24_01628
RSc0450	RSR24_00507
RSc0455	RSR24_00511
RSc1787	RSR24_01635
RSc0456	RSR24_00512
RSc1786	RSR24_01634
RSc0453	RSR24_00509
RSc1785	RSR24_01633
RSc1784	RSR24_01632
RSc0454	RSR24_00510
RSp0872	RSR24_04141
RSp0873	RSR24_04142
RSp0870	RSR24_04139
RSp0871	RSR24_04140
RSc1790	RSR24_01638
RSp0876	RSR24_04145
RSp0877	RSR24_04146
RSp0874	RSR24_04143
RSp0878	RSR24_04147
RSp0879	RSR24_04148
RSc0448	RSR24_00505
RSc0449	RSR24_00506
RSc1779	RSR24_03675
RSc1779	RSR24_03913
RSc1779	RSR24_04194
RSc0446	RSR24_00503
RSc1778	RSR24_03671
RSc0447	RSR24_00504
RSc1772	RSR24_01624
RSc0440	RSR24_00496
RSc0441	RSR24_00497
RSc1771	RSR24_01623
RSc1770	RSR24_01622
RSc0444	RSR24_00501
RSc1775	RSR24_03673
RSc1775	RSR24_03667
RSc1775	RSR24_03668
RSc1775	RSR24_03669
RSc1775	RSR24_03911
RSc0445	RSR24_00502
RSc0442	RSR24_00498
RSc1774	RSR24_01626
RSc1773	RSR24_01625
RSc0443	RSR24_00500
RSp0861	RSR24_04130
RSp0862	RSR24_04131
RSp0860	RSR24_04129
RSp0865	RSR24_04134
RSp0866	RSR24_04135
RSp0863	RSR24_04132
RSp0864	RSR24_04133
RSp0869	RSR24_04138
RSp0867	RSR24_04136
RSp0868	RSR24_04137
RSc0437	RSR24_00493
RSc1769	RSR24_01621
RSc0438	RSR24_00494
RSc1768	RSR24_01620
RSc1767	RSR24_01619
RSc0435	RSR24_00490
RSc1766	RSR24_01618
RSc0436	RSR24_00491
RSc0439	RSR24_00495
RSc1761	RSR24_01613
RSc1760	RSR24_01612
RSc0430	RSR24_00485
RSc1765	RSR24_01617
RSc0433	RSR24_00488
RSc0434	RSR24_00489
RSc1764	RSR24_01616
RSc1763	RSR24_04766
RSc1763	RSR24_01615
RSc0431	RSR24_00486
RSc0432	RSR24_00487
RSc1762	RSR24_01614
RSp0898	RSR24_00269
RSc1758	RSR24_01609
RSc1758	RSR24_01610
RSc0426	RSR24_00481
RSc1757	RSR24_01609
RSc1757	RSR24_01610
RSc0427	RSR24_00482
RSc0424	RSR24_00479
RSc1756	RSR24_03218
RSc0425	RSR24_00480
RSc0428	RSR24_00483
RSc1759	RSR24_01611
RSc0429	RSR24_00484
RSc1750	RSR24_01604
RSc0422	RSR24_00435
RSc1754	RSR24_01608
RSc0423	RSR24_00809
RSc0423	RSR24_01683
RSc0423	RSR24_03233
RSc0423	RSR24_02965
RSc0423	RSR24_00437
RSp0880	RSR24_04149
RSp0880	RSR24_04150
RSc1753	RSR24_01607
RSc0420	RSR24_00433
RSc1752	RSR24_01606
RSc0421	RSR24_00434
RSc1751	RSR24_01605
RSp0883	RSR24_04153
RSp0884	RSR24_04154
RSp0881	RSR24_04151
RSp0882	RSR24_04152
RSp0885	RSR24_04155
RSp0886	RSR24_04156
RSp0886	RSR24_01997
RSp0886	RSR24_04192
RSc1747	RSR24_01601
RSc0415	RSR24_00427
RSc0416	RSR24_00428
RSc1746	RSR24_01600
RSc0413	RSR24_00425
RSc1745	RSR24_01599
RSc0414	RSR24_00426
RSc1744	RSR24_01598
RSc0419	RSR24_00432
RSc0417	RSR24_00429
RSc1749	RSR24_01603
RSc1748	RSR24_01602
RSc0418	RSR24_00430
RSc0411	RSR24_00423
RSc0412	RSR24_00424
RSc1742	RSR24_02208
RSc1741	RSR24_02209
RSc0410	RSR24_00422
RSc1740	RSR24_01597
RSp0832	RSR24_04100
RSp0833	RSR24_04101
RSp0830	RSR24_04098
RSp0831	RSR24_04099
RSp0836	RSR24_04104
RSp0834	RSR24_04102
RSp0835	RSR24_04103
RSp0838	RSR24_04105
RSc1736	RSR24_01593
RSc0404	RSR24_00416
RSc0405	RSR24_00417
RSc1735	RSR24_01592
RSc1734	RSR24_01938
RSc1734	RSR24_01591
RSc1734	RSR24_01368
RSc1734	RSR24_02956
RSc0402	RSR24_00414
RSc0403	RSR24_00415
RSc1733	RSR24_01590
RSc0408	RSR24_00420
RSc0409	RSR24_00421
RSc1739	RSR24_01596
RSc0406	RSR24_00418
RSc1738	RSR24_01595
RSc0407	RSR24_00419
RSc1737	RSR24_01594
RSc1732	RSR24_01589
RSc0400	RSR24_00412
RSc0401	RSR24_00413
RSc1731	RSR24_01588
RSc1731	RSR24_02957
RSc1730	RSR24_01587
RSp0825	RSR24_04093
RSp0826	RSR24_04094
RSp0823	RSR24_04088
RSp0829	RSR24_04097
RSp0827	RSR24_01927
RSp0827	RSR24_04095
RSp0828	RSR24_04096
RSc1725	RSR24_01583
RSc1722	RSR24_01582
RSc1728	RSR24_01586
RSc1727	RSR24_01585
RSc1726	RSR24_01584
RSc1721	RSR24_01581
RSc1720	RSR24_01580
RSp0850	RSR24_04119
RSp0851	RSR24_04425
RSp0851	RSR24_04470
RSp0851	RSR24_04120
RSp0854	RSR24_04123
RSp0855	RSR24_04124
RSp0852	RSR24_04121
RSp0852	RSR24_04291
RSp0853	RSR24_04122
RSp0858	RSR24_04127
RSp0859	RSR24_04128
RSp0856	RSR24_04125
RSp0857	RSR24_04126
RSc1714	RSR24_01571
RSc1713	RSR24_01570
RSc1712	RSR24_01569
RSc1711	RSR24_01568
RSc1718	RSR24_01578
RSc1717	RSR24_01577
RSc1716	RSR24_01576
RSc1715	RSR24_01574
RSc1710	RSR24_01567
RSp0840	RSR24_04108
RSp0843	RSR24_04111
RSp0844	RSR24_04113
RSp0841	RSR24_04109
RSp0842	RSR24_04110
RSp0847	RSR24_04116
RSp0848	RSR24_04117
