RSc1428	XOO3719
RSc3003	XOO3567
RSp0393	XOO2604
RSp1240	XOO0288
RSp1482	XOO0628
RSc3004	XOO3568
RSp1483	XOO0627
RSc2160	XOO1141
RSc1071	XOO2292
RSp0155	XOO1946
RSp0155	XOO2517
RSp0155	XOO1508
RSp0155	XOO2320
RSp0155	XOO0141
RSp0155	XOO0140
RSp0155	XOO1031
RSp0155	XOO0982
RSp0155	XOO1950
RSp0155	XOO0145
RSp0155	XOO0144
RSp0155	XOO0221
RSp0155	XOO0980
RSp0155	XOO0187
RSp0155	XOO0341
RSp0155	XOO3978
RSp0155	XOO0788
RSp0155	XOO3377
RSp0155	XOO0303
RSp0155	XOO0985
RSp0155	XOO1678
RSp0155	XOO3378
RSp0155	XOO0786
RSp0155	XOO1314
RSp0155	XOO2369
RSp0155	XOO3017
RSp0155	XOO1936
RSp0155	XOO0208
RSp0155	XOO0207
RSp0155	XOO1937
RSp0155	XOO2191
RSp0155	XOO2190
RSp0155	XOO3365
RSp0155	XOO1385
RSp0155	XOO1383
RSp0155	XOO4218
RSp0155	XOO4735
RSp0155	XOO2112
RSp0155	XOO4616
RSp0155	XOO4257
RSp0155	XOO0138
RSp0155	XOO4258
RSp0155	XOO4577
RSp0155	XOO1941
RSp0155	XOO4611
RSp0155	XOO1863
RSp0155	XOO4612
RSp0155	XOO0919
RSp0155	XOO0918
RSp0155	XOO3192
RSp0155	XOO3431
RSp0155	XOO2385
RSp0155	XOO1372
RSp0155	XOO2625
RSp0155	XOO3432
RSp0155	XOO4169
RSp0155	XOO0988
RSp0155	XOO1955
RSp0155	XOO0828
RSp0155	XOO2092
RSp0155	XOO2492
RSp0155	XOO4233
RSp0155	XOO4234
RSp0155	XOO2496
RSp0155	XOO0273
RSp0155	XOO2374
RSp0155	XOO4592
RSp0155	XOO2130
RSp0155	XOO4593
RSp0155	XOO0355
RSp0155	XOO0354
RSp0155	XOO1960
RSp0155	XOO0353
RSp0155	XOO0995
RSp0155	XOO3148
RSp0155	XOO0994
RSp0155	XOO3149
RSc3010	XOO3574
RSp0397	XOO2175
RSp0156	XOO0813
RSp0156	XOO0818
RSp0156	XOO0816
RSp0156	XOO0815
RSp0156	XOO4180
RSp0156	XOO3650
RSp0156	XOO1198
RSp0156	XOO0783
RSp0156	XOO3899
RSp0156	XOO3654
RSp0156	XOO3896
RSp0156	XOO0785
RSp0156	XOO0647
RSp0156	XOO0129
RSp0156	XOO3087
RSp0156	XOO4176
RSp0156	XOO4451
RSp0156	XOO4177
RSp0156	XOO0373
RSp0156	XOO0372
RSp0156	XOO1582
RSp0156	XOO3084
RSp0156	XOO4174
RSp0156	XOO2273
RSp0156	XOO2035
RSp0156	XOO4699
RSp0156	XOO1346
RSp0156	XOO2381
RSp0156	XOO3110
RSp0156	XOO2781
RSp0156	XOO1570
RSp0156	XOO0124
RSp0156	XOO0366
RSp0156	XOO3634
RSp0156	XOO1333
RSp0156	XOO1574
RSp0156	XOO0121
RSp0156	XOO1331
RSp0156	XOO0127
RSp0156	XOO1579
RSp0156	XOO0368
RSp0156	XOO3874
RSp0156	XOO4842
RSp0156	XOO0367
RSp0156	XOO0905
RSp0156	XOO2649
RSp0156	XOO0904
RSp0156	XOO0070
RSp0156	XOO2094
RSp0156	XOO3343
RSp0156	XOO2132
RSp0156	XOO2494
RSp0156	XOO0073
RSp0156	XOO2097
RSp0156	XOO2493
RSp0156	XOO1443
RSp0156	XOO0997
RSp0156	XOO0996
RSp0156	XOO2652
RSp0156	XOO4798
RSp0156	XOO2637
RSp0156	XOO2638
RSp0156	XOO0186
RSp0156	XOO2089
RSp0156	XOO0185
RSp0156	XOO2086
RSp0156	XOO0069
RSp0156	XOO1397
RSp0156	XOO4704
RSp0156	XOO0468
RSp0156	XOO4940
RSp0156	XOO0209
RSp0156	XOO0967
RSp0156	XOO1934
RSp0156	XOO2748
RSp0156	XOO2628
RSp0156	XOO4770
RSp0156	XOO2111
RSp0156	XOO1020
RSp0156	XOO2472
RSp0156	XOO0298
RSp0156	XOO2119
RSp0156	XOO2513
RSp0156	XOO1009
RSp0156	XOO1647
RSp0156	XOO3706
RSp0156	XOO3310
RSp0156	XOO3794
RSp0156	XOO4366
RSp0156	XOO1891
RSp0156	XOO0564
RSp0156	XOO4129
RSp0156	XOO4769
RSp0156	XOO2101
RSp0156	XOO1415
RSp0156	XOO2106
RSp0156	XOO2469
RSp0156	XOO0961
RSp0156	XOO0825
RSp0156	XOO0547
RSp0156	XOO0822
RSp0156	XOO2691
RSp0156	XOO3660
RSp0156	XOO2694
RSp0156	XOO1088
RSp0156	XOO4591
RSp0156	XOO0151
RSp0156	XOO0150
RSp0156	XOO2690
RSp0156	XOO0278
RSp0156	XOO0277
RSp0156	XOO1089
RSp0156	XOO3307
RSp0156	XOO1646
RSp0156	XOO2695
RSp0156	XOO2216
RSp0156	XOO2851
RSp0156	XOO0279
RSp0398	XOO1879
RSp0398	XOO2330
RSp0398	XOO2787
RSc3011	XOO3575
RSc1072	XOO2291
RSc2161	XOO1140
RSc1299	XOO0421
RSc2387	XOO2363
RSc1055	XOO1849
RSc2386	XOO2163
RSc1054	XOO0883
RSc1296	XOO0973
RSp0384	XOO2583
RSp1473	XOO1111
RSc1058	XOO1851
RSc2391	XOO1350
RSc1060	XOO1852
RSc3000	XOO3563
RSc2153	XOO1149
RSc1064	XOO1856
RSc2395	XOO1352
RSp1239	XOO3424
RSc1063	XOO1855
RSc1061	XOO1853
RSc1288	XOO3219
RSc1046	XOO0876
RSc1286	XOO2161
RSc1285	XOO2162
RSc3221	XOO0968
RSc3221	XOO0636
RSc3221	XOO2252
RSc3221	XOO3718
RSc3221	XOO1215
RSp0175	XOO1450
RSp0175	XOO3507
RSp0175	XOO3502
RSp0175	XOO3513
RSp0175	XOO3503
RSp0175	XOO1453
RSp0175	XOO3504
RSp0175	XOO3498
RSp0175	XOO3512
RSc3222	XOO0222
RSc3222	XOO1047
RSp1023	XOO1379
RSc2138	XOO4328
RSc2137	XOO2360
RSc2379	XOO3279
RSc1048	XOO4732
RSc1289	XOO3218
RSc1291	XOO3216
RSp0177	XOO3499
RSc1053	XOO0882
RSc1052	XOO0881
RSc1294	XOO1999
RSc2141	XOO1445
RSc2140	XOO2313
RSc1051	XOO0880
RSc1293	XOO2000
RSc1050	XOO0878
RSc2381	XOO1924
RSc1292	XOO2001
RSc2366	XOO3278
RSc1035	XOO4573
RSc2123	XOO1118
RSc1034	XOO3260
RSp0161	XOO1731
RSc3217	XOO4463
RSc3217	XOO4615
RSc2121	XOO4939
RSp1495	XOO1524
RSc1039	XOO1059
RSp0164	XOO1329
RSp1496	XOO1362
RSc2126	XOO0015
RSp0162	XOO0281
RSp0162	XOO0283
RSp0162	XOO0282
RSc2368	XOO4481
RSc2368	XOO4482
RSp1257	XOO2124
RSc0191	XOO2562
RSp1258	XOO2123
RSp1255	XOO0661
RSc3220	XOO0222
RSc3220	XOO1047
RSc1041	XOO3072
RSc1040	XOO3073
RSc1700	XOO2934
RSc1700	XOO2935
RSc1704	XOO0817
RSc1704	XOO3090
RSc1704	XOO4181
RSc1704	XOO2085
RSc1704	XOO3054
RSc1704	XOO2122
RSc1704	XOO0020
RSc1704	XOO2284
RSc1704	XOO0068
RSc1704	XOO1398
RSc1704	XOO2289
RSc1704	XOO2801
RSc1704	XOO3894
RSc1704	XOO0149
RSc1704	XOO3972
RSc1704	XOO0148
RSc1704	XOO3973
RSc1704	XOO0147
RSc1704	XOO1830
RSc1704	XOO2825
RSc1704	XOO4728
RSc1704	XOO2629
RSc1704	XOO4254
RSc1704	XOO3089
RSc1704	XOO0054
RSc1704	XOO2633
RSc1704	XOO0134
RSc1704	XOO2477
RSc1704	XOO2636
RSc1704	XOO2630
RSc1704	XOO2814
RSc1704	XOO3905
RSc1704	XOO1491
RSc1704	XOO2382
RSc1704	XOO3351
RSc1704	XOO3198
RSc1704	XOO3352
RSc1704	XOO1495
RSc1704	XOO1010
RSc1704	XOO1493
RSc1704	XOO3350
RSc1704	XOO1378
RSc1704	XOO1575
RSc1704	XOO1773
RSc1704	XOO3635
RSc1704	XOO1211
RSc1704	XOO1012
RSc1704	XOO1578
RSc1704	XOO0072
RSc1704	XOO2096
RSc1704	XOO0071
RSc1704	XOO2095
RSc1704	XOO2692
RSc1704	XOO2650
RSc1704	XOO2495
RSc1704	XOO0030
RSc1704	XOO1086
RSc1704	XOO1085
RSc1704	XOO3064
RSc1704	XOO0750
RSc1704	XOO2658
RSc1704	XOO4235
RSc1704	XOO2215
RSc1941	XOO1715
RSp0110	XOO1070
RSp1442	XOO3763
RSp1443	XOO3658
RSp1206	XOO0638
RSp1206	XOO1274
RSp1207	XOO1273
RSp1207	XOO0639
RSp0357	XOO0761
RSp0119	XOO0896
RSc1709	XOO2223
RSc1934	XOO1708
RSc0843	XOO1946
RSc0843	XOO2517
RSc0843	XOO1508
RSc0843	XOO2320
RSc0843	XOO0141
RSc0843	XOO0140
RSc0843	XOO1031
RSc0843	XOO0982
RSc0843	XOO1950
RSc0843	XOO0145
RSc0843	XOO0144
RSc0843	XOO0221
RSc0843	XOO0980
RSc0843	XOO0187
RSc0843	XOO0341
RSc0843	XOO3978
RSc0843	XOO0788
RSc0843	XOO3377
RSc0843	XOO0303
RSc0843	XOO0985
RSc0843	XOO1678
RSc0843	XOO3378
RSc0843	XOO0786
RSc0843	XOO1314
RSc0843	XOO2369
RSc0843	XOO3017
RSc0843	XOO1936
RSc0843	XOO0208
RSc0843	XOO0207
RSc0843	XOO1937
RSc0843	XOO2191
RSc0843	XOO2190
RSc0843	XOO3365
RSc0843	XOO1385
RSc0843	XOO1383
RSc0843	XOO4218
RSc0843	XOO4735
RSc0843	XOO2112
RSc0843	XOO4616
RSc0843	XOO4257
RSc0843	XOO0138
RSc0843	XOO4258
RSc0843	XOO4577
RSc0843	XOO1941
RSc0843	XOO4611
RSc0843	XOO1863
RSc0843	XOO4612
RSc0843	XOO0919
RSc0843	XOO0918
RSc0843	XOO3192
RSc0843	XOO3431
RSc0843	XOO2385
RSc0843	XOO1372
RSc0843	XOO2625
RSc0843	XOO3432
RSc0843	XOO4169
RSc0843	XOO0988
RSc0843	XOO1955
RSc0843	XOO0828
RSc0843	XOO2092
RSc0843	XOO2492
RSc0843	XOO4233
RSc0843	XOO4234
RSc0843	XOO2496
RSc0843	XOO0273
RSc0843	XOO2374
RSc0843	XOO4592
RSc0843	XOO2130
RSc0843	XOO4593
RSc0843	XOO0355
RSc0843	XOO0354
RSc0843	XOO1960
RSc0843	XOO0353
RSc0843	XOO0995
RSc0843	XOO3148
RSc0843	XOO0994
RSc0843	XOO3149
RSc1938	XOO1713
RSc0607	XOO2765
RSc1937	XOO1712
RSc0604	XOO3866
RSc1936	XOO1710
RSc0605	XOO3867
RSc1935	XOO1709
RSp1671	XOO2587
RSc1930	XOO1704
RSp0583	XOO4035
RSp0583	XOO4019
RSp1675	XOO3165
RSp1675	XOO2333
RSp1675	XOO1811
RSp1675	XOO3982
RSp1675	XOO1755
RSp0345	XOO2572
RSp0584	XOO1946
RSp0584	XOO2517
RSp0584	XOO1508
RSp0584	XOO2320
RSp0584	XOO0141
RSp0584	XOO0140
RSp0584	XOO1031
RSp0584	XOO0982
RSp0584	XOO1950
RSp0584	XOO0145
RSp0584	XOO0144
RSp0584	XOO0221
RSp0584	XOO0980
RSp0584	XOO0187
RSp0584	XOO0341
RSp0584	XOO3978
RSp0584	XOO0788
RSp0584	XOO3377
RSp0584	XOO0303
RSp0584	XOO0985
RSp0584	XOO1678
RSp0584	XOO3378
RSp0584	XOO0786
RSp0584	XOO1314
RSp0584	XOO2369
RSp0584	XOO3017
RSp0584	XOO1936
RSp0584	XOO0208
RSp0584	XOO0207
RSp0584	XOO1937
RSp0584	XOO2191
RSp0584	XOO2190
RSp0584	XOO3365
RSp0584	XOO1385
RSp0584	XOO1383
RSp0584	XOO4218
RSp0584	XOO4735
RSp0584	XOO2112
RSp0584	XOO4616
RSp0584	XOO4257
RSp0584	XOO0138
RSp0584	XOO4258
RSp0584	XOO4577
RSp0584	XOO1941
RSp0584	XOO4611
RSp0584	XOO1863
RSp0584	XOO4612
RSp0584	XOO0919
RSp0584	XOO0918
RSp0584	XOO3192
RSp0584	XOO3431
RSp0584	XOO2385
RSp0584	XOO1372
RSp0584	XOO2625
RSp0584	XOO3432
RSp0584	XOO4169
RSp0584	XOO0988
RSp0584	XOO1955
RSp0584	XOO0828
RSp0584	XOO2092
RSp0584	XOO2492
RSp0584	XOO4233
RSp0584	XOO4234
RSp0584	XOO2496
RSp0584	XOO0273
RSp0584	XOO2374
RSp0584	XOO4592
RSp0584	XOO2130
RSp0584	XOO4593
RSp0584	XOO0355
RSp0584	XOO0354
RSp0584	XOO1960
RSp0584	XOO0353
RSp0584	XOO0995
RSp0584	XOO3148
RSp0584	XOO0994
RSp0584	XOO3149
RSp0342	XOO2569
RSp0100	XOO0626
RSp0343	XOO2570
RSp0349	XOO2577
RSp0588	XOO0968
RSp0588	XOO0636
RSp0588	XOO2252
RSp0588	XOO3718
RSp0588	XOO1215
RSp0346	XOO2574
RSp0347	XOO2575
RSp0108	XOO1804
RSp0109	XOO1071
RSc1939	XOO1714
RSc1923	XOO1700
RSc1922	XOO1699
RSc1924	XOO1696
RSp0374	XOO2612
RSp0377	XOO2609
RSp0378	XOO2608
RSp1225	XOO2936
RSp0375	XOO2611
RSp1464	XOO0744
RSp0376	XOO2610
RSp0138	XOO2696
RSc1929	XOO1703
RSc1928	XOO1702
RSc1912	XOO1689
RSc1911	XOO1717
RSc1911	XOO4613
RSc1911	XOO3944
RSc1916	XOO1693
RSc1913	XOO1690
RSp0120	XOO0894
RSp0121	XOO0893
RSp1210	XOO4713
RSp0124	XOO3942
RSp0122	XOO0892
RSp1217	XOO0615
RSp1217	XOO3929
RSp1217	XOO0617
RSp1217	XOO3927
RSp1217	XOO1392
RSp1217	XOO4146
RSp1217	XOO0263
RSp1217	XOO1396
RSp1217	XOO0262
RSp1217	XOO1394
RSp1217	XOO0981
RSp1217	XOO2009
RSp1217	XOO0622
RSp1217	XOO2007
RSp1217	XOO2403
RSp1217	XOO2006
RSp1217	XOO3930
RSp1217	XOO4304
RSp1217	XOO0646
RSp1217	XOO1339
RSp1217	XOO0296
RSp1217	XOO4370
RSp1217	XOO0295
RSp1217	XOO1340
RSp1217	XOO1384
RSp1217	XOO3888
RSp1217	XOO2113
RSp1217	XOO3889
RSp1217	XOO3366
RSp1217	XOO1029
RSp1217	XOO1028
RSp1217	XOO1027
RSp1217	XOO0517
RSp1217	XOO0516
RSp1217	XOO1649
RSp1217	XOO0999
RSp1217	XOO0998
RSp1217	XOO3191
RSp1217	XOO4165
RSp1217	XOO3552
RSp1217	XOO4047
RSp1217	XOO0362
RSp1217	XOO0365
RSp1217	XOO0364
RSp1217	XOO2146
RSp1217	XOO2745
RSp1217	XOO0363
RSp1217	XOO1650
RSp1217	XOO0325
RSp1217	XOO4368
RSp1217	XOO4369
RSp1217	XOO4523
RSp1217	XOO4524
RSp1217	XOO0987
RSp1217	XOO1119
RSp1217	XOO0827
RSp1217	XOO2290
RSp1217	XOO3189
RSp1217	XOO1361
RSp1217	XOO3063
RSp1217	XOO2372
RSp1217	XOO3700
RSp1217	XOO3701
RSp1217	XOO1640
RSp1217	XOO3702
RSp1217	XOO0198
RSp1217	XOO0236
RSp1217	XOO0478
RSp1217	XOO1644
RSp1217	XOO3027
RSp1217	XOO1643
RSp0126	XOO0813
RSp0126	XOO0818
RSp0126	XOO0816
RSp0126	XOO0815
RSp0126	XOO4180
RSp0126	XOO3650
RSp0126	XOO1198
RSp0126	XOO0783
RSp0126	XOO3899
RSp0126	XOO3654
RSp0126	XOO3896
RSp0126	XOO0785
RSp0126	XOO0647
RSp0126	XOO0129
RSp0126	XOO3087
RSp0126	XOO4176
RSp0126	XOO4451
RSp0126	XOO4177
RSp0126	XOO0373
RSp0126	XOO0372
RSp0126	XOO1582
RSp0126	XOO3084
RSp0126	XOO4174
RSp0126	XOO2273
RSp0126	XOO2035
RSp0126	XOO4699
RSp0126	XOO1346
RSp0126	XOO2381
RSp0126	XOO3110
RSp0126	XOO2781
RSp0126	XOO1570
RSp0126	XOO0124
RSp0126	XOO0366
RSp0126	XOO3634
RSp0126	XOO1333
RSp0126	XOO1574
RSp0126	XOO0121
RSp0126	XOO1331
RSp0126	XOO0127
RSp0126	XOO1579
RSp0126	XOO0368
RSp0126	XOO3874
RSp0126	XOO4842
RSp0126	XOO0367
RSp0126	XOO0905
RSp0126	XOO2649
RSp0126	XOO0904
RSp0126	XOO0070
RSp0126	XOO2094
RSp0126	XOO3343
RSp0126	XOO2132
RSp0126	XOO2494
RSp0126	XOO0073
RSp0126	XOO2097
RSp0126	XOO2493
RSp0126	XOO1443
RSp0126	XOO0997
RSp0126	XOO0996
RSp0126	XOO2652
RSp0126	XOO4798
RSp0126	XOO2637
RSp0126	XOO2638
RSp0126	XOO0186
RSp0126	XOO2089
RSp0126	XOO0185
RSp0126	XOO2086
RSp0126	XOO0069
RSp0126	XOO1397
RSp0126	XOO4704
RSp0126	XOO0468
RSp0126	XOO4940
RSp0126	XOO0209
RSp0126	XOO0967
RSp0126	XOO1934
RSp0126	XOO2748
RSp0126	XOO2628
RSp0126	XOO4770
RSp0126	XOO2111
RSp0126	XOO1020
RSp0126	XOO2472
RSp0126	XOO0298
RSp0126	XOO2119
RSp0126	XOO2513
RSp0126	XOO1009
RSp0126	XOO1647
RSp0126	XOO3706
RSp0126	XOO3310
RSp0126	XOO3794
RSp0126	XOO4366
RSp0126	XOO1891
RSp0126	XOO0564
RSp0126	XOO4129
RSp0126	XOO4769
RSp0126	XOO2101
RSp0126	XOO1415
RSp0126	XOO2106
RSp0126	XOO2469
RSp0126	XOO0961
RSp0126	XOO0825
RSp0126	XOO0547
RSp0126	XOO0822
RSp0126	XOO2691
RSp0126	XOO3660
RSp0126	XOO2694
RSp0126	XOO1088
RSp0126	XOO4591
RSp0126	XOO0151
RSp0126	XOO0150
RSp0126	XOO2690
RSp0126	XOO0278
RSp0126	XOO0277
RSp0126	XOO1089
RSp0126	XOO3307
RSp0126	XOO1646
RSp0126	XOO2695
RSp0126	XOO2216
RSp0126	XOO2851
RSp0126	XOO0279
RSp1216	XOO4716
RSp1216	XOO4738
RSp1216	XOO4717
RSp1216	XOO4937
RSp1216	XOO3926
RSp1216	XOO0360
RSp1216	XOO4723
RSp1216	XOO0326
RSp1216	XOO2404
RSp1216	XOO3895
RSp1216	XOO4707
RSp1216	XOO4828
RSp1216	XOO4927
RSp1216	XOO2371
RSp1216	XOO4893
RSp1216	XOO1341
RSp1216	XOO4757
RSp1216	XOO4736
RSp1216	XOO4912
RSp1216	XOO4895
RSp1216	XOO4950
RSp1216	XOO1645
RSp1216	XOO3026
RSp1216	XOO4777
RSp1216	XOO4799
RSp0127	XOO0968
RSp0127	XOO0636
RSp0127	XOO2252
RSp0127	XOO3718
RSp0127	XOO1215
RSc0828	XOO0615
RSc0828	XOO3929
RSc0828	XOO0617
RSc0828	XOO3927
RSc0828	XOO1392
RSc0828	XOO4146
RSc0828	XOO0263
RSc0828	XOO1396
RSc0828	XOO0262
RSc0828	XOO1394
RSc0828	XOO0981
RSc0828	XOO2009
RSc0828	XOO0622
RSc0828	XOO2007
RSc0828	XOO2403
RSc0828	XOO2006
RSc0828	XOO3930
RSc0828	XOO4304
RSc0828	XOO0646
RSc0828	XOO1339
RSc0828	XOO0296
RSc0828	XOO4370
RSc0828	XOO0295
RSc0828	XOO1340
RSc0828	XOO1384
RSc0828	XOO3888
RSc0828	XOO2113
RSc0828	XOO3889
RSc0828	XOO3366
RSc0828	XOO1029
RSc0828	XOO1028
RSc0828	XOO1027
RSc0828	XOO0517
RSc0828	XOO0516
RSc0828	XOO1649
RSc0828	XOO0999
RSc0828	XOO0998
RSc0828	XOO3191
RSc0828	XOO4165
RSc0828	XOO3552
RSc0828	XOO4047
RSc0828	XOO0362
RSc0828	XOO0365
RSc0828	XOO0364
RSc0828	XOO2146
RSc0828	XOO2745
RSc0828	XOO0363
RSc0828	XOO1650
RSc0828	XOO0325
RSc0828	XOO4368
RSc0828	XOO4369
RSc0828	XOO4523
RSc0828	XOO4524
RSc0828	XOO0987
RSc0828	XOO1119
RSc0828	XOO0827
RSc0828	XOO2290
RSc0828	XOO3189
RSc0828	XOO1361
RSc0828	XOO3063
RSc0828	XOO2372
RSc0828	XOO3700
RSc0828	XOO3701
RSc0828	XOO1640
RSc0828	XOO3702
RSc0828	XOO0198
RSc0828	XOO0236
RSc0828	XOO0478
RSc0828	XOO1644
RSc0828	XOO3027
RSc0828	XOO1643
RSc1918	XOO1695
RSc0829	XOO4716
RSc0829	XOO4738
RSc0829	XOO4717
RSc0829	XOO4937
RSc0829	XOO3926
RSc0829	XOO0360
RSc0829	XOO4723
RSc0829	XOO0326
RSc0829	XOO2404
RSc0829	XOO3895
RSc0829	XOO4707
RSc0829	XOO4828
RSc0829	XOO4927
RSc0829	XOO2371
RSc0829	XOO4893
RSc0829	XOO1341
RSc0829	XOO4757
RSc0829	XOO4736
RSc0829	XOO4912
RSc0829	XOO4895
RSc0829	XOO4950
RSc0829	XOO1645
RSc0829	XOO3026
RSc0829	XOO4777
RSc0829	XOO4799
RSc1917	XOO1694
RSc3089	XOO2373
RSc3096	XOO2188
RSc3096	XOO0469
RSp0553	XOO0384
RSp0553	XOO3868
RSp0312	XOO2805
RSp0312	XOO3018
RSp0312	XOO3016
RSp0557	XOO4716
RSp0557	XOO4738
RSp0557	XOO4717
RSp0557	XOO4937
RSp0557	XOO3926
RSp0557	XOO0360
RSp0557	XOO4723
RSp0557	XOO0326
RSp0557	XOO2404
RSp0557	XOO3895
RSp0557	XOO4707
RSp0557	XOO4828
RSp0557	XOO4927
RSp0557	XOO2371
RSp0557	XOO4893
RSp0557	XOO1341
RSp0557	XOO4757
RSp0557	XOO4736
RSp0557	XOO4912
RSp0557	XOO4895
RSp0557	XOO4950
RSp0557	XOO1645
RSp0557	XOO3026
RSp0557	XOO4777
RSp0557	XOO4799
RSp1404	XOO2858
RSp0558	XOO0615
RSp0558	XOO3929
RSp0558	XOO0617
RSp0558	XOO3927
RSp0558	XOO1392
RSp0558	XOO4146
RSp0558	XOO0263
RSp0558	XOO1396
RSp0558	XOO0262
RSp0558	XOO1394
RSp0558	XOO0981
RSp0558	XOO2009
RSp0558	XOO0622
RSp0558	XOO2007
RSp0558	XOO2403
RSp0558	XOO2006
RSp0558	XOO3930
RSp0558	XOO4304
RSp0558	XOO0646
RSp0558	XOO1339
RSp0558	XOO0296
RSp0558	XOO4370
RSp0558	XOO0295
RSp0558	XOO1340
RSp0558	XOO1384
RSp0558	XOO3888
RSp0558	XOO2113
RSp0558	XOO3889
RSp0558	XOO3366
RSp0558	XOO1029
RSp0558	XOO1028
RSp0558	XOO1027
RSp0558	XOO0517
RSp0558	XOO0516
RSp0558	XOO1649
RSp0558	XOO0999
RSp0558	XOO0998
RSp0558	XOO3191
RSp0558	XOO4165
RSp0558	XOO3552
RSp0558	XOO4047
RSp0558	XOO0362
RSp0558	XOO0365
RSp0558	XOO0364
RSp0558	XOO2146
RSp0558	XOO2745
RSp0558	XOO0363
RSp0558	XOO1650
RSp0558	XOO0325
RSp0558	XOO4368
RSp0558	XOO4369
RSp0558	XOO4523
RSp0558	XOO4524
RSp0558	XOO0987
RSp0558	XOO1119
RSp0558	XOO0827
RSp0558	XOO2290
RSp0558	XOO3189
RSp0558	XOO1361
RSp0558	XOO3063
RSp0558	XOO2372
RSp0558	XOO3700
RSp0558	XOO3701
RSp0558	XOO1640
RSp0558	XOO3702
RSp0558	XOO0198
RSp0558	XOO0236
RSp0558	XOO0478
RSp0558	XOO1644
RSp0558	XOO3027
RSp0558	XOO1643
RSp1405	XOO2857
RSp1402	XOO2622
RSp1403	XOO2859
RSp1403	XOO1465
RSp0798	XOO3441
RSp1408	XOO2836
RSc1909	XOO1717
RSc1909	XOO4613
RSc1909	XOO3944
RSp1409	XOO2835
RSc1907	XOO1688
RSp1407	XOO2850
RSc0818	XOO4036
RSc3079	XOO1829
RSc3087	XOO3842
RSp0303	XOO2838
RSp0548	XOO2280
RSp0548	XOO1235
RSp0548	XOO2820
RSp0548	XOO2129
RSp1637	XOO3918
RSp1637	XOO0190
RSp0307	XOO1323
RSp1660	XOO1917
RSc3069	XOO4349
RSp0331	XOO3735
RSp1662	XOO1815
RSp0332	XOO2862
RSc3070	XOO1335
RSp0338	XOO1230
RSp0335	XOO2744
RSp0335	XOO0808
RSp1667	XOO0641
RSc3057	XOO0239
RSc3059	XOO1114
RSc3063	XOO1558
RSp1411	XOO0688
RSp0563	XOO3614
RSp1410	XOO0687
RSc3060	XOO1114
RSc1549	XOO2280
RSc1549	XOO1235
RSc1549	XOO2820
RSc1549	XOO2129
RSc1307	XOO2416
RSc0217	XOO0664
RSc2879	XOO4052
RSc1548	XOO2819
RSc1548	XOO1834
RSc1305	XOO2338
RSc2878	XOO3749
RSc1789	XOO4509
RSc0699	XOO4229
RSc0458	XOO3987
RSc1304	XOO3442
RSc1304	XOO2942
RSc2635	XOO2031
RSc0219	XOO3613
RSc1309	XOO2415
RSc2639	XOO2030
RSc2872	XOO1848
RSc2872	XOO2452
RSc2630	XOO2364
RSc0693	XOO0926
RSc1783	XOO0885
RSc0691	XOO0498
RSc1780	XOO3835
RSc0697	XOO0928
RSc2634	XOO2032
RSc0213	XOO4404
RSc1786	XOO0887
RSc1544	XOO1196
RSc1543	XOO2075
RSp0872	XOO0093
RSp0870	XOO0091
RSc1790	XOO1101
RSp0874	XOO0094
RSc0448	XOO4185
RSc2627	XOO2366
RSc1537	XOO3669
RSc1536	XOO3668
RSc0688	XOO0863
RSc2866	XOO2981
RSc0208	XOO0968
RSc0208	XOO0636
RSc0208	XOO2252
RSc0208	XOO3718
RSc0208	XOO1215
RSc2628	XOO2365
RSc2861	XOO2810
RSc0682	XOO0792
RSc1530	XOO2463
RSc0441	XOO0332
RSc0683	XOO0795
RSc2860	XOO2809
RSc0681	XOO3750
RSc2623	XOO1297
RSc1534	XOO3666
RSc0684	XOO0793
RSc1532	XOO2465
RSc2863	XOO2812
RSc0685	XOO0794
RSc1531	XOO2464
RSc2862	XOO2811
RSp0860	XOO0081
RSp0865	XOO0086
RSp0863	XOO0084
RSp0864	XOO0085
RSp0869	XOO0090
RSp0867	XOO0088
RSc1527	XOO2948
RSc2857	XOO2868
RSc1526	XOO2949
RSc1525	XOO2950
RSc2856	XOO2788
RSc0435	XOO0459
RSc0678	XOO1427
RSc1766	XOO4528
RSc1524	XOO2951
RSc1529	XOO2462
RSc1529	XOO2461
RSc1528	XOO3249
RSc2850	XOO3831
RSc2854	XOO4154
RSc0675	XOO1425
RSc1522	XOO2886
RSc0676	XOO1426
RSc0434	XOO4320
RSc1521	XOO2887
RSc2852	XOO3833
RSc0674	XOO0703
RSc0432	XOO4324
RSp0652	XOO2078
RSp0652	XOO2076
RSp0652	XOO1843
RSp1500	XOO1979
RSp1500	XOO1982
RSp0650	XOO1842
RSp0656	XOO0756
RSp0657	XOO0755
RSp0655	XOO0423
RSc1758	XOO1929
RSc2847	XOO3828
RSc0668	XOO1746
RSc0426	XOO0462
RSc1757	XOO1929
RSc1515	XOO1039
RSc0669	XOO0911
RSc0669	XOO1747
RSc0427	XOO0463
RSc0666	XOO1232
RSc2845	XOO3827
RSc1998	XOO0971
RSc0667	XOO1124
RSc2844	XOO3826
RSc1513	XOO1041
RSc0425	XOO4312
RSc1997	XOO2063
RSc1519	XOO2888
RSc2849	XOO3830
RSc0428	XOO1091
RSc2848	XOO3829
RSc1991	XOO1154
RSc1990	XOO0936
